,date,dd,hr,Ts_C,Ts_K,P,precip,u,O3,uh,O3_nmol,td,Tleaf_C,u_,Rn,cloudfrac,R,PAR,PPFD,Idrctt,Idfuse,VPD,RH,CO2,h,SWP,SWC,Hd,VPD_dd,esat,eact,is_daylight,sinB,leaf_fphen,LAI,V_cmax_25,J_max_25,snow_depth,ustar_ref,ustar
10,,319,10,18.73,,101.0,0.11,3.75,22.125553571428544,,920.8047963543581,0.0,,,0.4751144396642784,,165.21234123510817,74.34555355579867,339.75917975,0.7442581197558418,73.60129543604283,0.6363039590983417,0.7056,391.0,,,,,1.1654922270684989,2.1613585567199105,1.5250545976215688,True,0.6049202850418942,,,,,,,
11,,319,11,19.51,,101.0,0.08,3.79,29.097261904761872,,1207.7207274705704,0.0,,,0.48982008804438615,,170.59765823810676,76.76894620714805,350.8340841666666,0.8857239700095031,75.88322223713854,0.7771434407824667,0.6575,391.0,,,,,1.9426356678509655,2.2690319438904134,1.4918885031079467,True,0.6191622382665015,,,,,,,
12,,319,12,19.4,,101.0,0.07,3.83,33.35874999999997,,1385.1200990291302,0.0,,,0.4758001791939144,,167.23705359699593,75.25667411864818,343.9230007222222,1.4138113041200027,73.84286281452817,0.7761290491849469,0.6556000000000001,391.0,,,,,2.7187647170359126,2.253568667784399,1.477439618599452,True,0.5792315981610582,,,,,,,
13,,319,13,18.61,,101.0,0.05,4.19,34.767678571428554,,1447.530451380114,0.0,,,0.43232760352924426,,155.50624679201442,69.9778110564065,319.7985965277777,2.4907958975113518,67.48701515889515,0.6637238596000914,0.6906,391.0,,,,,3.382488576636004,2.145196702004174,1.4814728424040824,True,0.48784957186024713,,,,,,,
14,,319,14,17.4,,101.0,0.06,4.71,37.568809523809485,,1570.6677212890409,0.0,,,0.2968007908188398,,106.70442061755409,48.01698927789934,219.437641,1.5318725808802476,46.485116697019095,0.49820481403774197,0.7494,391.0,,,,,3.880693390673746,1.9880479410923457,1.4898431270546038,True,0.3512436934405302,,,,,,,
15,,319,15,16.12,,101.0,0.07,4.99,38.89684523809522,,1633.3856972668234,0.0,,,0.10267670445903232,,35.651633492719554,16.0432350717238,73.31758427777777,0.07467686952192254,15.968558202201876,0.3482453652637001,0.81,391.0,,,,,3.880693390673746,1.832870343493159,1.484624978229459,False,0.1787234277643228,,,,,,,
16,,319,16,15.01,,101.0,0.09,4.89,36.39713095238092,,1534.3033058064007,0.0,,,0.0,,12.106526595888372,5.447936968149768,24.89707194444444,0.0,0.0,0.23693204593658534,0.8612000000000001,391.0,,,,,3.880693390673746,1.707003212799607,1.4700711668630217,False,0.0,,,,,,,
17,,319,17,14.15,,101.0,0.08,4.92,24.456190476190447,,1034.024781619364,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.1664818623227533,0.8969,391.0,,,,,3.880693390673746,1.61476103125852,1.4482791689357668,False,0.0,,,,,,,
18,,319,18,13.68,,101.0,0.06,4.9,13.383428571428562,,566.7879095600119,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.14283940905255665,0.9088,391.0,,,,,3.880693390673746,1.5662215904885612,1.4233821814360046,False,0.0,,,,,,,
19,,319,19,13.39,,101.0,0.08,4.85,9.505732142857132,,402.97497855627256,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.13647802447656,0.9112,391.0,,,,,3.880693390673746,1.5369146900513517,1.4004366655747917,False,0.0,,,,,,,
20,,319,20,13.24,,101.0,0.16,4.65,10.97995833333332,,465.7154090868241,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.1398668068516029,0.9081,391.0,,,,,3.880693390673746,1.5219456675908911,1.3820788607392882,False,0.0,,,,,,,
21,,319,21,13.05,,101.0,0.16,4.79,11.985803571428564,,508.715876375735,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.1381412044131367,0.9081,391.0,,,,,3.880693390673746,1.5031687096097572,1.3650275051966205,False,0.0,,,,,,,
22,,319,22,12.64,,101.0,0.2,4.47,10.763607142857136,,457.49734157386337,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.11340896311029458,0.9225,391.0,,,,,3.880693390673746,1.4633414594876724,1.3499324963773778,False,0.0,,,,,,,
23,,319,23,12.37,,101.0,0.53,4.84,9.316827380952375,,396.3777601144466,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.11774128622272007,0.9181,391.0,,,,,3.880693390673746,1.437622542401954,1.319881256179234,False,0.0,,,,,,,
24,,320,0,12.04,,101.0,0.94,4.6,6.593583333333328,,280.84388442793596,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.10198778012590037,0.9275,391.0,,,,,0.0,1.4067280017365558,1.3047402216106554,False,0.0,,,,,,,
25,,320,1,11.76,,101.0,1.06,4.98,5.38933928571428,,229.77649358188603,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.1019158315818931,0.9262,391.0,,,,,0.0,1.3809733276679295,1.2790574960860364,False,0.0,,,,,,,
26,,320,2,11.51,,101.0,0.97,5.27,4.039249999999997,,172.36617873703725,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.10608549927362043,0.9219,391.0,,,,,0.0,1.3583290560002619,1.2522435567266414,False,0.0,,,,,,,
27,,320,3,11.15,,101.0,1.06,5.14,4.393642857142853,,187.72653198890373,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.08872910291711422,0.9331,391.0,,,,,0.0,1.3262945129613484,1.2375654100442341,False,0.0,,,,,,,
28,,320,4,10.83,,101.0,1.35,5.02,4.065898809523805,,173.91881836121732,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0819276945097196,0.9369,391.0,,,,,0.0,1.29837867685768,1.2164509823479603,False,0.0,,,,,,,
29,,320,5,10.57,,101.0,1.41,5.03,3.078720238095236,,131.81293806452018,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.08217946625642791,0.9356,391.0,,,,,0.0,1.2760786685780718,1.193899202321644,False,0.0,,,,,,,
30,,320,6,10.3,,101.0,1.08,4.85,2.422374999999997,,103.81083383858684,10.717916666666666,,,0.009498196314125941,,3.297984831293729,1.4840931740821781,6.782305805555555,0.0025053398624327017,1.4815878342197455,0.08071110331550968,0.9356,391.0,,,,,0.0,1.2532780017936267,1.172566898478117,False,0.07494116873176188,,,,,,,
31,,320,7,10.23,,101.0,0.58,4.65,3.732410714285711,,159.99190021326055,10.717916666666666,,,0.01815478029662047,,6.303743158548775,2.836684421346949,12.963647805555556,0.01588256240335121,2.8208018589435975,0.0849496770152558,0.9319,391.0,,,,,0.0,1.2474255068319482,1.1624758298166924,False,0.26151052944618214,,,,,,,
32,,320,8,10.64,,101.0,0.29,4.7,9.15745238095237,,391.9722717907248,10.717916666666666,,,0.1789628503574033,,62.13987859632059,27.96294536834427,127.7906603333333,0.18354051870991714,27.77940484963435,0.11384596410044368,0.9112,391.0,,,,,0.11384596410044368,1.2820491452752665,1.1682031811748228,True,0.4181408349270376,,,,,,,
33,,320,9,11.3,,101.0,0.16,5.02,16.385083333333313,,699.7138678934097,10.717916666666666,,,0.24466872783856064,,84.95441938838911,38.2294887247751,174.70876347222222,0.2700903516402322,37.959398373134874,0.1824481592753251,0.8637999999999999,391.0,,,,,0.29629412337576877,1.3395606407879945,1.1571124815126694,True,0.5341579886996264,,,,,,,
34,,320,10,11.83,,101.0,0.13,4.85,22.125553571428544,,943.0995296508878,10.717916666666666,,,0.21340884123510817,,74.10029209552367,33.345131442985654,152.38725069444445,0.24434545498209895,33.10078598800356,0.25583155401085844,0.8156,391.0,,,,,0.5521256773866272,1.3873728525534625,1.131541298542604,True,0.6016556134617584,,,,,,,
35,,320,11,12.06,,101.0,0.11,4.42,29.097261904761872,,1239.2677258915785,10.717916666666666,,,0.22495095321176756,,78.10796986519706,35.14858643933868,160.62904002777776,0.2594777994782447,34.88910863986043,0.2896048002743421,0.7944,391.0,,,,,0.8417304776609693,1.4085836589218979,1.1189788586475558,True,0.6160338576309933,,,,,,,
36,,320,12,12.1,,101.0,0.09,3.97,33.35874999999997,,1420.5675196177813,10.717916666666666,,,0.23372776752735225,,81.1554748358862,36.51996367614879,166.896234,0.26406055519679916,36.25590312095199,0.30195004451015417,0.7862,391.0,,,,,1.1436805221711235,1.4123014242757443,1.1103513797655902,True,0.5763128676283694,,,,,,,
37,,320,13,12.08,,101.0,0.07,3.59,34.767678571428554,,1480.6699312648109,10.717916666666666,,,0.23595202824215897,,81.92778758408298,36.86750441283734,168.48449516666668,0.2530503626037229,36.61445405023362,0.30945085758072555,0.7806000000000001,391.0,,,,,1.453131379751849,1.4104414657280113,1.1009906081472858,True,0.48519956328052627,,,,,,,
38,,320,14,12.01,,101.0,0.06,3.21,37.568809523809485,,1600.3559630401555,10.717916666666666,,,0.22290703754923413,,77.3982769268174,34.82922461706783,159.1695565,0.216048402533456,34.61317621453437,0.30971104833482377,0.7794,391.0,,,,,1.7628424280866728,1.4039485418623014,1.0942374935274777,True,0.3489031657069145,,,,,,,
39,,320,15,11.78,,101.0,0.04,2.81,38.89684523809522,,1658.2651200237744,10.717916666666666,,,0.13907610587977884,,49.26103925223545,22.167467663505953,101.30532722222222,0.9139055687536263,21.253562094752326,0.2930151318128853,0.7881,391.0,,,,,1.7628424280866728,1.382799111906019,1.0897839800931337,False,0.1767120491617291,,,,,,,
40,,320,16,11.25,,101.0,0.03,2.08,36.39713095238092,,1554.588047120859,10.717916666666666,,,0.0,,15.4462580706162,6.95081613177729,31.76522972222222,0.0,0.0,0.22777244471798963,0.8294,391.0,,,,,1.7628424280866728,1.3351257017467155,1.107353257028726,False,0.0,,,,,,,
41,,320,17,10.54,,101.0,0.02,1.73,24.456190476190447,,1047.182910075234,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.1663226763501675,0.8694,391.0,,,,,1.7628424280866728,1.2735273839982195,1.107204707648052,False,0.0,,,,,,,
42,,320,18,10.23,,101.0,0.0,1.98,13.383428571428562,,573.6882493439841,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.15904675212107322,0.8725,391.0,,,,,1.7628424280866728,1.2474255068319482,1.088378754710875,False,0.0,,,,,,,
43,,320,19,9.79,,101.0,0.0,2.05,9.505732142857132,,408.102249082895,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.1423142977932772,0.8825,391.0,,,,,1.7628424280866728,1.2111855131342737,1.0688712153409965,False,0.0,,,,,,,
44,,320,20,9.24,,101.0,0.0,1.93,10.97995833333332,,472.31217822293826,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.11963694744953934,0.8975,391.0,,,,,1.7628424280866728,1.1671897312150177,1.0475527837654783,False,0.0,,,,,,,
45,,320,21,8.67,,101.0,0.0,1.68,11.985803571428564,,516.6222546970952,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.09759596435407003,0.9131,391.0,,,,,1.7628424280866728,1.123083594408171,1.025487630054101,False,0.0,,,,,,,
46,,320,22,8.03,,101.0,0.0,1.33,10.763607142857136,,464.998098187618,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.06860507732157983,0.9362,391.0,,,,,1.7628424280866728,1.075314691560813,1.006709614239233,False,0.0,,,,,,,
47,,320,23,7.29,,101.0,0.0,1.11,9.316827380952375,,403.55790211052914,10.717916666666666,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0370079516684243,0.9638,391.0,,,,,1.7628424280866728,1.022319106862549,0.9853111551941247,False,0.0,,,,,,,
48,,321,0,6.83,,101.0,0.0,1.01,6.593583333333328,,286.06995999715355,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.02357503425721086,0.9762,391.0,,,,,0.0,0.990547657865999,0.9669726236087881,False,0.0,,,,,,,
49,,321,1,6.69,,101.0,0.0,0.97,5.38933928571428,,233.93946821903637,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.02697893882276936,0.9725,391.0,,,,,0.0,0.9810523208279788,0.9540733820052094,False,0.0,,,,,,,
50,,321,2,6.93,,101.0,0.0,1.13,4.039249999999997,,175.1847916284098,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.049270547966081324,0.9506,391.0,,,,,0.0,0.9973795134834275,0.9481089655173461,False,0.0,,,,,,,
51,,321,3,6.99,,101.0,0.02,1.62,4.393642857142853,,190.51421804970846,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.05948901199380008,0.9406,391.0,,,,,0.0,1.0014985184141423,0.9420095064203422,False,0.0,,,,,,,
52,,321,4,6.96,,101.0,0.03,1.79,4.065898809523805,,176.32168090471066,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.06306448397120579,0.9369,391.0,,,,,0.0,0.9994371469287755,0.9363726629575697,False,0.0,,,,,,,
53,,321,5,7.08,,101.0,0.04,1.68,3.078720238095236,,133.45454372360442,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.07114398141739975,0.9294,391.0,,,,,0.0,1.007705119226625,0.9365611378092253,False,0.0,,,,,,,
54,,321,6,7.22,,101.0,0.05,1.43,2.422374999999997,,104.95124603754837,19.87041666666667,,,0.006732898653051299,,2.3378120323094786,1.0520154145392655,4.807710444444443,0.001631517822720128,1.0503838967165453,0.07508612555303507,0.9262,391.0,,,,,0.0,1.0174271755153805,0.9423410499623455,False,0.07197842851411487,,,,,,,
55,,321,7,7.65,,101.0,0.07,1.54,3.732410714285711,,161.46191126222857,19.87041666666667,,,0.11211478605397517,,38.92874515763027,17.51793532093362,80.05696441666666,0.09761084881294978,17.420324472120672,0.10079896114632814,0.9038,391.0,,,,,0.0,1.0478062489223308,0.9470072877760026,False,0.2583637782802759,,,,,,,
56,,321,8,8.45,,101.0,0.06,1.5,9.15745238095237,,395.02063569421074,19.87041666666667,,,0.0712364728033066,,24.734886390037012,11.130698875516655,50.86729386111112,0.07288552581167172,11.057813349704984,0.14040933965888414,0.8731,391.0,,,,,0.0,1.1064565772961708,0.9660472376372866,False,0.4148883303540878,,,,,,,
57,,321,9,9.86,,101.0,0.04,1.36,16.385083333333313,,703.2741236079305,19.87041666666667,,,0.10369866273766104,,36.00648011724342,16.20291605275954,74.0473263611111,0.11426071326533327,16.08865533949421,0.205410742174029,0.8312,391.0,,,,,0.0,1.2168882830214995,1.0114775408474705,False,0.5308851951807728,,,,,,,
58,,321,10,11.42,,101.0,0.03,1.46,22.125553571428544,,944.4583194289982,19.87041666666667,,,0.1502879163627522,,52.183304292622296,23.482486931680032,107.31496527777776,0.1717873838645325,23.3106995478155,0.29705661649792003,0.78,391.0,,,,,0.29705661649792003,1.3502573477178188,1.0532007312198988,True,0.5984493781162751,,,,,,,
59,,321,11,11.79,,101.0,0.03,1.95,29.097261904761872,,1240.442016219334,19.87041666666667,,,0.4080617505081448,,141.68810781532807,63.759648516897634,291.3815937222222,0.4699561297014693,63.28969238719617,0.3139644340780785,0.7731,391.0,,,,,0.6110210505759985,1.3837127989337967,1.0697483648557182,True,0.6129764917486318,,,,,,,
60,,321,12,11.81,,101.0,0.05,2.43,33.35874999999997,,1422.0132122788182,19.87041666666667,,,0.3281085790031607,,113.92658993165301,51.26696546924386,234.29003219444445,0.37012733030362416,50.89683813894023,0.3100842468094611,0.7762,391.0,,,,,0.9211052973854597,1.385541764117342,1.0754575173078809,True,0.5734765372909879,,,,,,,
61,,321,13,11.87,,101.0,0.09,2.66,34.767678571428554,,1481.760874656733,19.87041666666667,,,0.3722331112472647,,129.2476080719669,58.16142363238511,265.79770599999995,0.44897370359061106,57.7124499287945,0.3138189415509982,0.7744,391.0,,,,,1.2349242389364579,1.3910414075842117,1.0772224660332135,True,0.4826413713628711,,,,,,,
62,,321,14,11.92,,101.0,0.08,2.54,37.568809523809485,,1600.861214510579,19.87041666666667,,,0.21370941751519568,,74.20465885944294,33.392096486749324,152.60188094444442,0.20670129194740874,33.18539519480192,0.31485617692317835,0.7744,391.0,,,,,1.5497804158596362,1.395639082106287,1.0807829051831086,True,0.34666126041007317,,,,,,,
63,,321,15,11.8,,101.0,0.02,2.18,38.89684523809522,,1658.1487301223863,19.87041666666667,,,0.11133328844152685,,38.6573918199746,17.39582631898857,79.49892627777777,0.2338189485144328,17.162007370474136,0.29769480849378605,0.785,391.0,,,,,1.5497804158596362,1.384627016250168,1.0869322077563819,False,0.1748030242762688,,,,,,,
64,,321,16,11.32,,101.0,0.0,1.33,36.39713095238092,,1554.2055070874692,19.87041666666667,,,0.0,,12.04390647540319,5.419757913931436,24.768293666666665,0.0,0.0,0.22883230333176852,0.8294,391.0,,,,,1.5497804158596362,1.341338237583637,1.1125059342518684,False,0.0,,,,,,,
65,,321,17,10.09,,101.0,0.0,0.84,24.456190476190447,,1048.8466309816527,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.1390266627824437,0.8875,391.0,,,,,1.5497804158596362,1.235792558066165,1.0967658952837214,False,0.0,,,,,,,
66,,321,18,9.68,,101.0,0.01,0.96,13.383428571428562,,574.8038613269392,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.11794283388326998,0.9019,391.0,,,,,1.5497804158596362,1.202271497281039,1.0843286633977691,False,0.0,,,,,,,
67,,321,19,9.46,,101.0,0.01,1.09,9.505732142857132,,408.5787847405058,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.10211393298391647,0.9138,391.0,,,,,1.5497804158596362,1.1846163919247832,1.0825024589408667,False,0.0,,,,,,,
68,,321,20,8.98,,101.0,0.01,1.23,10.97995833333332,,472.7474426979603,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.06881313926021715,0.94,391.0,,,,,1.5497804158596362,1.1468856543369517,1.0780725150767345,False,0.0,,,,,,,
69,,321,21,8.38,,101.0,0.02,1.44,11.985803571428564,,517.1544198441921,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.031714899576960276,0.9712,391.0,,,,,1.5497804158596362,1.1012117908666723,1.069496891289712,False,0.0,,,,,,,
70,,321,22,8.19,,101.0,0.02,2.18,10.763607142857136,,464.73365055944555,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.026524900222137493,0.9756,391.0,,,,,1.5497804158596362,1.0870860746777644,1.060561174455627,False,0.0,,,,,,,
71,,321,23,8.29,,101.0,0.01,3.55,9.316827380952375,,402.1239982514099,19.87041666666667,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.054068332214674886,0.9506,391.0,,,,,1.5497804158596362,1.0945006521189242,1.0404323199042493,False,0.0,,,,,,,
72,,322,0,7.97,,101.0,0.0,4.03,6.593583333333328,,284.909886881058,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.07560761828962259,0.9294,391.0,,,,,0.0,1.0709294375300655,0.9953218192404429,False,0.0,,,,,,,
73,,322,1,7.48,,101.0,0.0,3.91,5.38933928571428,,233.28090648332372,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.08741322981172028,0.9156,391.0,,,,,0.0,1.035701775020382,0.9482885452086618,False,0.0,,,,,,,
74,,322,2,6.96,,101.0,0.0,3.92,4.039249999999997,,175.16602920026065,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.09994371469287755,0.9,391.0,,,,,0.0,0.9994371469287755,0.899493432235898,False,0.0,,,,,,,
75,,322,3,6.62,,101.0,0.0,4.06,4.393642857142853,,190.76617594611756,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.13063359516556705,0.8662000000000001,391.0,,,,,0.0,0.9763347919698588,0.8457011968042918,False,0.0,,,,,,,
76,,322,4,6.54,,101.0,0.0,3.94,4.065898809523805,,176.5864565705549,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.17661904483113067,0.8181,391.0,,,,,0.0,0.9709678110562436,0.794348766225113,False,0.0,,,,,,,
77,,322,5,6.51,,101.0,0.0,3.44,3.078720238095236,,133.72654933728697,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.20590440469288795,0.7875,391.0,,,,,0.0,0.9689619044371198,0.7630574997442319,False,0.0,,,,,,,
78,,322,6,6.38,,101.0,0.0,2.89,2.422374999999997,,105.26662916877416,27.264166666666675,,,0.007634625703865791,,2.6509117027311775,1.1929102662290298,5.451599916666667,0.0016855541724586662,1.191224712056571,0.20829162247068034,0.7831,391.0,,,,,0.0,0.9603117679607208,0.7520201454900405,False,0.06903026613741381,,,,,,,
79,,322,7,6.94,,101.0,0.0,3.41,3.732410714285711,,161.8712009798057,27.264166666666675,,,0.21473684601031975,,79.63172250587566,35.83427512764405,163.76263733333332,1.6155723089053415,34.218702818738706,0.25011508306553565,0.7494,391.0,,,,,0.25011508306553565,0.9980649763189767,0.7479498932534411,True,0.2552406686252953,,,,,,,
80,,322,8,8.15,,101.0,0.0,4.02,9.15745238095237,,395.44191614464904,27.264166666666675,,,0.5028977791665741,,202.2207407947699,90.99933335764646,415.8669534444444,12.152318356164178,78.84701500148228,0.3340212681309068,0.6919,391.0,,,,,0.5841363511964425,1.0841326456699345,0.7501113775390277,True,0.41167059433599185,,,,,,,
81,,322,9,10.36,,101.0,0.0,5.43,16.385083333333313,,702.033824987762,27.264166666666675,,,0.8252224160982163,,334.8080803414646,150.66363615365907,688.532817222222,34.29342187407055,116.37021427958852,0.5795792558883349,0.5394,391.0,,,,,1.1637156070847774,1.2583136254631675,0.6787343695748326,True,0.5276596023449944,,,,,,,
82,,322,10,11.65,,101.0,0.0,5.81,22.125553571428544,,943.6955897468753,27.264166666666675,,,1.0611659688795612,,430.99234681362606,193.94655606613173,886.3357612222221,57.8210193365965,136.1255367295352,0.7463556965516751,0.4556,391.0,,,,,1.9100713036364525,1.3709693176922761,0.624613621140601,True,0.5953032334373884,,,,,,,
83,,322,11,12.08,,101.0,0.0,5.58,29.097261904761872,,1239.1808298619958,27.264166666666675,,,1.0632202927185075,,429.4685941729475,193.2608673778264,883.2021639166667,55.26402273983206,137.99684463799434,0.7925270595925695,0.4381,391.0,,,,,2.702598363229022,1.4104414657280113,0.6179144061354418,True,0.6099916859406128,,,,,,,
84,,322,12,12.11,,101.0,0.0,5.3,33.35874999999997,,1420.5177205741152,27.264166666666675,,,0.9396202093720073,,381.77305420482475,171.79787439217114,785.1162859722222,43.90642361942307,127.89145077274806,0.7993241386071787,0.4343999999999999,391.0,,,,,3.5019225018362006,1.413232211115945,0.6139080725087663,True,0.5707239660903883,,,,,,,
85,,322,13,12.15,,101.0,0.0,5.05,34.767678571428554,,1480.3066403598393,27.264166666666675,,,0.9012050925417014,,388.1394171731906,174.6627377279358,798.2087114166666,60.16371094103898,114.4990267868968,0.8093679795134914,0.4288,391.0,,,,,4.311290481349692,1.4169607484479891,0.6075927689344978,True,0.48017610410153266,,,,,,,
86,,322,14,11.74,,101.0,0.0,4.91,37.568809523809485,,1601.8726751396355,27.264166666666675,,,0.5935412581018386,,283.1466092471027,127.4159741611962,582.2910019166667,44.479721451458104,82.93625270973808,0.7826674328673813,0.4325,391.0,,,,,5.093957914217073,1.3791496614403194,0.5964822285729381,True,0.344518787131169,,,,,,,
87,,322,15,10.77,,101.0,0.0,4.56,38.89684523809522,,1664.1641330247044,27.264166666666675,,,0.27612854628960476,,202.9930538536348,91.34687423413565,417.45521525,43.659762497325744,47.68711173680991,0.7023381941490217,0.4569,391.0,,,,,5.796296108366095,1.2932023460670625,0.5908641519180409,True,0.17299683714651182,,,,,,,
88,,322,16,9.02,,101.0,0.0,3.42,36.39713095238092,,1566.8740142508857,27.264166666666675,,,0.0,,42.05974341518761,18.926884536834425,86.49586233333333,0.0,0.0,0.5426798027858492,0.5281,391.0,,,,,5.796296108366095,1.149988986619727,0.6073091838338779,False,0.0,,,,,,,
89,,322,17,5.9,,101.0,0.0,2.03,24.456190476190447,,1064.5953046380334,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.29262216764822346,0.685,391.0,,,,,5.796296108366095,0.9289592623753128,0.6363370947270893,False,0.0,,,,,,,
90,,322,18,4.94,,101.0,0.0,2.34,13.383428571428562,,584.601302093201,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.2389608820351129,0.725,391.0,,,,,5.796296108366095,0.868948661945865,0.629987779910752,False,0.0,,,,,,,
91,,322,19,4.12,,101.0,0.0,2.49,9.505732142857132,,416.44768765288103,27.264166666666675,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.19279968353656074,0.765,391.0,,,,,5.796296108366095,0.8204241852619608,0.6276245017254001,False,0.0,,,,,,,
