,dd,hr,Ts_C,P,precip,u,O3,uh,O3_nmol,td,Tleaf_C,u_,Rn,R,PAR,PPFD,Idrctt,Idfuse,VPD,RH,CO2,h,SWP,SWC,Hd,VPD_dd,esat,eact,is_daylight,sinB,leaf_fphen,LAI,V_cmax_25,J_max_25,snow_depth
0,71,0,5.36,101.18,5,2.9,25.123,,1097.6952158131292,0.0,5.36,,0.0,0.0,0.0,0.0,0.0,0.0,-0.085851788,1.0959485405961644,391.0,,,,,0.0,0.8947690862890734,0.9806208742890734,False,0.0,,,,,
1,71,1,5.85,101.18,5,3.3,24.77342857,,1080.5204203877468,0.0,5.85,,0.0,0.0,0.0,0.0,0.0,0.0,-0.090705971,1.0979815044851173,391.0,,,,,0.0,0.9257458484297693,1.0164518194297694,False,0.0,,,,,
2,71,2,5.88,101.18,5,2.34,25.40285714,,1107.8545177950455,0.0,5.88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,391.0,,,,,0.0,0.9276727190716544,0.9276727190716544,False,0.0,,,,,
3,71,3,5.19,101.18,5,0.93,25.46164286,,1113.170953606876,0.0,5.19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,391.0,,,,,0.0,0.884237604458392,0.884237604458392,False,0.0,,,,,
4,71,4,5.9,101.18,5,0.82,25.21907143,,1099.7605357167663,0.0,5.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,391.0,,,,,0.0,0.9289592623753128,0.9289592623753128,False,0.0,,,,,
5,71,5,8.4,101.18,5,0.83,25.25185714,,1091.412336292287,0.0,8.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.026456331,0.9760078556906299,391.0,,,,,0.0,1.1027080638918816,1.0762517328918815,False,0.0,,,,,
6,71,6,10.13,101.18,5,1.07,23.9655,,1029.4888488631084,0.0,10.13,,0.0,0.0,0.0,0.0,0.0,0.0,0.024774018,0.9800065463953442,391.0,,,,,0.0,1.239106484045908,1.214332466045908,False,0.0,,,,,
7,71,7,10.38,101.18,5,1.67,24.20471429,,1038.8480025543745,0.0,10.38,,0.006414004376367615,2.227084852905422,1.0021881838074398,4.58,0.0036766908926908364,0.9985114929147489,0.046604596,0.9630121113481906,391.0,,,,,0.0,1.25999611490991,1.2133915189099098,False,0.13012779075049372,,,,,
8,71,8,10.57,101.18,5,3.59,27.15121429,,1164.5291727281556,0.0,10.57,,0.10922013129102844,37.92365669827376,17.065645514223192,77.99,0.09815275481631898,16.967492759406873,0.054853422,0.9570140749542323,391.0,,,,,0.0,1.2760786685780718,1.2212252465780717,False,0.28084946942665145,,,,,
9,71,9,10.75,101.18,5,3.42,28.79071429,,1234.065222544684,0.0,10.75,,0.16936892778993434,58.80865548261609,26.46389496717724,120.94,0.17243434937099794,26.291460617806244,0.218188835,0.8310553190506205,391.0,,,,,0.218188835,1.291480937866138,1.073292102866138,True,0.40866522413418627,,,,,
10,71,10,10.64,101.18,5,3.88,26.63607143,,1142.1526432615603,0.0,10.64,,0.3594363238512035,124.80427911500121,56.161925601750546,256.66,0.3899935608438564,55.77193204090669,0.158922057,0.8760405889386728,391.0,,,,,0.37711089200000003,1.2820491452752665,1.1231270882752664,True,0.5048646224153014,,,,,
11,71,11,10.61,101.18,5,6.24,26.11285714,,1119.83563578134,0.0,10.61,,0.5002351373768963,179.20252856795523,80.64113785557986,368.53,2.8762510986710876,77.76488675690877,0.161162638,0.8740412435244184,391.0,,,,,0.53827353,1.2794873695918314,1.1183247315918314,True,0.5628918342541612,,,,,
12,71,12,10.51,101.18,5,6.19,26.03485714,,1116.8842500479807,0.0,10.51,,0.4534443700225286,157.70483831752978,70.9671772428884,324.32,0.6787635320292622,70.28841371085913,0.123244761,0.9030317516135692,391.0,,,,,0.661518291,1.270980584374938,1.147735823374938,True,0.5787924010584488,,,,,
13,71,13,10.27,101.18,5,5.85,27.473,,1179.5779856943561,0.0,10.27,,0.5014007988581981,179.9465110624848,80.97592997811816,370.06,3.245550214639215,77.73037976347895,-0.125035742,1.0999672664529183,391.0,,,,,0.536482549,1.2507668403525674,1.3758025823525672,True,0.5514827254773812,,,,,
14,71,14,9.89,101.18,5,5.01,29.21878571,,1256.2191630645764,0.0,9.89,,0.27084463894967176,94.04327741308047,42.31947483588621,193.4,0.28996192188851544,42.0295129139977,-0.140178148,1.1149623567907943,391.0,,,,,0.39630440100000003,1.2193395465534231,1.359517694553423,True,0.4828239167704354,,,,,
15,71,15,9.56,101.18,5,5.12,26.29342857,,1131.7672328147457,0.0,9.56,,0.16354310722100657,56.785801118405054,25.553610503282275,116.78,0.16246947222386326,25.39114103105841,-0.154988936,1.1299574465778968,391.0,,,,,0.24131546500000003,1.1926129674077546,1.3476019034077547,True,0.37749495928694365,,,,,
16,71,16,9.36,101.18,5,4.94,30.58507143,,1317.4275473965017,0.0,9.36,,0.13257943107221004,46.03452467785071,20.71553610503282,94.67,0.11240973189253026,20.60312637314029,-0.147035232,1.1249590836414822,391.0,,,,,0.24131546500000003,1.1766670154356764,1.3237022474356763,False,0.24267384741507356,,,,,
17,71,17,9.34,101.18,5,5.0,30.64828571,,1320.2439173549553,0.0,9.34,,0.06700718733014913,25.387794796985165,11.424507658643325,52.21,0.5977643422475827,10.826743316395742,-0.146837268,1.1249590838346593,391.0,,,,,0.24131546500000003,1.175082783051524,1.321920051051524,False,0.08754841712647107,,,,,
18,71,18,9.25,101.18,5,5.02,31.78157143,,1369.499067583252,0.0,9.25,,0.0,11.062484804279114,4.978118161925601,22.75,0.0,0.0,-0.143614138,1.1229597383808598,391.0,,,,,0.24131546500000003,1.1679769320520557,1.3115910700520557,False,0.0,,,,,
19,71,19,8.26,101.18,5,4.33,31.10035714,,1344.8595039144336,0.0,8.26,,0.0,0.0,0.0,0.0,0.0,0.0,-0.157235628,1.1439528641082433,391.0,,,,,0.24131546500000003,1.0922716194223747,1.2495072474223747,False,0.0,,,,,
20,71,20,5.76,101.18,5,4.84,27.71071429,,1209.0233854094533,0.0,5.76,,0.0,0.0,0.0,0.0,0.0,0.0,-0.136103974,1.147941291723171,391.0,,,,,0.24131546500000003,0.9199863838871901,1.05609035788719,False,0.0,,,,,
21,71,21,4.87,101.18,5,3.55,26.10742857,,1142.7181509343409,0.0,4.87,,0.0,0.0,0.0,0.0,0.0,0.0,-0.120155311,1.1389545003494985,391.0,,,,,0.24131546500000003,0.8647097481390321,0.9848650591390321,False,0.0,,,,,
22,71,22,4.67,101.18,5,1.89,26.09778571,,1143.1184126155617,0.0,4.67,,0.0,0.0,0.0,0.0,0.0,0.0,-0.113379763,1.1329657714008163,391.0,,,,,0.24131546500000003,0.8526988698333826,0.9660786328333826,False,0.0,,,,,
23,71,23,4.27,101.18,5,1.31,25.79321429,,1131.406749419435,0.0,4.27,,0.0,0.0,0.0,0.0,0.0,0.0,-0.107719753,1.1299209455374468,391.0,,,,,0.24131546500000003,0.8291176804047524,0.9368374334047525,False,0.0,,,,,
24,72,0,4.18,101.18,5,0.39,25.123,,1102.3657539974565,4.758333333333333,4.18,,0.0,0.0,0.0,0.0,0.0,0.0,-0.117786252,1.1429632383108048,391.0,,,,,0.0,0.8238918857163157,0.9416781377163157,False,0.0,,,,,
25,72,1,4.12,101.18,5,0.93,24.77342857,,1087.2622255858237,4.758333333333333,4.12,,0.0,0.0,0.0,0.0,0.0,0.0,-0.119742723,1.1459522100287258,391.0,,,,,0.0,0.8204241852619608,0.9401669082619608,False,0.0,,,,,
26,72,2,4.01,101.18,5,0.56,25.40285714,,1115.3292181424138,4.758333333333333,4.01,,0.0,0.0,0.0,0.0,0.0,0.0,-0.121244151,1.1489302626271902,391.0,,,,,0.0,0.814100162459959,0.9353443134599589,False,0.0,,,,,
27,72,3,3.69,101.18,5,0.22,25.46164286,,1119.202439051213,4.758333333333333,3.69,,0.0,0.0,0.0,0.0,0.0,0.0,-0.120969925,1.1519824155587337,391.0,,,,,0.0,0.7959468505305545,0.9169167755305545,False,0.0,,,,,
