,dd,hr,ts_c,par,td,lai,sai,dvi,photoperiod,o3_ppb_i,canopy_height,micro_u,PARsun,PARshade,o3_ppb,o3_nmol_m3,layer_height,A_n,A_n_limit_factor,fst,fst_canopy,fst_acc,rsto_l,gsto_l,gsto,gsto_bulk,gsto_canopy,A_n_canopy,c_root,c_stem,c_leaf,c_harv,c_resv,npp,npp_acc,fO3_h,fO3_d,fO3_l,f_LS,f_LA,c_i,td_dd,td_dd_flag,pody,pod0,precip_acc,swp,asw,smd,sn,ei,et,pet,es,ei_acc,et_acc,pet_acc,es_acc,f_phen,leaf_f_phen,f_light,leaf_f_light,f_temp,f_VPD,f_SW,f_O3,ustar,rsto_c,ra,rb,rsur,rinc,V_cmax_25,J_max_25,LAIsunfrac,component_LAI,V_cmax,J_max,R_d,R_dc,total_emerged_leaves
3245,206,5,15.67,2.6717724288840263,1849.2458333333318,3,4.0,-1.001,16.70277314199774,22.93822541960973,1.0,0.8999999999999999,1.916517700129219,1.8845687418550268,16.54611434878966,697.1397142007463,1.0,-0.17957966737687298,['A_j'],0.3455514249721436,0.3455514249721436,883.7066863141364,1965.484180249281,20.86,20.86,62.58,62.58,-0.17957966737687298,0,0,1e-05,0,0,0,0,1,1,1,0.8522270937214256,0.28407569790714193,1182.1026808385918,1741.740416666665,1851.0639374999982,3.5963844754940495,13.723339378574583,0.12000000000000004,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.00016491479296214536,1.2230052307290625e-05,False,0,0.0008448620167596363,6.312417587761758e-05,False,0.0,0.33528782950902336,0.0,1.0,1.0,1.0,1.0,1.0,0.2240845625063231,0.33587827462530295,655.161393416427,37.04809712333974,18.079062011381,170.84773801823175,166.72706819895433,90,180,0.0886661601315688,3,39.45911491653342,106.48906915743173,1.775660171244004,1.775660171244004,1
3246,206,6,15.83,10.234135667396062,1849.2458333333318,3,4.0,-1.001,16.70277314199774,26.969559052608354,1.0,0.8999999999999999,7.313774484224277,7.226274586813306,18.046186068972183,759.9214625751242,1.0,4.1674197933808514,['A_j'],0.9479220578891344,0.9479220578891344,883.7066863141364,763.6759279829932,53.68769460664872,53.68769460664872,161.06308381994614,161.06308381994614,4.1674197933808514,0,0,1e-05,0,0,0,0,1,1,1,0.8522270937214256,0.28407569790714193,1089.1439705482512,1741.740416666665,1851.0639374999982,3.5963844754940495,13.726751897982984,0.12000000000000004,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.00020184804869528573,3.465926390001759e-05,False,0,0.001046710065454922,9.778343977763517e-05,False,0.0,0.33528782950902336,0.0,1.0,1.0,1.0,1.0,1.0,0.2240845625063231,0.33587827462530295,254.55864266099775,37.04809712333974,18.079062011381,121.13589469984313,166.72706819895433,90,180,0.1915294685861512,3,40.10090208347314,107.64558254384829,1.804540593756291,1.804540593756291,1
3247,206,7,16.3,16.678336980306344,1849.2458333333318,3,4.0,-1.001,16.70277314199774,26.026697205579037,1.0,0.8999999999999999,11.896925761693815,11.790048921539183,16.398243833317377,689.4056721369182,1.0,7.701991960341364,['A_j'],1.286138682295612,1.286138682295612,883.7066863141364,501.0895400001381,81.8217039613094,81.8217039613094,245.4651118839282,245.4651118839282,7.701991960341364,0,0,1e-05,0,0,0,0,1,1,1,0.8522270937214256,0.28407569790714193,1069.469729637195,1741.740416666665,1851.0639374999982,3.5963844754940495,13.731381997239248,0.12000000000000004,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.00025795538612440814,6.270801452235761e-05,False,0,0.0013046654515793301,0.00016049145429999277,False,0.0,0.33528782950902336,0.0,1.0,1.0,1.0,1.0,1.0,0.2240845625063231,0.33587827462530295,167.0298466667127,37.04809712333974,18.079062011381,96.95768613771497,166.72706819895433,90,180,0.28520501859520425,3,42.03569151552705,111.0901857359044,1.8916061181987172,1.8916061181987172,1
3248,206,8,16.59,33.153172866520784,1849.2458333333318,3,4.0,-1.001,16.70277314199774,29.27229913772307,1.0,0.8999999999999999,23.62915709282109,23.454054508032446,16.060521635339025,674.5315336739192,1.0,16.608332324475846,['A_j'],2.250814697776628,2.250814697776628,883.7066863141364,267.46514169262406,153.29100360718394,153.29100360718394,459.8730108215518,459.8730108215518,16.608332324475846,0,0,1e-05,0,0,0,0,1,1,1,0.8522270937214256,0.28407569790714193,1048.458398507681,1741.740416666665,1851.0639374999982,3.5963844754940495,13.739484930151244,0.12000000000000004,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.0003343840480107478,0.0001264160028171434,False,0,0.001639049499590078,0.00028690745711713617,False,0.0,0.33528782950902336,0.0,1.0,1.0,1.0,1.0,1.0,0.2240845625063231,0.33587827462530295,89.15504723087469,37.04809712333974,18.079062011381,64.336657022301,166.72706819895433,90,180,0.35954379382499063,3,43.26669660981015,113.24996742891231,1.9470013474414565,1.9470013474414565,1
3249,206,9,17.89,49.393873085339166,1849.2458333333318,3,4.0,-1.001,16.70277314199774,36.329571326478145,1.0,0.8999999999999999,35.188862617495005,34.9588476298931,17.842861913365283,746.0413496279743,1.0,24.422766325829762,['A_j'],3.401992809098136,3.401992809098136,883.7066863141364,188.0023396479536,218.08239236157976,218.08239236157976,654.2471770847393,654.2471770847393,24.422766325829762,0,0,1e-05,0,0,0,0,1,1,1,0.8522270937214256,0.28407569790714193,1039.231530326781,1741.740416666665,1851.0639374999982,3.5963844754940495,13.751732104263997,0.12000000000000004,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.0004599048596639597,0.00021854884123113282,False,0,0.0020989543592540376,0.000505456298348269,False,0.0,0.33528782950902336,0.0,1.0,1.0,1.0,1.0,1.0,0.2240845625063231,0.33587827462530295,62.667446549317866,37.04809712333974,18.079062011381,49.299766440682795,166.72706819895433,90,180,0.41330441221282416,3,49.13842272522217,123.2312670762546,2.2112290226349973,2.2112290226349973,1
3250,206,10,19.63,89.42450765864332,1849.2458333333318,3,4.0,-1.001,16.70277314199774,44.584755111724114,1.0,0.8999999999999999,63.69063702996474,63.305179918181,17.734622843140016,737.1088351328204,1.0,41.441221463344064,['A_j'],5.143022101994014,5.143022101994014,883.7066863141364,112.90335130628215,363.1424534846264,363.1424534846264,1089.4273604538791,1089.4273604538791,41.441221463344064,0,0,1e-05,0,0,0,0,1,1,1,0.8522270937214256,0.28407569790714193,1025.188563746531,1741.740416666665,1851.0639374999982,3.5963844754940495,13.770246983831175,0.12000000000000004,-0.015600329309258809,0.12388163529178195,0.0,0.29,0.000667960391740405,0.0004115523622410955,False,0,0.0027669147509944425,0.0009170086605893644,False,0.0,0.33528782950902336,0.0,1.0,1.0,1.0,1.0,1.0,0.2240845625063231,0.33587827462530295,37.63445043542739,37.04809712333974,18.079062011381,32.36432120852666,166.72706819895433,90,180,0.44862961259915074,3,57.90014978010905,137.219710523449,2.6055067401049072,2.6055067401049072,1
