dd,hr,Ts_C,P,u,prec,PPFD,VPD,O3,Tleaf,Leaf_f_phen
194,17,18.9375,101.3,4,0,645.55,0.410910865,11.78285714,18.9375,0
194,18,17.05,101.3,4,0,252.525,0.377074661,13.61571429,17.05,0
194,19,16.365,101.3,4,0,137.7375,0.316358504,13.98428571,16.365,0
194,20,14.59,101.3,4,0,36.198875,0.217966711,14.92214286,14.59,0
194,21,12.6475,101.3,4,0,25.19741667,0.062197067,9.392285714,12.6475,0
194,22,10.5225,101.3,4,0,3.2005,0.055947285,4.933571429,10.5225,0
194,23,9.71,101.3,4,0,0.881,0.045760198,3.24,9.71,0
195,0,10.915,101.3,4,0,7.3215,0.052534921,6.262714286,10.915,0
195,1,10.655,101.3,4,0,8.504958333,0.060933689,4.880785714,10.655,0
195,2,8.53,101.3,4,0,8.0675,0.061162111,1.370714286,8.53,0
195,3,8.1575,101.3,4,0,9.173125,0.055297223,0.656,8.1575,0
195,4,7.61,101.3,4,0,0.928708333,0.05771074,0.948928571,7.61,0
195,5,7.2,101.3,4,0,39.84125,0.053828789,0.509571429,7.2,0
195,6,9.37,101.3,4,0,102.1825,0.056789824,0.621142857,9.37,0
195,7,12.0625,101.3,4,0,209.125,0.0732285,1.675928571,12.0625,0
195,8,15.7425,101.3,4,0,383.0875,0.118483186,5.419857143,15.7425,0
195,9,18.29,101.3,4,0,545.9333333,0.215775239,6.481285714,18.29,0
195,10,16.995,101.3,4,0,538.6558125,0.328623125,15.7925,16.995,0
195,11,18.46125,101.3,4,0,500.7725625,0.426790154,16.04863095,18.46125,0
195,12,19.01125,101.3,4,0,503.3670625,0.474617084,17.08571429,19.01125,0
195,13,19.81,101.3,4,0,565.5603125,0.522817245,17.63654762,19.81,0
195,14,20.08125,101.3,4,0,578.2829375,0.571355694,17.76803571,20.08125,0
195,15,21.25208333,101.3,4,0,944.6713036,0.728623653,18.72113095,21.25208333,0
195,16,18.3625,101.3,4,0,657.75625,0.475118156,20.9825,18.3625,0
195,17,19.84625,101.3,4,0,720.203125,0.5821504,21.22928571,19.84625,0
195,18,18.40375,101.3,4,0,377.96875,0.532812601,13.62128571,18.40375,0
195,19,17.42375,101.3,4,0,239.3203125,0.406494194,19.63714286,17.42375,0
195,20,16.18125,101.3,4,0,98.41115625,0.377739361,19.23607143,16.18125,0
195,21,13.9575,101.3,4,0,27.18550521,0.208821924,15.41322619,13.9575,0
195,22,12.06,101.3,4,0,1.969203125,0.145728867,13.46345238,12.06,0
195,23,11.12625,101.3,4,0,0.4405,0.118302879,12.4575,11.12625,0
196,0,11.31625,101.3,4,0,3.66075,0.10606397,13.55885714,11.31625,0
196,1,10.9825,101.3,4,0,4.252479167,0.09882318,13.09622619,10.9825,0
196,2,9.81125,101.3,4,0,4.03375,0.088204236,12.25327381,9.81125,0
196,3,9.44125,101.3,4,0,4.5865625,0.076724486,11.63008333,9.44125,0
196,4,9.02875,101.3,4,0,3.713346354,0.073038484,8.939880952,9.02875,0
196,5,8.8425,101.3,4,0,55.85039063,0.074964393,8.020619048,8.8425,0
196,6,10.61375,101.3,4,0,181.1213281,0.114496613,8.043488095,10.61375,0
196,7,13.0675,101.3,4,0,335.1515625,0.172614896,8.128380952,13.0675,0
196,8,16.10125,101.3,4,0,545.4558594,0.260303707,11.01492857,16.10125,0
196,9,18.21,101.3,4,0,754.8170573,0.387827269,11.96564286,18.21,0
196,10,18.26125,101.3,4,0,807.2716563,0.485393,18.40125,18.26125,0
196,11,19.413125,101.3,4,0,750.2925313,0.571722504,18.50973214,19.413125,0
196,12,20.168125,101.3,4,0,754.1132188,0.623203586,19.21535714,20.168125,0
196,13,20.75125,101.3,4,0,847.4989063,0.656985134,20.63910714,20.75125,0
196,14,20.855625,101.3,4,0,866.3445938,0.716258002,21.11526786,20.855625,0
196,15,21.48729167,101.3,4,0,1097.84458,0.855377671,22.45723214,21.48729167,0
196,16,19.6875,101.3,4,0,828.359375,0.715371224,24.50446429,19.6875,0
196,17,20.106875,101.3,4,0,757.5296875,0.791111345,25.9525,20.106875,0
196,18,18.759375,101.3,4,0,440.690625,0.729792672,13.62407143,18.759375,0
196,19,17.661875,101.3,4,0,290.1117188,0.623164195,17.65989286,17.661875,0
196,20,16.033125,101.3,4,0,129.5172969,0.552942817,16.40908929,16.033125,0
196,21,13.85875,101.3,4,0,28.17954948,0.396957696,21.73089881,13.85875,0
196,22,12.12,101.3,4,0,1.353554688,0.290421173,20.85029762,12.12,0
196,23,11.103125,101.3,4,0,0.22025,0.223274126,18.94410714,11.103125,0
197,0,11.7175,101.3,4,0,0,0.162431714,20.855,11.7175,0
197,1,11.31,101.3,4,0,0,0.13834525,21.31166667,11.31,0
197,2,11.0925,101.3,4,0,0,0.119523816,23.13583333,11.0925,0
197,3,10.725,101.3,4,0,0,0.101493948,22.60416667,10.725,0
197,4,10.4475,101.3,4,0,6.497984375,0.090776668,16.93083333,10.4475,0
197,5,10.485,101.3,4,0,71.85953125,0.100199739,15.53166667,10.485,0
197,6,11.8575,101.3,4,0,260.0601563,0.18165457,15.46583333,11.8575,0
197,7,14.0725,101.3,4,0,461.178125,0.285064831,14.58083333,14.0725,0
197,8,16.46,101.3,4,0,707.8242188,0.408612281,16.61,16.46,0
197,9,18.13,101.3,4,0,963.7007813,0.558149061,17.45,18.13,0
197,10,19.5275,101.3,4,0,1075.8875,0.665429723,21.01,19.5275,0
197,11,20.365,101.3,4,0,999.8125,0.732476984,20.97083333,20.365,0
197,12,21.325,101.3,4,0,1004.859375,0.790782834,21.345,21.325,0
197,13,21.6925,101.3,4,0,1129.4375,0.805001813,23.64166667,21.6925,0
197,14,21.63,101.3,4,0,1154.40625,0.873720138,24.4625,21.63,0
197,15,23.46666667,101.3,4,0,1251.017857,1.150738081,26.19333333,23.46666667,0
197,16,19.85,101.3,4,0,998.9625,0.672509587,28.02642857,19.85,0
197,17,20.755,101.3,4,0,794.85625,0.771607131,30.67571429,20.755,0
197,18,19.7575,101.3,4,0,503.4125,0.712654474,13.62685714,19.7575,0
197,19,18.4825,101.3,4,0,340.903125,0.507342142,25.29,18.4825,0
197,20,17.7725,101.3,4,0,160.6234375,0.568626227,23.55,17.7725,0
197,21,15.2675,101.3,4,0,29.17359375,0.380783431,21.43416667,15.2675,0
197,22,13.5975,101.3,4,0,0.73790625,0.253821884,21.99333333,13.5975,0
197,23,12.5425,101.3,4,0,0,0.204567647,21.675,12.5425,0
198,0,11.7175,101.3,4,0,0,0.162431714,20.855,11.7175,1
198,1,11.31,101.3,4,0,0,0.13834525,21.31166667,11.31,1
198,2,11.0925,101.3,4,0,0,0.119523816,23.13583333,11.0925,1
198,3,10.725,101.3,4,0,0,0.101493948,22.60416667,10.725,1
198,4,10.4475,101.3,4,0,6.497984375,0.090776668,16.93083333,10.4475,1
198,5,10.485,101.3,4,0,71.85953125,0.100199739,15.53166667,10.485,1
198,6,11.8575,101.3,4,0,260.0601563,0.18165457,15.46583333,11.8575,1
198,7,14.0725,101.3,4,0,461.178125,0.285064831,14.58083333,14.0725,1
198,8,16.46,101.3,4,0,707.8242188,0.408612281,16.61,16.46,1
198,9,18.13,101.3,4,0,963.7007813,0.558149061,17.45,18.13,1
198,10,19.5275,101.3,4,0,1075.8875,0.665429723,21.01,19.5275,1
198,11,20.365,101.3,4,0,999.8125,0.732476984,20.97083333,20.365,1
198,12,21.325,101.3,4,0,1004.859375,0.790782834,21.345,21.325,1
198,13,21.6925,101.3,4,0,1129.4375,0.805001813,23.64166667,21.6925,1
198,14,21.63,101.3,4,0,1154.40625,0.873720138,24.4625,21.63,1
198,15,21.7225,101.3,4,0,1251.017857,0.98563083,26.19333333,21.7225,1
198,16,21.0125,101.3,4,0,998.9625,0.992652942,28.02642857,21.0125,1
198,17,20.3675,101.3,4,0,794.85625,1.006683445,30.67571429,20.3675,1
198,18,19.115,101.3,4,0,503.4125,0.935312028,13.62685714,19.115,1
198,19,17.9,101.3,4,0,340.903125,0.846277561,15.68264286,17.9,1
198,20,15.885,101.3,4,0,160.6234375,0.72480814,13.58210714,15.885,1
198,21,13.76,101.3,4,0,29.17359375,0.582676835,28.04857143,13.76,1
198,22,12.18,101.3,4,0,0.73790625,0.436256646,28.23714286,12.18,1
198,23,11.08,101.3,4,0,0,0.327922851,25.43071429,11.08,1
199,0,10.5775,101.3,4,0,0,0.279169413,26.22642857,10.5775,1
199,1,10.5275,101.3,4,0,0,0.255344659,27.73785714,10.5275,1
199,2,10.3275,101.3,4,0,0,0.237837538,24.62142857,10.3275,1
199,3,10.315,101.3,4,0,0,0.246417148,26.06142857,10.315,1
199,4,10.27,101.3,4,0,5.100132813,0.224735065,25.72142857,10.27,1
199,5,10.935,101.3,4,0,45.60117188,0.216954154,23.41214286,10.935,1
199,6,11.7825,101.3,4,0,106.7759375,0.236401362,21.06642857,11.7825,1
199,7,12.895,101.3,4,0,215.9132813,0.27702623,18.07214286,12.895,1
199,8,13.61666667,101.3,4,0,195.1635417,0.328977164,20.11714286,13.61666667,1
199,9,14.22,101.3,4,0,230.4695313,0.325906693,18.5,14.22,1
199,10,14.525,101.3,4,0,195.8984375,0.346871909,19.52071429,14.525,1
199,11,14.91,101.3,4,0,132.9585938,0.392046064,36.84642857,14.91,1
199,12,13.775,101.3,4,0,152.2429688,0.120902304,36.37571429,13.775,1
199,13,14.655,101.3,4,0,199.2585938,0.175940603,38.04214286,14.655,1
199,14,14.86,101.3,4,0,90.92609375,0.178282458,36.145,14.86,1
199,15,14.105,101.3,4,0,70.32953125,0.05270743,29.32142857,14.105,1
199,16,13.825,101.3,4,0,94.36460938,0.032398237,28.02642857,13.825,1
199,17,13.4725,101.3,4,0,69.26171875,0.02394073,30.67571429,13.4725,1
199,18,13.1225,101.3,4,0,47.75273438,0.023400141,13.62685714,13.1225,1
199,19,13.3025,101.3,4,0,35.61367188,0.022913037,6.075285714,13.3025,1
199,20,13.2975,101.3,4,0,13.478875,0.026723156,3.614214286,13.2975,1
199,21,13.225,101.3,4,0,0.105984375,0.033056262,5.780142857,13.225,1
199,22,12.72,101.3,4,0,1.363320313,0.036025647,5.709214286,12.72,1
199,23,12.4325,101.3,4,0,0,0.036795195,3.107642857,12.4325,1
200,0,11.785,101.3,4,0,0,0.047702888,9.521928571,11.785,1
200,1,11.4375,101.3,4,0,0,0.05810481,12.34142857,11.4375,1
200,2,11.09,101.3,4,0,0,0.071306237,14.20428571,11.09,1
200,3,10.82,101.3,4,0,0,0.0787922,15.31785714,10.82,1
200,4,11.0775,101.3,4,0,0,0.10357211,15.2,11.0775,1
200,5,11.23,101.3,4,0,3.906015625,0.145276837,17.23071429,11.23,1
200,6,11.4225,101.3,4,0,11.25479688,0.152204916,18.65357143,11.4225,1
200,7,11.63,101.3,4,0,25.98078125,0.126253381,16.98214286,11.63,1
200,8,12.2225,101.3,4,0,71.6390625,0.108515828,14.98142857,12.2225,1
200,9,12.4025,101.3,4,0,69.2909375,0.1252893,16.25928571,12.4025,1
200,10,13.6825,101.3,4,0,244.90625,0.222347428,14.61785714,13.6825,1
200,11,14.1575,101.3,4,0,209.2328125,0.259590923,28.00285714,14.1575,1
200,12,14.065,101.3,4,0,157.1570313,0.251617931,35.69785714,14.065,1
200,13,15.145,101.3,4,0,265.0273438,0.342082868,36.95,15.145,1
200,14,15.85,101.3,4,0,281.1109375,0.428132334,36.73714286,15.85,1
200,15,15.2575,101.3,4,0,181.8335938,0.343698557,37.95857143,15.2575,1
200,16,14.745,101.3,4,0,171.4078125,0.140062655,34.43714286,14.745,1
200,17,13.4725,101.3,4,0,89.91140625,0.067188501,34.24785714,13.4725,1
200,18,12.6175,101.3,4,0,66.12070313,0.040166033,18.53571429,12.6175,1
200,19,12.0575,101.3,4,0,33.96679688,0.028859416,14.69571429,12.0575,1
200,20,12.135,101.3,4,0,8.166507813,0.024054711,15.00142857,12.135,1
200,21,12.2625,101.3,4,0,0,0.02176037,14.60785714,12.2625,1
200,22,12.43,101.3,4,0,0,0.024526101,16.34642857,12.43,1
200,23,12.4825,101.3,4,0,0,0.031487394,15.94071429,12.4825,1
201,0,12.565,101.3,4,0,0,0.040391779,14.25857143,12.565,1
201,1,12.3275,101.3,4,0,0,0.050872338,15.20571429,12.3275,1
201,2,12.27,101.3,4,0,0,0.057818359,15.26928571,12.27,1
201,3,12.2925,101.3,4,0,0,0.060406031,14.84142857,12.2925,1
201,4,12.3775,101.3,4,0,0,0.062541794,16.10571429,12.3775,1
201,5,12.6225,101.3,4,0,13.46001563,0.064652004,15.81642857,12.6225,1
201,6,12.7725,101.3,4,0,26.67671875,0.075619531,14.77571429,12.7725,1
201,7,12.845,101.3,4,0,61.69539063,0.080797752,13.58071429,12.845,1
201,8,12.7825,101.3,4,0,75.8784375,0.0904338,13.4,12.7825,1
201,9,13.3,101.3,4,0,189.284375,0.09889181,12.59142857,13.3,1
201,10,14.0125,101.3,4,0,243.790625,0.112783114,12.02714286,14.0125,1
201,11,14.295,101.3,4,0,284.0992188,0.111201121,21.59857143,14.295,1
201,12,15.34,101.3,4,0,314.3007813,0.155115661,25.84928571,15.34,1
201,13,15.4475,101.3,4,0,207.6390625,0.057474226,29.16857143,15.4475,1
201,14,15.535,101.3,4,0,228.9554688,0.037502277,28.36071429,15.535,1
201,15,15.6325,101.3,4,0,220.3625,0.036849381,26.96642857,15.6325,1
201,16,15.7975,101.3,4,0,172.44375,0.038138021,28.15,15.7975,1
201,17,15.5225,101.3,4,0,102.7703125,0.043203284,30.72214286,15.5225,1
201,18,15.215,101.3,4,0,99.35703125,0.045384526,17.14928571,15.215,1
201,19,14.8,101.3,4,0,46.40734375,0.037875545,11.46664286,14.8,1
201,20,14.265,101.3,4,0,15.9215625,0.024392382,8.641571429,14.265,1
201,21,13.965,101.3,4,0,0,0.023523841,8.948642857,13.965,1
201,22,13.6225,101.3,4,0,0,0.027295197,12.21857143,13.6225,1
201,23,13.425,101.3,4,0,0,0.031180725,13.00071429,13.425,1
202,0,13.2975,101.3,4,0,0,0.038939456,14.63214286,13.2975,1
202,1,13.2625,101.3,4,0,0,0.045325713,16.67071429,13.2625,1
202,2,13.2425,101.3,4,0,0,0.047548925,16.035,13.2425,1
202,3,13.2575,101.3,4,0,0,0.047595507,14.29785714,13.2575,1
202,4,13.255,101.3,4,0,0,0.045684231,14.16857143,13.255,1
202,5,13.2925,101.3,4,0,7.476414063,0.049994164,12.66857143,13.2925,1
202,6,13.4725,101.3,4,0,41.20375,0.058693403,9.719285714,13.4725,1
202,7,13.68,101.3,4,0,42.53984375,0.066928216,8.783071429,13.68,1
202,8,14.3725,101.3,4,0,216.9319531,0.076553738,7.722928571,14.3725,1
202,9,14.9125,101.3,4,0,192.2328125,0.095377916,7.575928571,14.9125,1
202,10,14.625,101.3,4,0,113.5028906,0.08655174,6.9045,14.625,1
202,11,14.805,101.3,4,0,138.6429688,0.054305787,20.00257143,14.805,1
202,12,16.975,101.3,4,0,528.7929688,0.091887279,24.41714286,16.975,1
202,13,20.5475,101.3,4,0,844.36875,0.249099534,24.04,20.5475,1
202,14,21.4175,101.3,4,0,859.15875,0.320176655,23.50642857,21.4175,1
202,15,20.36,101.3,4,0,547.1210938,0.310184661,25.54928571,20.36,1
202,16,19.0925,101.3,4,0,252.4739063,0.21546224,31.07571429,19.0925,1
202,17,19.215,101.3,4,0,202.9375,0.258865629,28.89142857,19.215,1
202,18,18.7225,101.3,4,0,178.2609375,0.257509588,16.34214286,18.7225,1
202,19,18.3325,101.3,4,0,106.2101563,0.205990202,12,18.3325,1
202,20,17.0325,101.3,4,0,40.7628125,0.137848649,8,17.0325,1
202,21,15.6725,101.3,4,0,14.61920313,0.092137203,4.0138,15.6725,1
202,22,14.1175,101.3,4,0,2.06975,0.079326579,0.9147,14.1175,1
202,23,14.3175,101.3,4,0,0,0.074242134,0.3709,14.3175,1
203,0,14.48,101.3,4,0,0,0.075438865,0.4367,14.48,1
203,1,13.64,101.3,4,0,0,0.082759658,0.4121,13.64,1
203,2,11.255,101.3,4,0,0,0.070088932,0.4449,11.255,1
203,3,10.045,101.3,4,0,0,0.062194793,0.4615,10.045,1
203,4,9.225,101.3,4,0,1.9709375,0.06148257,0.5851,9.225,1
203,5,9.5825,101.3,4,0,45.78445313,0.059995601,0.2307,9.5825,1
203,6,11.805,101.3,4,0,138.0054688,0.067495349,0.2391,11.805,1
203,7,16.62,101.3,4,0,422.5296875,0.139488513,1.6152,16.62,1
203,8,19.345,101.3,4,0,548.4890625,0.281734169,3.9558,19.345,1
203,9,20.735,101.3,4,0,726.059375,0.393280226,8.6451,20.735,1
203,10,21.7425,101.3,4,0,840.11875,0.463229742,9.947,21.7425,1
203,11,21.7175,101.3,4,0,875.9072917,0.435888937,10.9004,21.7175,1
203,12,23.21,101.3,4,0,921.453125,0.503560397,13.265,23.21,1
203,13,23.53,101.3,4,0,885.540625,0.500321095,22.635,23.53,1
203,14,23.8925,101.3,4,0,886.125,0.498751883,24.334,23.8925,1
203,15,22.6025,101.3,4,0,744.9946429,0.403113426,25.398,22.6025,1
203,16,24.2775,101.3,4,0,989.9464286,0.561974345,24.922,24.2775,1
203,17,24.08,101.3,4,0,731.8101563,0.590586543,28.4,24.08,1
203,18,22.66,101.3,4,0,361.1835938,0.504276255,31.062,22.66,1
203,19,22.32,101.3,4,0,213.8414063,0.382104294,21.9294,22.32,1
203,20,21.2375,101.3,4,0,84.6653125,0.317926829,4.9862,21.2375,1
203,21,18.9925,101.3,4,0,15.99022656,0.221260168,5.1096,18.9925,1
203,22,16.4475,101.3,4,0,0,0.12346834,1.4504,16.4475,1
203,23,13.98,101.3,4,0,0,0.091792433,0.7419,13.98,1
204,0,12.655,101.3,4,0,0,0.082360154,0.4451,12.655,1
204,1,11.7125,101.3,4,0,0,0.075340663,0.3625,11.7125,1
204,2,11,101.3,4,0,0,0.070881102,0.3461,11,1
204,3,10.4225,101.3,4,0,0,0.066311168,0.4531,10.4225,1
204,4,10.07,101.3,4,0,2.346398438,0.063224251,0.5025,10.07,1
204,5,10.62,101.3,4,0,47.34234375,0.064951117,0.0245,10.62,1
204,6,13.165,101.3,4,0,148.6703125,0.076829631,0.7417,13.165,1
204,7,16.44,101.3,4,0,296.0921875,0.117799898,1.4749,16.44,1
204,8,19.27,101.3,4,0,489.1085938,0.238526478,4.8536,19.27,1
204,9,21.115,101.3,4,0,675.1523438,0.346851202,8.4548,21.115,1
204,10,22.75,101.3,4,0,863.3476563,0.428178187,8.4046,22.75,1
204,11,23.94,101.3,4,0,1038.460938,0.491258255,15.352,23.94,1
204,12,24.2725,101.3,4,0,1032.404688,0.475374376,38.114,24.2725,1
204,13,22.89,101.3,4,0,752.0640625,0.37461966,42.931,22.89,1
204,14,23.48,101.3,4,0,872.3257813,0.418571879,42.341,23.48,1
204,15,24.2275,101.3,4,0,1127.046875,0.579196967,47.562,24.2275,1
204,16,22.715,101.3,4,0,656.3195313,0.543924837,51.593,22.715,1
204,17,20.8425,101.3,4,0,259.1703125,0.475929762,62.258,20.8425,1
204,18,20.19,101.3,4,0,150.2109375,0.453024257,36.528,20.19,1
204,19,19.8025,101.3,4,0,152.840625,0.426697253,21.454,19.8025,1
204,20,18.6425,101.3,4,0,79.57460938,0.291676916,18.012,18.6425,1
204,21,15.9925,101.3,4,0,14.38492188,0.134021565,7.5898,15.9925,1
204,22,15.085,101.3,4,0,0,0.092585284,2.4391,15.085,1
204,23,14.85,101.3,4,0,0,0.084439616,3.4278,14.85,1
205,0,14.4525,101.3,4,0,0,0.089707433,4.3757,14.4525,1
205,1,12.8075,101.3,4,0,0,0.083927038,1.9199,12.8075,1
205,2,12.6475,101.3,4,0,0,0.066953313,2.4802,12.6475,1
205,3,14.9475,101.3,4,0,0,0.077749122,11.917,14.9475,1
205,4,15.4875,101.3,4,0,0,0.091931073,13.416,15.4875,1
205,5,15.635,101.3,4,0,11.95657813,0.10701353,15.369,15.635,1
205,6,15.6225,101.3,4,0,31.23085938,0.111364718,16.094,15.6225,1
205,7,16.3875,101.3,4,0,82.10601563,0.119736342,11.678,16.3875,1
205,8,16.85,101.3,4,0,166.9851563,0.164091266,11.521,16.85,1
205,9,17.4375,101.3,4,0,352.4710938,0.224089719,14.71,17.4375,1
205,10,17.715,101.3,4,0,356.5484375,0.275176726,15.008,17.715,1
205,11,15.8875,101.3,4,0,169.2960938,0.188180591,36.846,15.8875,1
205,12,15.2625,101.3,4,0,121.5765625,0.153478409,54.103,15.2625,1
205,13,15.7075,101.3,4,0,222.0890625,0.159705887,44.796,15.7075,1
205,14,15.4675,101.3,4,0,146.359375,0.113778119,47.225,15.4675,1
205,15,15.3075,101.3,4,0,143.596875,0.061742992,37.418,15.3075,1
205,16,14.2875,101.3,4,0,168.6984375,0.05292721,46.943,14.2875,1
205,17,14.2475,101.3,4,0,211.65,0.075936817,41.571,14.2475,1
205,18,14.2425,101.3,4,0,201.1976563,0.123814067,25.874,14.2425,1
205,19,15.09,101.3,4,0,237.0171875,0.20881268,10.96,15.09,1
205,20,13.7075,101.3,4,0,77.57578125,0.183499919,12.114,13.7075,1
205,21,12.0425,101.3,4,0,14.44614844,0.124113504,13.087,12.0425,1
205,22,11.3025,101.3,4,0,0,0.09374676,12.568,11.3025,1
205,23,11.15,101.3,4,0,0,0.087168553,12.541,11.15,1
206,0,10.86,101.3,4,0,0,0.08290358,11.883,10.86,1
206,1,10.745,101.3,4,0,0,0.085820254,13.177,10.745,1
206,2,10.5925,101.3,4,0,0,0.082716851,13.325,10.5925,1
206,3,10.57,101.3,4,0,0,0.086738406,13.295,10.57,1
206,4,11.04,101.3,4,0,0,0.114501304,14.183,11.04,1
206,5,10.7,101.3,4,0,27.71557813,0.117730052,12.396,10.7,1
206,6,11.62,101.3,4,0,118.68125,0.12343452,9.2479,11.62,1
206,7,13.1575,101.3,4,0,249.7539063,0.187629711,9.9973,13.1575,1
206,8,13.71,101.3,4,0,309.1476563,0.234902406,10.952,13.71,1
206,9,15.395,101.3,4,0,598.8515625,0.331879691,10.532,15.395,1
206,10,16.2225,101.3,4,0,604.3234375,0.397405908,12.264,16.2225,1
206,11,16.175,101.3,4,0,534.75625,0.363569997,24.6127,16.175,1
206,12,15.3325,101.3,4,0,372.8710938,0.298323242,46.203,15.3325,1
206,13,15.81,101.3,4,0,564.9046875,0.348456213,39.526,15.81,1
206,14,16.64,101.3,4,0,742.5175,0.419471216,42.905,16.64,1
206,15,16.8225,101.3,4,0,669.6785714,0.440166596,42.174,16.8225,1
206,16,13.885,101.3,4,0,215.2890625,0.220533798,48.959,13.885,1
206,17,12.2875,101.3,4,0,191.0109375,0.064673941,44.868,12.2875,1
206,18,12.42,101.3,4,0,128.254375,0.061995856,24.218,12.42,1
206,19,12.88,101.3,4,0,116.1564844,0.054236416,9.5412,12.88,1
206,20,10.705,101.3,4,0,3.034632813,0.043439488,15.417,10.705,1
206,21,10.3975,101.3,4,0,4.831851563,0.025219255,8.9083,10.3975,1
206,22,8.98,101.3,4,0,0.09084375,0.033246496,1.6235,8.98,1
206,23,7.7125,101.3,4,0,0,0.030504393,0.3048,7.7125,1
207,0,7.2725,101.3,4,0,0,0.032662278,0.5275,7.2725,1
207,1,8.405,101.3,4,0,0,0.029495821,4.1707,8.405,1
207,2,10,101.3,4,0,0,0.031924692,8.0269,10,1
207,3,10.085,101.3,4,0,0,0.038281395,7.4171,10.085,1
207,4,10.035,101.3,4,0,0.964484375,0.043076438,6.8076,10.035,1
207,5,9.765,101.3,4,0,23.44273438,0.045929512,4.6481,9.765,1
207,6,10.04,101.3,4,0,51.08367188,0.055094753,4.5576,10.04,1
207,7,10.2225,101.3,4,0,134.990625,0.053590878,5.678,10.2225,1
207,8,10.5625,101.3,4,0,176.48125,0.051953269,5.1176,10.5625,1
207,9,11.2025,101.3,4,0,333.1734375,0.061197722,5.3814,11.2025,1
207,10,12.97,101.3,4,0,568.11875,0.118081915,5.6946,12.97,1
207,11,15.08,101.3,4,0,782.085,0.233102756,17.2657,15.08,1
207,12,15.4725,101.3,4,0,864.2109375,0.298818286,34.219,15.4725,1
207,13,15.875,101.3,4,0,665.6739583,0.347653094,35.908,15.875,1
207,14,14.775,101.3,4,0,444.5651786,0.376464694,43.647,14.775,1
207,15,14.4775,101.3,4,0,306.5445313,0.379194212,43.903,14.4775,1
207,16,14.1125,101.3,4,0,215.3554688,0.389661125,47.07,14.1125,1
207,17,14.5075,101.3,4,0,338.0476563,0.45178659,45.831,14.5075,1
207,18,15.2625,101.3,4,0,341.7,0.535570279,29.912,15.2625,1
207,19,14.1825,101.3,4,0,90.36960938,0.387793676,16.656,14.1825,1
207,20,13.585,101.3,4,0,46.2878125,0.278510179,15.138,13.585,1
207,21,12.6525,101.3,4,0,9.906484375,0.190678242,14.422,12.6525,1
207,22,11.985,101.3,4,0,4.272046875,0.134502141,10.408,11.985,1
207,23,11.675,101.3,4,0,0.765,0.147906111,10.07,11.675,1
208,0,11.245,101.3,4,0,0,0.071376596,7.8117,11.245,1
208,1,10.9175,101.3,4,0,0,0.033941245,3.7901,10.9175,1
208,2,10.6925,101.3,4,0,1.064226563,0.027006513,5.4873,10.6925,1
208,3,10.3375,101.3,4,0,1.628679688,0.024490408,4.0042,10.3375,1
208,4,9.83,101.3,4,0,2.900359375,0.025189583,8.6847,9.83,1
208,5,9.6425,101.3,4,0,38.51960938,0.025473804,3.7,9.6425,1
208,6,10.745,101.3,4,0,155.8421875,0.040974332,6.4197,10.745,1
208,7,12.0275,101.3,4,0,321.83125,0.073411011,5.2575,12.0275,1
208,8,12.755,101.3,4,0,348.81875,0.110167436,5.0757,12.755,1
208,9,12.9775,101.3,4,0,292.0945313,0.126364797,4.5567,12.9775,1
208,10,14.5125,101.3,4,0,571.3821429,0.184656191,4.9934,14.5125,1
208,11,14.985,101.3,4,0,444.6258929,0.232959517,19.9497,14.985,1
208,12,14.585,101.3,4,0,345.2992188,0.219141454,35.004,14.585,1
208,13,14.78,101.3,4,0,412.4890625,0.264366809,42.53916667,14.78,1
208,14,16.2625,101.3,4,0,638.03125,0.315685886,48.62928571,16.2625,1
208,15,16.355,101.3,4,0,548.6927083,0.276637449,46.93214286,16.355,1
208,16,16.965,101.3,4,0,682.975,0.260021224,50.31714286,16.965,1
208,17,17.305,101.3,4,0,658.1921875,0.362961794,48.94357143,17.305,1
208,18,16.745,101.3,4,0,330.4242188,0.400354196,19.97428571,16.745,1
208,19,16.1325,101.3,4,0,191.1039063,0.386880245,13.06857143,16.1325,1
208,20,13.9775,101.3,4,0,47.11789063,0.231439016,10.49614286,13.9775,1
208,21,12.0625,101.3,4,0,17.2975,0.159131163,11.56714286,12.0625,1
208,22,10.815,101.3,4,0,6.416304688,0.127711095,11.55571429,10.815,1
208,23,9.2175,101.3,4,0,4.741539063,0.087663018,3.0845,9.2175,1
209,0,7.8825,101.3,4,0,4.752828125,0.069435459,1.389,7.8825,1
209,1,7.31,101.3,4,0,5.124304688,0.064725079,0.547357143,7.31,1
209,2,6.60375,101.3,4,0,4.636484375,0.060197912,0.453285714,6.60375,1
209,3,6.33975,101.3,4,0,3.288570313,0.059351215,0.235428571,6.33975,1
209,4,6.19875,101.3,4,0,3.978929688,0.05213997,0.571071429,6.19875,1
209,5,7.9475,101.3,4,0,23.23647656,0.053443469,0.512214286,7.9475,1
209,6,9.9425,101.3,4,0,101.0928906,0.059016984,0.665071429,9.9425,1
209,7,12.2175,101.3,4,0,166.9320313,0.062954038,1.0125,12.2175,1
209,8,13.2025,101.3,4,0,140.728125,0.047424901,2.401642857,13.2025,1
209,9,14.4,101.3,4,0,371.8351563,0.059055439,2.572428571,14.4,1
209,10,15.095,101.3,4,0,336.759375,0.097791801,3.838,15.095,1
209,11,13.5075,101.3,4,0,167.98125,0.047990775,28.667,13.5075,1
