dd,hr,Ts_C,P,u,prec,PPFD,VPD,O3,Tleaf,Leaf_f_phen
182,22,10.4625,101.3,4,0,0,0.123478645,16.15785714,10.4625,0
182,23,10.405,101.3,4,0,0,0.107550937,15.54357143,10.405,0
183,0,9.49,101.3,4,0,0,0.101745579,14.35357143,9.49,0
183,1,7.24275,101.3,4,0,0,0.093458174,3.644,7.24275,0
183,2,6.64125,101.3,4,0,0,0.077702196,1.476357143,6.64125,0
183,3,6.8835,101.3,4,0,0,0.085716247,1.8105,6.8835,0
183,4,6.2535,101.3,4,0,0.000625,0.075175824,0.861428571,6.2535,0
183,5,8.59,101.3,4,0,0.210625,0.08067225,1.224785714,8.59,0
183,6,10.57,101.3,4,0,0.5395,0.105234096,5.362214286,10.57,0
183,7,13.5575,101.3,4,0,1.007375,0.174728167,4.805642857,13.5575,0
183,8,15.0675,101.3,4,0,1.48275,0.334815831,9.230785714,15.0675,0
183,9,16.54,101.3,4,0,1.949,0.485027275,9.637142857,16.54,0
183,10,17.705,101.3,4,0,2.377875,0.591029354,11.10785714,17.705,0
183,11,19.6,101.3,4,0,2.50775,0.667691632,10.17214286,19.6,0
183,12,20.46,101.3,4,0,2.862375,0.744961553,11.74071429,20.46,0
183,13,20.955,101.3,4,0,3.110125,0.79956787,11.94,20.955,0
183,14,21.14,101.3,4,0,3.001,0.822684822,12.08071429,21.14,0
183,15,20.7675,101.3,4,0,2.539625,0.789973743,13.90214286,20.7675,0
183,16,15.6625,101.3,4,0,1.645125,0.183266794,11.47214286,15.6625,0
183,17,15.6425,101.3,4,0,1.70025,0.404714397,14.89642857,15.6425,0
183,18,14.715,101.3,4,0,1.0565,0.44072096,17.81928571,14.715,0
183,19,14.1825,101.3,4,0,0.782625,0.447640875,18.26214286,14.1825,0
183,20,13.5175,101.3,4,0,0.44225,0.381852731,18.015,13.5175,0
183,21,11.9,101.3,4,0,0.10625,0.208636196,19.095,11.9,0
183,22,10.4625,101.3,4,0,0,0.123478645,16.15785714,10.4625,0
183,23,10.405,101.3,4,0,0,0.107550937,15.54357143,10.405,0
184,0,9.49,101.3,4,0,0,0.101745579,14.35357143,9.49,0
184,1,7.24275,101.3,4,0,0,0.093458174,3.644,7.24275,0
184,2,6.64125,101.3,4,0,0,0.077702196,1.476357143,6.64125,0
184,3,6.8835,101.3,4,0,0,0.085716247,1.8105,6.8835,0
184,4,6.2535,101.3,4,0,0.000625,0.075175824,0.861428571,6.2535,0
184,5,8.59,101.3,4,0,0.210625,0.08067225,1.224785714,8.59,0
184,6,10.57,101.3,4,0,0.5395,0.105234096,5.362214286,10.57,0
184,7,13.5575,101.3,4,0,1.007375,0.174728167,4.805642857,13.5575,0
184,8,15.0675,101.3,4,0,1.48275,0.334815831,9.230785714,15.0675,0
184,9,16.54,101.3,4,0,1.949,0.485027275,9.637142857,16.54,0
184,10,17.705,101.3,4,0,2.377875,0.591029354,11.10785714,17.705,0
184,11,19.6,101.3,4,0,2.50775,0.667691632,10.17214286,19.6,0
184,12,20.46,101.3,4,0,2.862375,0.744961553,11.74071429,20.46,0
184,13,20.955,101.3,4,0,3.110125,0.79956787,11.94,20.955,0
184,14,21.14,101.3,4,0,3.001,0.822684822,12.08071429,21.14,0
184,15,20.7675,101.3,4,0,2.539625,0.789973743,13.90214286,20.7675,0
184,16,15.6625,101.3,4,0,1.645125,0.183266794,11.47214286,15.6625,0
184,17,15.6425,101.3,4,0,1.70025,0.404714397,14.89642857,15.6425,0
184,18,14.715,101.3,4,0,1.0565,0.44072096,17.81928571,14.715,0
184,19,14.1825,101.3,4,0,0.782625,0.447640875,18.26214286,14.1825,0
184,20,13.5175,101.3,4,0,0.44225,0.381852731,18.015,13.5175,0
184,21,11.9,101.3,4,0,0.10625,0.208636196,19.095,11.9,0
184,22,10.4625,101.3,4,0,0,0.123478645,16.15785714,10.4625,0
184,23,10.405,101.3,4,0,0,0.107550937,15.54357143,10.405,0
185,0,9.49,101.3,4,0,0,0.101745579,14.35357143,9.49,0
185,1,7.24275,101.3,4,0,0,0.093458174,3.644,7.24275,0
185,2,6.64125,101.3,4,0,0,0.077702196,1.476357143,6.64125,0
185,3,6.8835,101.3,4,0,0,0.085716247,1.8105,6.8835,0
185,4,6.2535,101.3,4,0,0.000625,0.075175824,0.861428571,6.2535,0
185,5,8.59,101.3,4,0,0.210625,0.08067225,1.224785714,8.59,0
185,6,10.57,101.3,4,0,0.5395,0.105234096,5.362214286,10.57,0
185,7,13.5575,101.3,4,0,1.007375,0.174728167,4.805642857,13.5575,0
185,8,15.0675,101.3,4,0,1.48275,0.334815831,9.230785714,15.0675,0
185,9,16.54,101.3,4,0,1.949,0.485027275,9.637142857,16.54,0
185,10,17.705,101.3,4,0,2.377875,0.591029354,11.10785714,17.705,0
185,11,19.6,101.3,4,0,2.50775,0.667691632,10.17214286,19.6,0
185,12,20.46,101.3,4,0,2.862375,0.744961553,11.74071429,20.46,0
185,13,20.955,101.3,4,0,3.110125,0.79956787,11.94,20.955,0
185,14,21.14,101.3,4,0,3.001,0.822684822,12.08071429,21.14,0
185,15,20.7675,101.3,4,0,2.539625,0.789973743,13.90214286,20.7675,0
185,16,15.6625,101.3,4,0,1.645125,0.183266794,11.47214286,15.6625,0
185,17,15.6425,101.3,4,0,1.70025,0.404714397,14.89642857,15.6425,0
185,18,14.715,101.3,4,0,1.0565,0.44072096,17.81928571,14.715,0
185,19,14.1825,101.3,4,0,0.782625,0.447640875,18.26214286,14.1825,0
185,20,13.5175,101.3,4,0,0.44225,0.381852731,18.015,13.5175,0
185,21,11.9,101.3,4,0,0.10625,0.208636196,19.095,11.9,0
185,22,10.4625,101.3,4,0,0,0.123478645,16.15785714,10.4625,0
185,23,10.405,101.3,4,0,0,0.107550937,15.54357143,10.405,0
186,0,9.49,101.3,4,0,0,0.101745579,14.35357143,9.49,0
186,1,7.24275,101.3,4,0,0,0.093458174,3.644,7.24275,0
186,2,6.64125,101.3,4,0,0,0.077702196,1.476357143,6.64125,0
186,3,6.8835,101.3,4,0,0,0.085716247,1.8105,6.8835,0
186,4,6.2535,101.3,4,0,0.000625,0.075175824,0.861428571,6.2535,0
186,5,8.59,101.3,4,0,0.210625,0.08067225,1.224785714,8.59,0
186,6,10.57,101.3,4,0,0.5395,0.105234096,5.362214286,10.57,0
186,7,13.5575,101.3,4,0,1.007375,0.174728167,4.805642857,13.5575,0
186,8,15.0675,101.3,4,0,1.48275,0.334815831,9.230785714,15.0675,0
186,9,16.54,101.3,4,0,1.949,0.485027275,9.637142857,16.54,0
186,10,17.705,101.3,4,0,2.377875,0.591029354,11.10785714,17.705,0
186,11,19.6,101.3,4,0,2.50775,0.667691632,10.17214286,19.6,0
186,12,20.46,101.3,4,0,2.862375,0.744961553,11.74071429,20.46,0
186,13,20.955,101.3,4,0,3.110125,0.79956787,11.94,20.955,0
186,14,21.14,101.3,4,0,3.001,0.822684822,12.08071429,21.14,0
186,15,20.7675,101.3,4,0,2.539625,0.789973743,13.90214286,20.7675,0
186,16,15.6625,101.3,4,0,1.645125,0.183266794,11.47214286,15.6625,0
186,17,15.6425,101.3,4,0,1.70025,0.404714397,14.89642857,15.6425,0
186,18,14.715,101.3,4,0,1.0565,0.44072096,17.81928571,14.715,0
186,19,14.1825,101.3,4,0,0.782625,0.447640875,18.26214286,14.1825,0
186,20,13.5175,101.3,4,0,0.44225,0.381852731,18.015,13.5175,0
186,21,11.9,101.3,4,0,0.10625,0.208636196,19.095,11.9,0
186,22,10.4625,101.3,4,0,0,0.123478645,16.15785714,10.4625,0
186,23,10.405,101.3,4,0,0,0.107550937,15.54357143,10.405,0
187,0,9.49,101.3,4,0,0,0.101745579,14.35357143,9.49,0
187,1,7.24275,101.3,4,0,0,0.093458174,3.644,7.24275,0
187,2,6.64125,101.3,4,0,0,0.077702196,1.476357143,6.64125,0
187,3,6.8835,101.3,4,0,0,0.085716247,1.8105,6.8835,0
187,4,6.2535,101.3,4,0,0.000625,0.075175824,0.861428571,6.2535,0
187,5,8.59,101.3,4,0,0.210625,0.08067225,1.224785714,8.59,0
187,6,10.57,101.3,4,0,0.5395,0.105234096,5.362214286,10.57,0
187,7,13.5575,101.3,4,0,1.007375,0.174728167,4.805642857,13.5575,0
187,8,15.0675,101.3,4,0,1.48275,0.334815831,9.230785714,15.0675,0
187,9,16.54,101.3,4,0,1.949,0.485027275,9.637142857,16.54,0
187,10,17.705,101.3,4,0,2.377875,0.591029354,11.10785714,17.705,0
187,11,19.6,101.3,4,0,2.50775,0.667691632,10.17214286,19.6,0
187,12,20.46,101.3,4,0,2.862375,0.744961553,11.74071429,20.46,0
187,13,20.955,101.3,4,0,3.110125,0.79956787,11.94,20.955,0
187,14,21.14,101.3,4,0,3.001,0.822684822,12.08071429,21.14,0
187,15,20.7675,101.3,4,0,2.539625,0.789973743,13.90214286,20.7675,0
187,16,15.6625,101.3,4,0,1.645125,0.183266794,11.47214286,15.6625,0
187,17,15.6425,101.3,4,0,1.70025,0.404714397,14.89642857,15.6425,0
187,18,14.715,101.3,4,0,1.0565,0.44072096,17.81928571,14.715,0
187,19,14.1825,101.3,4,0,0.782625,0.447640875,18.26214286,14.1825,0
187,20,13.5175,101.3,4,0,0.44225,0.381852731,18.015,13.5175,0
187,21,11.9,101.3,4,0,0.10625,0.208636196,19.095,11.9,0
