,dd,hr,Ts_C,P,precip,u,O3,uh,O3_nmol,td,Tleaf_C,u_,Rn,cloudfrac,R,PAR,PPFD,Idrctt,Idfuse,VPD,RH,CO2,h,SWP,SWC,Hd,VPD_dd,esat,eact,is_daylight,sinB,leaf_fphen,LAI,V_cmax_25,J_max_25,snow_depth,ustar_ref
65,73,17,5.49,101.18,5,2.88,30.64828571,,1338.4858750129245,8.967499999999998,,,4.169254010068227,,1543.2093362509117,694.4442013129103,3173.61,177.63460991820415,516.8095913947061,0.21,0.7674153377780931,391.0,,,0.297,,2.33,0.9028970268023991,0.6928970268023992,True,0.09251215919083744,,,,,,
66,73,18,5.24,101.18,5,3.53,31.78157143,,1389.2256786720443,8.967499999999998,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.17,0.8084126446599874,391.0,,,0.297,,2.5,0.8873236947099081,0.7173236947099081,True,0.0,,,,,,
67,73,19,5.11,101.18,5,3.51,31.10035714,,1360.0837813432065,8.967499999999998,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.18,0.7952962585587479,391.0,,,0.297,,2.68,0.8793195411704685,0.6993195411704685,True,0.0,,,,,,
68,73,20,5.0,101.18,5,3.55,27.71071429,,1212.3268467537323,8.967499999999998,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.24,0.7249588149555286,391.0,,,0.297,,2.92,0.8725965893478622,0.6325965893478622,True,0.0,,,,,,
69,73,21,4.94,101.18,5,3.2,26.10742857,,1142.4305092695365,8.967499999999998,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.28,0.6777715275227113,391.0,,,0.297,,3.2,0.868948661945865,0.5889486619458649,True,0.0,,,,,,
70,73,22,4.03,101.18,5,2.6,26.09778571,,1145.7578374805375,8.967499999999998,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.19,0.7669417338765911,391.0,,,0.297,,3.39,0.815246775668499,0.625246775668499,True,0.0,,,,,,
71,73,23,3.79,101.18,5,3.79,25.79321429,,1133.3677346137779,8.967499999999998,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.18,0.775443779722696,391.0,,,0.297,,3.5700000000000003,0.8015810017541193,0.6215810017541192,True,0.0,,,,,,
72,74,0,3.52,101.18,5,3.78,25.123,,1104.9954623056876,14.209166666666665,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.17,0.7838384822434945,391.0,,,0.297,,0.17,0.7864489561527601,0.6164489561527601,True,0.0,,,,,,
73,74,1,3.17,101.18,5,2.96,24.77342857,,1091.0002797053467,14.209166666666665,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.13,0.8305546100307051,391.0,,,0.297,,0.30000000000000004,0.7672088336162889,0.6372088336162889,True,0.0,,,,,,
74,74,2,3.51,101.18,5,3.77,25.40285714,,1117.3449219270997,14.209166666666665,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.15,0.8091344157310473,391.0,,,0.297,,0.45000000000000007,0.7858933844701509,0.6358933844701509,True,0.0,,,,,,
75,74,3,3.56,101.18,5,3.04,25.46164286,,1119.7282469984382,14.209166666666665,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.15,0.8098075188320126,391.0,,,0.297,,0.6000000000000001,0.788674710371503,0.638674710371503,True,0.0,,,,,,
76,74,4,3.79,101.18,5,3.42,25.21907143,,1108.1395879676595,14.209166666666665,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.14,0.8253451620065413,391.0,,,0.297,,0.7400000000000001,0.8015810017541193,0.6615810017541193,True,0.0,,,,,,
77,74,5,3.95,101.18,5,2.79,25.25185714,,1108.9395282681107,14.209166666666665,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.13,0.8396385907194507,391.0,,,0.297,,0.8700000000000001,0.8106688547028631,0.6806688547028631,True,0.0,,,,,,
78,74,6,4.01,101.18,5,2.19,23.9655,,1052.2211037160532,14.209166666666665,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.1,0.8771649919613934,391.0,,,0.297,,0.9700000000000001,0.814100162459959,0.714100162459959,True,0.0,,,,,,
79,74,7,4.21,101.18,5,2.99,24.20471429,,1061.9576512988242,14.209166666666665,,,4.176568509541924,,1543.2093362509117,694.4442013129103,3173.61,271.1149689983821,423.3292323145282,0.11,0.8667685006837104,391.0,,,0.297,,1.08,0.8256305795888524,0.7156305795888525,True,0.13240264235624577,,,,,,
80,74,8,4.52,101.18,5,3.61,27.15121429,,1189.9024629467797,14.209166666666665,,,4.17718205745773,,1543.2093362509117,694.4442013129103,3173.61,415.34893713535996,279.09526417755035,0.11,0.8696354251550743,391.0,,,0.297,,1.1900000000000002,0.8437875099953324,0.7337875099953324,True,0.2754859618000509,,,,,,
81,74,9,5.05,101.18,5,3.45,28.79071429,,1259.3498083408908,14.209166666666665,,,4.177305532775648,,1543.2093362509117,694.4442013129103,3173.61,469.79657240976536,224.64762890314495,0.12,0.862958449774752,391.0,,,0.297,,1.31,0.8756468370560776,0.7556468370560776,True,0.3970296553335461,,,,,,
82,74,10,5.43,101.18,5,4.1,26.63607143,,1163.5131690401256,14.209166666666665,,,4.17618845291359,,1543.2093362509117,694.4442013129103,3173.61,500.2371584261064,194.2070428868039,0.14,0.8442952477574768,391.0,,,0.297,,1.4500000000000002,0.899137617726261,0.759137617726261,True,0.488750721102874,,,,,,
83,74,11,6.06,101.18,5,4.39,26.11285714,,1138.0844525959421,14.209166666666665,,,4.175752449728395,,1543.2093362509117,694.4442013129103,3173.61,516.7580439978611,177.68615731504914,0.16,0.829661899084527,391.0,,,0.297,,1.61,0.9393083469880703,0.7793083469880703,True,0.5443985200520829,,,,,,
84,74,12,6.56,101.18,5,4.54,26.03485714,,1132.6566313989854,14.209166666666665,,,4.173126834250444,,1543.2093362509117,694.4442013129103,3173.61,521.2795929819907,173.16460833091952,0.2,0.7943036750667005,391.0,,,0.297,,1.81,0.9723071137262826,0.7723071137262827,True,0.5601807466451202,,,,,,
85,74,13,6.6,101.18,5,4.62,27.473,,1195.0526995728128,14.209166666666665,,,4.173238815155402,,1543.2093362509117,694.4442013129103,3173.61,514.0419669806164,180.40223433229394,0.2,0.7948698177304677,391.0,,,0.297,,2.0100000000000002,0.9749906024907081,0.7749906024907081,True,0.5350218682210329,,,,,,
86,74,14,6.9,101.18,5,4.28,29.21878571,,1269.6313940860477,14.209166666666665,,,4.173102831862432,,1543.2093362509117,694.4442013129103,3173.61,494.60789840168457,199.83630291122574,0.21,0.7890137685500925,391.0,,,0.297,,2.22,0.9953256122774929,0.785325612277493,True,0.4706364207674103,,,,,,
87,74,15,6.92,101.18,5,4.04,26.29342857,,1142.435513939575,14.209166666666665,,,4.171164386963044,,1543.2093362509117,694.4442013129103,3173.61,460.1399734865072,234.30422782640312,0.23,0.7692372055850736,391.0,,,0.297,,2.45,0.996694465341086,0.766694465341086,True,0.37141216612623384,,,,,,
88,74,16,6.77,101.18,5,3.81,30.58507143,,1329.6172349778003,14.209166666666665,,,4.176661746886134,,1543.2093362509117,694.4442013129103,3173.61,395.7160113729376,298.7281899399727,0.17,0.8276680664246818,391.0,,,0.297,,2.62,0.9864683606402006,0.8164683606402006,True,0.244111073275466,,,,,,
89,74,17,6.48,101.18,5,3.33,30.64828571,,1333.7471094431974,14.209166666666665,,,4.176846923597323,,1543.2093362509117,694.4442013129103,3173.61,191.5152644057613,502.928936907149,0.16,0.8345329093478872,391.0,,,0.297,,2.7800000000000002,0.9669596496163266,0.8069596496163266,True,0.09740850131788355,,,,,,
90,74,18,6.26,101.18,5,3.09,31.78157143,,1384.154241743354,14.209166666666665,,,0.0,,1543.2093362509117,694.4442013129103,3173.61,0.0,0.0,0.15,0.8425010812161036,391.0,,,0.297,,2.93,0.9523874903916916,0.8023874903916915,True,0.0,,,,,,
