,dd,hr,ts_c,par,td,lai,sai,dvi,photoperiod,o3_ppb_i,u_i,ustar,canopy_height,|,micro_u,PARsun,PARshade,o3_ppb,o3_nmol_m3,layer_height,LAI_flag,A_n,A_n_limit_factor,fst,fst_canopy,fst_acc,fst_acc_day,fst_acc_day_prev,rsto_l,rb_l,gsto_l,gsto_l_bulk,gsto,gsto_bulk,gsto_canopy,A_n_canopy,c_root,c_stem,c_leaf,c_harv,c_resv,npp,npp_acc,fO3_h,fO3_d,fO3_l,f_LS,f_LA,c_i,td_dd,td_dd_flag,pody,pod0,precip_acc,swp,asw,smd,sn,ei,et,pet,es,ei_acc,et_acc,pet_acc,es_acc,f_phen,leaf_f_phen,f_light,leaf_f_light,f_temp,f_VPD,f_SW,f_O3,rsto_c,ra,rb,rsur,rinc,V_cmax_25,J_max_25,LAIsunfrac,component_LAI,V_cmax,J_max,R_d,R_dc,total_emerged_leaves
3489,216,9,18.43,20.518599562363235,2037.8962499999984,3,3.0,-1.001,16.557155747606533,102.58018642498794,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,14.619870291321714,14.520092822033819,83.68745350772281,3492.638908399736,1.0,3.0,,,1.3712404159679088,1.3712404159679088,3545.8475183166715,2.4109328084213186,21.663536157918763,2472.73532564601,37.36876644631796,16.58082835423909,49.74248506271728,30.00290673516201,90.00872020548603,90.00872020548603,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.578906952643496,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.48591352485957096,0.6084726866169459,0.7076280612244897,1.0,1.0,0.0855751314320565,1366.5342615603943,61.07547033607729,29.80415463455966,227.58482651461682,206.14285682687486,,,0.39431910857625657,3,,,,0,1
3490,216,10,18.57,48.76148796498906,2037.8962499999984,3,3.0,-1.001,16.557155747606533,56.87738898603266,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,34.733900689686806,34.51532727832163,45.638630069313365,1903.7830734942247,1.0,3.0,,,1.1014247639207833,1.1014247639207833,3545.8475183166715,3.512357572342102,21.663536157918763,1666.1988134527228,37.36876644631796,24.60690745244211,73.82072235732633,49.79081957730362,149.37245873191085,149.37245873191085,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.582872081793612,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.7943620863197978,0.8922993866661618,0.7183423469387755,1.0,1.0,0.0853104943096173,823.4449713434567,61.07547033607729,29.80415463455966,205.06098444377767,206.14285682687486,,,0.4304945461817937,3,,,,0,1
3491,216,11,20.36,99.83369803063457,2037.8962499999984,3,3.0,-1.001,16.557155747606533,100.71524498369438,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,70.95311846894954,70.00335860702957,79.5131633223092,3296.607144579625,1.0,3.0,,,2.4451316378639736,2.4451316378639736,3545.8475183166715,5.9574892102060755,21.663536157918763,1291.5586444758344,37.36876644631796,31.744590286598577,95.23377085979573,70.17054099604582,210.51162298813745,210.51162298813745,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.591674555689922,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.9599836520417044,0.9895630198913978,0.8377061224489795,1.0,1.0,0.08509853147083483,584.2907781245465,61.07547033607729,29.80415463455966,186.09275121615545,206.14285682687486,,,0.4503391940571188,3,,,,0,1
3492,216,12,22.88,136.04157549234137,2037.8962499999984,3,3.0,-1.001,16.557155747606533,100.14206541784581,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,95.26116500175104,89.44223746022075,78.36728286415936,3221.440619244317,1.0,3.0,,,2.7083522753396294,2.7083522753396294,3545.8475183166715,8.665841485545705,21.663536157918763,1135.1108357869841,37.36876644631796,36.11982082047017,108.3594624614105,81.67954966107261,245.03864898321785,245.03864898321785,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.601424623881144,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.9850027710695525,0.9980049775987369,0.9503346938775509,1.0,1.0,0.0846298910471547,501.96163140135496,61.07547033607729,29.80415463455966,176.85430059257234,206.14285682687486,,,0.4552184250507271,3,,,,0,1
3493,216,13,24.23,119.69146608315098,2037.8962499999984,3,3.0,-1.001,16.557155747606533,99.00617703029481,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,84.40149847680756,80.7082683935614,77.35115332296293,3165.2360448825175,1.0,3.0,,,2.7302264314759204,2.7302264314759204,3545.8475183166715,11.396067917021625,21.663536157918763,1105.4386476131451,37.36876644631796,37.08934918145561,111.26804754436682,83.86301282354466,251.589038470634,251.589038470634,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.611253439034456,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.976717757530214,0.9957883466977303,0.9840158163265305,1.0,1.0,0.08411386329753184,488.8925238861582,61.07547033607729,29.80415463455966,175.2041558461756,206.14285682687486,,,0.44548635601143394,3,,,,0,1
3494,216,14,24.56,136.58862144420132,2037.8962499999984,3,3.0,-1.001,16.557155747606533,99.11761255606264,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,96.01897186490791,87.47224410962951,77.59491148897273,3171.6911156012816,1.0,3.0,,,2.6216986390995114,2.6216986390995114,3545.8475183166715,14.017766556121137,21.663536157918763,1155.1494117518102,37.36876644631796,35.49324406253436,106.47973218760308,81.17878280682191,243.53634842046574,243.53634842046574,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.620691554135215,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.9841343904532873,0.9980542348773295,0.9894204081632653,0.95545,1.0,0.08359690734804953,505.0580777684996,61.07547033607729,29.80415463455966,177.23714480731533,206.14285682687486,,,0.4204433017224249,3,,,,0,1
3495,216,15,25.29,113.53391684901531,2037.8962499999984,3,3.0,-1.001,16.557155747606533,99.28747106707266,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,80.89004799735112,74.03220750650708,78.20841391339448,3188.948556758807,1.0,3.0,,,2.393544891939172,2.393544891939172,3545.8475183166715,16.41131144806031,21.663536157918763,1275.872116130005,37.36876644631796,32.13488207921797,96.4046462376539,73.10222255525413,219.3066676657624,219.3066676657624,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.629308315746195,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.9695189924982917,0.9944196289032146,0.9974280612244897,0.8663500000000001,1.0,0.08310354429747797,560.8584604799157,61.07547033607729,29.80415463455966,183.6490334729272,206.14285682687486,,,0.37843250034612647,3,,,,0,1
3496,216,16,24.46,107.3129102844639,2037.8962499999984,3,3.0,-1.001,16.557155747606533,99.26838934908592,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,78.68976050402334,67.19631138355291,77.91196742539056,3185.7208485497476,1.0,3.0,,,2.547849056463111,2.547849056463111,3545.8475183166715,18.95916050452342,21.663536157918763,1195.1240871486725,37.36876644631796,34.30606113698019,102.91818341094057,77.80767230759878,233.42301692279634,233.42301692279634,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.638480572349463,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.9596329805782177,0.9925846269909648,0.9878999999999999,0.9406000000000001,1.0,0.08265570585814823,526.9403232873206,61.07547033607729,29.80415463455966,179.8581874644775,206.14285682687486,,,0.31733173396894326,3,,,,0,1
3497,216,17,23.27,47.99124726477024,2037.8962499999984,3,3.0,-1.001,16.557155747606533,99.41785492098346,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,34.776966164725536,33.22212147710204,78.7542401204713,3233.0878749630983,1.0,3.0,,,2.3878938208544214,2.3878938208544214,3545.8475183166715,21.347054325377844,21.663536157918763,1297.1910580675499,37.36876644631796,31.60675503042588,94.82026509127763,65.84639181570871,197.53917544712613,197.53917544712613,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.647076990104539,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.7844565584678121,0.8884408125752197,0.961975,1.0,1.0,0.08218169802723456,622.6613010892237,61.07547033607729,29.80415463455966,189.8182483155743,206.14285682687486,,,0.2363157574072511,3,,,,0,1
3498,216,18,21.03,30.57330415754923,2037.8962499999984,3,3.0,-1.001,16.557155747606533,100.4141848603546,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,24.05337588577953,20.511950054915506,80.75605672208223,3340.5119300629735,1.0,3.0,,,1.901183776871196,1.901183776871196,3545.8475183166715,23.24823810224904,21.663536157918763,1694.3740151779127,37.36876644631796,24.19772708547759,72.59318125643277,47.01902868086807,141.0570860426042,141.0570860426042,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.653921251701275,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.6165599991799118,0.7527115969964104,0.8739750000000002,1.0,1.0,0.08173996423587145,871.9873878781933,61.07547033607729,29.80415463455966,207.94372437181363,206.14285682687486,,,0.14022627266082938,3,,,,0,1
3499,216,19,20.16,20.155361050328228,2037.8962499999984,3,3.0,-1.001,16.557155747606533,91.66484134886481,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,28.581914055705965,12.69602211359552,74.61630834027679,3095.6934967355214,1.0,3.0,,,1.3328573442231217,1.3328573442231217,3545.8475183166715,24.581095446472162,21.663536157918763,2251.575071876868,37.36876644631796,18.20947500800993,54.628425024029795,32.59781436836222,97.79344310508667,97.79344310508667,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.4522862960080201,0.6019190888450394,0.8259918367346938,1.0,1.0,0.08138999831893838,1257.75303634444,61.07547033607729,29.80415463455966,224.35325533831744,206.14285682687486,,,0.041767849362616606,3,,,,0,1
3500,216,20,19.34,5.547045951859956,2037.8962499999984,3,3.0,-1.001,16.557155747606533,48.06029509580116,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,40.26085781536194,1675.0318437547132,1.0,3.0,,,0.0,0.0,3545.8475183166715,24.581095446472162,21.663536157918763,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.0,0.0,0.7736959183673469,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3501,216,21,18.47,0.5886214442013129,2037.8962499999984,3,3.0,-1.001,16.557155747606533,34.36323610753608,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,28.78662133747165,1201.225258829168,1.0,3.0,,,0.0,0.0,3545.8475183166715,24.581095446472162,21.663536157918763,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.0,0.0,0.710709693877551,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3502,216,22,18.15,0.4398249452954047,2037.8962499999984,3,3.0,-1.001,16.557155747606533,34.67069720155105,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,29.044184797679026,1213.3044013862918,1.0,3.0,,,0.0,0.0,3545.8475183166715,24.581095446472162,21.663536157918763,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.0,0.0,0.6855994897959182,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3503,216,23,17.84,0.437636761487965,2037.8962499999984,3,3.0,-1.001,16.557155747606533,34.97469769450784,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,29.298850958080372,1225.2468378193648,1.0,3.0,,,0.0,0.0,3545.8475183166715,24.581095446472162,21.663536157918763,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1930.3908333333316,1160.3908333333316,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19390400717703538,0.32236541193182133,0.0,0.0,0.6602775510204082,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3504,217,0,17.55,0.437636761487965,2059.839583333332,3,3.0,-1.001,16.49279493257861,34.61665858502721,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,28.998915502670542,1213.9136392308237,1.0,3.0,,,0.0,0.0,3566.988380111929,0.0,24.581095446472162,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.0,0.0,0.6357015306122449,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3505,217,1,17.41,0.43544857768052514,2059.839583333332,3,3.0,-1.001,16.49279493257861,34.7992718408664,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,29.15189212086029,1220.9053241897518,1.0,3.0,,,0.0,0.0,3566.988380111929,0.0,24.581095446472162,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.0,0.0,0.6235301020408164,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3506,217,2,17.49,0.4398249452954047,2059.839583333332,3,3.0,-1.001,16.49279493257861,34.92758028010035,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,29.259380320526812,1225.069719855335,1.0,3.0,,,0.0,0.0,3566.988380111929,0.0,24.581095446472162,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.0,0.0,0.6305096938775508,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3507,217,3,17.48,0.4398249452954047,2059.839583333332,3,3.0,-1.001,16.49279493257861,35.285885589662385,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,29.559536928372818,1237.6796510054226,1.0,3.0,,,0.0,0.0,3566.988380111929,0.0,24.581095446472162,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.0,0.0,0.6296408163265307,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3508,217,4,17.5,0.437636761487965,2059.839583333332,3,3.0,-1.001,16.49279493257861,34.853044257308845,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.0,0.0,29.1969402634326,1222.4133391216444,1.0,3.0,,,0.0,0.0,3566.988380111929,0.0,24.581095446472162,100000.0,37.36876644631796,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.65871953814048,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.0,0.0,0.6313775510204082,1.0,1.0,0.08114556057676002,100000.0,61.07547033607729,29.80415463455966,272.31722500001877,206.14285682687486,,,0.0,3,,,,0,1
3509,217,5,17.42,1.0722100656455142,2059.839583333332,3,3.0,-1.001,16.49279493257861,35.33175616787636,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,0.7690288220892738,0.7563448132611156,29.56517835749795,1238.1714799123624,1.0,3.0,,,0.032409482319996526,0.032409482319996526,3566.988380111929,0.032409482319996526,24.581095446472162,37604.525534301865,37.36876644631796,1.0902943041416882,3.2708829124250647,1.6023634731717027,4.807090419515108,4.807090419515108,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.658836212276832,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.03401435714369171,0.04781887030149512,0.6244061224489798,1.0,1.0,0.08114556057676002,25587.20333211603,61.07547033607729,29.80415463455966,270.1775433217378,206.14285682687486,,,0.07135315317754758,3,,,,0,1
3510,217,6,17.66,6.929978118161926,2059.839583333332,3,3.0,-1.001,16.49279493257861,35.09828189195531,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,4.95561481465744,4.891904582708094,29.150490789285687,1219.7971126949708,1.0,3.0,,,0.1863603934564932,0.1863603934564932,3566.988380111929,0.2187698757764897,24.581095446472162,6412.152241269284,37.36876644631796,6.394108944594251,19.182326833782753,9.769839350142128,29.309518050426384,29.309518050426384,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.659507109693275,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.20072999678389142,0.2714507128695989,0.6451244897959184,1.0,1.0,0.08113962621749232,4196.5889643214605,61.07547033607729,29.80415463455966,256.3789258332961,206.14285682687486,,,0.17070728719156528,3,,,,0,1
3511,217,7,18.76,19.26477024070022,2059.839583333332,3,3.0,-1.001,16.49279493257861,37.87058697113626,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,13.746367187788238,13.614976055274287,31.012327287101115,1292.815207258523,1.0,3.0,,,0.4795077407270184,0.4795077407270184,3566.988380111929,0.6982776165035081,24.581095446472162,2619.604680062185,37.36876644631796,15.651216503028516,46.95364950908555,25.649287882680294,76.94786364804088,76.94786364804088,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.661233337559892,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.4640860977462739,0.5853829683048823,0.7325632653061226,1.0,1.0,0.08110551117144027,1598.484924319684,61.07547033607729,29.80415463455966,233.22090893462658,206.14285682687486,,,0.26327401705278836,3,,,,0,1
3512,217,8,20.08,40.86433260393873,2059.839583333332,3,3.0,-1.001,16.49279493257861,43.01482070035975,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,29.13102766980845,28.903447167689738,34.63779632151133,1437.450572203829,1.0,3.0,,,0.8549686672622419,0.8549686672622419,3566.988380111929,1.55324628376575,24.581095446472162,1619.7109463160857,37.36876644631796,25.313158556624877,75.93947566987464,45.47716287666566,136.43148862999698,136.43148862999698,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.664311224762036,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.7340356001637309,0.8454905469922729,0.8211918367346939,1.0,1.0,0.08101779998412886,901.5514030897716,61.07547033607729,29.80415463455966,209.58266756853098,206.14285682687486,,,0.3381947349265748,3,,,,0,1
3513,217,9,20.6,30.175054704595187,2059.839583333332,3,3.0,-1.001,16.49279493257861,44.74415370647416,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,21.500487521669786,21.353314630175003,36.19244821732063,1499.3090164924165,1.0,3.0,,,0.8179334819962131,0.8179334819962131,3566.988380111929,2.371179765761963,24.581095446472162,1769.2308118338462,37.36876644631796,23.173912485450447,69.52173745635135,40.0814677602479,120.24440328074368,120.24440328074368,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.667255785297222,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.6241196995021123,0.748169742555967,0.8512244897959186,1.0,1.0,0.08086164990569271,1022.9166318271181,61.07547033607729,29.80415463455966,215.52724638108342,206.14285682687486,,,0.3930313297446448,3,,,,0,1
3514,217,10,20.58,47.34354485776805,2059.839583333332,3,3.0,-1.001,16.49279493257861,44.799589229379016,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,33.72414798618093,33.51140514440822,35.93160966733978,1488.6048658091518,1.0,3.0,,,0.9542090553458856,0.9542090553458856,3566.988380111929,3.3253888211078486,24.581095446472162,1500.2468819304831,37.36876644631796,27.328835336249554,81.98650600874866,50.32747371455726,150.9824211436718,150.9824211436718,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.670690937896467,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.7846808834991152,0.8850893029868518,0.8501204081632653,1.0,1.0,0.08071255141819592,814.6643766094843,61.07547033607729,29.80415463455966,204.51205997996465,206.14285682687486,,,0.42936622008259645,3,,,,0,1
3515,217,11,26.16,242.00875273522973,2059.839583333332,3,3.0,-1.001,16.49279493257861,43.54541389180701,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,161.56611874348525,122.4900357883261,35.1742535805615,1430.0615488300757,1.0,3.0,,,0.6782928030361961,0.6782928030361961,3566.988380111929,4.003681624144045,24.581095446472162,2040.456314884114,37.36876644631796,20.093544615939773,60.28063384781932,41.73185074563719,125.19555223691157,125.19555223691157,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.673132791987397,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.997679863101366,0.9999842677844167,0.9998693877551019,0.5545,1.0,0.08053896637204878,982.463017274313,61.07547033607729,29.80415463455966,213.67348557450046,206.14285682687486,,,0.44928625153901264,3,,,,0,1
3516,217,12,31.7,340.1487964989059,2059.839583333332,3,3.0,-1.001,16.49279493257861,41.51967752828781,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,213.03291138729134,115.991760656007,34.77060207318661,1387.9604075663751,1.0,3.0,,,0.013670160885405526,0.013670160885405526,3566.988380111929,4.017351785029451,24.581095446472162,100000.0,37.36876644631796,0.36187106508552147,1.0856131952565644,0.7523778691241643,2.257133607372493,2.257133607372493,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.673182004566584,0.12000000000000004,-0.02687005110440625,0.05687020548895039,0.009199999999999986,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.9972508066059949,0.9999998225895744,0.834234693877551,0.01,1.0,0.08041580650782945,54493.89420202869,61.07547033607729,29.80415463455966,271.6993714100675,206.14285682687486,,,0.45416700619235834,3,,,,0,1
3517,217,13,31.59,166.44201312910283,2059.839583333332,3,3.0,-1.001,16.49279493257861,41.55689437029745,3.0812326960479113,0.20374220405450622,1.0,|,0.5459358270600149,115.22956290066037,101.85345176973976,34.8018888207388,1389.7107544941803,1.0,3.0,,,0.013687400227376616,0.013687400227376616,3566.988380111929,4.0310391852568275,24.581095446472162,100000.0,37.36876644631796,0.3616800305304896,1.0850400915914689,0.7487312500820194,2.246193750246058,2.246193750246058,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,1952.3341666666652,1182.3341666666652,5.740932156070919,14.673231279207403,0.12000000000000004,-0.02266281683978115,0.05967020548895039,0.006399999999999984,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16765600079744972,0.27872810132576015,0.9924173393677878,0.9995027412283182,0.840570918367347,0.01,1.0,0.0804133263497741,54759.30114511539,61.07547033607729,29.80415463455966,271.7059373106279,206.14285682687486,,,0.44436411082408567,3,,,,0,1
