,dd,hr,ts_c,par,td,lai,sai,dvi,photoperiod,o3_ppb_i,u_i,ustar,canopy_height,|,micro_u,PARsun,PARshade,o3_ppb,o3_nmol_m3,layer_height,LAI_flag,A_n,A_n_limit_factor,fst,fst_canopy,fst_acc,fst_acc_day,fst_acc_day_prev,rsto_l,rb_l,gsto_l,gsto_l_bulk,gsto,gsto_bulk,gsto_canopy,A_n_canopy,c_root,c_stem,c_leaf,c_harv,c_resv,npp,npp_acc,fO3_h,fO3_d,fO3_l,f_LS,f_LA,c_i,td_dd,td_dd_flag,pody,pod0,precip_acc,swp,asw,smd,sn,ei,et,pet,es,ei_acc,et_acc,pet_acc,es_acc,f_phen,leaf_f_phen,f_light,leaf_f_light,f_temp,f_VPD,f_SW,f_O3,rsto_c,ra,rb,rsur,rinc,V_cmax_25,J_max_25,LAIsunfrac,component_LAI,V_cmax,J_max,R_d,R_dc,total_emerged_leaves
0,71,0,5.36,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,25.847206615340774,9.928416465043268,0.6565026575089644,1.0,|,1.759126553860048,0.0,0.0,23.738721637490876,1037.2121629977848,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,20.81761716752485,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,18.954456311196402,9.249565231415067,200.07073613281636,63.97536936006462,,,0.0,3,,,,0,0
1,71,1,5.85,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,25.41792272808569,11.29785321884234,0.7470547481998561,1.0,|,2.0017646992200544,0.0,0.0,23.527444356627417,1026.175444187715,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.51520180679289,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,16.65694645529381,8.128405809425361,195.58432857824937,56.22077913460224,,,0.0,3,,,,0,0
2,71,2,5.88,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,26.266369158688846,8.011205009724568,0.5297297305417161,1.0,|,1.4194331503560387,0.0,0.0,23.785976539228653,1037.340068635737,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,23.17512514047584,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,23.490565513875882,11.463136397907562,208.7437469624479,79.28571416418265,,,0.0,3,,,,0,0
3,71,3,5.19,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,27.07919371850991,3.183940452582842,0.2105336108563231,1.0,|,0.5641336879620155,0.0,0.0,22.753302687825002,994.76360539573,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,36.761103730307724,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,59.105293873623175,28.84273029150934,269.3115049516691,199.4930872518144,,,0.0,3,,,,0,0
4,71,4,5.9,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,26.94648816207608,2.807345345288097,0.18563178591632787,1.0,|,0.49740819798801356,0.0,0.0,22.37805281892067,975.8685772687977,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,39.14921790246922,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,67.03405280788972,32.71187703793134,281.2134969475549,226.25435505388708,,,0.0,3,,,,0,0
5,71,5,8.4,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,26.96918125913512,2.841581264133073,0.18789558818360014,1.0,|,0.5034741516220137,0.0,0.0,22.422495432008084,969.1242901175021,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,38.91266457123116,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,66.22641361743322,32.317758037474334,280.02444836182974,223.52839896890052,,,0.0,3,,,,0,0
6,71,6,10.13,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,25.361903002384746,3.663243316412517,0.2422268425981352,1.0,|,0.6490570388380178,0.0,0.0,21.582063002593323,927.1032607970158,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,34.27189572501732,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,51.37189093688743,25.068915113181017,257.1913001921754,173.39118798522182,,,0.0,3,,,,0,0
7,71,7,10.38,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,25.255334514190277,5.717398447111124,0.3780549786344727,1.0,|,1.0130142568780278,1207.6981479303292,338.40574577014917,22.30839342194463,957.4593473370978,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,27.432903832135263,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999822415415,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,32.9149241332153,16.062119264133944,226.01665691574647,111.09495278095052,,,0.07566084527817273,3,,,,0,0
8,71,8,10.57,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,27.81102806790583,12.290694865346666,0.8127050139507525,1.0,|,2.1776773546060593,892.4139100704044,223.37553485455572,25.86668266453248,1109.4349682785305,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.710387944474416,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999694240991588,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,15.311399248598768,7.47179364097596,192.92687671082845,51.679267728185906,,,0.17058651340912875,3,,,,0,0
9,71,9,10.75,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,29.518469283823922,11.708684244982063,0.7742203754071236,1.0,|,2.074556142828057,701.9145664018406,182.04248266595408,27.379539135727285,1173.5775888143892,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.16977270902415,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998165628722917,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,16.07249219370455,7.843198588042015,194.43277689589203,54.24812021759865,,,0.24745698383523287,3,,,,0,0
10,71,10,10.64,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,27.24340882873854,13.283536511850993,0.878355279701649,1.0,|,2.353590009992064,606.0194288318602,159.2334129071284,25.446420584181578,1091.1405087701542,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,17.99758170430037,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995165801074644,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,14.1669905418736,6.9133348379133235,190.64899085278944,47.81664204747098,,,0.30068778011704744,3,,,,0,0
11,71,11,10.61,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,26.509651462762342,21.36321335926552,1.41261261477791,1.0,|,3.785155067616104,559.8054894007704,146.888511751504,25.310667161885462,1085.4341561062854,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,14.19180782982803,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991866235897882,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,8.808962067703455,4.298676149215335,179.7625010812014,29.73214281156849,,,0.33069243258696374,3,,,,0,0
12,71,12,10.51,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,26.43327670381382,21.192033765040637,1.4012936034415486,1.0,|,3.7548252994461038,547.654645907509,143.4341610797595,25.22974892955552,1082.3454517363816,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,14.249010027951346,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990594522966225,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,8.880116850156632,4.333398896785733,179.90951603104634,29.972305516023802,,,0.33906979369054263,3,,,,0,0
13,71,13,10.27,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,27.91477386160555,20.02801252431142,1.3243243263542903,1.0,|,3.548582875890097,566.1487932972495,148.6541982623409,26.583191904966622,1141.373274145053,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,14.657236100666662,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992448659256619,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,9.396226205550352,4.585254559163024,180.9738669869109,31.71428566567306,,,0.3263997093015694,3,,,,0,0
14,71,14,9.89,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,29.756082663805948,17.15219534133337,1.1341649359034178,1.0,|,3.039042770634083,620.6030549765544,162.9089542722437,28.146965456607873,1210.1378113261603,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,15.838394412136413,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995861488341431,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,10.971641377738438,5.354039754711317,184.2012142485236,37.03165092698352,,,0.291825638026313,3,,,,0,0
15,71,15,9.56,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,26.768004887055984,17.52879044862812,1.1590667608434133,1.0,|,3.1057682606080856,730.5337263871062,188.39482239736697,25.345385371789245,1090.9599176267961,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,15.667331626740038,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998602775038407,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,10.735922520013585,5.239011556856189,183.7203825219469,36.236049051599096,,,0.23372095662724435,3,,,,0,0
16,71,16,9.36,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,31.154307747184415,16.912543909418538,1.1183183200325122,1.0,|,2.996581095196083,950.6597332696736,236.52557262459993,29.450586749209872,1268.560524999875,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,15.950215024933106,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999828693936003,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,11.127109980256995,5.429906714798317,184.51795374613462,37.55639091987598,,,0.1524667245614126,3,,,,0,0
17,71,17,9.34,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,31.212834891618733,17.117959422488397,1.1319011336361458,1.0,|,3.0329768170000833,1152.905579282299,393.65682536757714,29.522247635186247,1271.737291795214,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,15.854224895260653,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999854669147,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,10.99358466049391,5.364747834220737,184.2459387100038,37.10571422883747,,,0.05514247362470776,3,,,,0,0
18,71,18,9.25,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,32.36499703725642,17.18643126017835,1.1364287381706903,1.0,|,3.0451087242680837,0.0,0.0,30.617577243367474,1319.3414170474186,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,15.82261125484082,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,10.94978551842023,5.343374336873244,184.15666177944775,36.95788269804529,,,0.0,3,,,,0,0
19,71,19,8.26,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,31.74757876541129,14.82415285987495,0.980226381728902,1.0,|,2.6265579235220713,0.0,0.0,29.822152792188756,1289.58665745288,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,17.0367232422536,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,12.69467050865348,6.19485893097083,187.69420897465332,42.847245067941664,,,0.0,3,,,,0,0
20,71,20,5.76,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,28.235540890769716,16.57018472096877,1.0956802973597892,1.0,|,2.935921558856081,0.0,0.0,26.666163804548912,1163.4494622353798,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,16.11414754380559,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,11.357008946791229,5.542094870062744,184.98575965557632,38.332349409956066,,,0.0,3,,,,0,0
21,71,21,4.87,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,26.74769152790903,12.153751189966759,0.8036498048816633,1.0,|,2.1534135400700585,0.0,0.0,24.862088025374298,1088.2097859828611,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.81550331057571,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,15.48392205703368,7.555982865099631,193.2688593596333,52.26156933639082,,,0.0,3,,,,0,0
22,71,22,4.67,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,27.135632508773597,6.4705886617006145,0.42785862851446316,1.0,|,1.1464652368260317,0.0,0.0,24.19798922422185,1059.9047496923044,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,25.786898719712198,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,29.08355730289394,14.192454587885548,219.11242213833077,98.16326515565467,,,0.0,3,,,,0,0
23,71,23,4.27,694.4442013129103,0.0,3,3.0,-1.001,12.701908669196873,27.1129609643528,4.484905368691961,0.2965580970126703,1.0,|,0.7946399260540221,0.0,0.0,23.480356846367897,1029.9543870752477,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,30.973791373046378,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,41.96024679577827,20.476136771834867,241.71010408661337,141.6248634688453,,,0.0,3,,,,0,0
24,72,0,4.18,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,27.71846092450076,1.335200834954095,0.08828828842361937,1.0,|,0.2365721917260065,0.0,0.0,21.333143928756225,936.0716193193335,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,56.76723131931212,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,140.94339308325527,68.77881838744536,371.7588988070503,475.71428498509584,,,0.0,3,,,,0,0
25,72,1,4.12,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,26.34725791290507,3.183940452582842,0.2105336108563231,1.0,|,0.5641336879620155,0.0,0.0,22.138294113743743,971.6108071504842,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,36.761103730307724,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,59.105293873623175,28.84273029150934,269.3115049516691,199.4930872518144,,,0.0,3,,,,0,0
26,72,2,4.01,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,27.563864235887124,1.9172114553187003,0.12677292696724832,1.0,|,0.3396934035040093,0.0,0.0,22.048905212543616,968.0717439015785,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,47.37355793409279,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,98.15700589726707,47.89953423411373,323.39725639318493,331.3010199003346,,,0.0,3,,,,0,0
27,72,3,3.69,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,29.008874188850463,0.7531902145894894,0.049803649879990405,1.0,|,0.13345097994800365,0.0,0.0,20.83506745341828,915.8347888185832,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,75.58205159558575,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,249.8541968294071,121.9260871413804,461.151164163472,843.3116870190336,,,0.0,3,,,,0,0
28,72,4,3.61,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,28.43950011201577,0.8901338899693967,0.058858858949079586,1.0,|,0.15771479448400436,0.0,0.0,20.867243005853116,917.5142498404637,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,69.5253754214275,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,211.41508962488288,103.16822758116803,433.9138073045056,713.5714274776436,,,0.0,3,,,,0,0
29,72,5,3.46,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,28.194122134418215,1.0613134841942806,0.07017787028544104,1.0,|,0.18804456265400515,0.0,0.0,21.134381872159842,929.7640288512121,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,63.67209940320277,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,177.31588162086956,86.52819087452804,406.11104876298083,598.4792617554431,,,0.0,3,,,,0,0
30,72,6,3.1,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,26.024483330872524,1.882975536473724,0.12450912469997605,1.0,|,0.3336274498700092,0.0,0.0,20.779108163960007,915.3257568879732,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,47.802286654082934,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,99.9416787317628,48.77043485655215,325.6191791528236,337.32467480761335,,,0.0,3,,,,0,0
31,72,7,2.67,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,26.100050816800017,2.2253347249234916,0.14714714737269893,1.0,|,0.3942869862100108,1202.3315017582104,329.25213911415915,21.193581025702024,935.0388520614422,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,43.97170830199999,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999997313995053,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,84.56603584995317,41.26729103246721,305.8070947669589,285.42857099105754,,,0.07984942477540484,3,,,,0,0
32,72,8,3.17,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,28.89894117538418,3.115468614892888,0.2060060063217785,1.0,|,0.5520017806940152,880.0682282247448,220.66744860227934,24.233814981821517,1067.2361659101148,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,37.16287635911652,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999655667904291,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,60.40431132139512,29.476636451762296,271.2969473227939,203.87755070789822,,,0.17468212485613235,3,,,,0,0
33,72,9,5.11,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,29.77571847807061,7.942733172034614,0.5252021260071714,1.0,|,1.407301243088038,694.4327623467536,180.35668968060756,26.947949583728192,1178.4902984970392,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,23.274803558076098,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998028577450504,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,23.693070388995505,11.561956539268834,209.12533793140645,79.96921170008079,,,0.2512006823623137,3,,,,0,0
34,72,10,5.68,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,27.34103864947394,11.058201786927503,0.73120813232895,1.0,|,1.9593030237820535,600.6123499380991,157.84640994739075,25.2756668867531,1103.0982374193236,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.725533382606724,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994874200174408,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,17.01793291098129,8.304563210868016,196.29348709028557,57.43918611275152,,,0.30404679960107894,3,,,,0,0
35,72,11,5.74,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,26.785647004617996,11.434796894222249,0.7561099572689454,1.0,|,2.0260285137560556,555.3048853217834,145.6203554391535,24.81084532842294,1082.5792169366352,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.39799232734127,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999142057239413,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,16.45746206660765,8.031059632066972,195.19175599561913,55.54747639047526,,,0.3337717393408604,3,,,,0,0
