dd,hr,Ts_C,RH,u,O3,precip,Rn,PPFD
353,21,2.4,0.8112,1.54,11.985803571428564,0.0,0.0,0.0
353,22,1.78,0.8562000000000001,1.66,10.763607142857136,0.0,0.0,0.0
353,23,1.27,0.9031,1.73,9.316827380952377,0.0,0.0,0.0
354,0,0.85,0.9525,1.74,6.593583333333328,0.0,0.0,0.0
354,1,0.4,1.0,1.6,5.38933928571428,0.0,0.0,0.0
354,2,0.04,1.0,1.43,4.039249999999997,0.0,0.0,0.0
354,3,-0.13,1.0,1.36,4.393642857142853,0.0,0.0,0.0
354,4,-0.28,1.0,1.34,4.065898809523805,0.0,0.0,0.0
354,5,-0.51,1.0,1.32,3.0787202380952357,0.0,0.0,0.0
354,6,-0.1,1.0,1.2,2.4223749999999975,0.0,0.0,0.0
354,7,1.62,1.0,1.67,3.732410714285711,0.0,0.06560067549,41.63820652777777
354,8,3.46,0.9444,2.66,9.15745238095237,0.01,0.2626055902,166.68160374999997
354,9,5.0,0.9087999999999999,2.54,16.385083333333313,0.0,0.4094969996,259.9168455833333
354,10,7.53,0.8331000000000001,2.68,22.125553571428544,0.0,0.5410364989,343.40788888888886
354,11,10.31,0.715,3.18,29.097261904761872,0.0,0.6776482149,430.11838083333333
354,12,12.58,0.6088,3.58,33.35874999999997,0.0,0.7682718284,487.6392022222222
354,13,13.73,0.575,3.72,34.767678571428554,0.0,0.7557603599,479.6978951111111
354,14,13.87,0.5861999999999999,3.68,37.568809523809485,0.0,0.4266072794,270.7771203888888
354,15,13.05,0.6475,3.11,38.89684523809522,0.0,0.2469831618,156.76570127777777
354,16,10.23,0.7968999999999999,1.82,36.39713095238092,0.0,0.06593882381,41.852836777777775
354,17,8.38,0.9037999999999999,1.71,24.456190476190447,0.0,0.0,0.0
354,18,7.87,0.9612,1.59,13.383428571428562,0.0,0.0,0.0
354,19,7.6,1.0,1.72,9.505732142857132,0.0,0.0,0.0
354,20,7.39,1.0,2.28,10.97995833333332,0.0,0.0,0.0
354,21,8.15,1.0,3.12,11.985803571428564,0.01,0.0,0.0
354,22,8.26,1.0,2.72,10.763607142857136,0.01,0.0,0.0
354,23,8.33,1.0,2.07,9.316827380952377,0.01,0.0,0.0
355,0,8.25,1.0,1.56,6.593583333333328,0.05,0.0,0.0
355,1,8.43,1.0,1.41,5.38933928571428,0.12,0.0,0.0
355,2,8.58,1.0,1.3,4.039249999999997,0.21,0.0,0.0
355,3,8.67,1.0,1.24,4.393642857142853,0.23,0.0,0.0
355,4,8.64,1.0,1.23,4.065898809523805,0.19,0.0,0.0
355,5,8.62,1.0,1.35,3.0787202380952357,0.12,0.0,0.0
355,6,8.71,1.0,1.66,2.4223749999999975,0.1,0.0,0.0
355,7,9.23,1.0,2.12,3.732410714285711,0.07,0.04226847597,26.828740999999997
355,8,10.15,0.9625,2.58,9.15745238095237,0.28,0.05748512801,36.48708819444444
355,9,10.67,0.9438,2.86,16.385083333333313,0.24,0.1899038111,120.53616899999999
355,10,11.01,0.9331,3.29,22.125553571428544,0.23,0.2091106068,132.72714905555554
355,11,11.13,0.9319,3.46,29.097261904761872,0.41,0.2192550412,139.1660469722222
355,12,11.17,0.9269,3.85,33.35874999999997,0.47,0.1861165556,118.13231377777777
355,13,11.23,0.9144,4.43,34.767678571428554,0.3,0.1858460374,117.96060983333332
355,14,11.03,0.915,4.54,37.568809523809485,0.1,0.1817882636,115.38505066666669
355,15,10.71,0.9238,4.49,38.89684523809522,0.04,0.08419880565,53.44285302777777
355,16,10.23,0.9419,4.32,36.39713095238092,0.02,0.04003670092,25.412183777777773
355,17,9.72,0.9588,4.04,24.456190476190447,0.01,0.0,0.0
355,18,9.47,0.9606,3.97,13.383428571428562,0.01,0.0,0.0
355,19,9.37,0.9612,3.96,9.505732142857132,0.01,0.0,0.0
355,20,9.3,0.9675,3.59,10.97995833333332,0.01,0.0,0.0
355,21,9.53,0.96,3.8,11.985803571428564,0.01,0.0,0.0
355,22,9.7,0.9556,3.91,10.763607142857136,0.01,0.0,0.0
355,23,9.6,0.9581000000000001,3.77,9.316827380952377,0.02,0.0,0.0
356,0,9.35,0.9575,3.64,6.593583333333328,0.06,0.0,0.0
356,1,9.14,0.9556,3.69,5.38933928571428,0.07,0.0,0.0
356,2,8.94,0.96,3.65,4.039249999999997,0.07,0.0,0.0
356,3,8.82,0.9638,3.46,4.393642857142853,0.09,0.0,0.0
356,4,8.93,0.9581000000000001,3.67,4.065898809523805,0.14,0.0,0.0
356,5,8.94,0.9569,3.73,3.0787202380952357,0.18,0.0,0.0
356,6,8.85,0.9575,3.71,2.4223749999999975,0.32,0.0,0.0
356,7,8.82,0.955,3.75,3.732410714285711,0.64,0.0508574309,32.28034155555555
356,8,9.51,0.9231,4.0,9.15745238095237,0.26,0.1917298098,121.69517094444443
356,9,10.33,0.8931,4.11,16.385083333333313,0.37,0.3173179066,201.40872683333336
356,10,10.82,0.8762000000000001,4.22,22.125553571428544,0.4,0.3583014214,227.42187441666664
356,11,11.24,0.8588,4.24,29.097261904761872,0.38,0.5038402396,319.7985965277777
356,12,11.5,0.8369,4.16,33.35874999999997,0.4,0.6754840689,428.74474927777766
356,13,11.59,0.8225,3.88,34.767678571428554,0.37,0.5633542545,357.57346430555555
356,14,11.58,0.8144,3.66,37.568809523809485,0.24,0.35999216,228.49502375
356,15,11.47,0.8131,3.49,38.89684523809522,0.08,0.2085019413,132.3408155
356,16,9.95,0.89,1.93,36.39713095238092,0.01,0.06986133742,44.34254333333333
356,17,8.08,0.9631000000000001,1.51,24.456190476190447,0.0,0.0,0.0
356,18,7.28,0.9831,1.61,13.383428571428562,0.0,0.0,0.0
356,19,6.54,1.0,1.63,9.505732142857132,0.0,0.0,0.0
356,20,6.16,1.0,1.71,10.97995833333332,0.0,0.0,0.0
356,21,6.13,0.9843999999999999,1.96,11.985803571428564,0.0,0.0,0.0
356,22,5.94,0.9825,2.28,10.763607142857136,0.0,0.0,0.0
356,23,5.61,0.9906,2.5,9.316827380952377,0.0,0.0,0.0
357,0,4.76,1.0,1.97,6.593583333333328,0.0,0.0,0.0
357,1,4.44,1.0,1.49,5.38933928571428,0.0,0.0,0.0
357,2,4.62,1.0,1.6,4.039249999999997,0.0,0.0,0.0
357,3,4.7,0.9819,1.97,4.393642857142853,0.0,0.0,0.0
357,4,4.73,0.9669,2.79,4.065898809523805,0.0,0.0,0.0
357,5,4.68,0.9575,3.32,3.0787202380952357,0.0,0.0,0.0
357,6,4.29,0.9675,3.34,2.4223749999999975,0.0,0.0,0.0
357,7,4.38,0.9438,3.83,3.732410714285711,0.0,0.05802616451,36.83049608333333
357,8,5.51,0.8862000000000001,3.85,9.15745238095237,0.0,0.2747112823,174.36535558333333
357,9,7.35,0.81,3.89,16.385083333333313,0.0,0.4886235876,310.1402493333333
357,10,9.58,0.7238,4.65,22.125553571428544,0.0,0.6710881478,425.95456049999996
357,11,11.08,0.675,4.74,29.097261904761872,0.0,0.9390364729,596.0273168333333
357,12,11.79,0.6618999999999999,4.59,33.35874999999997,0.0,1.005651592,638.3094134722222
357,13,11.92,0.6531,4.5,34.767678571428554,0.0,0.8169651133,518.5459122222221
357,14,11.52,0.655,4.38,37.568809523809485,0.0,0.5305539172,336.7543613611111
357,15,10.54,0.675,4.02,38.89684523809522,0.0,0.3202259773,203.25454391666668
357,16,8.69,0.7425,3.0,36.39713095238092,0.0,0.07087578136,44.98643344444445
357,17,6.76,0.8188,2.52,24.456190476190447,0.0,0.0,0.0
357,18,5.74,0.8625,2.51,13.383428571428562,0.0,0.0,0.0
357,19,4.94,0.895,2.48,9.505732142857132,0.0,0.0,0.0
357,20,4.0,0.9256,2.11,10.97995833333332,0.0,0.0,0.0
357,21,3.9,0.8975,2.14,11.985803571428564,0.0,0.0,0.0
357,22,4.17,0.8525,2.48,10.763607142857136,0.0,0.0,0.0
357,23,4.18,0.8312,2.47,9.316827380952377,0.0,0.0,0.0
358,0,4.08,0.8269,2.37,6.593583333333328,0.0,0.0,0.0
358,1,3.97,0.8281000000000001,2.34,5.38933928571428,0.0,0.0,0.0
358,2,3.94,0.8244,2.38,4.039249999999997,0.0,0.0,0.0
358,3,3.94,0.8256,2.45,4.393642857142853,0.0,0.0,0.0
358,4,4.03,0.8275,2.73,4.065898809523805,0.0,0.0,0.0
358,5,4.21,0.8294,3.11,3.0787202380952357,0.0,0.0,0.0
358,6,4.23,0.84,3.18,2.4223749999999975,0.0,0.0,0.0
358,7,4.46,0.8393999999999999,3.15,3.732410714285711,0.0,0.0738514821,46.87517683333333
358,8,5.46,0.8069,3.41,9.15745238095237,0.0,0.4339789022,275.45605319444445
358,9,6.6,0.7737999999999999,3.35,16.385083333333313,0.0,0.7930918783,503.39303944444436
358,10,8.25,0.6888,4.03,22.125553571428544,0.0,1.157141812,734.4636223611111
358,11,9.34,0.6306,4.3,29.097261904761872,0.0,1.023438167,649.5989475
358,12,9.65,0.6169,4.17,33.35874999999997,0.0,0.935857884,594.0097958055554
358,13,9.55,0.6206,3.99,34.767678571428554,0.01,0.6661511893,422.82096319444446
358,14,9.12,0.6437999999999999,3.61,37.568809523809485,0.02,0.4544706591,288.4626266666666
358,15,8.43,0.695,2.72,38.89684523809522,0.03,0.1663687234,105.59792583333332
358,16,7.19,0.7744,1.79,36.39713095238092,0.04,0.06370704775,40.436278916666666
358,17,6.27,0.8219,1.53,24.456190476190447,0.04,0.0,0.0
358,18,5.92,0.8456,1.45,13.383428571428562,0.04,0.0,0.0
358,19,5.69,0.8588,1.42,9.505732142857132,0.04,0.0,0.0
358,20,5.53,0.8631,1.45,10.97995833333332,0.02,0.0,0.0
358,21,5.43,0.86,1.63,11.985803571428564,0.01,0.0,0.0
358,22,5.22,0.8644,1.88,10.763607142857136,0.0,0.0,0.0
358,23,4.87,0.8844,2.05,9.316827380952377,0.0,0.0,0.0
359,0,4.8,0.895,2.26,6.593583333333328,0.0,0.0,0.0
359,1,4.65,0.9068999999999999,2.38,5.38933928571428,0.0,0.0,0.0
359,2,4.54,0.9144,2.42,4.039249999999997,0.0,0.0,0.0
359,3,4.5,0.9175,2.36,4.393642857142853,0.0,0.0,0.0
359,4,4.4,0.9244,2.22,4.065898809523805,0.0,0.0,0.0
359,5,4.22,0.9362,2.04,3.0787202380952357,0.0,0.0,0.0
359,6,4.03,0.9475,1.9,2.4223749999999975,0.0,0.0,0.0
359,7,4.76,0.9131,2.0,3.732410714285711,0.0,0.05931112569,37.646089499999995
359,8,7.3,0.805,3.2,9.15745238095237,0.0,0.2603738151,165.2650465277778
359,9,9.75,0.7038,3.47,16.385083333333313,0.0,0.4940339536,313.5743288611111
359,10,11.65,0.6281,3.42,22.125553571428544,0.0,0.7334426043,465.5323196944444
359,11,12.49,0.6019,3.08,29.097261904761872,0.0,0.8141246717,516.7430208055556
359,12,12.85,0.5906,2.89,33.35874999999997,0.0,0.9010286599,571.9029132777778
359,13,12.82,0.5912,2.92,34.767678571428554,0.0,0.8463839735,537.2187164999999
359,14,12.29,0.6144,3.08,37.568809523809485,0.0,0.6930677551,439.90550566666656
359,15,11.37,0.6625,2.97,38.89684523809522,0.0,0.3491038009,221.58394030555553
359,16,10.23,0.7375,2.58,36.39713095238092,0.0,0.09691316337,61.51293841666666
359,17,9.22,0.7894,2.75,24.456190476190447,0.0,0.0,0.0
359,18,8.25,0.835,2.76,13.383428571428562,0.0,0.0,0.0
359,19,7.31,0.8762000000000001,3.02,9.505732142857132,0.0,0.0,0.0
359,20,6.36,0.9281,2.55,10.97995833333332,0.0,0.0,0.0
359,21,5.9,0.9594,2.45,11.985803571428564,0.0,0.0,0.0
359,22,5.7,0.9781,2.33,10.763607142857136,0.0,0.0,0.0
359,23,5.66,0.9838,2.33,9.316827380952377,0.0,0.0,0.0
360,0,5.62,0.9875,2.43,6.593583333333328,0.0,0.0,0.0
360,1,5.51,0.9919,2.51,5.38933928571428,0.0,0.0,0.0
360,2,5.58,0.9862000000000001,2.73,4.039249999999997,0.0,0.0,0.0
360,3,5.17,1.0,2.48,4.393642857142853,0.0,0.0,0.0
360,4,4.94,1.0,2.52,4.065898809523805,0.0,0.0,0.0
360,5,4.83,1.0,2.42,3.0787202380952357,0.0,0.0,0.0
360,6,4.66,1.0,2.15,2.4223749999999975,0.0,0.0,0.0
360,7,5.13,0.9806,2.27,3.732410714285711,0.0,0.1044876744,66.3206488611111
360,8,7.54,0.8512000000000001,2.88,9.15745238095237,0.0,0.5406983516,343.1932592777777
360,9,10.31,0.7162000000000001,3.12,16.385083333333313,0.0,1.053668582,668.786863611111
360,10,12.02,0.6431,2.87,22.125553571428544,0.0,1.434423018,910.4601654166665
360,11,13.07,0.6031,2.58,29.097261904761872,0.0,1.56846481,995.5394698888888
360,12,13.77,0.58,2.42,33.35874999999997,0.0,1.167962542,741.3317801388888
360,13,14.1,0.5675,2.41,34.767678571428554,0.0,1.055359321,669.8600135833333
360,14,13.93,0.5694,2.49,37.568809523809485,0.0,0.8908842255,565.4640153611111
360,15,13.16,0.6025,2.43,38.89684523809522,0.0,0.5325828041,338.0421409444444
360,16,11.28,0.7143999999999999,1.7,36.39713095238092,0.0,0.1132795165,71.90102641666667
360,17,9.31,0.7837999999999999,2.4,24.456190476190447,0.01,0.0,0.0
360,18,8.05,0.8443999999999999,3.17,13.383428571428562,0.01,0.0,0.0
360,19,6.62,0.9275,2.64,9.505732142857132,0.0,0.0,0.0
360,20,5.58,0.9931,2.12,10.97995833333332,0.0,0.0,0.0
360,21,5.05,1.0,2.05,11.985803571428564,0.0,0.0,0.0
360,22,4.99,1.0,2.14,10.763607142857136,0.0,0.0,0.0
360,23,5.42,1.0,1.98,9.316827380952377,0.0,0.0,0.0
361,0,5.66,1.0,1.36,6.593583333333328,0.0,0.0,0.0
361,1,5.94,1.0,1.07,5.38933928571428,0.0,0.0,0.0
361,2,6.1,0.9962000000000001,1.19,4.039249999999997,0.0,0.0,0.0
361,3,6.23,0.9887999999999999,1.62,4.393642857142853,0.0,0.0,0.0
361,4,6.25,0.9875,1.72,4.065898809523805,0.0,0.0,0.0
361,5,6.26,0.985,1.83,3.0787202380952357,0.01,0.0,0.0
361,6,6.37,0.9769,2.01,2.4223749999999975,0.08,0.0,0.0
361,7,6.64,0.9669,2.23,3.732410714285711,0.58,0.03246218993,20.60447333333333
361,8,7.48,0.94,2.35,9.15745238095237,0.19,0.2160764523,137.14852594444443
361,9,9.07,0.89,2.26,16.385083333333313,0.33,0.1650161322,104.73940611111111
361,10,10.9,0.8206,1.98,22.125553571428544,0.36,0.2556397457,162.26022749999996
361,11,11.72,0.78,1.25,29.097261904761872,0.14,0.2566541897,162.9041176111111
361,12,11.92,0.7569,0.99,33.35874999999997,0.03,0.3608037147,229.01013558333332
361,13,11.83,0.7537999999999999,1.39,34.767678571428554,0.08,0.2638905523,167.49719780555554
361,14,11.5,0.7669,1.85,37.568809523809485,0.15,0.2268971812,144.01668308333333
361,15,10.92,0.7956,2.18,38.89684523809522,0.04,0.1027969348,65.24749888888888
361,16,9.91,0.8525,1.94,36.39713095238092,0.01,0.09414035081,59.752972666666665
361,17,8.88,0.9094,1.96,24.456190476190447,0.02,0.0,0.0
361,18,8.57,0.93,2.46,13.383428571428562,0.02,0.0,0.0
361,19,8.15,0.9538,2.54,9.505732142857132,0.01,0.0,0.0
361,20,7.71,0.9693999999999999,2.44,10.97995833333332,0.01,0.0,0.0
361,21,7.21,0.98,2.35,11.985803571428564,0.01,0.0,0.0
361,22,6.79,0.9831,2.51,10.763607142857136,0.01,0.0,0.0
361,23,6.54,0.9762000000000001,2.94,9.316827380952377,0.03,0.0,0.0
362,0,6.33,0.9725,3.05,6.593583333333328,0.04,0.0,0.0
362,1,6.23,0.9712000000000001,3.09,5.38933928571428,0.04,0.0,0.0
362,2,6.14,0.9712000000000001,3.09,4.039249999999997,0.05,0.0,0.0
362,3,6.02,0.9731000000000001,3.06,4.393642857142853,0.04,0.0,0.0
362,4,5.89,0.9743999999999999,3.01,4.065898809523805,0.05,0.0,0.0
362,5,5.83,0.9725,2.92,3.0787202380952357,0.05,0.0,0.0
362,6,5.81,0.9719,2.87,2.4223749999999975,0.05,0.0,0.0
362,7,5.92,0.9625,2.95,3.732410714285711,0.04,0.04801698928,30.477450138888887
362,8,6.93,0.9168999999999999,3.32,9.15745238095237,0.01,0.2238538514,142.08501402777776
362,9,8.72,0.81,3.58,16.385083333333313,0.01,0.4614365035,292.88400291666665
362,10,10.22,0.7193999999999999,3.58,22.125553571428544,0.0,0.6464033571,410.2865752499999
362,11,11.32,0.6518999999999999,3.89,29.097261904761872,0.0,0.8509827827,540.1376829166667
362,12,11.84,0.6125,4.32,33.35874999999997,0.0,0.4991061702,316.7937775
362,13,11.73,0.6006,4.65,34.767678571428554,0.0,0.4287714254,272.15075194444444
362,14,11.37,0.6019,4.77,37.568809523809485,0.0,0.2617264063,166.12356624999998
362,15,10.59,0.6238,4.46,38.89684523809522,0.0,0.2057291287,130.58084975
362,16,9.23,0.6906,3.26,36.39713095238092,0.0,0.06762956236,42.92598611111111
362,17,7.22,0.7931,2.1,24.456190476190447,0.0,0.0,0.0
362,18,6.14,0.85,1.91,13.383428571428562,0.0,0.0,0.0
362,19,5.59,0.8881,1.87,9.505732142857132,0.0,0.0,0.0
362,20,5.62,0.8994,2.04,10.97995833333332,0.0,0.0,0.0
362,21,6.05,0.89,2.75,11.985803571428564,0.0,0.0,0.0
362,22,6.02,0.9075,3.48,10.763607142857136,0.0,0.0,0.0
362,23,5.66,0.9262,3.99,9.316827380952377,0.01,0.0,0.0
363,0,4.84,0.9319,4.03,6.593583333333328,0.0,0.0,0.0
363,1,3.59,0.9188,3.8,5.38933928571428,0.0,0.0,0.0
363,2,2.01,0.8944,3.38,4.039249999999997,0.0,0.0,0.0
363,3,0.58,0.8625,3.13,4.393642857142853,0.0,0.0,0.0
363,4,-0.73,0.8562000000000001,2.83,4.065898809523805,0.0,0.0,0.0
363,5,-1.85,0.8694,2.49,3.0787202380952357,0.0,0.0,0.0
363,6,-2.75,0.8862000000000001,2.32,2.4223749999999975,0.0,0.0,0.0
363,7,-2.46,0.8356,2.97,3.732410714285711,0.0,0.09265250044,58.808600972222216
363,8,-0.43,0.7212000000000001,3.35,9.15745238095237,0.0,0.5143228223,326.4521246944445
363,9,2.99,0.5288,3.39,16.385083333333313,0.0,0.9572964547,607.6173330833334
363,10,5.58,0.35,3.88,22.125553571428544,0.0,1.31201351,832.7641305555557
363,11,6.84,0.295,4.16,29.097261904761872,0.0,1.425969322,905.0944168333333
363,12,7.58,0.26940000000000003,4.42,33.35874999999997,0.0,1.213950644,770.5214506944444
363,13,7.86,0.26,4.59,34.767678571428554,0.0,1.187439856,753.6944641388887
363,14,7.62,0.2675,4.59,37.568809523809485,0.0,0.9004876224,571.55950475
363,15,6.8,0.295,4.15,38.89684523809522,0.0,0.5062072748,321.30100636111104
363,16,3.98,0.4656,2.15,36.39713095238092,0.0,0.1157818108,73.48928822222221
363,17,1.23,0.5761999999999999,1.71,24.456190476190447,0.0,0.0,0.0
363,18,0.53,0.6038,1.75,13.383428571428562,0.0,0.0,0.0
363,19,-0.04,0.6344,1.84,9.505732142857132,0.0,0.0,0.0
363,20,-0.54,0.6769,2.05,10.97995833333332,0.0,0.0,0.0
363,21,-0.99,0.7288,2.4,11.985803571428564,0.0,0.0,0.0
363,22,-1.57,0.785,2.68,10.763607142857136,0.0,0.0,0.0
363,23,-2.2,0.8125,2.87,9.316827380952377,0.0,0.0,0.0
364,0,-2.72,0.8031,3.13,6.593583333333328,0.0,0.0,0.0
364,1,-3.17,0.7744,3.47,5.38933928571428,0.0,0.0,0.0
364,2,-3.66,0.7437999999999999,3.6,4.039249999999997,0.0,0.0,0.0
364,3,-4.13,0.7231000000000001,3.48,4.393642857142853,0.0,0.0,0.0
364,4,-4.38,0.7138,3.43,4.065898809523805,0.0,0.0,0.0
364,5,-4.49,0.71,3.38,3.0787202380952357,0.0,0.0,0.0
364,6,-4.88,0.7219,2.84,2.4223749999999975,0.0,0.0,0.0
364,7,-4.02,0.6675,3.5,3.732410714285711,0.0,0.1193661771,75.76436516666666
364,8,-1.49,0.505,5.03,9.15745238095237,0.0,0.6385583278,405.307160861111
364,9,0.48,0.3175,6.98,16.385083333333313,0.0,1.14348064,725.7925731666667
364,10,1.65,0.28,7.18,22.125553571428544,0.0,1.522341449,966.263947361111
364,11,2.44,0.2656,7.12,29.097261904761872,0.0,1.734157238,1100.708135861111
364,12,3.05,0.2581,6.98,33.35874999999997,0.0,1.697840163,1077.656881
364,13,3.37,0.2569,6.78,34.767678571428554,0.0,1.530659884,971.5438433333333
364,14,3.29,0.2631,6.42,37.568809523809485,0.0,1.185546228,752.4925365277776
364,15,2.66,0.2838,5.8,38.89684523809522,0.0,0.7023330056,445.78636608333335
364,16,0.62,0.3788,3.7,36.39713095238092,0.0,0.175701603,111.52171191666666
364,17,-2.52,0.5481,2.2,24.456190476190447,0.0,0.0,0.0
364,18,-3.29,0.5906,2.16,13.383428571428562,0.0,0.0,0.0
364,19,-3.92,0.6306,2.16,9.505732142857132,0.0,0.0,0.0
364,20,-4.34,0.6662,2.19,10.97995833333332,0.0,0.0,0.0
364,21,-4.49,0.6988,2.24,11.985803571428564,0.0,0.0,0.0
364,22,-4.56,0.7312000000000001,2.29,10.763607142857136,0.0,0.0,0.0
364,23,-4.6,0.7606,2.35,9.316827380952377,0.0,0.0,0.0
365,0,-4.71,0.7881,2.39,6.593583333333328,0.0,0.0,0.0
365,1,-4.84,0.8088,2.4,5.38933928571428,0.0,0.0,0.0
365,2,-4.95,0.8281000000000001,2.37,4.039249999999997,0.0,0.0,0.0
365,3,-5.03,0.845,2.34,4.393642857142853,0.0,0.0,0.0
365,4,-5.08,0.8612000000000001,2.3,4.065898809523805,0.0,0.0,0.0
365,5,-5.09,0.8837999999999999,2.24,3.0787202380952357,0.0,0.0,0.0
365,6,-5.0,0.9012,2.3,2.4223749999999975,0.0,0.0,0.0
365,7,-3.96,0.8481000000000001,3.2,3.732410714285711,0.0,0.1107772232,70.31276525
365,8,-1.71,0.7231000000000001,3.6,9.15745238095237,0.0,0.6100186525,387.1923947222222
365,9,1.76,0.46,4.26,16.385083333333313,0.0,1.108583786,703.6427643333334
365,10,4.37,0.295,5.34,22.125553571428544,0.0,1.481222675,940.1649478055555
365,11,5.44,0.2844,5.5,29.097261904761872,0.0,1.685125806,1069.58679625
365,12,5.94,0.29059999999999997,5.59,33.35874999999997,0.0,1.565083332,993.3931705833332
365,13,5.94,0.3019,5.56,34.767678571428554,0.0,1.421032364,901.9608201666666
365,14,5.46,0.3144,5.32,37.568809523809485,0.0,1.099318536,697.7619039166667
365,15,4.46,0.3425,4.6,38.89684523809522,0.0,0.6436305445,408.5266095
365,16,0.92,0.4919,2.41,36.39713095238092,0.0,0.1594705081,101.21947525
365,17,-2.25,0.5888,1.99,24.456190476190447,0.0,0.0,0.0
365,18,-3.16,0.6138,1.87,13.383428571428562,0.0,0.0,0.0
365,19,-3.82,0.6344,1.67,9.505732142857132,0.0,0.0,0.0
365,20,-4.17,0.6469,1.49,10.97995833333332,0.0,0.0,0.0
365,21,-4.36,0.6556000000000001,1.42,11.985803571428564,0.0,0.0,0.0
365,22,-4.49,0.6681,1.48,10.763607142857136,0.0,0.0,0.0
365,23,-4.53,0.6875,1.64,9.316827380952377,0.0,0.0,0.0
1,0,-4.52,0.7188,1.83,6.593583333333328,0.0,0.0,0.0
1,1,-4.59,0.7606,2.03,5.38933928571428,0.0,0.0,0.0
1,2,-4.73,0.7975,2.2,4.039249999999997,0.0,0.0,0.0
1,3,-4.95,0.8181,2.24,4.393642857142853,0.0,0.0,0.0
1,4,-5.18,0.8156,2.11,4.065898809523805,0.0,0.0,0.0
1,5,-5.35,0.8075,1.91,3.0787202380952357,0.0,0.0,0.0
1,6,-5.41,0.8131,1.9,2.4223749999999975,0.0,0.0,0.0
1,7,-4.45,0.77,2.85,3.732410714285711,0.0,0.112738481,71.55761916666665
1,8,-2.01,0.6119,3.71,9.15745238095237,0.0,0.6106949481,387.62165458333334
1,9,0.73,0.36060000000000003,5.25,16.385083333333313,0.0,1.104187864,700.8525749166665
1,10,2.14,0.2988,5.88,22.125553571428544,0.0,1.477705938,937.9327965277777
1,11,2.99,0.2725,6.36,29.097261904761872,0.0,1.651987319,1048.5530624166668
1,12,3.4,0.2669,6.55,33.35874999999997,0.0,1.587265829,1007.4728940277777
1,13,3.41,0.27190000000000003,6.46,34.767678571428554,0.0,1.394724464,885.26261125
1,14,2.97,0.2862,6.11,37.568809523809485,0.0,1.063813016,675.2257615277778
1,15,2.01,0.31379999999999997,5.34,38.89684523809522,0.0,0.6362589227,403.8476773333333
1,16,-0.82,0.4475,2.87,36.39713095238092,0.0,0.162649098,103.23699691666666
1,17,-3.75,0.5856,1.99,24.456190476190447,0.0,0.0,0.0
1,18,-3.96,0.6019,2.04,13.383428571428562,0.0,0.0,0.0
1,19,-4.12,0.6162,2.06,9.505732142857132,0.0,0.0,0.0
1,20,-4.35,0.6369,1.95,10.97995833333332,0.0,0.0,0.0
1,21,-4.53,0.655,1.81,11.985803571428564,0.0,0.0,0.0
1,22,-4.66,0.6706,1.68,10.763607142857136,0.0,0.0,0.0
1,23,-4.76,0.6838,1.6,9.316827380952377,0.0,0.0,0.0
2,0,-4.86,0.695,1.56,6.593583333333328,0.0,0.0,0.0
2,1,-4.95,0.7062,1.51,5.38933928571428,0.0,0.0,0.0
2,2,-5.05,0.7181000000000001,1.46,4.039249999999997,0.0,0.0,0.0
2,3,-5.14,0.7293999999999999,1.4,4.393642857142853,0.0,0.0,0.0
2,4,-5.23,0.7394,1.36,4.065898809523805,0.0,0.0,0.0
2,5,-5.31,0.7494,1.31,3.0787202380952357,0.0,0.0,0.0
2,6,-5.39,0.7594,1.26,2.4223749999999975,0.0,0.0,0.0
2,7,-4.58,0.7069,1.87,3.732410714285711,0.0,0.1102361867,69.96935736111111
2,8,-2.71,0.6231,2.11,9.15745238095237,0.0,0.6162405723,391.1415854444445
2,9,0.56,0.3569,2.51,16.385083333333313,0.0,1.117578518,709.3519201666667
2,10,2.41,0.2762,2.76,22.125553571428544,0.0,0.7253946859,460.42412702777773
2,11,3.57,0.2612,2.74,29.097261904761872,0.0,1.605525811,1019.0629102777777
2,12,4.4,0.2544,2.58,33.35874999999997,0.0,1.569005847,995.8828777777778
2,13,4.78,0.2575,2.3,34.767678571428554,0.0,1.423602288,903.5920076388888
2,14,4.61,0.2712,1.99,37.568809523809485,0.0,1.100535868,698.5345716666667
2,15,3.69,0.3644,1.26,38.89684523809522,0.0,0.6431571381,408.22612791666654
2,16,1.48,0.40880000000000005,0.79,36.39713095238092,0.0,0.1624462088,103.10821863888887
2,17,0.65,0.3544,0.67,24.456190476190447,0.0,0.0,0.0
2,18,0.91,0.3344,0.42,13.383428571428562,0.0,0.0,0.0
2,19,0.87,0.3256,0.21,9.505732142857132,0.0,0.0,0.0
2,20,0.58,0.33380000000000004,0.37,10.97995833333332,0.0,0.0,0.0
2,21,0.21,0.3475,0.55,11.985803571428564,0.0,0.0,0.0
2,22,-0.35,0.37810000000000005,0.71,10.763607142857136,0.0,0.0,0.0
2,23,-0.75,0.4069,0.91,9.316827380952377,0.0,0.0,0.0
3,0,-1.42,0.45380000000000004,1.06,6.593583333333328,0.0,0.0,0.0
3,1,-2.13,0.5119,1.16,5.38933928571428,0.0,0.0,0.0
3,2,-2.67,0.5611999999999999,1.18,4.039249999999997,0.0,0.0,0.0
3,3,-2.96,0.5969,1.17,4.393642857142853,0.0,0.0,0.0
3,4,-3.1,0.6238,1.16,4.065898809523805,0.0,0.0,0.0
3,5,-3.2,0.6537999999999999,1.14,3.0787202380952357,0.0,0.0,0.0
