,nL,g_sto_0,m,V_cmax_25,J_max_25,R_d_coeff,f_VPD_method,PARsun,PARshade,LAIsunfrac,layer_lai_frac,layer_lai,D_0,g_bv,Tleaf_C,eact,c_a,fO3_d,f_LS,f_SW,f_VPD
4983,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(483.98450195798216, 483.98450195798216, 483.98450195798216)","(147.20652663697206, 147.20652663697206, 147.20652663697206)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1212193.0539315923,"[31.15, 31.15, 31.15]",3.26733,391.0,1.0,1.0,1,1
4984,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(455.5620153153385, 455.5620153153385, 455.5620153153385)","(150.39423822790926, 150.39423822790926, 150.39423822790926)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1194233.645481486,"[33.06, 33.06, 33.06]",3.8575,391.0,1.0,1.0,1,1
4985,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(394.3748671599312, 394.3748671599312, 394.3748671599312)","(133.24648590088916, 133.24648590088916, 133.24648590088916)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1176000.0,"[32.11, 32.11, 32.11]",3.61764,391.0,1.0,1.0,1,1
4986,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(275.09917329214073, 275.09917329214073, 275.09917329214073)","(88.85863955796523, 88.85863955796523, 88.85863955796523)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1119518.6465619945,"[24.69, 24.69, 24.69]",1.86938,391.0,1.0,1.0,1,1
4987,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(15.798047711923438, 15.798047711923438, 15.798047711923438)","(12.301290790657054, 12.301290790657054, 12.301290790657054)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,997002.5075194143,"[28.98, 28.98, 28.98]",2.87771,391.0,1.0,1.0,1,1
4988,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[26.83, 26.83, 26.83]",2.45712,391.0,1.0,1.0,1,1
4989,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,550023.6358557694,"[20.56, 20.56, 20.56]",1.39071,391.0,1.0,1.0,1,1
4990,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,207889.39366884498,"[23.31, 23.31, 23.31]",1.80292,391.0,1.0,1.0,1,1
4991,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,294000.0,"[21.94, 21.94, 21.94]",1.53135,391.0,1.0,1.0,1,1
4992,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[18.12, 18.12, 18.12]",0.98437,391.0,1.0,1.0,1,1
4993,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,588000.0,"[19.76, 19.76, 19.76]",1.2184,391.0,1.0,1.0,1,1
4994,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,588000.0,"[18.94, 18.94, 18.94]",1.11011,391.0,1.0,1.0,1,1
4995,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[17.35, 17.35, 17.35]",0.90741,391.0,1.0,1.0,1,1
4996,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[17.86, 17.86, 17.86]",0.95955,391.0,1.0,1.0,1,1
4997,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,689491.1166940442,"[17.6, 17.6, 17.6]",0.91304,391.0,1.0,1.0,1,1
4998,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(230.5820593986478, 230.5820593986478, 230.5820593986478)","(73.88218221602823, 73.88218221602823, 73.88218221602823)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,720149.9843782543,"[25.82, 25.82, 25.82]",2.25758,391.0,1.0,1.0,1,1
4999,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(396.7508221831187, 396.7508221831187, 396.7508221831187)","(130.55107995834936, 130.55107995834936, 130.55107995834936)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1541749.0068101226,"[20.17, 20.17, 20.17]",1.26241,391.0,1.0,1.0,1,1
5000,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(469.6920213534896, 469.6920213534896, 469.6920213534896)","(158.80939333074033, 158.80939333074033, 158.80939333074033)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1555701.7709059792,"[22.99, 22.99, 22.99]",1.71905,391.0,1.0,1.0,1,1
5001,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(502.99480998385155, 502.99480998385155, 502.99480998385155)","(163.1602217403181, 163.1602217403181, 163.1602217403181)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1527668.8122757499,"[30.85, 30.85, 30.85]",3.44362,391.0,1.0,1.0,1,1
5002,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(511.54511075406697, 511.54511075406697, 511.54511075406697)","(151.09126301019356, 151.09126301019356, 151.09126301019356)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1610304.3190651883,"[27.5, 27.5, 27.5]",2.6348,391.0,1.0,1.0,1,1
5003,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(507.3186595530649, 507.3186595530649, 507.3186595530649)","(133.75829087686446, 133.75829087686446, 133.75829087686446)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1688901.4180821804,"[29.18, 29.18, 29.18]",3.04413,391.0,1.0,1.0,1,1
5004,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(500.495454043981, 500.495454043981, 500.495454043981)","(122.28239341792298, 122.28239341792298, 122.28239341792298)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1776207.758118402,"[31.05, 31.05, 31.05]",3.54286,391.0,1.0,1.0,1,1
5005,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(496.4361648242815, 496.4361648242815, 496.4361648242815)","(123.07167965218179, 123.07167965218179, 123.07167965218179)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1836029.411529129,"[30.92, 30.92, 30.92]",3.51391,391.0,1.0,1.0,1,1
5006,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(493.6843769396042, 493.6843769396042, 493.6843769396042)","(134.36809177131403, 134.36809177131403, 134.36809177131403)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1893962.5128285936,"[30.99, 30.99, 30.99]",3.53744,391.0,1.0,1.0,1,1
5007,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(483.97881782973934, 483.97881782973934, 483.97881782973934)","(147.40079539353007, 147.40079539353007, 147.40079539353007)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1950175.376728975,"[29.57, 29.57, 29.57]",3.17305,391.0,1.0,1.0,1,1
5008,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(455.2417306476333, 455.2417306476333, 455.2417306476333)","(150.3696882824072, 150.3696882824072, 150.3696882824072)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1882518.5258052575,"[30.56, 30.56, 30.56]",3.4409,391.0,1.0,1.0,1,1
5009,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(393.5109900741541, 393.5109900741541, 393.5109900741541)","(132.92232010072416, 132.92232010072416, 132.92232010072416)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1812337.7168728788,"[30.07, 30.07, 30.07]",3.32078,391.0,1.0,1.0,1,1
5010,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(272.94382131721443, 272.94382131721443, 272.94382131721443)","(88.08875585572241, 88.08875585572241, 88.08875585572241)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1455225.7556819147,"[23.47, 23.47, 23.47]",1.71413,391.0,1.0,1.0,1,1
5011,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(13.182382085307257, 13.182382085307257, 13.182382085307257)","(10.788339506117346, 10.788339506117346, 10.788339506117346)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1281516.2894009582,"[27.52, 27.52, 27.52]",2.581,391.0,1.0,1.0,1,1
5012,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1119518.6465619945,"[25.49, 25.49, 25.49]",2.23843,391.0,1.0,1.0,1,1
5013,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,689491.1166940442,"[19.71, 19.71, 19.71]",1.42317,391.0,1.0,1.0,1,1
5014,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,689491.1166940442,"[22.21, 22.21, 22.21]",1.77362,391.0,1.0,1.0,1,1
5015,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,777850.8854529896,"[20.96, 20.96, 20.96]",1.54516,391.0,1.0,1.0,1,1
5016,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,881999.9999999999,"[17.58, 17.58, 17.58]",1.04398,391.0,1.0,1.0,1,1
5017,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[19.01, 19.01, 19.01]",1.21511,391.0,1.0,1.0,1,1
5018,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,831557.5746753799,"[18.3, 18.3, 18.3]",1.0971,391.0,1.0,1.0,1,1
5019,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,831557.5746753799,"[16.85, 16.85, 16.85]",0.89073,391.0,1.0,1.0,1,1
5020,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[17.33, 17.33, 17.33]",0.91868,391.0,1.0,1.0,1,1
5021,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[17.09, 17.09, 17.09]",0.85424,391.0,1.0,1.0,1,1
5022,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(226.6823068694506, 226.6823068694506, 226.6823068694506)","(72.9107029395051, 72.9107029395051, 72.9107029395051)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,831557.5746753799,"[26.01, 26.01, 26.01]",2.27905,391.0,1.0,1.0,1,1
5023,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(395.6342681654809, 395.6342681654809, 395.6342681654809)","(130.12294111956484, 130.12294111956484, 130.12294111956484)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1527668.8122757499,"[19.89, 19.89, 19.89]",1.10831,391.0,1.0,1.0,1,1
5024,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(469.1944170864807, 469.1944170864807, 469.1944170864807)","(158.70915535383466, 158.70915535383466, 158.70915535383466)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1394564.4481342551,"[22.94, 22.94, 22.94]",1.48857,391.0,1.0,1.0,1,1
5025,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(502.82116210872005, 502.82116210872005, 502.82116210872005)","(163.32002242934365, 163.32002242934365, 163.32002242934365)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1347277.2543170168,"[31.66, 31.66, 31.66]",3.33201,391.0,1.0,1.0,1,1
5026,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(511.60627003190365, 511.60627003190365, 511.60627003190365)","(151.44430511833986, 151.44430511833986, 151.44430511833986)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1394564.4481342551,"[27.9, 27.9, 27.9]",2.46129,391.0,1.0,1.0,1,1
5027,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(507.5140038729896, 507.5140038729896, 507.5140038729896)","(134.2270599276178, 134.2270599276178, 134.2270599276178)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1455225.7556819147,"[29.79, 29.79, 29.79]",3.00167,391.0,1.0,1.0,1,1
5028,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(500.8143598458885, 500.8143598458885, 500.8143598458885)","(122.72421191464296, 122.72421191464296, 122.72421191464296)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1499111.7369962786,"[32.87, 32.87, 32.87]",3.9393,391.0,1.0,1.0,1,1
5029,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(496.6576113705078, 496.6576113705078, 496.6576113705078)","(123.55031291681274, 123.55031291681274, 123.55031291681274)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1425217.8780804006,"[32.09, 32.09, 32.09]",3.74685,391.0,1.0,1.0,1,1
5030,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(493.8108681670824, 493.8108681670824, 493.8108681670824)","(134.7410524747643, 134.7410524747643, 134.7410524747643)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1347277.2543170168,"[32.49, 32.49, 32.49]",3.9022,391.0,1.0,1.0,1,1
5031,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(483.86688016803373, 483.86688016803373, 483.86688016803373)","(147.62368511008643, 147.62368511008643, 147.62368511008643)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1281516.2894009582,"[30.38, 30.38, 30.38]",3.35448,391.0,1.0,1.0,1,1
5032,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(454.848424965537, 454.848424965537, 454.848424965537)","(150.34816602715122, 150.34816602715122, 150.34816602715122)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1039446.9683442248,"[32.04, 32.04, 32.04]",3.79233,391.0,1.0,1.0,1,1
5033,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(392.4994656409482, 392.4994656409482, 392.4994656409482)","(132.5734528986338, 132.5734528986338, 132.5734528986338)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,997002.5075194143,"[31.21, 31.21, 31.21]",3.5681,391.0,1.0,1.0,1,1
5034,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(270.74994497598976, 270.74994497598976, 270.74994497598976)","(87.29205048854841, 87.29205048854841, 87.29205048854841)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1157479.157479736,"[24.52, 24.52, 24.52]",2.01997,391.0,1.0,1.0,1,1
5035,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(10.750683115390233, 10.750683115390233, 10.750683115390233)","(9.261079341899423, 9.261079341899423, 9.261079341899423)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1229890.239005091,"[28.42, 28.42, 28.42]",2.86253,391.0,1.0,1.0,1,1
5036,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1298268.8473501937,"[26.47, 26.47, 26.47]",2.44355,391.0,1.0,1.0,1,1
5037,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,720149.9843782543,"[20.91, 20.91, 20.91]",1.44283,391.0,1.0,1.0,1,1
5038,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,623668.1810065348,"[23.31, 23.31, 23.31]",1.75149,391.0,1.0,1.0,1,1
5039,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,749555.8684981393,"[22.11, 22.11, 22.11]",1.50466,391.0,1.0,1.0,1,1
5040,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,952668.8826659553,"[18.51, 18.51, 18.51]",0.93771,391.0,1.0,1.0,1,1
5041,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,831557.5746753799,"[20.12, 20.12, 20.12]",1.14979,391.0,1.0,1.0,1,1
5042,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,749555.8684981393,"[19.32, 19.32, 19.32]",1.02569,391.0,1.0,1.0,1,1
5043,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,720149.9843782543,"[17.81, 17.81, 17.81]",0.83341,391.0,1.0,1.0,1,1
5044,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,749555.8684981393,"[18.27, 18.27, 18.27]",0.87024,391.0,1.0,1.0,1,1
5045,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,805152.1595325941,"[18.04, 18.04, 18.04]",0.81504,391.0,1.0,1.0,1,1
5046,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(223.72459146323553, 223.72459146323553, 223.72459146323553)","(72.05246348619804, 72.05246348619804, 72.05246348619804)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,805152.1595325941,"[27.42, 27.42, 27.42]",2.43202,391.0,1.0,1.0,1,1
5047,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(394.90102580891374, 394.90102580891374, 394.90102580891374)","(129.71021874490543, 129.71021874490543, 129.71021874490543)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1513457.630725089,"[21.0, 21.0, 21.0]",1.19215,391.0,1.0,1.0,1,1
5048,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(469.05516120602005, 469.05516120602005, 469.05516120602005)","(158.5924916794213, 158.5924916794213, 158.5924916794213)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1394564.4481342551,"[24.21, 24.21, 24.21]",1.704,391.0,1.0,1.0,1,1
5049,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(502.96640453133864, 502.96640453133864, 502.96640453133864)","(163.42765412672205, 163.42765412672205, 163.42765412672205)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1176000.0,"[33.1, 33.1, 33.1]",3.8122,391.0,1.0,1.0,1,1
5050,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(511.9244816368574, 511.9244816368574, 511.9244816368574)","(151.6938128351045, 151.6938128351045, 151.6938128351045)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1039446.9683442248,"[29.32, 29.32, 29.32]",2.83921,391.0,1.0,1.0,1,1
5051,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(507.9014019326293, 507.9014019326293, 507.9014019326293)","(134.5594764058721, 134.5594764058721, 134.5594764058721)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1119518.6465619945,"[31.21, 31.21, 31.21]",3.41235,391.0,1.0,1.0,1,1
5052,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(501.10424856093795, 501.10424856093795, 501.10424856093795)","(123.18193119147286, 123.18193119147286, 123.18193119147286)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1331141.6153062002,"[31.93, 31.93, 31.93]",3.70786,391.0,1.0,1.0,1,1
5053,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(496.99354086543207, 496.99354086543207, 496.99354086543207)","(123.93397905097108, 123.93397905097108, 123.93397905097108)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1298268.8473501937,"[32.72, 32.72, 32.72]",3.89367,391.0,1.0,1.0,1,1
5054,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(493.99501420626666, 493.99501420626666, 493.99501420626666)","(135.0711137139503, 135.0711137139503, 135.0711137139503)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1455225.7556819147,"[32.33, 32.33, 32.33]",3.74729,391.0,1.0,1.0,1,1
5055,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(482.47727456919023, 482.47727456919023, 482.47727456919023)","(147.43160034011856, 147.43160034011856, 147.43160034011856)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1650070.907567308,"[29.31, 29.31, 29.31]",2.89491,391.0,1.0,1.0,1,1
