,nL,g_sto_0,m,V_cmax_25,J_max_25,R_d_coeff,f_VPD_method,PARsun,PARshade,LAIsunfrac,layer_lai_frac,layer_lai,D_0,g_bv,Tleaf_C,eact,c_a,fO3_d,f_LS,f_SW,f_VPD
545,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.6422418032133878, 0.6422418032133878, 0.6422418032133878)","(0.6397582917737521, 0.6397582917737521, 0.6397582917737521)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1378982.2333880884,"[6.97, 6.97, 6.97]",0.02378,391.0,1.0,1.0,1,1
546,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[5.49, 5.49, 5.49]",0.0,391.0,1.0,1.0,1,1
547,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,623668.1810065348,"[6.12, 6.12, 6.12]",0.18127,391.0,1.0,1.0,1,1
548,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,805152.1595325941,"[5.8, 5.8, 5.8]",0.14325,391.0,1.0,1.0,1,1
549,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1080224.9765673815,"[4.65, 4.65, 4.65]",0.02281,391.0,1.0,1.0,1,1
550,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1100047.2717115388,"[5.2, 5.2, 5.2]",0.07839,391.0,1.0,1.0,1,1
551,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1119518.6465619945,"[4.92, 4.92, 4.92]",0.08086,391.0,1.0,1.0,1,1
552,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1157479.157479736,"[3.07, 3.07, 3.07]",0.0,391.0,1.0,1.0,1,1
553,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,997002.5075194143,"[4.11, 4.11, 4.11]",0.0801,391.0,1.0,1.0,1,1
554,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,831557.5746753799,"[3.59, 3.59, 3.59]",0.06544,391.0,1.0,1.0,1,1
555,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,749555.8684981393,"[2.21, 2.21, 2.21]",0.0,391.0,1.0,1.0,1,1
556,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,720149.9843782543,"[2.77, 2.77, 2.77]",0.01349,391.0,1.0,1.0,1,1
557,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,749555.8684981393,"[2.49, 2.49, 2.49]",0.01315,391.0,1.0,1.0,1,1
558,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,831557.5746753799,"[4.6, 4.6, 4.6]",0.12703,391.0,1.0,1.0,1,1
559,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[2.99, 2.99, 2.99]",0.00209,391.0,1.0,1.0,1,1
560,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(119.27450069118461, 119.27450069118461, 119.27450069118461)","(56.40855476506793, 56.40855476506793, 56.40855476506793)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[3.79, 3.79, 3.79]",0.01917,391.0,1.0,1.0,1,1
561,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(377.5491262998538, 377.5491262998538, 377.5491262998538)","(119.73120977294492, 119.73120977294492, 119.73120977294492)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[9.64, 9.64, 9.64]",0.39614,391.0,1.0,1.0,1,1
562,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(456.41074431953564, 456.41074431953564, 456.41074431953564)","(151.31738312329875, 151.31738312329875, 151.31738312329875)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1541749.0068101226,"[6.27, 6.27, 6.27]",0.06121,391.0,1.0,1.0,1,1
563,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(489.87401421732136, 489.87401421732136, 489.87401421732136)","(165.42860906096243, 165.42860906096243, 165.42860906096243)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1569530.5030486027,"[7.95, 7.95, 7.95]",0.1167,391.0,1.0,1.0,1,1
564,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(505.13113211596897, 505.13113211596897, 505.13113211596897)","(170.99675932311968, 170.99675932311968, 170.99675932311968)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1583238.453297544,"[10.91, 10.91, 10.91]",0.29818,391.0,1.0,1.0,1,1
565,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(496.0573635260009, 496.0573635260009, 496.0573635260009)","(167.93024532942735, 167.93024532942735, 167.93024532942735)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1527668.8122757499,"[10.06, 10.06, 10.06]",0.23141,391.0,1.0,1.0,1,1
566,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(466.8637568630148, 466.8637568630148, 466.8637568630148)","(157.52981979919718, 157.52981979919718, 157.52981979919718)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1484627.2259392252,"[10.49, 10.49, 10.49]",0.27045,391.0,1.0,1.0,1,1
567,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(406.9150035770149, 406.9150035770149, 406.9150035770149)","(134.4392541344017, 134.4392541344017, 134.4392541344017)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1425217.8780804006,"[7.95, 7.95, 7.95]",0.06597,391.0,1.0,1.0,1,1
568,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(281.3299773656921, 281.3299773656921, 281.3299773656921)","(88.869747393409, 88.869747393409, 88.869747393409)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1470000.0,"[9.92, 9.92, 9.92]",0.22448,391.0,1.0,1.0,1,1
569,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(1.3656542543318624, 1.3656542543318624, 1.3656542543318624)","(1.3593349260873666, 1.3593349260873666, 1.3593349260873666)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1470000.0,"[8.93, 8.93, 8.93]",0.15042,391.0,1.0,1.0,1,1
570,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,881999.9999999999,"[6.3, 6.3, 6.3]",0.0,391.0,1.0,1.0,1,1
571,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,975087.6883644875,"[7.4, 7.4, 7.4]",0.09819,391.0,1.0,1.0,1,1
572,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1080224.9765673815,"[6.85, 6.85, 6.85]",0.08428,391.0,1.0,1.0,1,1
573,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1176000.0,"[5.29, 5.29, 5.29]",0.0,391.0,1.0,1.0,1,1
574,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1157479.157479736,"[5.96, 5.96, 5.96]",0.06146,391.0,1.0,1.0,1,1
575,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1119518.6465619945,"[5.62, 5.62, 5.62]",0.05967,391.0,1.0,1.0,1,1
576,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1100047.2717115388,"[3.73, 3.73, 3.73]",0.0,391.0,1.0,1.0,1,1
577,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1018445.8748504997,"[4.77, 4.77, 4.77]",0.04353,391.0,1.0,1.0,1,1
578,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,975087.6883644875,"[4.25, 4.25, 4.25]",0.03603,391.0,1.0,1.0,1,1
579,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,929709.6320895036,"[2.84, 2.84, 2.84]",0.0,391.0,1.0,1.0,1,1
580,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,906168.8584364394,"[3.43, 3.43, 3.43]",0.03447,391.0,1.0,1.0,1,1
581,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,881999.9999999999,"[3.14, 3.14, 3.14]",0.02846,391.0,1.0,1.0,1,1
582,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,881999.9999999999,"[6.07, 6.07, 6.07]",0.21312,391.0,1.0,1.0,1,1
583,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1138657.1037849807,"[3.91, 3.91, 3.91]",0.0,391.0,1.0,1.0,1,1
584,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(124.10771644371232, 124.10771644371232, 124.10771644371232)","(57.45576833646573, 57.45576833646573, 57.45576833646573)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1247336.3620130697,"[4.99, 4.99, 4.99]",0.01058,391.0,1.0,1.0,1,1
585,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(386.1243227828484, 386.1243227828484, 386.1243227828484)","(122.59995041953137, 122.59995041953137, 122.59995041953137)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1314807.9707698764,"[10.73, 10.73, 10.73]",0.41783,391.0,1.0,1.0,1,1
586,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(465.3370504271089, 465.3370504271089, 465.3370504271089)","(154.51093273341812, 154.51093273341812, 154.51093273341812)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1610304.3190651883,"[7.63, 7.63, 7.63]",0.1552,391.0,1.0,1.0,1,1
587,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(499.16885061851565, 499.16885061851565, 499.16885061851565)","(168.70492675188004, 168.70492675188004, 168.70492675188004)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1623668.0695265273,"[9.18, 9.18, 9.18]",0.24047,391.0,1.0,1.0,1,1
588,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(503.1159681014956, 503.1159681014956, 503.1159681014956)","(170.36793577683588, 170.36793577683588, 170.36793577683588)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1650070.907567308,"[10.01, 10.01, 10.01]",0.27762,391.0,1.0,1.0,1,1
589,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(494.2088388079824, 494.2088388079824, 494.2088388079824)","(167.36039249955977, 167.36039249955977, 167.36039249955977)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1527668.8122757499,"[10.49, 10.49, 10.49]",0.37985,391.0,1.0,1.0,1,1
590,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(465.5218273083578, 465.5218273083578, 465.5218273083578)","(157.19758375168135, 157.19758375168135, 157.19758375168135)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1394564.4481342551,"[10.25, 10.25, 10.25]",0.41979,391.0,1.0,1.0,1,1
591,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(410.10316694600215, 410.10316694600215, 410.10316694600215)","(135.6601220873891, 135.6601220873891, 135.6601220873891)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1229890.239005091,"[6.86, 6.86, 6.86]",0.21695,391.0,1.0,1.0,1,1
592,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(286.17935763686216, 286.17935763686216, 286.17935763686216)","(90.51212983954458, 90.51212983954458, 90.51212983954458)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1212193.0539315923,"[8.96, 8.96, 8.96]",0.39487,391.0,1.0,1.0,1,1
593,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(2.4519547732076665, 2.4519547732076665, 2.4519547732076665)","(2.438473211670934, 2.438473211670934, 2.438473211670934)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1176000.0,"[7.91, 7.91, 7.91]",0.34373,391.0,1.0,1.0,1,1
594,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,509222.93742524984,"[3.89, 3.89, 3.89]",0.10891,391.0,1.0,1.0,1,1
595,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,509222.93742524984,"[5.87, 5.87, 5.87]",0.20571,391.0,1.0,1.0,1,1
596,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,550023.6358557694,"[4.88, 4.88, 4.88]",0.12076,391.0,1.0,1.0,1,1
597,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,588000.0,"[2.13, 2.13, 2.13]",0.0,391.0,1.0,1.0,1,1
598,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,550023.6358557694,"[3.3, 3.3, 3.3]",0.01986,391.0,1.0,1.0,1,1
599,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,623668.1810065348,"[2.71, 2.71, 2.71]",0.0,391.0,1.0,1.0,1,1
600,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,689491.1166940442,"[0.66, 0.66, 0.66]",0.0,391.0,1.0,1.0,1,1
601,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[1.64, 1.64, 1.64]",0.0,391.0,1.0,1.0,1,1
602,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,623668.1810065348,"[1.15, 1.15, 1.15]",0.0,391.0,1.0,1.0,1,1
603,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[0.23, 0.23, 0.23]",0.0,391.0,1.0,1.0,1,1
604,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,689491.1166940442,"[0.52, 0.52, 0.52]",0.0,391.0,1.0,1.0,1,1
605,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,749555.8684981393,"[0.37, 0.37, 0.37]",0.0,391.0,1.0,1.0,1,1
606,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,777850.8854529896,"[3.6, 3.6, 3.6]",0.11383,391.0,1.0,1.0,1,1
607,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[1.35, 1.35, 1.35]",0.0,391.0,1.0,1.0,1,1
608,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(131.55137362985909, 131.55137362985909, 131.55137362985909)","(59.393798748417325, 59.393798748417325, 59.393798748417325)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,588000.0,"[2.47, 2.47, 2.47]",0.01935,391.0,1.0,1.0,1,1
609,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(387.64422903744554, 387.64422903744554, 387.64422903744554)","(123.21710571970262, 123.21710571970262, 123.21710571970262)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[10.7, 10.7, 10.7]",0.53206,391.0,1.0,1.0,1,1
610,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(465.92098893310435, 465.92098893310435, 465.92098893310435)","(154.83120962304065, 154.83120962304065, 154.83120962304065)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1425217.8780804006,"[5.96, 5.96, 5.96]",0.1137,391.0,1.0,1.0,1,1
611,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(499.305227255345, 499.305227255345, 499.305227255345)","(168.82207629035028, 168.82207629035028, 168.82207629035028)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1455225.7556819147,"[8.33, 8.33, 8.33]",0.25234,391.0,1.0,1.0,1,1
612,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(505.89455001035356, 505.89455001035356, 505.89455001035356)","(171.32361594989882, 171.32361594989882, 171.32361594989882)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1455225.7556819147,"[11.57, 11.57, 11.57]",0.49887,391.0,1.0,1.0,1,1
613,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(497.0200174874732, 497.0200174874732, 497.0200174874732)","(168.34113554288416, 168.34113554288416, 168.34113554288416)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1347277.2543170168,"[10.99, 10.99, 10.99]",0.45046,391.0,1.0,1.0,1,1
614,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(468.59205710838285, 468.59205710838285, 468.59205710838285)","(158.32990114869057, 158.32990114869057, 158.32990114869057)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1229890.239005091,"[11.28, 11.28, 11.28]",0.47976,391.0,1.0,1.0,1,1
615,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(412.00740838341943, 412.00740838341943, 412.00740838341943)","(136.49587525622695, 136.49587525622695, 136.49587525622695)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1100047.2717115388,"[8.25, 8.25, 8.25]",0.23288,391.0,1.0,1.0,1,1
616,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(290.274886359115, 290.274886359115, 290.274886359115)","(91.90492431804792, 91.90492431804792, 91.90492431804792)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1157479.157479736,"[10.46, 10.46, 10.46]",0.41445,391.0,1.0,1.0,1,1
617,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(4.074328383429582, 4.074328383429582, 4.074328383429582)","(3.8645450821701846, 3.8645450821701846, 3.8645450821701846)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1194233.645481486,"[9.35, 9.35, 9.35]",0.33134,391.0,1.0,1.0,1,1
618,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,588000.0,"[4.72, 4.72, 4.72]",0.0097,391.0,1.0,1.0,1,1
619,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,550023.6358557694,"[7.06, 7.06, 7.06]",0.19126,391.0,1.0,1.0,1,1
