Ts_C,td,P,VPD,hr,dd,par,u,precip,o3
-0.15,49.65791666666667,93.24,0.0,0.0,14.0,0.0,0.3,0.0,25.551
0.97,49.65791666666667,93.26,0.04395,1.0,14.0,0.0,0.27,0.0,23.789
0.41,49.65791666666667,93.25,0.04477,2.0,14.0,0.0,0.24,0.0,21.886
-0.8,49.65791666666667,93.25,0.02234,3.0,14.0,0.0,0.23,0.0,20.071
-0.37,49.65791666666667,93.24,0.0528,4.0,14.0,0.0,0.24,0.0,18.72
-0.58,49.65791666666667,93.25,0.05487,5.0,14.0,0.0,0.26,0.0,17.777
0.18,49.65791666666667,93.19,0.09961,6.0,14.0,0.0,0.28,0.0,16.108
-0.47,49.65791666666667,93.24,0.04946,7.0,14.0,0.0,0.3,0.0,13.716
-0.14,49.65791666666667,93.22,0.05383,8.0,14.0,45.11,0.33,0.0,13.479
7.09,49.65791666666667,93.18,0.45869,9.0,14.0,234.58,0.36,0.0,15.074
2.48,49.65791666666667,93.19,0.15571,10.0,14.0,385.09,0.73,0.0,23.527
4.79,49.65791666666667,93.18,0.2572,11.0,14.0,485.05,0.84,0.0,29.479
9.22,49.65791666666667,93.1,0.53905,12.0,14.0,528.83,0.94,0.0,33.135
7.81,49.65791666666667,93.16,0.41464,13.0,14.0,513.45,0.93,0.0,35.549
8.52,49.65791666666667,93.14,0.44968,14.0,14.0,440.21,0.91,0.0,37.284
6.1,49.65791666666667,93.08,0.25858,15.0,14.0,313.33,0.89,0.0,38.078
8.18,49.65791666666667,93.1,0.38976,16.0,14.0,139.79,0.87,0.0,37.534
7.14,49.65791666666667,93.09,0.28798,17.0,14.0,0.0,0.73,0.0,35.88
3.95,49.65791666666667,93.11,0.07489,18.0,14.0,0.0,0.38,0.003,33.845
5.38,49.65791666666667,93.09,0.15471,19.0,14.0,0.0,0.37,0.003,33.48
4.66,49.65791666666667,93.1,0.10573,20.0,14.0,0.0,0.37,0.003,33.124
2.84,49.65791666666667,93.21,0.0,21.0,14.0,0.0,0.37,0.0,32.576
3.57,49.65791666666667,93.13,0.06169,22.0,14.0,0.0,0.39,0.0,31.769
3.2,49.65791666666667,93.17,0.06206,23.0,14.0,0.0,0.41,0.0,30.63
2.37,54.669583333333335,93.24,0.0361,0.0,15.0,0.0,0.43,0.0,29.423
2.68,54.669583333333335,93.22,0.06243,1.0,15.0,0.0,0.42,0.0,28.28
2.52,54.669583333333335,93.23,0.06321,2.0,15.0,0.0,0.42,0.0,27.536
2.36,54.669583333333335,93.22,0.0627,3.0,15.0,0.0,0.43,0.037,27.296
2.37,54.669583333333335,93.24,0.053,4.0,15.0,0.0,0.49,0.037,28.219
2.37,54.669583333333335,93.23,0.04919,5.0,15.0,0.0,0.55,0.037,29.761
2.65,54.669583333333335,93.22,0.06377,6.0,15.0,0.0,0.61,0.027,29.898
2.46,54.669583333333335,93.22,0.0549,7.0,15.0,0.0,0.63,0.027,29.311
2.55,54.669583333333335,93.22,0.06417,8.0,15.0,46.56,0.67,0.027,29.71
7.86,54.669583333333335,93.18,0.40176,9.0,15.0,235.52,0.72,0.03,30.467
4.39,54.669583333333335,93.21,0.13414,10.0,15.0,385.72,0.97,0.03,31.36
6.13,54.669583333333335,93.2,0.20455,11.0,15.0,485.65,1.07,0.03,32.708
9.73,54.669583333333335,92.99,0.43442,12.0,15.0,531.91,1.17,0.02,34.184
8.5,54.669583333333335,93.14,0.34032,13.0,15.0,516.75,1.14,0.02,35.33
9.13,54.669583333333335,93.07,0.39157,14.0,15.0,443.87,1.11,0.02,36.062
7.02,54.669583333333335,92.91,0.23689,15.0,15.0,314.45,1.08,0.01,36.149
8.83,54.669583333333335,92.97,0.35714,16.0,15.0,142.63,1.01,0.01,35.132
7.93,54.669583333333335,92.95,0.26775,17.0,15.0,0.0,0.83,0.01,33.606
4.6,54.669583333333335,93.05,0.04455,18.0,15.0,0.0,0.58,0.003,32.658
6.2,54.669583333333335,92.94,0.15835,19.0,15.0,0.0,0.54,0.003,33.099
5.39,54.669583333333335,92.99,0.12074,20.0,15.0,0.0,0.51,0.003,32.943
3.82,54.669583333333335,93.06,0.0434,21.0,15.0,0.0,0.48,0.007,32.266
4.34,54.669583333333335,93.05,0.07927,22.0,15.0,0.0,0.48,0.007,31.494
4.08,54.669583333333335,93.06,0.0696,23.0,15.0,0.0,0.48,0.007,30.859
1.9,60.63458333333334,93.06,0.0,0.0,16.0,0.0,0.5,0.003,30.322
3.18,60.63458333333334,93.06,0.05204,1.0,16.0,0.0,0.44,0.003,29.493
2.54,60.63458333333334,93.06,0.05219,2.0,16.0,0.0,0.38,0.003,28.453
2.1,60.63458333333334,93.01,0.0781,3.0,16.0,0.0,0.31,0.003,27.197
1.97,60.63458333333334,93.05,0.06691,4.0,16.0,0.0,0.34,0.003,26.418
2.04,60.63458333333334,93.03,0.06751,5.0,16.0,0.0,0.36,0.003,26.017
4.4,60.63458333333334,92.98,0.19609,6.0,16.0,0.0,0.38,0.137,24.483
2.87,60.63458333333334,93.0,0.04341,7.0,16.0,0.0,0.48,0.137,22.918
3.64,60.63458333333334,92.99,0.04355,8.0,16.0,44.92,0.57,0.137,23.574
7.68,60.63458333333334,92.99,0.269,9.0,16.0,193.32,0.64,0.163,25.123
5.49,60.63458333333334,92.98,0.07535,10.0,16.0,315.75,0.89,0.163,26.496
6.59,60.63458333333334,92.99,0.10672,11.0,16.0,397.27,0.99,0.163,28.047
9.72,60.63458333333334,92.85,0.30211,12.0,16.0,446.21,1.08,0.063,29.84
8.37,60.63458333333334,92.96,0.16675,13.0,16.0,433.9,1.05,0.063,31.322
9.05,60.63458333333334,92.91,0.19043,14.0,16.0,373.37,1.03,0.063,32.242
8.07,60.63458333333334,92.79,0.08686,15.0,16.0,267.72,1.0,0.03,32.427
9.18,60.63458333333334,92.84,0.17117,16.0,16.0,123.46,0.95,0.03,31.535
8.63,60.63458333333334,92.82,0.12748,17.0,16.0,0.0,0.81,0.03,30.043
7.47,60.63458333333334,92.77,0.05673,18.0,16.0,0.0,0.64,0.077,29.763
7.87,60.63458333333334,92.79,0.09308,19.0,16.0,0.0,0.68,0.077,30.349
7.67,60.63458333333334,92.78,0.08576,20.0,16.0,0.0,0.73,0.077,30.09
7.62,60.63458333333334,92.7,0.08959,21.0,16.0,0.0,0.78,0.637,29.428
7.53,60.63458333333334,92.75,0.07324,22.0,16.0,0.0,0.92,0.637,28.833
7.58,60.63458333333334,92.73,0.06782,23.0,16.0,0.0,1.04,0.637,28.464
6.71,66.7125,92.76,0.0,0.0,17.0,0.0,1.15,0.28,28.153
7.31,66.7125,92.71,0.05881,1.0,17.0,0.0,1.07,0.28,27.577
7.01,66.7125,92.73,0.05753,2.0,17.0,0.0,1.0,0.28,26.964
7.29,66.7125,92.82,0.09788,3.0,17.0,0.0,0.94,0.367,26.406
6.9,66.7125,92.77,0.05952,4.0,17.0,0.0,0.77,0.367,25.967
7.09,66.7125,92.79,0.06288,5.0,17.0,0.0,0.66,0.367,25.861
7.73,66.7125,92.93,0.09668,6.0,17.0,0.0,0.62,0.033,24.589
7.43,66.7125,92.84,0.0609,7.0,17.0,0.0,0.59,0.033,23.215
7.57,66.7125,92.88,0.05798,8.0,17.0,47.48,0.6,0.033,23.679
8.55,66.7125,93.05,0.12531,9.0,17.0,237.8,0.67,0.037,25.234
7.99,66.7125,92.96,0.12482,10.0,17.0,387.52,0.88,0.037,27.978
8.27,66.7125,93.0,0.19064,11.0,17.0,487.19,0.94,0.037,30.543
7.75,66.7125,93.1,0.19986,12.0,17.0,526.38,0.98,0.053,32.685
8.28,66.7125,93.06,0.25629,13.0,17.0,512.47,0.95,0.053,34.146
8.01,66.7125,93.08,0.25289,14.0,17.0,441.62,0.91,0.053,35.018
4.93,66.7125,93.2,0.06015,15.0,17.0,323.23,0.87,0.013,35.207
6.8,66.7125,93.12,0.19962,16.0,17.0,151.32,0.78,0.013,34.601
5.86,66.7125,93.16,0.14731,17.0,17.0,0.0,0.64,0.013,33.059
2.81,66.7125,93.34,0.0,18.0,17.0,0.0,0.23,0.0,30.546
4.21,66.7125,93.23,0.06316,19.0,17.0,0.0,0.18,0.0,29.944
3.5,66.7125,93.28,0.0398,20.0,17.0,0.0,0.16,0.0,29.451
0.53,66.7125,93.3,0.0,21.0,17.0,0.0,0.14,0.0,28.46
2.05,66.7125,93.33,0.02341,22.0,17.0,0.0,0.05,0.0,27.087
1.29,66.7125,93.32,0.04828,23.0,17.0,0.0,0.01,0.0,25.415
-0.65,70.375,93.2,0.0,0.0,18.0,0.0,0.1,0.0,23.029
0.15,70.375,93.28,0.11723,1.0,18.0,0.0,0.01,0.0,20.522
-0.25,70.375,93.24,0.10218,2.0,18.0,0.0,0.03,0.0,18.561
-0.74,70.375,93.16,0.0,3.0,18.0,0.0,0.11,0.007,16.968
-0.68,70.375,93.19,0.09994,4.0,18.0,0.0,0.09,0.007,16.721
-0.71,70.375,93.18,0.09784,5.0,18.0,0.0,0.14,0.007,17.742
2.11,70.375,93.13,0.19899,6.0,18.0,0.0,0.24,0.167,18.482
0.21,70.375,93.15,0.02614,7.0,18.0,0.0,0.28,0.167,21.01
1.16,70.375,93.14,0.0268,8.0,18.0,43.79,0.32,0.167,24.7
5.62,70.375,92.91,0.25033,9.0,18.0,215.68,0.35,0.013,27.886
3.3,70.375,93.08,0.0908,10.0,18.0,350.01,0.77,0.013,30.464
4.47,70.375,93.01,0.13402,11.0,18.0,439.94,0.96,0.013,32.163
6.38,70.375,92.77,0.23355,12.0,18.0,499.44,1.12,0.047,32.557
5.89,70.375,92.88,0.18204,13.0,18.0,486.42,1.15,0.047,32.745
6.14,70.375,92.83,0.18072,14.0,18.0,420.0,1.19,0.047,33.614
5.75,70.375,92.61,0.13934,15.0,18.0,297.3,1.24,0.197,34.202
6.19,70.375,92.73,0.13143,16.0,18.0,141.37,1.19,0.197,33.539
5.98,70.375,92.68,0.08993,17.0,18.0,0.0,1.08,0.197,31.925
6.29,70.375,92.63,0.09707,18.0,18.0,0.0,0.97,0.423,31.14
5.93,70.375,92.61,0.05742,19.0,18.0,0.0,0.82,0.423,30.154
6.11,70.375,92.62,0.05654,20.0,18.0,0.0,0.69,0.423,28.82
6.48,70.375,92.64,0.0739,21.0,18.0,0.0,0.59,0.357,28.155
6.35,70.375,92.63,0.06165,22.0,18.0,0.0,0.52,0.357,28.336
6.42,70.375,92.64,0.05998,23.0,18.0,0.0,0.48,0.357,28.848
5.69,75.43958333333333,92.61,0.0051,0.0,19.0,0.0,0.47,0.076,29.305
6.22,75.43958333333333,92.63,0.05402,1.0,19.0,0.0,0.46,0.076,29.744
5.96,75.43958333333333,92.62,0.0516,2.0,19.0,0.0,0.46,0.076,30.183
5.01,75.43958333333333,92.54,0.00791,3.0,19.0,0.0,0.47,0.076,30.565
5.47,75.43958333333333,92.59,0.0489,4.0,19.0,0.0,0.44,0.076,30.789
5.24,75.43958333333333,92.57,0.04852,5.0,19.0,0.0,0.42,0.076,30.847
5.33,75.43958333333333,92.45,0.06928,6.0,19.0,0.0,0.4,0.163,29.644
5.13,75.43958333333333,92.52,0.04825,7.0,19.0,0.0,0.36,0.163,27.718
5.23,75.43958333333333,92.49,0.04727,8.0,19.0,30.89,0.32,0.163,27.167
6.69,75.43958333333333,92.36,0.13522,9.0,19.0,134.83,0.3,0.447,27.625
5.79,75.43958333333333,92.43,0.03685,10.0,19.0,217.99,0.46,0.447,29.34
6.25,75.43958333333333,92.4,0.05915,11.0,19.0,273.63,0.42,0.447,30.875
5.74,75.43958333333333,92.34,0.02092,12.0,19.0,309.14,0.34,0.353,32.412
6.38,75.43958333333333,92.36,0.08744,13.0,19.0,301.4,0.34,0.353,33.629
6.06,75.43958333333333,92.35,0.09004,14.0,19.0,260.7,0.34,0.353,34.257
4.6,75.43958333333333,92.27,0.01963,15.0,19.0,171.57,0.34,0.217,34.058
5.37,75.43958333333333,92.32,0.08006,16.0,19.0,82.92,0.27,0.217,32.672
4.99,75.43958333333333,92.3,0.06807,17.0,19.0,0.0,0.24,0.217,30.043
3.11,75.43958333333333,92.0,0.0,18.0,19.0,0.0,0.08,1.3,26.413
4.13,75.43958333333333,92.21,0.0,19.0,19.0,0.0,0.05,1.3,27.957
3.63,75.43958333333333,92.12,0.03317,20.0,19.0,0.0,0.28,1.3,28.652
3.2,75.43958333333333,91.91,0.03853,21.0,19.0,0.0,0.56,0.32,28.171
3.15,75.43958333333333,91.98,0.03385,22.0,19.0,0.0,0.47,0.32,27.436
3.18,75.43958333333333,91.95,0.03431,23.0,19.0,0.0,0.37,0.32,26.634
3.07,81.12666666666667,91.82,0.02739,0.0,20.0,0.0,0.23,0.247,25.486
3.17,81.12666666666667,91.89,0.02426,1.0,20.0,0.0,0.14,0.247,24.193
3.12,81.12666666666667,91.86,0.01443,2.0,20.0,0.0,0.07,0.247,22.87
3.2,81.12666666666667,91.79,0.03503,3.0,20.0,0.0,0.03,0.18,21.411
3.12,81.12666666666667,91.81,0.11172,4.0,20.0,0.0,0.01,0.18,19.807
3.16,81.12666666666667,91.8,0.10077,5.0,20.0,0.0,0.02,0.18,18.117
5.26,81.12666666666667,91.97,0.13082,6.0,20.0,0.0,0.09,0.023,15.367
3.87,81.12666666666667,91.83,0.0,7.0,20.0,0.0,0.19,0.023,13.828
4.56,81.12666666666667,91.89,0.00304,8.0,20.0,51.34,0.26,0.023,17.811
7.66,81.12666666666667,91.91,0.19157,9.0,20.0,225.12,0.34,0.057,22.228
6.07,81.12666666666667,91.96,0.05314,10.0,20.0,362.55,0.56,0.057,24.298
6.87,81.12666666666667,91.94,0.07055,11.0,20.0,454.56,0.61,0.057,25.13
9.47,81.12666666666667,91.86,0.2287,12.0,20.0,534.02,0.67,0.117,25.723
8.27,81.12666666666667,91.9,0.11194,13.0,20.0,520.98,0.61,0.117,26.039
8.87,81.12666666666667,91.88,0.13583,14.0,20.0,451.47,0.55,0.117,26.353
6.81,81.12666666666667,91.91,0.0,15.0,20.0,332.54,0.5,0.01,26.328
8.58,81.12666666666667,91.87,0.10307,16.0,20.0,163.34,0.38,0.01,24.609
7.69,81.12666666666667,91.89,0.04764,17.0,20.0,0.01,0.28,0.01,21.327
5.89,81.12666666666667,92.08,0.0,18.0,20.0,0.0,0.07,0.003,16.484
6.49,81.12666666666667,91.95,0.06694,19.0,20.0,0.0,0.02,0.003,16.921
6.18,81.12666666666667,92.0,0.04215,20.0,20.0,0.0,0.18,0.003,19.842
4.63,81.12666666666667,92.27,0.0,21.0,20.0,0.0,0.5,0.007,23.347
5.45,81.12666666666667,92.12,0.0503,22.0,20.0,0.0,0.41,0.007,25.086
5.03,81.12666666666667,92.19,0.04852,23.0,20.0,0.0,0.32,0.007,25.322
3.08,85.80875,92.17,0.0,0.0,21.0,0.0,0.25,0.0,24.463
4.12,85.80875,92.25,0.05074,1.0,21.0,0.0,0.22,0.0,23.363
3.61,85.80875,92.21,0.05365,2.0,21.0,0.0,0.21,0.0,22.261
2.36,85.80875,92.2,0.01538,3.0,21.0,0.0,0.22,0.013,20.99
2.84,85.80875,92.18,0.05062,4.0,21.0,0.0,0.2,0.013,19.564
2.6,85.80875,92.19,0.04696,5.0,21.0,0.0,0.18,0.013,18.029
3.55,85.80875,92.34,0.10555,6.0,21.0,0.0,0.17,0.0,15.345
2.74,85.80875,92.23,0.03239,7.0,21.0,0.0,0.19,0.0,12.01
3.14,85.80875,92.28,0.03397,8.0,21.0,59.12,0.21,0.0,12.322
8.28,85.80875,92.42,0.34813,9.0,21.0,252.73,0.22,0.007,14.865
5.12,85.80875,92.36,0.07457,10.0,21.0,406.2,0.63,0.007,22.011
6.7,85.80875,92.38,0.13794,11.0,21.0,508.91,0.68,0.007,26.932
8.55,85.80875,92.41,0.23729,12.0,21.0,552.23,0.72,0.003,29.649
8.37,85.80875,92.42,0.23864,13.0,21.0,539.14,0.73,0.003,30.954
8.46,85.80875,92.41,0.2582,14.0,21.0,467.85,0.72,0.003,31.527
6.22,85.80875,92.51,0.10472,15.0,21.0,338.0,0.71,0.047,31.438
7.76,85.80875,92.43,0.21642,16.0,21.0,168.03,0.61,0.047,30.24
6.99,85.80875,92.47,0.16883,17.0,21.0,0.06,0.49,0.047,27.91
2.76,85.80875,92.57,0.0,18.0,21.0,0.0,0.09,0.0,24.371
5.06,85.80875,92.52,0.05346,19.0,21.0,0.0,0.06,0.0,22.789
3.91,85.80875,92.54,0.00314,20.0,21.0,0.0,0.03,0.0,21.578
1.7,85.80875,92.63,0.0,21.0,21.0,0.0,0.15,0.003,20.55
2.4,85.80875,92.58,0.0,22.0,21.0,0.0,0.12,0.003,18.996
2.05,85.80875,92.6,0.0,23.0,21.0,0.0,0.07,0.003,17.614
0.55,91.00708333333334,92.71,0.0,0.0,22.0,0.0,0.04,0.0,16.253
1.31,91.00708333333334,92.65,0.0,1.0,22.0,0.0,0.03,0.0,15.253
0.93,91.00708333333334,92.67,0.0,2.0,22.0,0.0,0.03,0.0,14.816
-0.48,91.00708333333334,92.83,0.0,3.0,22.0,0.0,0.04,0.0,14.685
0.2,91.00708333333334,92.74,0.0,4.0,22.0,0.0,0.03,0.0,14.157
-0.15,91.00708333333334,92.78,0.0,5.0,22.0,0.0,0.04,0.0,13.035
1.57,91.00708333333334,92.92,0.0,6.0,22.0,0.0,0.07,0.0,10.361
0.19,91.00708333333334,92.85,0.0,7.0,22.0,0.0,0.03,0.0,5.734
0.88,91.00708333333334,92.88,0.0,8.0,22.0,61.06,0.07,0.0,7.365
10.55,91.00708333333334,92.93,0.58592,9.0,22.0,255.11,0.12,0.0,11.842
4.56,91.00708333333334,92.92,0.03519,10.0,22.0,408.89,0.5,0.0,21.283
7.56,91.00708333333334,92.93,0.18659,11.0,22.0,512.03,0.47,0.0,24.957
11.66,91.00708333333334,92.83,0.48432,12.0,22.0,558.73,0.42,0.0,27.211
10.93,91.00708333333334,92.91,0.46179,13.0,22.0,545.72,0.46,0.0,28.794
11.3,91.00708333333334,92.87,0.53513,14.0,22.0,474.25,0.49,0.0,29.787
7.58,91.00708333333334,92.76,0.26813,15.0,22.0,348.56,0.51,0.0,30.095
10.31,91.00708333333334,92.81,0.49668,16.0,22.0,175.3,0.52,0.0,29.058
8.95,91.00708333333334,92.79,0.40617,17.0,22.0,0.25,0.51,0.0,26.789
6.02,91.00708333333334,92.78,0.19488,18.0,22.0,0.0,0.15,0.007,23.573
7.06,91.00708333333334,92.76,0.23192,19.0,22.0,0.0,0.16,0.007,22.407
6.54,91.00708333333334,92.77,0.1639,20.0,22.0,0.0,0.18,0.007,22.246
5.36,91.00708333333334,92.79,0.05147,21.0,22.0,0.0,0.22,0.123,22.411
5.8,91.00708333333334,92.78,0.06972,22.0,22.0,0.0,0.18,0.123,21.722
5.58,91.00708333333334,92.79,0.05423,23.0,22.0,0.0,0.15,0.123,20.15
7.6,98.13416666666667,92.69,0.19482,0.0,23.0,0.0,0.14,0.95,18.013
6.12,98.13416666666667,92.77,0.03482,1.0,23.0,0.0,0.26,0.95,17.705
6.86,98.13416666666667,92.73,0.04626,2.0,23.0,0.0,0.38,0.95,18.314
7.43,98.13416666666667,92.64,0.05013,3.0,23.0,0.0,0.54,0.593,19.55
7.55,98.13416666666667,92.68,0.06203,4.0,23.0,0.0,0.52,0.593,20.99
7.49,98.13416666666667,92.66,0.06194,5.0,23.0,0.0,0.52,0.593,22.232
7.83,98.13416666666667,92.57,0.09101,6.0,23.0,0.0,0.52,0.54,21.688
7.57,98.13416666666667,92.62,0.05241,7.0,23.0,0.0,0.54,0.54,19.884
7.7,98.13416666666667,92.6,0.04661,8.0,23.0,37.72,0.57,0.54,19.782
9.36,98.13416666666667,92.58,0.15984,9.0,23.0,196.34,0.59,0.197,20.98
8.34,98.13416666666667,92.57,0.03188,10.0,23.0,313.36,0.7,0.197,22.678
8.85,98.13416666666667,92.58,0.05138,11.0,23.0,391.92,0.79,0.197,24.569
7.97,98.13416666666667,92.71,0.0,12.0,23.0,430.9,0.82,0.33,26.341
8.88,98.13416666666667,92.61,0.06325,13.0,23.0,421.34,0.73,0.33,27.466
8.42,98.13416666666667,92.65,0.0615,14.0,23.0,366.68,0.66,0.33,27.871
6.46,98.13416666666667,92.69,0.0,15.0,23.0,336.4,0.58,0.017,27.472
7.47,98.13416666666667,92.71,0.04155,16.0,23.0,171.48,0.52,0.017,25.874
6.97,98.13416666666667,92.7,0.02378,17.0,23.0,0.64,0.44,0.017,22.859
5.49,98.13416666666667,92.85,0.0,18.0,23.0,0.0,0.1,0.027,19.383
6.12,98.13416666666667,92.73,0.18127,19.0,23.0,0.0,0.09,0.027,18.777
5.8,98.13416666666667,92.78,0.14325,20.0,23.0,0.0,0.15,0.027,19.151
4.65,98.13416666666667,93.0,0.02281,21.0,23.0,0.0,0.27,0.003,20.368
5.2,98.13416666666667,92.88,0.07839,22.0,23.0,0.0,0.28,0.003,21.941
4.92,98.13416666666667,92.93,0.08086,23.0,23.0,0.0,0.29,0.003,23.427
3.07,104.34916666666668,93.12,0.0,0.0,24.0,0.0,0.31,0.0,24.282
4.11,104.34916666666668,93.03,0.0801,1.0,24.0,0.0,0.23,0.0,23.767
3.59,104.34916666666668,93.07,0.06544,2.0,24.0,0.0,0.16,0.0,22.301
2.21,104.34916666666668,93.21,0.0,3.0,24.0,0.0,0.13,0.0,19.914
2.77,104.34916666666668,93.14,0.01349,4.0,24.0,0.0,0.12,0.0,17.563
2.49,104.34916666666668,93.17,0.01315,5.0,24.0,0.0,0.13,0.0,15.996
4.6,104.34916666666668,93.36,0.12703,6.0,24.0,0.0,0.16,0.003,13.943
2.99,104.34916666666668,93.24,0.00209,7.0,24.0,0.0,0.17,0.003,9.973
3.79,104.34916666666668,93.29,0.01917,8.0,24.0,65.91,0.17,0.003,10.959
9.64,104.34916666666668,93.45,0.39614,9.0,24.0,256.29,0.17,0.027,14.087
6.27,104.34916666666668,93.38,0.06121,10.0,24.0,408.22,0.55,0.027,21.807
7.95,104.34916666666668,93.41,0.1167,11.0,24.0,510.24,0.57,0.027,27.18
10.91,104.34916666666668,93.44,0.29818,12.0,24.0,563.32,0.58,0.033,29.821
10.06,104.34916666666668,93.45,0.23141,13.0,24.0,550.97,0.54,0.033,30.792
10.49,104.34916666666668,93.44,0.27045,14.0,24.0,480.14,0.51,0.033,30.71
7.95,104.34916666666668,93.49,0.06597,15.0,24.0,355.34,0.47,0.007,30.085
9.92,104.34916666666668,93.45,0.22448,16.0,24.0,183.06,0.5,0.007,27.947
8.93,104.34916666666668,93.47,0.15042,17.0,24.0,1.36,0.5,0.007,24.602
6.3,104.34916666666668,93.52,0.0,18.0,24.0,0.0,0.18,0.01,20.561
7.4,104.34916666666668,93.5,0.09819,19.0,24.0,0.0,0.22,0.01,19.01
6.85,104.34916666666668,93.51,0.08428,20.0,24.0,0.0,0.27,0.01,18.424
5.29,104.34916666666668,93.57,0.0,21.0,24.0,0.0,0.32,0.007,18.377
5.96,104.34916666666668,93.53,0.06146,22.0,24.0,0.0,0.31,0.007,18.374
5.62,104.34916666666668,93.55,0.05967,23.0,24.0,0.0,0.29,0.007,18.338
3.73,110.26291666666668,93.52,0.0,0.0,25.0,0.0,0.28,0.003,18.33
4.77,110.26291666666668,93.56,0.04353,1.0,25.0,0.0,0.24,0.003,18.397
4.25,110.26291666666668,93.54,0.03603,2.0,25.0,0.0,0.22,0.003,18.242
2.84,110.26291666666668,93.52,0.0,3.0,25.0,0.0,0.2,0.0,17.898
3.43,110.26291666666668,93.52,0.03447,4.0,25.0,0.0,0.19,0.0,17.514
3.14,110.26291666666668,93.52,0.02846,5.0,25.0,0.0,0.18,0.0,17.06
6.07,110.26291666666668,93.57,0.21312,6.0,25.0,0.0,0.18,0.003,15.575
3.91,110.26291666666668,93.53,0.0,7.0,25.0,0.0,0.3,0.003,13.524
4.99,110.26291666666668,93.55,0.01058,8.0,25.0,67.84,0.36,0.003,13.804
10.73,110.26291666666668,93.55,0.41783,9.0,25.0,263.64,0.4,0.0,15.301
7.63,110.26291666666668,93.57,0.1552,10.0,25.0,418.23,0.6,0.0,22.998
9.18,110.26291666666668,93.56,0.24047,11.0,25.0,522.29,0.61,0.0,26.443
10.01,110.26291666666668,93.54,0.27762,12.0,25.0,563.68,0.63,0.015,28.358
10.49,110.26291666666668,93.55,0.37985,13.0,25.0,551.64,0.54,0.015,29.86
10.25,110.26291666666668,93.54,0.41979,14.0,25.0,481.42,0.45,0.015,31.092
6.86,110.26291666666668,93.52,0.21695,15.0,25.0,360.54,0.35,0.006,31.814
8.96,110.26291666666668,93.54,0.39487,16.0,25.0,187.93,0.34,0.006,31.409
7.91,110.26291666666668,93.53,0.34373,17.0,25.0,2.44,0.32,0.006,30.161
3.89,110.26291666666668,93.51,0.10891,18.0,25.0,0.0,0.06,0.0,27.318
5.87,110.26291666666668,93.52,0.20571,19.0,25.0,0.0,0.06,0.0,25.585
4.88,110.26291666666668,93.51,0.12076,20.0,25.0,0.0,0.07,0.0,23.973
2.13,110.26291666666668,93.53,0.0,21.0,25.0,0.0,0.08,0.0,22.387
3.3,110.26291666666668,93.51,0.01986,22.0,25.0,0.0,0.07,0.0,21.171
2.71,110.26291666666668,93.52,0.0,23.0,25.0,0.0,0.09,0.0,20.53
0.66,115.52916666666668,93.52,0.0,0.0,26.0,0.0,0.11,0.0,20.351
1.64,115.52916666666668,93.53,0.0,1.0,26.0,0.0,0.1,0.0,20.203
1.15,115.52916666666668,93.52,0.0,2.0,26.0,0.0,0.09,0.0,19.933
0.23,115.52916666666668,93.51,0.0,3.0,26.0,0.0,0.1,0.0,19.495
0.52,115.52916666666668,93.52,0.0,4.0,26.0,0.0,0.11,0.0,19.149
0.37,115.52916666666668,93.51,0.0,5.0,26.0,0.0,0.13,0.0,18.914
3.6,115.52916666666668,93.57,0.11383,6.0,26.0,0.0,0.14,0.007,17.571
1.35,115.52916666666668,93.52,0.0,7.0,26.0,0.0,0.1,0.007,13.835
2.47,115.52916666666668,93.54,0.01935,8.0,26.0,70.99,0.08,0.007,13.132
10.7,115.52916666666668,93.62,0.53206,9.0,26.0,266.27,0.1,0.003,14.731
5.96,115.52916666666668,93.58,0.1137,10.0,26.0,420.84,0.47,0.003,30.307
8.33,115.52916666666668,93.6,0.25234,11.0,26.0,524.88,0.49,0.003,34.935
11.57,115.52916666666668,93.58,0.49887,12.0,26.0,569.49,0.49,0.003,37.225
10.99,115.52916666666668,93.61,0.45046,13.0,26.0,557.58,0.42,0.003,38.816
11.28,115.52916666666668,93.6,0.47976,14.0,26.0,487.32,0.35,0.003,39.851
8.25,115.52916666666668,93.62,0.23288,15.0,26.0,364.68,0.28,0.003,40.158
10.46,115.52916666666668,93.59,0.41445,16.0,26.0,192.37,0.31,0.003,39.334
9.35,115.52916666666668,93.6,0.33134,17.0,26.0,3.89,0.33,0.003,37.371
4.72,115.52916666666668,93.76,0.0097,18.0,26.0,0.0,0.08,0.007,33.552
7.06,115.52916666666668,93.65,0.19126,19.0,26.0,0.0,0.07,0.007,31.074
5.88,115.52916666666668,93.7,0.14343,20.0,26.0,0.0,0.07,0.007,28.996
2.57,115.52916666666668,93.79,0.0,21.0,26.0,0.0,0.08,0.0,27.31
4.0,115.52916666666668,93.77,0.0692,22.0,26.0,0.0,0.09,0.0,25.984
3.28,115.52916666666668,93.78,0.03625,23.0,26.0,0.0,0.09,0.0,24.947
2.56,121.56333333333335,93.75,0.00369,0.0,27.0,0.0,0.1,0.01,24.087
2.57,121.56333333333335,93.78,0.0,1.0,27.0,0.0,0.08,0.01,23.013
2.57,121.56333333333335,93.77,0.0,2.0,27.0,0.0,0.06,0.01,21.753
1.8,121.56333333333335,93.77,0.0,3.0,27.0,0.0,0.09,0.003,20.181
