mm,dd,hr,vd,NOT_EXIST
4,135,8,0.007030618,0.007030618
4,135,9,0.010458788,0.010458788
4,135,10,0.006928122,0.006928122
4,135,11,0.004752247,0.004752247
4,135,12,0.007769321,0.007769321
4,135,13,0.011027515,0.011027515
4,135,14,0.010119654,0.010119654
4,135,15,0.006124009,0.006124009
4,135,16,0.010050277,0.010050277
4,135,17,0.011118362,0.011118362
4,135,18,0.008553205,0.008553205
4,135,19,0.005182742,0.005182742
4,135,20,0.011343455,0.011343455
4,135,21,0.010679287,0.010679287
4,135,22,0.005870989,0.005870989
4,135,23,0.01145307,0.01145307
4,136,0,0.004559546,0.004559546
4,136,1,0.007038257,0.007038257
4,136,2,0.010613234,0.010613234
4,136,3,0.007361614,0.007361614
4,136,4,0.008643886,0.008643886
4,136,5,0.010751914,0.010751914
4,136,6,0.007506776,0.007506776
4,136,7,0.007511037,0.007511037
4,136,8,0.008368613,0.008368613
4,136,9,0.006271576,0.006271576
4,136,10,0.00573457,0.00573457
4,136,11,0.011303598,0.011303598
4,136,12,0.005578243,0.005578243
4,136,13,0.010138475,0.010138475
4,136,14,0.009434285,0.009434285
4,136,15,0.008344741,0.008344741
4,136,16,0.006061544,0.006061544
4,136,17,0.006806951,0.006806951
4,136,18,0.006848198,0.006848198
4,136,19,0.003877805,0.003877805
4,136,20,0.00538468,0.00538468
4,136,21,0.005319224,0.005319224
4,136,22,0.010487418,0.010487418
4,136,23,0.009012854,0.009012854
4,137,0,0.006748362,0.006748362
4,137,1,0.011160479,0.011160479
4,137,2,0.004660588,0.004660588
4,137,3,0.008581014,0.008581014
4,137,4,0.004030749,0.004030749
4,137,5,0.005713077,0.005713077
4,137,6,0.009122888,0.009122888
4,137,7,0.009666159,0.009666159
4,137,8,0.009390238,0.009390238
4,137,9,0.004671881,0.004671881
4,137,10,0.007939042,0.007939042
4,137,11,0.005152304,0.005152304
4,137,12,0.005495049,0.005495049
4,137,13,0.006802464,0.006802464
4,137,14,0.005262808,0.005262808
4,137,15,0.009336056,0.009336056
4,137,16,0.009471834,0.009471834
4,137,17,0.00701288,0.00701288
4,137,18,0.005465941,0.005465941
4,137,19,0.010089108,0.010089108
4,137,20,0.006959338,0.006959338
4,137,21,0.005601979,0.005601979
4,137,22,0.004488463,0.004488463
4,137,23,0.009522237,0.009522237
4,138,0,0.007820779,0.007820779
4,138,1,0.004369467,0.004369467
4,138,2,0.0111066,0.0111066
4,138,3,0.01109624,0.01109624
4,138,4,0.009763674,0.009763674
4,138,5,0.003610555,0.003610555
4,138,6,0.010726723,0.010726723
4,138,7,0.007525754,0.007525754
4,138,8,0.009630009,0.009630009
4,138,9,0.003624678,0.003624678
4,138,10,0.008086859,0.008086859
4,138,11,0.011175322,0.011175322
4,138,12,0.008275362,0.008275362
4,138,13,0.008665519,0.008665519
4,138,14,0.004060988,0.004060988
4,138,15,0.003752208,0.003752208
4,138,16,0.005281026,0.005281026
4,138,17,0.003559624,0.003559624
4,138,18,0.010123984,0.010123984
4,138,19,0.00707879,0.00707879
4,138,20,0.009955415,0.009955415
4,138,21,0.007719192,0.007719192
4,138,22,0.007087142,0.007087142
4,138,23,0.005068662,0.005068662
4,139,0,0.00498837,0.00498837
4,139,1,0.00600161,0.00600161
4,139,2,0.006225345,0.006225345
4,139,3,0.005028087,0.005028087
4,139,4,0.005234884,0.005234884
4,139,5,0.010792569,0.010792569
4,139,6,0.007189768,0.007189768
4,139,7,0.010959236,0.010959236
4,139,8,0.005542954,0.005542954
4,139,9,0.006860253,0.006860253
4,139,10,0.008877579,0.008877579
4,139,11,0.004938373,0.004938373
4,139,12,0.008201489,0.008201489
4,139,13,0.00423678,0.00423678
4,139,14,0.005115365,0.005115365
4,139,15,0.008533482,0.008533482
4,139,16,0.010922857,0.010922857
4,139,17,0.004792788,0.004792788
4,139,18,0.0083066,0.0083066
4,139,19,0.00383751,0.00383751
4,139,20,0.011305504,0.011305504
4,139,21,0.005338722,0.005338722
4,139,22,0.008079202,0.008079202
4,139,23,0.010924361,0.010924361
4,140,0,0.003480008,0.003480008
4,140,1,0.004065399,0.004065399
4,140,2,0.00970359,0.00970359
4,140,3,0.006205892,0.006205892
4,140,4,0.006825744,0.006825744
4,140,5,0.009939406,0.009939406
4,140,6,0.008674659,0.008674659
4,140,7,0.009764941,0.009764941
4,140,8,0.006334799,0.006334799
4,140,9,0.004629929,0.004629929
4,140,10,0.006071992,0.006071992
4,140,11,0.004500127,0.004500127
4,140,12,0.00866392,0.00866392
4,140,13,0.009163578,0.009163578
4,140,14,0.007467834,0.007467834
4,140,15,0.004059345,0.004059345
4,140,16,0.003899393,0.003899393
4,140,17,0.004548541,0.004548541
4,140,18,0.005844222,0.005844222
4,140,19,0.004066196,0.004066196
4,140,20,0.009691132,0.009691132
4,140,21,0.003941768,0.003941768
4,140,22,0.011056881,0.011056881
4,140,23,0.005353964,0.005353964
4,141,0,0.008308081,0.008308081
4,141,1,0.005291175,0.005291175
4,141,2,0.004903775,0.004903775
4,141,3,0.010217569,0.010217569
4,141,4,0.009521525,0.009521525
4,141,5,0.004836578,0.004836578
4,141,6,0.009197472,0.009197472
4,141,7,0.010262392,0.010262392
4,141,8,0.007166015,0.007166015
4,141,9,0.011298312,0.011298312
4,141,10,0.008476749,0.008476749
4,141,11,0.006209904,0.006209904
4,141,12,0.005973211,0.005973211
4,141,13,0.010673528,0.010673528
4,141,14,0.004248685,0.004248685
4,141,15,0.008943244,0.008943244
4,141,16,0.007661364,0.007661364
4,141,17,0.009750816,0.009750816
4,141,18,0.009971012,0.009971012
4,141,19,0.011228276,0.011228276
4,141,20,0.004542677,0.004542677
4,141,21,0.003728881,0.003728881
4,141,22,0.005246485,0.005246485
4,141,23,0.009242449,0.009242449
4,142,0,0.008166656,0.008166656
4,142,1,0.003614816,0.003614816
4,142,2,0.003556137,0.003556137
4,142,3,0.008444302,0.008444302
4,142,4,0.005378073,0.005378073
4,142,5,0.009292128,0.009292128
4,142,6,0.005532595,0.005532595
4,142,7,0.008997645,0.008997645
4,142,8,0.008911911,0.008911911
4,142,9,0.011136722,0.011136722
4,142,10,0.007229558,0.007229558
4,142,11,0.009363624,0.009363624
4,142,12,0.004090748,0.004090748
4,142,13,0.010244034,0.010244034
4,142,14,0.010213567,0.010213567
4,142,15,0.005729825,0.005729825
4,142,16,0.003720489,0.003720489
4,142,17,0.006441911,0.006441911
4,142,18,0.007096292,0.007096292
4,142,19,0.007414877,0.007414877
4,142,20,0.006450286,0.006450286
4,142,21,0.008128612,0.008128612
4,142,22,0.008609719,0.008609719
4,142,23,0.010641102,0.010641102
4,143,0,0.006359372,0.006359372
4,143,1,0.008283453,0.008283453
4,143,2,0.007061029,0.007061029
4,143,3,0.009688116,0.009688116
4,143,4,0.003666707,0.003666707
4,143,5,0.004564993,0.004564993
4,143,6,0.00385059,0.00385059
4,143,7,0.005236168,0.005236168
4,143,8,0.00667555,0.00667555
4,143,9,0.010943228,0.010943228
4,143,10,0.008926082,0.008926082
4,143,11,0.004871508,0.004871508
4,143,12,0.009673075,0.009673075
4,143,13,0.011040845,0.011040845
4,143,14,0.005541316,0.005541316
4,143,15,0.004084307,0.004084307
4,143,16,0.005865972,0.005865972
4,143,17,0.007623596,0.007623596
4,143,18,0.00353213,0.00353213
4,143,19,0.005825693,0.005825693
4,143,20,0.011181014,0.011181014
4,143,21,0.01083292,0.01083292
4,143,22,0.007184558,0.007184558
4,143,23,0.00975396,0.00975396
4,144,0,0.009942667,0.009942667
4,144,1,0.004381587,0.004381587
4,144,2,0.009352999,0.009352999
4,144,3,0.005776852,0.005776852
4,144,4,0.009885421,0.009885421
4,144,5,0.004750379,0.004750379
4,144,6,0.008722932,0.008722932
4,144,7,0.003607834,0.003607834
4,144,8,0.004707475,0.004707475
4,144,9,0.004219342,0.004219342
4,144,10,0.010277565,0.010277565
4,144,11,0.007887279,0.007887279
4,144,12,0.004855699,0.004855699
4,144,13,0.004657285,0.004657285
4,144,14,0.0105466,0.0105466
4,144,15,0.008025687,0.008025687
4,144,16,0.009937586,0.009937586
4,144,17,0.011279514,0.011279514
4,144,18,0.004114111,0.004114111
4,144,19,0.007195232,0.007195232
4,144,20,0.006038885,0.006038885
4,144,21,0.006388632,0.006388632
4,144,22,0.009071881,0.009071881
4,144,23,0.005518103,0.005518103
4,145,0,0.011076263,0.011076263
4,145,1,0.009079763,0.009079763
4,145,2,0.004633556,0.004633556
4,145,3,0.003763678,0.003763678
4,145,4,0.007891483,0.007891483
4,145,5,0.008056877,0.008056877
4,145,6,0.010505761,0.010505761
4,145,7,0.011291376,0.011291376
4,145,8,0.00526471,0.00526471
4,145,9,0.010906304,0.010906304
4,145,10,0.006038343,0.006038343
4,145,11,0.008089675,0.008089675
4,145,12,0.00450014,0.00450014
4,145,13,0.008831239,0.008831239
4,145,14,0.005675874,0.005675874
4,145,15,0.010640976,0.010640976
4,145,16,0.004786748,0.004786748
4,145,17,0.009677068,0.009677068
4,145,18,0.009120858,0.009120858
4,145,19,0.004111565,0.004111565
4,145,20,0.005184568,0.005184568
4,145,21,0.007997753,0.007997753
4,145,22,0.010890027,0.010890027
4,145,23,0.010790115,0.010790115
4,146,0,0.004334102,0.004334102
4,146,1,0.004920461,0.004920461
4,146,2,0.005905307,0.005905307
4,146,3,0.009822438,0.009822438
4,146,4,0.004936098,0.004936098
4,146,5,0.009158786,0.009158786
4,146,6,0.007785099,0.007785099
4,146,7,0.005239033,0.005239033
4,146,8,0.010896751,0.010896751
4,146,9,0.008404949,0.008404949
4,146,10,0.005946115,0.005946115
4,146,11,0.004713424,0.004713424
4,146,12,0.008378497,0.008378497
4,146,13,0.004309653,0.004309653
4,146,14,0.006377393,0.006377393
4,146,15,0.006533916,0.006533916
4,146,16,0.005236983,0.005236983
4,146,17,0.011031294,0.011031294
4,146,18,0.005295709,0.005295709
4,146,19,0.004566902,0.004566902
4,146,20,0.007086776,0.007086776
4,146,21,0.005210719,0.005210719
4,146,22,0.008490053,0.008490053
4,146,23,0.004734217,0.004734217
4,147,0,0.008829876,0.008829876
4,147,1,0.004360392,0.004360392
4,147,2,0.00577961,0.00577961
4,147,3,0.009690018,0.009690018
4,147,4,0.007985055,0.007985055
4,147,5,0.007326412,0.007326412
4,147,6,0.005029626,0.005029626
4,147,7,0.005330574,0.005330574
4,147,8,0.009554702,0.009554702
4,147,9,0.008908317,0.008908317
4,147,10,0.004594571,0.004594571
4,147,11,0.006109884,0.006109884
4,147,12,0.006441872,0.006441872
4,147,13,0.006039287,0.006039287
4,147,14,0.009730716,0.009730716
4,147,15,0.003677034,0.003677034
4,147,16,0.008439033,0.008439033
4,147,17,0.005755328,0.005755328
4,147,18,0.005993663,0.005993663
4,147,19,0.009420072,0.009420072
4,147,20,0.004121534,0.004121534
4,147,21,0.01038515,0.01038515
4,147,22,0.009370417,0.009370417
4,147,23,0.009978135,0.009978135
4,148,0,0.005131745,0.005131745
4,148,1,0.008357328,0.008357328
4,148,2,0.009360619,0.009360619
4,148,3,0.009896745,0.009896745
4,148,4,0.009221147,0.009221147
4,148,5,0.010171827,0.010171827
4,148,6,0.01054178,0.01054178
4,148,7,0.009598679,0.009598679
4,148,8,0.008421158,0.008421158
4,148,9,0.007013643,0.007013643
4,148,10,0.007108611,0.007108611
4,148,11,0.00655709,0.00655709
4,148,12,0.006759921,0.006759921
4,148,13,0.010579967,0.010579967
4,148,14,0.00392867,0.00392867
4,148,15,0.009849055,0.009849055
4,148,16,0.006151015,0.006151015
4,148,17,0.010766172,0.010766172
4,148,18,0.008977729,0.008977729
4,148,19,0.006132732,0.006132732
4,148,20,0.008815981,0.008815981
4,148,21,0.00385547,0.00385547
4,148,22,0.00911338,0.00911338
4,148,23,0.003785169,0.003785169
4,149,0,0.011430608,0.011430608
4,149,1,0.00659123,0.00659123
4,149,2,0.005115318,0.005115318
4,149,3,0.006454449,0.006454449
4,149,4,0.006787314,0.006787314
4,149,5,0.005625935,0.005625935
4,149,6,0.00819625,0.00819625
4,149,7,0.008317896,0.008317896
4,149,8,0.006807129,0.006807129
4,149,9,0.005960151,0.005960151
4,149,10,0.00600223,0.00600223
4,149,11,0.008540668,0.008540668
4,149,12,0.007964093,0.007964093
4,149,13,0.008512501,0.008512501
4,149,14,0.003762715,0.003762715
4,149,15,0.007529347,0.007529347
4,149,16,0.004223948,0.004223948
4,149,17,0.005837404,0.005837404
4,149,18,0.007238314,0.007238314
4,149,19,0.010913321,0.010913321
4,149,20,0.008799143,0.008799143
4,149,21,0.011243299,0.011243299
4,149,22,0.00405364,0.00405364
4,149,23,0.01008684,0.01008684
4,150,0,0.009893121,0.009893121
4,150,1,0.003526064,0.003526064
4,150,2,0.008482065,0.008482065
4,150,3,0.009150104,0.009150104
4,150,4,0.003858535,0.003858535
4,150,5,0.004388943,0.004388943
4,150,6,0.005816175,0.005816175
4,150,7,0.007279847,0.007279847
4,150,8,0.006751392,0.006751392
4,150,9,0.008172893,0.008172893
4,150,10,0.00815804,0.00815804
4,150,11,0.01089972,0.01089972
4,150,12,0.006094729,0.006094729
4,150,13,0.004003514,0.004003514
4,150,14,0.006054676,0.006054676
4,150,15,0.009603379,0.009603379
4,150,16,0.010672242,0.010672242
4,150,17,0.01088458,0.01088458
4,150,18,0.006940773,0.006940773
4,150,19,0.01037944,0.01037944
4,150,20,0.00775803,0.00775803
4,150,21,0.009573925,0.009573925
4,150,22,0.008500928,0.008500928
4,150,23,0.010446643,0.010446643
5,151,0,0.007637863,0.007637863
5,151,1,0.007945196,0.007945196
5,151,2,0.009301163,0.009301163
5,151,3,0.006392554,0.006392554
5,151,4,0.007258594,0.007258594
5,151,5,0.009467083,0.009467083
5,151,6,0.003834381,0.003834381
5,151,7,0.009199441,0.009199441
5,151,8,0.004290858,0.004290858
5,151,9,0.01126895,0.01126895
5,151,10,0.007842459,0.007842459
5,151,11,0.003994013,0.003994013
5,151,12,0.011302816,0.011302816
5,151,13,0.005599366,0.005599366
5,151,14,0.010686135,0.010686135
5,151,15,0.007224797,0.007224797
5,151,16,0.009319226,0.009319226
5,151,17,0.006116481,0.006116481
5,151,18,0.00553507,0.00553507
5,151,19,0.003481087,0.003481087
5,151,20,0.00606928,0.00606928
5,151,21,0.009172524,0.009172524
5,151,22,0.010471226,0.010471226
5,151,23,0.003565909,0.003565909
5,152,0,0.010016674,0.010016674
5,152,1,0.005790245,0.005790245
5,152,2,0.00609489,0.00609489
5,152,3,0.006052687,0.006052687
5,152,4,0.007079963,0.007079963
5,152,5,0.008711567,0.008711567
5,152,6,0.005559209,0.005559209
5,152,7,0.004316866,0.004316866
5,152,8,0.008406896,0.008406896
5,152,9,0.011016327,0.011016327
5,152,10,0.011264902,0.011264902
5,152,11,0.010093232,0.010093232
5,152,12,0.004403774,0.004403774
5,152,13,0.005612479,0.005612479
5,152,14,0.010809455,0.010809455
5,152,15,0.004043569,0.004043569
5,152,16,0.008477229,0.008477229
5,152,17,0.00695198,0.00695198
5,152,18,0.006952905,0.006952905
5,152,19,0.00968296,0.00968296
5,152,20,0.004289311,0.004289311
5,152,21,0.011157733,0.011157733
5,152,22,0.007415206,0.007415206
5,152,23,0.010963495,0.010963495
5,153,0,0.004442675,0.004442675
5,153,1,0.01050641,0.01050641
5,153,2,0.009586033,0.009586033
5,153,3,0.005830013,0.005830013
5,153,4,0.006939565,0.006939565
5,153,5,0.010107782,0.010107782
5,153,6,0.011262402,0.011262402
5,153,7,0.004683544,0.004683544
5,153,8,0.004363944,0.004363944
5,153,9,0.005911717,0.005911717
5,153,10,0.004856848,0.004856848
5,153,11,0.010411227,0.010411227
5,153,12,0.007270203,0.007270203
5,153,13,0.010446215,0.010446215
5,153,14,0.006897799,0.006897799
5,153,15,0.011396041,0.011396041
5,153,16,0.005483908,0.005483908
5,153,17,0.007502832,0.007502832
5,153,18,0.010290134,0.010290134
5,153,19,0.008269811,0.008269811
5,153,20,0.004263463,0.004263463
5,153,21,0.006259613,0.006259613
5,153,22,0.005476982,0.005476982
5,153,23,0.011187996,0.011187996
5,154,0,0.00896561,0.00896561
5,154,1,0.010973502,0.010973502
5,154,2,0.005850881,0.005850881
5,154,3,0.007349199,0.007349199
5,154,4,0.008545103,0.008545103
5,154,5,0.004269422,0.004269422
5,154,6,0.003959552,0.003959552
5,154,7,0.004248717,0.004248717
5,154,8,0.008323832,0.008323832
5,154,9,0.010586708,0.010586708
5,154,10,0.005108374,0.005108374
5,154,11,0.009166288,0.009166288
5,154,12,0.008047793,0.008047793
5,154,13,0.007300846,0.007300846
5,154,14,0.00437766,0.00437766
5,154,15,0.011001473,0.011001473
5,154,16,0.006918762,0.006918762
5,154,17,0.003791387,0.003791387
5,154,18,0.005134724,0.005134724
5,154,19,0.010109735,0.010109735
5,154,20,0.006953638,0.006953638
5,154,21,0.006846121,0.006846121
5,154,22,0.004949335,0.004949335
5,154,23,0.005695144,0.005695144
5,155,0,0.003827444,0.003827444
5,155,1,0.005510735,0.005510735
5,155,2,0.007436059,0.007436059
5,155,3,0.006127786,0.006127786
5,155,4,0.005568068,0.005568068
5,155,5,0.004916748,0.004916748
5,155,6,0.004108307,0.004108307
5,155,7,0.010790394,0.010790394
5,155,8,0.006337398,0.006337398
5,155,9,0.009344897,0.009344897
5,155,10,0.003790502,0.003790502
5,155,11,0.009592914,0.009592914
5,155,12,0.007331676,0.007331676
5,155,13,0.004361214,0.004361214
5,155,14,0.004652531,0.004652531
5,155,15,0.005501339,0.005501339
5,155,16,0.006499249,0.006499249
5,155,17,0.007654198,0.007654198
5,155,18,0.007124064,0.007124064
5,155,19,0.006832699,0.006832699
5,155,20,0.004094365,0.004094365
5,155,21,0.004872824,0.004872824
5,155,22,0.005494594,0.005494594
5,155,23,0.003796092,0.003796092
5,156,0,0.005886035,0.005886035
5,156,1,0.011709423,0.011709423
5,156,2,0.010382587,0.010382587
5,156,3,0.007575901,0.007575901
5,156,4,0.007179515,0.007179515
5,156,5,0.011153611,0.011153611
5,156,6,0.01132651,0.01132651
5,156,7,0.008056914,0.008056914
5,156,8,0.004409059,0.004409059
5,156,9,0.010031216,0.010031216
5,156,10,0.00594122,0.00594122
5,156,11,0.006230571,0.006230571
5,156,12,0.004914555,0.004914555
5,156,13,0.005023401,0.005023401
5,156,14,0.00548945,0.00548945
5,156,15,0.006378073,0.006378073
5,156,16,0.01083631,0.01083631
5,156,17,0.009806007,0.009806007
5,156,18,0.00642184,0.00642184
5,156,19,0.00471022,0.00471022
5,156,20,0.009163248,0.009163248
5,156,21,0.008517647,0.008517647
5,156,22,0.004569264,0.004569264
5,156,23,0.008843808,0.008843808
5,157,0,0.004291829,0.004291829
5,157,1,0.011558832,0.011558832
5,157,2,0.00812498,0.00812498
5,157,3,0.007407433,0.007407433
5,157,4,0.006664272,0.006664272
5,157,5,0.010520913,0.010520913
5,157,6,0.005286208,0.005286208
5,157,7,0.008137721,0.008137721
5,157,8,0.009580314,0.009580314
5,157,9,0.00487233,0.00487233
5,157,10,0.009416343,0.009416343
5,157,11,0.006470336,0.006470336
5,157,12,0.010344164,0.010344164
5,157,13,0.006556389,0.006556389
5,157,14,0.004351637,0.004351637
5,157,15,0.004008704,0.004008704
5,157,16,0.008768091,0.008768091
5,157,17,0.0074711,0.0074711
5,157,18,0.008441453,0.008441453
5,157,19,0.006434618,0.006434618
5,157,20,0.00702727,0.00702727
5,157,21,0.006128308,0.006128308
5,157,22,0.008199059,0.008199059
5,157,23,0.010223854,0.010223854
5,158,0,0.006542804,0.006542804
5,158,1,0.006329921,0.006329921
5,158,2,0.006892717,0.006892717
5,158,3,0.007965465,0.007965465
5,158,4,0.007477906,0.007477906
5,158,5,0.008773633,0.008773633
5,158,6,0.006278489,0.006278489
5,158,7,0.00976477,0.00976477
5,158,8,0.004872582,0.004872582
5,158,9,0.01158211,0.01158211
5,158,10,0.010334374,0.010334374
5,158,11,0.009369031,0.009369031
5,158,12,0.007336991,0.007336991
5,158,13,0.010655525,0.010655525
5,158,14,0.006369401,0.006369401
5,158,15,0.010968351,0.010968351
5,158,16,0.006376618,0.006376618
5,158,17,0.00741555,0.00741555
5,158,18,0.00715273,0.00715273
5,158,19,0.004486132,0.004486132
5,158,20,0.004410264,0.004410264
5,158,21,0.006216079,0.006216079
5,158,22,0.005711262,0.005711262
5,158,23,0.009362569,0.009362569
5,159,0,0.006690515,0.006690515
5,159,1,0.006515729,0.006515729
5,159,2,0.011886824,0.011886824
5,159,3,0.005154897,0.005154897
5,159,4,0.006560541,0.006560541
5,159,5,0.011678256,0.011678256
5,159,6,0.010584448,0.010584448
5,159,7,0.010499225,0.010499225
5,159,8,0.008641684,0.008641684
5,159,9,0.010979041,0.010979041
5,159,10,0.005505834,0.005505834
5,159,11,0.008789532,0.008789532
5,159,12,0.009269936,0.009269936
5,159,13,0.010597375,0.010597375
5,159,14,0.010998486,0.010998486
5,159,15,0.011999126,0.011999126
5,159,16,0.011798132,0.011798132
5,159,17,0.010936697,0.010936697
5,159,18,0.009942705,0.009942705
5,159,19,0.009318228,0.009318228
5,159,20,0.005513138,0.005513138
5,159,21,0.006560614,0.006560614
5,159,22,0.011770631,0.011770631
5,159,23,0.005396203,0.005396203
5,160,0,0.006330981,0.006330981
5,160,1,0.010690709,0.010690709
5,160,2,0.005959695,0.005959695
5,160,3,0.005653675,0.005653675
5,160,4,0.011212068,0.011212068
5,160,5,0.01172283,0.01172283
5,160,6,0.006327854,0.006327854
5,160,7,0.010542857,0.010542857
5,160,8,0.007851345,0.007851345
5,160,9,0.007114149,0.007114149
5,160,10,0.011285598,0.011285598
5,160,11,0.010620406,0.010620406
5,160,12,0.00664283,0.00664283
5,160,13,0.009190671,0.009190671
5,160,14,0.004302135,0.004302135
5,160,15,0.006554229,0.006554229
5,160,16,0.007979997,0.007979997
5,160,17,0.00764275,0.00764275
5,160,18,0.008190367,0.008190367
5,160,19,0.010082332,0.010082332
5,160,20,0.005698664,0.005698664
5,160,21,0.005232572,0.005232572
5,160,22,0.011259005,0.011259005
5,160,23,0.009518554,0.009518554
5,161,0,0.005451305,0.005451305
5,161,1,0.004821475,0.004821475
5,161,2,0.007969545,0.007969545
5,161,3,0.006500565,0.006500565
5,161,4,0.010238642,0.010238642
5,161,5,0.007038323,0.007038323
5,161,6,0.009245142,0.009245142
5,161,7,0.009153,0.009153
5,161,8,0.005747962,0.005747962
5,161,9,0.009293442,0.009293442
5,161,10,0.004597091,0.004597091
5,161,11,0.006150192,0.006150192
5,161,12,0.008832348,0.008832348
5,161,13,0.010158246,0.010158246
5,161,14,0.008390348,0.008390348
5,161,15,0.011919345,0.011919345
5,161,16,0.00793542,0.00793542
5,161,17,0.010885884,0.010885884
5,161,18,0.009695834,0.009695834
5,161,19,0.009891508,0.009891508
5,161,20,0.011027249,0.011027249
5,161,21,0.006853132,0.006853132
5,161,22,0.011338458,0.011338458
5,161,23,0.007203618,0.007203618
5,162,0,0.009104524,0.009104524
5,162,1,0.006544803,0.006544803
5,162,2,0.008648074,0.008648074
5,162,3,0.010891168,0.010891168
5,162,4,0.007004159,0.007004159
5,162,5,0.007061153,0.007061153
5,162,6,0.009338706,0.009338706
5,162,7,0.007489543,0.007489543
5,162,8,0.004576239,0.004576239
5,162,9,0.005899296,0.005899296
5,162,10,0.010232459,0.010232459
5,162,11,0.011081648,0.011081648
5,162,12,0.011909852,0.011909852
5,162,13,0.009529017,0.009529017
5,162,14,0.004366138,0.004366138
5,162,15,0.009177347,0.009177347
5,162,16,0.00867904,0.00867904
5,162,17,0.009716492,0.009716492
5,162,18,0.012065148,0.012065148
5,162,19,0.011880267,0.011880267
5,162,20,0.011125312,0.011125312
5,162,21,0.011036779,0.011036779
5,162,22,0.011595188,0.011595188
5,162,23,0.011545978,0.011545978
5,163,0,0.005121502,0.005121502
5,163,1,0.006984281,0.006984281
5,163,2,0.007457972,0.007457972
5,163,3,0.010909707,0.010909707
5,163,4,0.005361104,0.005361104
5,163,5,0.007900067,0.007900067
5,163,6,0.008811275,0.008811275
5,163,7,0.009553421,0.009553421
5,163,8,0.011544153,0.011544153
5,163,9,0.005076244,0.005076244
5,163,10,0.005744786,0.005744786
5,163,11,0.00552915,0.00552915
5,163,12,0.007703932,0.007703932
5,163,13,0.005938551,0.005938551
5,163,14,0.00998263,0.00998263
5,163,15,0.009350071,0.009350071
5,163,16,0.011042993,0.011042993
5,163,17,0.007397838,0.007397838
5,163,18,0.008257521,0.008257521
5,163,19,0.010620248,0.010620248
5,163,20,0.010293165,0.010293165
5,163,21,0.011264594,0.011264594
5,163,22,0.007758662,0.007758662
5,163,23,0.004916393,0.004916393
5,164,0,0.007104764,0.007104764
5,164,1,0.00571331,0.00571331
5,164,2,0.00789662,0.00789662
5,164,3,0.005425174,0.005425174
5,164,4,0.008208994,0.008208994
5,164,5,0.010759378,0.010759378
5,164,6,0.006160302,0.006160302
5,164,7,0.009968248,0.009968248
5,164,8,0.01148086,0.01148086
5,164,9,0.008902347,0.008902347
5,164,10,0.00967897,0.00967897
5,164,11,0.006280508,0.006280508
5,164,12,0.008048542,0.008048542
5,164,13,0.009483161,0.009483161
5,164,14,0.010104239,0.010104239
5,164,15,0.008191772,0.008191772
5,164,16,0.004602845,0.004602845
5,164,17,0.008832255,0.008832255
5,164,18,0.007870594,0.007870594
5,164,19,0.007574315,0.007574315
5,164,20,0.006736249,0.006736249
5,164,21,0.005004054,0.005004054
5,164,22,0.007865829,0.007865829
5,164,23,0.005310744,0.005310744
5,165,0,0.009311493,0.009311493
5,165,1,0.006921638,0.006921638
5,165,2,0.007174915,0.007174915
5,165,3,0.011458842,0.011458842
5,165,4,0.007083455,0.007083455
5,165,5,0.011519125,0.011519125
5,165,6,0.008292428,0.008292428
5,165,7,0.007349149,0.007349149
5,165,8,0.010381562,0.010381562
5,165,9,0.008721735,0.008721735
5,165,10,0.011939934,0.011939934
5,165,11,0.009577232,0.009577232
5,165,12,0.01025829,0.01025829
5,165,13,0.009860009,0.009860009
5,165,14,0.012074537,0.012074537
5,165,15,0.010046688,0.010046688
5,165,16,0.011522043,0.011522043
5,165,17,0.012042748,0.012042748
5,165,18,0.009209631,0.009209631
5,165,19,0.01051894,0.01051894
5,165,20,0.010339162,0.010339162
5,165,21,0.005211077,0.005211077
5,165,22,0.007073299,0.007073299
5,165,23,0.007532687,0.007532687
5,166,0,0.007057466,0.007057466
5,166,1,0.009418991,0.009418991
5,166,2,0.011101237,0.011101237
5,166,3,0.010788276,0.010788276
5,166,4,0.005386333,0.005386333
5,166,5,0.006257132,0.006257132
5,166,6,0.0057117,0.0057117
5,166,7,0.006835023,0.006835023
5,166,8,0.010209726,0.010209726
5,166,9,0.005953657,0.005953657
5,166,10,0.009364628,0.009364628
5,166,11,0.010592446,0.010592446
5,166,12,0.005599352,0.005599352
5,166,13,0.008584549,0.008584549
5,166,14,0.004405479,0.004405479
5,166,15,0.004958512,0.004958512
5,166,16,0.005776355,0.005776355
5,166,17,0.004588337,0.004588337
5,166,18,0.006211403,0.006211403
5,166,19,0.009101227,0.009101227
5,166,20,0.005445587,0.005445587
5,166,21,0.011289638,0.011289638
5,166,22,0.008639586,0.008639586
5,166,23,0.004613561,0.004613561
5,167,0,0.009198347,0.009198347
5,167,1,0.008624419,0.008624419
5,167,2,0.010603016,0.010603016
5,167,3,0.010193027,0.010193027
5,167,4,0.005415714,0.005415714
5,167,5,0.008065926,0.008065926
5,167,6,0.008584592,0.008584592
5,167,7,0.011146402,0.011146402
5,167,8,0.009376155,0.009376155
5,167,9,0.010558438,0.010558438
5,167,10,0.009283031,0.009283031
5,167,11,0.006070503,0.006070503
5,167,12,0.006452271,0.006452271
5,167,13,0.006066475,0.006066475
5,167,14,0.005646166,0.005646166
5,167,15,0.009249461,0.009249461
