mm,dd,hr,vd,NOT_EXIST
3,103,0,0.007505526,0.007505526
3,103,1,0.007967987,0.007967987
3,103,2,0.005395693,0.005395693
3,103,3,0.009394149,0.009394149
3,103,4,0.00768845,0.00768845
3,103,5,0.00730862,0.00730862
3,103,6,0.00556979,0.00556979
3,103,7,0.007944572,0.007944572
3,103,8,0.003092234,0.003092234
3,103,9,0.005911427,0.005911427
3,103,10,0.010007644,0.010007644
3,103,11,0.007421741,0.007421741
3,103,12,0.011974723,0.011974723
3,103,13,0.009019707,0.009019707
3,103,14,0.009813224,0.009813224
3,103,15,0.013311456,0.013311456
3,103,16,0.013196945,0.013196945
3,103,17,0.015710303,0.015710303
3,103,18,0.013147857,0.013147857
3,103,19,0.014072669,0.014072669
3,103,20,0.009610606,0.009610606
3,103,21,0.008803661,0.008803661
3,103,22,0.007892099,0.007892099
3,103,23,0.013938833,0.013938833
3,104,0,0.0153821,0.0153821
3,104,1,0.013701891,0.013701891
3,104,2,0.011460112,0.011460112
3,104,3,0.014455969,0.014455969
3,104,4,0.013927929,0.013927929
3,104,5,0.009303024,0.009303024
3,104,6,0.01312301,0.01312301
3,104,7,0.015230655,0.015230655
3,104,8,0.015502612,0.015502612
3,104,9,0.008535221,0.008535221
3,104,10,0.014786551,0.014786551
3,104,11,0.0095135,0.0095135
3,104,12,0.015231506,0.015231506
3,104,13,0.011364349,0.011364349
3,104,14,0.014068758,0.014068758
3,104,15,0.010416541,0.010416541
3,104,16,0.008543015,0.008543015
3,104,17,0.00837926,0.00837926
3,104,18,0.014224144,0.014224144
3,104,19,0.015530325,0.015530325
3,104,20,0.014656267,0.014656267
3,104,21,0.011930348,0.011930348
3,104,22,0.008878127,0.008878127
3,104,23,0.012652535,0.012652535
3,105,0,0.0080837,0.0080837
3,105,1,0.015277884,0.015277884
3,105,2,0.010785963,0.010785963
3,105,3,0.010050212,0.010050212
3,105,4,0.012172864,0.012172864
3,105,5,0.013199967,0.013199967
3,105,6,0.008471244,0.008471244
3,105,7,0.012229752,0.012229752
3,105,8,0.010944389,0.010944389
3,105,9,0.013173947,0.013173947
3,105,10,0.008854048,0.008854048
3,105,11,0.011995176,0.011995176
3,105,12,0.007566438,0.007566438
3,105,13,0.008406943,0.008406943
3,105,14,0.012066685,0.012066685
3,105,15,0.009302496,0.009302496
3,105,16,0.009194563,0.009194563
3,105,17,0.008160128,0.008160128
3,105,18,0.004832288,0.004832288
3,105,19,0.010206849,0.010206849
3,105,20,0.010472135,0.010472135
3,105,21,0.008504357,0.008504357
3,105,22,0.010385419,0.010385419
3,105,23,0.011951192,0.011951192
3,106,0,0.011124996,0.011124996
3,106,1,0.011531747,0.011531747
3,106,2,0.008852606,0.008852606
3,106,3,0.011173896,0.011173896
3,106,4,0.00945473,0.00945473
3,106,5,0.01207496,0.01207496
3,106,6,0.005993145,0.005993145
3,106,7,0.007347473,0.007347473
3,106,8,0.008055424,0.008055424
3,106,9,0.007025205,0.007025205
3,106,10,0.014748253,0.014748253
3,106,11,0.01456721,0.01456721
3,106,12,0.014956044,0.014956044
3,106,13,0.008456838,0.008456838
3,106,14,0.014025364,0.014025364
3,106,15,0.013316598,0.013316598
3,106,16,0.007912159,0.007912159
3,106,17,0.008402671,0.008402671
3,106,18,0.011448686,0.011448686
3,106,19,0.013358569,0.013358569
3,106,20,0.008072552,0.008072552
3,106,21,0.009223609,0.009223609
3,106,22,0.008993305,0.008993305
3,106,23,0.010562387,0.010562387
3,107,0,0.005058041,0.005058041
3,107,1,0.010994007,0.010994007
3,107,2,0.008848633,0.008848633
3,107,3,0.004431267,0.004431267
3,107,4,0.010086276,0.010086276
3,107,5,0.005568455,0.005568455
3,107,6,0.008821294,0.008821294
3,107,7,0.010889132,0.010889132
3,107,8,0.007307375,0.007307375
3,107,9,0.010785387,0.010785387
3,107,10,0.009543995,0.009543995
3,107,11,0.005494904,0.005494904
3,107,12,0.010052264,0.010052264
3,107,13,0.009287172,0.009287172
3,107,14,0.014645153,0.014645153
3,107,15,0.011919671,0.011919671
3,107,16,0.010079162,0.010079162
3,107,17,0.009602809,0.009602809
3,107,18,0.010803474,0.010803474
3,107,19,0.0109743,0.0109743
3,107,20,0.01076926,0.01076926
3,107,21,0.007687806,0.007687806
3,107,22,0.006307767,0.006307767
3,107,23,0.005740084,0.005740084
3,108,0,0.011146029,0.011146029
3,108,1,0.011262171,0.011262171
3,108,2,0.008138312,0.008138312
3,108,3,0.010169697,0.010169697
3,108,4,0.012842316,0.012842316
3,108,5,0.007780359,0.007780359
3,108,6,0.010269142,0.010269142
3,108,7,0.012530793,0.012530793
3,108,8,0.015088168,0.015088168
3,108,9,0.014209208,0.014209208
3,108,10,0.008158502,0.008158502
3,108,11,0.01037851,0.01037851
3,108,12,0.00918692,0.00918692
3,108,13,0.014426085,0.014426085
3,108,14,0.014884499,0.014884499
3,108,15,0.012129725,0.012129725
3,108,16,0.014071365,0.014071365
3,108,17,0.015032084,0.015032084
3,108,18,0.014345408,0.014345408
3,108,19,0.008230342,0.008230342
3,108,20,0.009078437,0.009078437
3,108,21,0.013046471,0.013046471
3,108,22,0.008205155,0.008205155
3,108,23,0.007925029,0.007925029
3,109,0,0.008359333,0.008359333
3,109,1,0.01054757,0.01054757
3,109,2,0.010449785,0.010449785
3,109,3,0.011606425,0.011606425
3,109,4,0.011953138,0.011953138
3,109,5,0.011834369,0.011834369
3,109,6,0.013990077,0.013990077
3,109,7,0.007764651,0.007764651
3,109,8,0.011110275,0.011110275
3,109,9,0.013608807,0.013608807
3,109,10,0.014579535,0.014579535
3,109,11,0.011679178,0.011679178
3,109,12,0.007952555,0.007952555
3,109,13,0.00898554,0.00898554
3,109,14,0.007293485,0.007293485
3,109,15,0.009148781,0.009148781
3,109,16,0.013868026,0.013868026
3,109,17,0.013335926,0.013335926
3,109,18,0.008379568,0.008379568
3,109,19,0.010904919,0.010904919
3,109,20,0.007641603,0.007641603
3,109,21,0.013072964,0.013072964
3,109,22,0.012064077,0.012064077
3,109,23,0.008195071,0.008195071
3,110,0,0.011877935,0.011877935
3,110,1,0.011963775,0.011963775
3,110,2,0.012048586,0.012048586
3,110,3,0.011031511,0.011031511
3,110,4,0.004335565,0.004335565
3,110,5,0.005559072,0.005559072
3,110,6,0.002790929,0.002790929
3,110,7,0.008525181,0.008525181
3,110,8,0.006373161,0.006373161
3,110,9,0.004126158,0.004126158
3,110,10,0.009210465,0.009210465
3,110,11,0.006459699,0.006459699
3,110,12,0.013173522,0.013173522
3,110,13,0.007473032,0.007473032
3,110,14,0.009848442,0.009848442
3,110,15,0.014972187,0.014972187
3,110,16,0.011692603,0.011692603
3,110,17,0.013540388,0.013540388
3,110,18,0.010499037,0.010499037
3,110,19,0.013107468,0.013107468
3,110,20,0.009225213,0.009225213
3,110,21,0.005933,0.005933
3,110,22,0.00617895,0.00617895
3,110,23,0.00674701,0.00674701
3,111,0,0.00284054,0.00284054
3,111,1,0.004616326,0.004616326
3,111,2,0.00518025,0.00518025
3,111,3,0.008907535,0.008907535
3,111,4,0.010777044,0.010777044
3,111,5,0.007427893,0.007427893
3,111,6,0.010587448,0.010587448
3,111,7,0.005961129,0.005961129
3,111,8,0.010557234,0.010557234
3,111,9,0.012889845,0.012889845
3,111,10,0.012619025,0.012619025
3,111,11,0.010378903,0.010378903
3,111,12,0.013761911,0.013761911
3,111,13,0.010510911,0.010510911
3,111,14,0.014951988,0.014951988
3,111,15,0.008897713,0.008897713
3,111,16,0.013806311,0.013806311
3,111,17,0.009225696,0.009225696
3,111,18,0.006994647,0.006994647
3,111,19,0.009404155,0.009404155
3,111,20,0.011544968,0.011544968
3,111,21,0.01185953,0.01185953
3,111,22,0.006151985,0.006151985
3,111,23,0.004772952,0.004772952
3,112,0,0.008061712,0.008061712
3,112,1,0.002847037,0.002847037
3,112,2,0.007179224,0.007179224
3,112,3,0.005878857,0.005878857
3,112,4,0.007852658,0.007852658
3,112,5,0.003237677,0.003237677
3,112,6,0.002186454,0.002186454
3,112,7,0.010884064,0.010884064
3,112,8,0.006790648,0.006790648
3,112,9,0.01188124,0.01188124
3,112,10,0.0098358,0.0098358
3,112,11,0.008028046,0.008028046
3,112,12,0.009290329,0.009290329
3,112,13,0.009243706,0.009243706
3,112,14,0.012701242,0.012701242
3,112,15,0.010038927,0.010038927
3,112,16,0.013277297,0.013277297
3,112,17,0.011177459,0.011177459
3,112,18,0.012841846,0.012841846
3,112,19,0.010340967,0.010340967
3,112,20,0.008379664,0.008379664
3,112,21,0.008381489,0.008381489
3,112,22,0.005615124,0.005615124
3,112,23,0.003415433,0.003415433
3,113,0,0.003215578,0.003215578
3,113,1,0.004071404,0.004071404
3,113,2,0.006585011,0.006585011
3,113,3,0.000431615,0.000431615
3,113,4,0.005903724,0.005903724
3,113,5,0.005059793,0.005059793
3,113,6,0.001577874,0.001577874
3,113,7,0.007260571,0.007260571
3,113,8,0.002091248,0.002091248
3,113,9,0.009616106,0.009616106
3,113,10,0.005826582,0.005826582
3,113,11,0.010618256,0.010618256
3,113,12,0.0063757,0.0063757
3,113,13,0.007947499,0.007947499
3,113,14,0.007810619,0.007810619
3,113,15,0.008832643,0.008832643
3,113,16,0.011736072,0.011736072
3,113,17,0.005976465,0.005976465
3,113,18,0.011675481,0.011675481
3,113,19,0.011070586,0.011070586
3,113,20,0.004408311,0.004408311
3,113,21,0.001788105,0.001788105
3,113,22,0.007757791,0.007757791
3,113,23,0.002763346,0.002763346
3,114,0,0.00551092,0.00551092
3,114,1,0.010418045,0.010418045
3,114,2,0.007338101,0.007338101
3,114,3,0.010239251,0.010239251
3,114,4,0.011780176,0.011780176
3,114,5,0.006217382,0.006217382
3,114,6,0.011379317,0.011379317
3,114,7,0.009766809,0.009766809
3,114,8,0.012067691,0.012067691
3,114,9,0.007672101,0.007672101
3,114,10,0.009492011,0.009492011
3,114,11,0.007719884,0.007719884
3,114,12,0.012557586,0.012557586
3,114,13,0.014855122,0.014855122
3,114,14,0.007585283,0.007585283
3,114,15,0.008868357,0.008868357
3,114,16,0.008173791,0.008173791
3,114,17,0.014963772,0.014963772
3,114,18,0.014917286,0.014917286
3,114,19,0.009319832,0.009319832
3,114,20,0.014256747,0.014256747
3,114,21,0.008108104,0.008108104
3,114,22,0.010176048,0.010176048
3,114,23,0.011983657,0.011983657
3,115,0,0.012702462,0.012702462
3,115,1,0.0127491,0.0127491
3,115,2,0.0135089,0.0135089
3,115,3,0.012207751,0.012207751
3,115,4,0.008001446,0.008001446
3,115,5,0.015158923,0.015158923
3,115,6,0.014523703,0.014523703
3,115,7,0.009047818,0.009047818
3,115,8,0.013293214,0.013293214
3,115,9,0.013382148,0.013382148
3,115,10,0.013039649,0.013039649
3,115,11,0.009285709,0.009285709
3,115,12,0.014105722,0.014105722
3,115,13,0.009445584,0.009445584
3,115,14,0.012077401,0.012077401
3,115,15,0.010627815,0.010627815
3,115,16,0.009302186,0.009302186
3,115,17,0.00685696,0.00685696
3,115,18,0.008253771,0.008253771
3,115,19,0.009032202,0.009032202
3,115,20,0.004782324,0.004782324
3,115,21,0.00443903,0.00443903
3,115,22,0.007043701,0.007043701
3,115,23,0.008264749,0.008264749
3,116,0,0.008261737,0.008261737
3,116,1,0.012431067,0.012431067
3,116,2,0.009595764,0.009595764
3,116,3,0.011351349,0.011351349
3,116,4,0.01200374,0.01200374
3,116,5,0.006142083,0.006142083
3,116,6,0.00621461,0.00621461
3,116,7,0.006208838,0.006208838
3,116,8,0.007706539,0.007706539
3,116,9,0.010316031,0.010316031
3,116,10,0.014471457,0.014471457
3,116,11,0.013864586,0.013864586
3,116,12,0.00640228,0.00640228
3,116,13,0.007234214,0.007234214
3,116,14,0.010297819,0.010297819
3,116,15,0.009656338,0.009656338
3,116,16,0.008179178,0.008179178
3,116,17,0.011917466,0.011917466
3,116,18,0.007280925,0.007280925
3,116,19,0.011453256,0.011453256
3,116,20,0.005626306,0.005626306
3,116,21,0.008834429,0.008834429
3,116,22,0.003958864,0.003958864
3,116,23,0.008468478,0.008468478
3,117,0,0.008633191,0.008633191
3,117,1,0.008774844,0.008774844
3,117,2,0.007460211,0.007460211
3,117,3,0.002610594,0.002610594
3,117,4,0.004273223,0.004273223
3,117,5,0.005636483,0.005636483
3,117,6,0.004988451,0.004988451
3,117,7,0.008353234,0.008353234
3,117,8,0.006826931,0.006826931
3,117,9,0.012391463,0.012391463
3,117,10,0.010471821,0.010471821
3,117,11,0.013515738,0.013515738
3,117,12,0.00810899,0.00810899
3,117,13,0.007931025,0.007931025
3,117,14,0.012913078,0.012913078
3,117,15,0.014122703,0.014122703
3,117,16,0.011268657,0.011268657
3,117,17,0.010331239,0.010331239
3,117,18,0.010166731,0.010166731
3,117,19,0.013417919,0.013417919
3,117,20,0.007517771,0.007517771
3,117,21,0.010259945,0.010259945
3,117,22,0.012111785,0.012111785
3,117,23,0.007476599,0.007476599
3,118,0,0.007094566,0.007094566
3,118,1,0.009925547,0.009925547
3,118,2,0.009345998,0.009345998
3,118,3,0.006855739,0.006855739
3,118,4,0.00990079,0.00990079
3,118,5,0.014293487,0.014293487
3,118,6,0.013906324,0.013906324
3,118,7,0.010704326,0.010704326
3,118,8,0.007886492,0.007886492
3,118,9,0.008552655,0.008552655
3,118,10,0.009180992,0.009180992
3,118,11,0.014930013,0.014930013
3,118,12,0.014231863,0.014231863
3,118,13,0.008079756,0.008079756
3,118,14,0.013815315,0.013815315
3,118,15,0.011049518,0.011049518
3,118,16,0.010042431,0.010042431
3,118,17,0.009145415,0.009145415
3,118,18,0.008023119,0.008023119
3,118,19,0.013581035,0.013581035
3,118,20,0.012806999,0.012806999
3,118,21,0.011389584,0.011389584
3,118,22,0.015822747,0.015822747
3,118,23,0.015183759,0.015183759
3,119,0,0.013584091,0.013584091
3,119,1,0.011964571,0.011964571
3,119,2,0.013997054,0.013997054
3,119,3,0.00686564,0.00686564
3,119,4,0.011259159,0.011259159
3,119,5,0.006856684,0.006856684
3,119,6,0.006885354,0.006885354
3,119,7,0.008952537,0.008952537
3,119,8,0.010344369,0.010344369
3,119,9,0.00997877,0.00997877
3,119,10,0.008933773,0.008933773
3,119,11,0.01218285,0.01218285
3,119,12,0.014296296,0.014296296
3,119,13,0.013466166,0.013466166
3,119,14,0.011724371,0.011724371
3,119,15,0.014203234,0.014203234
3,119,16,0.010477213,0.010477213
3,119,17,0.013451916,0.013451916
3,119,18,0.007868818,0.007868818
3,119,19,0.012261685,0.012261685
3,119,20,0.014567363,0.014567363
3,119,21,0.011710341,0.011710341
3,119,22,0.008478818,0.008478818
3,119,23,0.015476685,0.015476685
4,120,0,0.007917888,0.007917888
4,120,1,0.010210282,0.010210282
4,120,2,0.012705303,0.012705303
4,120,3,0.008561764,0.008561764
4,120,4,0.008778826,0.008778826
4,120,5,0.00687708,0.00687708
4,120,6,0.01267738,0.01267738
4,120,7,0.012079543,0.012079543
4,120,8,0.00723296,0.00723296
4,120,9,0.007972294,0.007972294
4,120,10,0.013273176,0.013273176
4,120,11,0.006689672,0.006689672
4,120,12,0.007094472,0.007094472
4,120,13,0.013061479,0.013061479
4,120,14,0.01438027,0.01438027
4,120,15,0.008318738,0.008318738
4,120,16,0.010403485,0.010403485
4,120,17,0.010240662,0.010240662
4,120,18,0.012481988,0.012481988
4,120,19,0.012519175,0.012519175
4,120,20,0.006753821,0.006753821
4,120,21,0.009113073,0.009113073
4,120,22,0.007159106,0.007159106
4,120,23,0.008514214,0.008514214
4,121,0,0.004081144,0.004081144
4,121,1,0.006969987,0.006969987
4,121,2,0.010566451,0.010566451
4,121,3,0.006739283,0.006739283
4,121,4,0.00791168,0.00791168
4,121,5,0.007812943,0.007812943
4,121,6,0.01081505,0.01081505
4,121,7,0.008298345,0.008298345
4,121,8,0.009524647,0.009524647
4,121,9,0.012971076,0.012971076
4,121,10,0.010411216,0.010411216
4,121,11,0.009650436,0.009650436
4,121,12,0.010844031,0.010844031
4,121,13,0.011985548,0.011985548
4,121,14,0.012491131,0.012491131
4,121,15,0.014309636,0.014309636
4,121,16,0.011103739,0.011103739
4,121,17,0.00769363,0.00769363
4,121,18,0.007399971,0.007399971
4,121,19,0.013487274,0.013487274
4,121,20,0.009350022,0.009350022
4,121,21,0.009473172,0.009473172
4,121,22,0.007537991,0.007537991
4,121,23,0.012904631,0.012904631
4,122,0,0.005718266,0.005718266
4,122,1,0.010391651,0.010391651
4,122,2,0.005707825,0.005707825
4,122,3,0.008078198,0.008078198
4,122,4,0.007660494,0.007660494
4,122,5,0.00695567,0.00695567
4,122,6,0.01200203,0.01200203
4,122,7,0.012698647,0.012698647
4,122,8,0.011716977,0.011716977
4,122,9,0.010006236,0.010006236
4,122,10,0.013559414,0.013559414
4,122,11,0.014894085,0.014894085
4,122,12,0.012626131,0.012626131
4,122,13,0.012610785,0.012610785
4,122,14,0.007924601,0.007924601
4,122,15,0.011715698,0.011715698
4,122,16,0.013453431,0.013453431
4,122,17,0.009736748,0.009736748
4,122,18,0.012019633,0.012019633
4,122,19,0.014253185,0.014253185
4,122,20,0.013969711,0.013969711
4,122,21,0.014120968,0.014120968
4,122,22,0.008363095,0.008363095
4,122,23,0.011257268,0.011257268
4,123,0,0.013159124,0.013159124
4,123,1,0.007480387,0.007480387
4,123,2,0.00955064,0.00955064
4,123,3,0.01000626,0.01000626
4,123,4,0.007552887,0.007552887
4,123,5,0.010514809,0.010514809
4,123,6,0.009091656,0.009091656
4,123,7,0.010068468,0.010068468
4,123,8,0.008396816,0.008396816
4,123,9,0.007959947,0.007959947
4,123,10,0.007710628,0.007710628
4,123,11,0.010798523,0.010798523
4,123,12,0.01220533,0.01220533
4,123,13,0.007627285,0.007627285
4,123,14,0.01362445,0.01362445
4,123,15,0.01365842,0.01365842
4,123,16,0.014371323,0.014371323
4,123,17,0.008072129,0.008072129
4,123,18,0.01188933,0.01188933
4,123,19,0.008174349,0.008174349
4,123,20,0.01039917,0.01039917
4,123,21,0.014594367,0.014594367
4,123,22,0.015498064,0.015498064
4,123,23,0.014813019,0.014813019
4,124,0,0.007698039,0.007698039
4,124,1,0.010850189,0.010850189
4,124,2,0.013969032,0.013969032
4,124,3,0.010771854,0.010771854
4,124,4,0.012513125,0.012513125
4,124,5,0.01143491,0.01143491
4,124,6,0.010398,0.010398
4,124,7,0.013636154,0.013636154
4,124,8,0.010778824,0.010778824
4,124,9,0.014483608,0.014483608
4,124,10,0.010888618,0.010888618
4,124,11,0.010508213,0.010508213
4,124,12,0.011337578,0.011337578
4,124,13,0.01438023,0.01438023
4,124,14,0.010888724,0.010888724
4,124,15,0.010590755,0.010590755
4,124,16,0.008687629,0.008687629
4,124,17,0.008276493,0.008276493
4,124,18,0.010654255,0.010654255
4,124,19,0.011597657,0.011597657
4,124,20,0.010875993,0.010875993
4,124,21,0.007336816,0.007336816
4,124,22,0.010334651,0.010334651
4,124,23,0.006629765,0.006629765
4,125,0,0.011832716,0.011832716
4,125,1,0.010193377,0.010193377
4,125,2,0.007898903,0.007898903
4,125,3,0.013312871,0.013312871
4,125,4,0.011923155,0.011923155
4,125,5,0.009192334,0.009192334
4,125,6,0.007520666,0.007520666
4,125,7,0.007331099,0.007331099
4,125,8,0.0120171,0.0120171
4,125,9,0.012689916,0.012689916
4,125,10,0.012332232,0.012332232
4,125,11,0.015067509,0.015067509
4,125,12,0.012144742,0.012144742
4,125,13,0.013804335,0.013804335
4,125,14,0.011018844,0.011018844
4,125,15,0.009316101,0.009316101
4,125,16,0.015416669,0.015416669
4,125,17,0.007791473,0.007791473
4,125,18,0.015998747,0.015998747
4,125,19,0.009790253,0.009790253
4,125,20,0.008981711,0.008981711
4,125,21,0.015034856,0.015034856
4,125,22,0.014728316,0.014728316
4,125,23,0.008270109,0.008270109
4,126,0,0.014240305,0.014240305
4,126,1,0.014668503,0.014668503
4,126,2,0.011220606,0.011220606
4,126,3,0.01502887,0.01502887
4,126,4,0.013973068,0.013973068
4,126,5,0.009943898,0.009943898
4,126,6,0.012070155,0.012070155
4,126,7,0.011810814,0.011810814
4,126,8,0.008911593,0.008911593
4,126,9,0.009336972,0.009336972
4,126,10,0.009366959,0.009366959
4,126,11,0.009026017,0.009026017
4,126,12,0.013258258,0.013258258
4,126,13,0.011799514,0.011799514
4,126,14,0.014817878,0.014817878
4,126,15,0.013608253,0.013608253
4,126,16,0.009560569,0.009560569
4,126,17,0.008719518,0.008719518
4,126,18,0.01100537,0.01100537
4,126,19,0.008547885,0.008547885
4,126,20,0.011460132,0.011460132
4,126,21,0.009673567,0.009673567
4,126,22,0.007717785,0.007717785
4,126,23,0.004761066,0.004761066
4,127,0,0.004479951,0.004479951
4,127,1,0.006857801,0.006857801
4,127,2,0.007362946,0.007362946
4,127,3,0.003508969,0.003508969
4,127,4,0.006780295,0.006780295
4,127,5,0.003955572,0.003955572
4,127,6,0.003643582,0.003643582
4,127,7,0.007230486,0.007230486
4,127,8,0.005492237,0.005492237
4,127,9,0.006453803,0.006453803
4,127,10,0.005250291,0.005250291
4,127,11,0.006078644,0.006078644
4,127,12,0.005338062,0.005338062
4,127,13,0.011139805,0.011139805
4,127,14,0.008860331,0.008860331
4,127,15,0.008341964,0.008341964
4,127,16,0.007011926,0.007011926
4,127,17,0.006573519,0.006573519
4,127,18,0.006921052,0.006921052
4,127,19,0.009678083,0.009678083
4,127,20,0.007736836,0.007736836
4,127,21,0.003920818,0.003920818
4,127,22,0.006857866,0.006857866
4,127,23,0.003884556,0.003884556
4,128,0,0.008299122,0.008299122
4,128,1,0.003953176,0.003953176
4,128,2,0.010242478,0.010242478
4,128,3,0.004489648,0.004489648
4,128,4,0.009056084,0.009056084
4,128,5,0.004043362,0.004043362
4,128,6,0.006178934,0.006178934
4,128,7,0.010979939,0.010979939
4,128,8,0.008228526,0.008228526
4,128,9,0.011037105,0.011037105
4,128,10,0.009052664,0.009052664
4,128,11,0.010886448,0.010886448
4,128,12,0.00539413,0.00539413
4,128,13,0.004811448,0.004811448
4,128,14,0.007439749,0.007439749
4,128,15,0.011079401,0.011079401
4,128,16,0.010863974,0.010863974
4,128,17,0.005966327,0.005966327
4,128,18,0.004798379,0.004798379
4,128,19,0.011072483,0.011072483
4,128,20,0.006403624,0.006403624
4,128,21,0.003584751,0.003584751
4,128,22,0.007692607,0.007692607
4,128,23,0.009507079,0.009507079
4,129,0,0.003712313,0.003712313
4,129,1,0.006661861,0.006661861
4,129,2,0.005951343,0.005951343
4,129,3,0.009738134,0.009738134
4,129,4,0.006997785,0.006997785
4,129,5,0.010208125,0.010208125
4,129,6,0.008779359,0.008779359
4,129,7,0.007179513,0.007179513
4,129,8,0.004473729,0.004473729
4,129,9,0.00476506,0.00476506
4,129,10,0.004047331,0.004047331
4,129,11,0.006220333,0.006220333
4,129,12,0.011182274,0.011182274
4,129,13,0.004990623,0.004990623
4,129,14,0.009075888,0.009075888
4,129,15,0.011466684,0.011466684
4,129,16,0.008919721,0.008919721
4,129,17,0.009620914,0.009620914
4,129,18,0.008924372,0.008924372
4,129,19,0.005985482,0.005985482
4,129,20,0.01064338,0.01064338
4,129,21,0.008159644,0.008159644
4,129,22,0.010777736,0.010777736
4,129,23,0.007529238,0.007529238
4,130,0,0.00681415,0.00681415
4,130,1,0.010183033,0.010183033
4,130,2,0.00756077,0.00756077
4,130,3,0.011240534,0.011240534
4,130,4,0.011301462,0.011301462
4,130,5,0.005414757,0.005414757
4,130,6,0.011154925,0.011154925
4,130,7,0.008231833,0.008231833
4,130,8,0.004487324,0.004487324
4,130,9,0.01015028,0.01015028
4,130,10,0.008096608,0.008096608
4,130,11,0.008650742,0.008650742
4,130,12,0.010947104,0.010947104
4,130,13,0.00584564,0.00584564
4,130,14,0.006227549,0.006227549
4,130,15,0.00566234,0.00566234
4,130,16,0.006497942,0.006497942
4,130,17,0.011254119,0.011254119
4,130,18,0.00531388,0.00531388
4,130,19,0.008967056,0.008967056
4,130,20,0.003516793,0.003516793
4,130,21,0.010224649,0.010224649
4,130,22,0.004443319,0.004443319
4,130,23,0.011435438,0.011435438
4,131,0,0.007572328,0.007572328
4,131,1,0.004810975,0.004810975
4,131,2,0.005175267,0.005175267
4,131,3,0.004048217,0.004048217
4,131,4,0.010035939,0.010035939
4,131,5,0.006393609,0.006393609
4,131,6,0.003673983,0.003673983
4,131,7,0.005353249,0.005353249
4,131,8,0.011397856,0.011397856
4,131,9,0.010909743,0.010909743
4,131,10,0.006576783,0.006576783
4,131,11,0.009284292,0.009284292
4,131,12,0.006000435,0.006000435
4,131,13,0.00613812,0.00613812
4,131,14,0.01061074,0.01061074
4,131,15,0.007033753,0.007033753
4,131,16,0.005857105,0.005857105
4,131,17,0.006875893,0.006875893
4,131,18,0.009551897,0.009551897
4,131,19,0.01089421,0.01089421
4,131,20,0.008741023,0.008741023
4,131,21,0.007470933,0.007470933
4,131,22,0.00474516,0.00474516
4,131,23,0.006293933,0.006293933
4,132,0,0.008194445,0.008194445
4,132,1,0.010614709,0.010614709
4,132,2,0.00701057,0.00701057
4,132,3,0.010203546,0.010203546
4,132,4,0.004633535,0.004633535
4,132,5,0.008294427,0.008294427
4,132,6,0.011463744,0.011463744
4,132,7,0.009619232,0.009619232
4,132,8,0.01004024,0.01004024
4,132,9,0.005499483,0.005499483
4,132,10,0.007473075,0.007473075
4,132,11,0.006844708,0.006844708
4,132,12,0.007860193,0.007860193
4,132,13,0.008888806,0.008888806
4,132,14,0.006874108,0.006874108
4,132,15,0.006481724,0.006481724
4,132,16,0.010557438,0.010557438
4,132,17,0.010078315,0.010078315
4,132,18,0.008448379,0.008448379
4,132,19,0.005992916,0.005992916
4,132,20,0.010946414,0.010946414
4,132,21,0.003870485,0.003870485
4,132,22,0.003530937,0.003530937
4,132,23,0.006308587,0.006308587
4,133,0,0.009892519,0.009892519
4,133,1,0.010891894,0.010891894
4,133,2,0.005435174,0.005435174
4,133,3,0.008133075,0.008133075
4,133,4,0.008865507,0.008865507
4,133,5,0.008360256,0.008360256
4,133,6,0.003922852,0.003922852
4,133,7,0.003799452,0.003799452
4,133,8,0.010525317,0.010525317
4,133,9,0.006965897,0.006965897
4,133,10,0.01139754,0.01139754
4,133,11,0.006402132,0.006402132
4,133,12,0.008799678,0.008799678
4,133,13,0.009804569,0.009804569
4,133,14,0.009665363,0.009665363
4,133,15,0.008987999,0.008987999
4,133,16,0.009782711,0.009782711
4,133,17,0.006855588,0.006855588
4,133,18,0.008805253,0.008805253
4,133,19,0.005224178,0.005224178
4,133,20,0.00955293,0.00955293
4,133,21,0.006694623,0.006694623
4,133,22,0.00950737,0.00950737
4,133,23,0.008793449,0.008793449
4,134,0,0.0104158,0.0104158
4,134,1,0.009534392,0.009534392
4,134,2,0.006399652,0.006399652
4,134,3,0.00941214,0.00941214
4,134,4,0.007092295,0.007092295
4,134,5,0.006855421,0.006855421
4,134,6,0.007893854,0.007893854
4,134,7,0.004026575,0.004026575
4,134,8,0.008288025,0.008288025
4,134,9,0.009166589,0.009166589
4,134,10,0.007651375,0.007651375
4,134,11,0.009884939,0.009884939
4,134,12,0.007627627,0.007627627
4,134,13,0.01110576,0.01110576
4,134,14,0.005450905,0.005450905
4,134,15,0.007965045,0.007965045
4,134,16,0.004770333,0.004770333
4,134,17,0.008344954,0.008344954
4,134,18,0.005220005,0.005220005
4,134,19,0.01119839,0.01119839
4,134,20,0.009411467,0.009411467
4,134,21,0.0042027,0.0042027
4,134,22,0.005022432,0.005022432
4,134,23,0.01033196,0.01033196
4,135,0,0.008085925,0.008085925
4,135,1,0.008902316,0.008902316
4,135,2,0.006814796,0.006814796
4,135,3,0.005817563,0.005817563
4,135,4,0.004930002,0.004930002
4,135,5,0.010368978,0.010368978
4,135,6,0.008779742,0.008779742
4,135,7,0.00871302,0.00871302
