,lai,sai,rsto,dvi,photoperiod,PARsun,PARshade,A_n,fst,rsto_l,gsto_l,gsto,fO3_d,c_i,td_dd
0,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08589184680700843,0.026369329899078624,100000.0,12.066053624901782,0.0,1.0,398.62951530386215,0.0
1,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08777333576634706,0.025252242864026067,100000.0,12.050079016664357,0.0,1.0,398.8068776650502,0.0
2,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08682793732280705,0.024690097789089878,100000.0,12.062951854336621,0.0,1.0,398.7146305687289,0.0
3,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.0845402864760118,0.02433197682552575,100000.0,12.089548207983983,0.0,1.0,398.49501125149493,0.0
4,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08546292150673387,0.023972107212492565,100000.0,12.080994550701574,0.0,1.0,398.58366746466163,0.0
5,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08496498161532538,0.023757718293526138,100000.0,12.087288765617481,0.0,1.0,398.5372283902043,0.0
6,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08155292264011568,0.02279255859581008,100000.0,12.123285798276815,0.0,1.0,398.2158270061823,0.0
7,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08348701727278554,0.021945766974708177,100000.0,12.110301840676886,0.0,1.0,398.38629899172827,0.0
8,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08251479398317399,0.022241594881759526,100000.0,12.134111101024288,0.0,1.0,398.2814041299446,0.0
9,0.0,0.0,100000.0,-1.0,8.942670523667536,419.39110221234876,171.98417200427232,12.45652674274089,0.022697865097494434,100000.0,180.15044171409235,0.0,1.0,307.3082973345081,0.0
10,0.0,0.0,100000.0,-1.0,8.942670523667536,608.7420570544392,190.3681350209821,10.341088716446318,0.02451365482064098,100000.0,154.54698612305535,0.0,1.0,311.8150880130964,0.0
11,0.0,0.0,100000.0,-1.0,8.942670523667536,652.4753107637187,205.5393558970392,11.340098664761056,0.025437570591110965,100000.0,165.62682403269602,0.0,1.0,309.6224064383662,0.0
12,0.0,0.0,100000.0,-1.0,8.942670523667536,672.4935495962463,213.72471512324597,13.581400269765698,0.025870713853384606,100000.0,190.6301145960233,0.0,1.0,305.15666086450096,0.0
13,0.0,0.0,100000.0,-1.0,8.942670523667536,666.6314693880266,210.77099016117074,12.831259335894599,0.026302288961000102,100000.0,182.1829804404043,0.0,1.0,306.25165520652433,0.0
14,0.0,0.0,100000.0,-1.0,8.942670523667536,636.3669372502726,198.73657682257448,13.201399828926546,0.026318870780008406,100000.0,186.56540320911307,0.0,1.0,305.14656940340933,0.0
15,0.0,0.0,100000.0,-1.0,8.942670523667536,421.6138709212364,146.15817256151573,10.245824407451304,0.02645149490930122,100000.0,152.34011140818544,0.0,1.0,310.86386068882024,0.0
16,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.09921924392449843,0.02536147442972651,100000.0,12.004376295622212,0.0,1.0,399.85908505211876,0.0
17,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.0927196894719393,0.0243081983273033,100000.0,12.068870654063808,0.0,1.0,399.24481643832553,0.0
18,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.0873358361266714,0.02138014756752155,100000.0,12.113128223805573,0.0,1.0,398.90551934646805,0.0
19,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08690032876396978,0.01920843658423214,100000.0,12.022513963707617,0.0,1.0,399.2397862382876,0.0
20,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08711783392220424,0.019496988512687018,100000.0,12.036400411866378,0.0,1.0,398.9344263617959,0.0
21,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08524919326291346,0.01901105874913547,100000.0,12.111726416707299,0.0,1.0,398.59514048176953,0.0
22,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08661109330545654,0.01862981828535044,100000.0,12.09278725656942,0.0,1.0,398.71643213818265,0.0
23,0.0,0.0,100000.0,-1.0,8.942670523667536,0.0,0.0,-0.08589184680700843,0.018901288995720314,100000.0,12.092830300056987,0.0,1.0,398.6432310479456,0.0
24,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.08127998970441086,0.01944890958266006,100000.0,12.132695828108226,0.0,1.0,398.201000437561,0.0
25,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.08397704218909205,0.019975265809778375,100000.0,12.103333076324482,0.0,1.0,398.46097589038544,0.0
26,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.08265304690318075,0.020632092103753306,100000.0,12.11668511950961,0.0,1.0,398.3388484593537,0.0
27,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.07472202531331089,0.02133488715330567,100000.0,12.2011861859679,0.0,1.0,397.5893123853791,0.0
28,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.07912638051373432,0.02128159353135457,100000.0,12.156025379959859,0.0,1.0,398.01346639400145,0.0
29,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.07689539588351633,0.02097183071082569,100000.0,12.183194490963734,0.0,1.0,397.8145251857934,0.0
30,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.07631454065158189,0.01934955231328623,100000.0,12.198568493186649,0.0,1.0,397.79516953918505,0.0
31,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.07522829494615323,0.016931458612806344,100000.0,12.208210148542225,0.0,1.0,397.6932780743075,0.0
32,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.07580159351066146,0.01604833514041334,100000.0,12.19974778067315,0.0,1.0,397.7488572952416,0.0
33,0.0,0.0,100000.0,-1.0,8.962316451046682,417.3889043241055,169.83609023065355,14.420673136229928,0.01636379670106737,100000.0,218.76332426664192,0.0,1.0,292.4193131798067,0.0
34,0.0,0.0,100000.0,-1.0,8.962316451046682,602.3111724369595,188.0758077342936,10.245824407451304,0.021683742394487025,100000.0,157.60709905058275,0.0,1.0,313.1726611494131,0.0
35,0.0,0.0,100000.0,-1.0,8.962316451046682,645.5564718161929,203.15247014460667,12.175200564761397,0.02404966309134487,100000.0,180.88310284732106,0.0,1.0,310.2703560104544,0.0
36,0.0,0.0,100000.0,-1.0,8.962316451046682,655.2504269628141,207.86648469132916,14.034860906250186,0.02490421742399487,100000.0,202.53716741461827,0.0,1.0,307.7419823018099,0.0
37,0.0,0.0,100000.0,-1.0,8.962316451046682,649.4825837200683,205.0786839397532,14.323312635416345,0.025064226619832715,100000.0,205.44641926909188,0.0,1.0,307.45887756297157,0.0
38,0.0,0.0,100000.0,-1.0,8.962316451046682,620.8736378579644,193.4133477158105,14.194442575768402,0.024978375478744864,100000.0,203.5545212765574,0.0,1.0,307.81010310690283,0.0
39,0.0,0.0,100000.0,-1.0,8.962316451046682,488.7530884869914,166.8856955574454,10.955404065741241,0.025192749734862113,100000.0,165.65050172213466,0.0,1.0,313.95932248989544,0.0
40,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.10253831993689311,0.024797074481179827,100000.0,11.906614792489423,0.0,1.0,400.19995153244673,0.0
41,0.0,0.0,100000.0,-1.0,8.962316451046682,0.0,0.0,-0.09663491330853768,0.02465472579216893,100000.0,11.958214316117457,0.0,1.0,399.63368889007967,0.0
