,g_sv_per_layer,g_sv_sunlit,A_n,A_n_sunlit,A_c,A_j,A_p,A_n_limit_factor,R_d,c_i,c_i_sunlit,f_VPD,v_cmax,j_max,f_VPD_alt,loop_iterations
0,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
2,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
3,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
4,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
5,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
6,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
8,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
9,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
10,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
11,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
12,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
13,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
14,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
15,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
16,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
17,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
18,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
19,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
20,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
21,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
22,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
23,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
24,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
25,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
26,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
27,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
28,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
29,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
30,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
31,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
32,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
33,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
34,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
35,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
36,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
37,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
38,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
39,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
40,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
41,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
42,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
43,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
44,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
45,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
46,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
47,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
48,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
49,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
50,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
51,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
52,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
53,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
54,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
55,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
56,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
57,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
58,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
59,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
60,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
61,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
62,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
63,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
64,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
65,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
66,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
67,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
68,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
69,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
70,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
71,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
72,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
73,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
74,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
75,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
76,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
77,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
78,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
79,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
80,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
81,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
82,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
83,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
84,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
85,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
86,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
87,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
88,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
89,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
90,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
91,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
92,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
93,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
94,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
95,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
96,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
97,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
98,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
99,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
100,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
101,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
102,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
103,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
104,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
105,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
106,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
107,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
108,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
109,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
110,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
111,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
112,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
113,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
114,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
115,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
116,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
117,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
118,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
119,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
120,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
121,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
122,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
123,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
124,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
125,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
126,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
127,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
128,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
