,g_sv_per_layer,g_sv_sunlit,A_n,A_n_sunlit,A_c,A_j,A_p,A_n_limit_factor,R_d,c_i,c_i_sunlit,f_VPD,v_cmax,j_max,f_VPD_alt,loop_iterations
7830,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7831,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7832,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7833,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7834,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7835,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7836,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7837,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7838,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7839,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7840,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7841,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7842,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7843,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7844,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7845,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7846,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7847,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7848,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7849,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7850,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7851,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7852,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7853,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7854,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7855,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7856,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7857,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7858,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7859,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7860,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7861,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7862,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7863,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7864,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7865,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7866,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7867,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7868,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7869,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7870,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7871,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7872,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7873,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7874,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7875,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7876,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7877,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7878,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7879,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7880,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7881,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7882,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7883,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7884,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7885,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7886,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7887,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7888,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7889,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7890,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7891,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7892,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7893,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7894,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7895,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7896,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7897,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7898,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7899,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7900,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7901,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7902,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7903,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7904,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7905,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7906,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7907,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7908,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7909,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7910,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7911,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7912,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7913,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7914,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7915,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7916,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7917,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7918,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7919,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7920,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7921,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7922,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7923,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7924,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7925,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7926,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7927,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7928,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7929,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7930,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7931,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7932,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7933,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7934,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7935,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7936,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7937,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7938,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7939,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7940,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7941,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7942,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7943,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7944,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7945,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7946,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7947,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7948,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7949,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7950,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7951,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7952,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7953,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7954,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7955,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7956,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
7957,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
