,dd,hr,ts_c,par,td,lai,sai,dvi,photoperiod,PARsun,PARshade,A_n,A_n_limit_factor,fst,fst_acc,rsto_l,gsto_l,gsto,gsto_bulk,gsto_canopy,A_n_canopy,c_root,c_stem,c_leaf,c_harv,c_resv,npp,npp_acc,fO3_h,fO3_d,f_LS,f_LA,c_i,td_dd,td_dd_flag,o3_ppb,o3_nmol_m3,o3_ppb_i,canopy_height,pody,pod0,precip_acc,swp,asw,smd,sn,ei,et,pet,es,ei_acc,et_acc,pet_acc,es_acc,f_phen,leaf_f_phen,f_light,leaf_f_light,f_temp,f_VPD,f_SW,f_O3,ustar,rsto_c,ra,rb,rsur,rinc,V_cmax_25,J_max_25,LAIsunfrac,component_LAI,V_cmax,J_max,R_d,R_dc,total_emerged_leaves
10,71,10,10.64,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,606.0194288318602,159.2334129071284,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,26.63607143,1142.1526432615603,26.63607143,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13817597251861793,100000.0,0,43.946599720210514,149.17683945472385,0.4342288821927185,90.0,200.0,0.0,0.0,,,0.0,0.0,0
11,71,11,10.61,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,559.8054894007704,146.888511751504,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,26.11285714,1119.83563578134,26.11285714,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22222115167942677,100000.0,0,27.325770338848848,149.0858489332366,0.2700012921326519,90.0,200.0,0.0,0.0,,,0.0,0.0,0
12,71,12,10.51,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,547.654645907509,143.4341610797595,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,26.03485714,1116.8842500479807,26.03485714,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22044053347686735,100000.0,0,27.54649546274907,149.08705754003603,0.27218223956506415,90.0,200.0,0.0,0.0,,,0.0,0.0,0
13,71,13,10.27,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,566.1487932972495,148.6541982623409,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,27.473,1179.5779856943561,27.473,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20833232969946264,100000.0,0,29.147488361438768,149.0958237666527,0.28800137827482863,90.0,200.0,0.0,0.0,,,0.0,0.0,0
14,71,14,9.89,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,620.6030549765544,162.9089542722437,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,29.21878571,1256.2191630645764,29.21878571,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17841794389646284,100000.0,0,34.03449239808718,149.12258033777434,0.3362890345125245,90.0,200.0,0.0,0.0,,,0.0,0.0,0
15,71,15,9.56,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,730.5337263871062,188.39482239736697,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,26.29342857,1131.7672328147457,26.29342857,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18233530394209374,100000.0,0,33.30328260047204,149.11857714038595,0.32906407478666955,90.0,200.0,0.0,0.0,,,0.0,0.0,0
16,71,16,9.36,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,950.6597332696736,236.52557262459993,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,30.58507143,1317.4275473965017,30.58507143,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17592507841287955,100000.0,0,34.51676253328275,149.12522061011964,0.3410542637465076,90.0,200.0,0.0,0.0,,,0.0,0.0,0
17,71,17,9.34,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,1152.905579282299,393.65682536757714,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,30.64828571,1320.2439173549553,30.64828571,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17806182025595094,100000.0,0,34.10256138288336,149.12295299530294,0.33696161258154955,90.0,200.0,0.0,0.0,,,0.0,0.0,0
18,71,18,9.25,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,0.0,0.0,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,31.78157143,1369.499067583252,31.78157143,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17877406753697472,100000.0,0,33.9666946044655,149.1222091643012,0.3356191360374,90.0,200.0,0.0,0.0,,,0.0,0.0,0
19,71,19,8.26,694.4442013129103,0.0,0.0,4.28571414947509,-1.0,12.701908669196873,0.0,0.0,0.0,NA,0.0,0.0,[100000],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-770.0,31.10035714,1344.8595039144336,31.10035714,0.001,0.0,0.0,0.0,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15420153634165357,100000.0,0,39.37940113496923,149.15184018312826,0.3891011692627592,90.0,200.0,0.0,0.0,,,0.0,0.0,0
