,date,dd,hr,Ts_C,Ts_K,P,precip,u,O3,uh,O3_nmol,td,Tleaf_C,u_,Rn,cloudfrac,R,PAR,PPFD,Idrctt,Idfuse,VPD,RH,CO2,h,SWP,SWC,Hd,VPD_dd,esat,eact,is_daylight,sinB,leaf_fphen,LAI,V_cmax_25,J_max_25,snow_depth,ustar_ref,ustar
25,13/03/2015,72,1,4.12,,101.18,5,0.93,24.77342857,,1087.2622255858237,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.12,1.146265800247812,391.0,,,0.297,,0.0,0.8204241852619608,0.9404241852619608,False,0.0,,,,,,,
26,13/03/2015,72,2,4.01,,101.18,5,0.56,25.40285714,,1115.3292181424138,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.12,1.147402009646328,391.0,,,0.297,,0.0,0.814100162459959,0.934100162459959,False,0.0,,,,,,,
27,13/03/2015,72,3,3.69,,101.18,5,0.22,25.46164286,,1119.202439051213,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.12,1.15076383544958,391.0,,,0.297,,0.0,0.7959468505305545,0.9159468505305545,False,0.0,,,,,,,
28,13/03/2015,72,4,3.61,,101.18,5,0.26,25.21907143,,1108.860303120984,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.12,1.1516176237950322,391.0,,,0.297,,0.0,0.7914647189183281,0.9114647189183281,False,0.0,,,,,,,
29,13/03/2015,72,5,3.46,,101.18,5,0.31,25.25185714,,1110.9039560503725,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.13,1.166002503839266,391.0,,,0.297,,0.0,0.7831207180216638,0.9131207180216638,False,0.0,,,,,,,
30,13/03/2015,72,6,3.1,,101.18,5,0.55,23.9655,,1055.6872438224118,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.12,1.157189234585773,391.0,,,0.297,,0.0,0.7634110587549173,0.8834110587549173,False,0.0,,,,,,,
31,13/03/2015,72,7,2.67,,101.18,5,0.65,24.20471429,,1067.886934102827,4.758333333333333,,,0.0031929978118161923,,1.1086797957695111,0.49890590809628,2.28,0.001907248885126852,0.4969986592111531,-0.12,1.1620649682626893,391.0,,,0.297,,0.0,0.740443794154782,0.860443794154782,False,0.13626796610548558,,,,,,,
32,13/03/2015,72,8,3.17,,101.18,5,0.91,27.15121429,,1195.715897822931,4.758333333333333,,,0.10853391684901531,,37.68538779479698,16.95842450765864,77.5,0.09831953540027377,16.86010497225837,-0.13,1.169445389969295,391.0,,,0.297,,0.0,0.7672088336162889,0.8972088336162889,False,0.28697987659169,,,,,,,
33,13/03/2015,72,9,5.11,,101.18,5,2.32,28.79071429,,1259.0782601898793,4.758333333333333,,,0.33471332538543463,,117.75346462436177,52.9890590809628,242.16,0.9726638043716982,52.0163952765911,-0.12,1.1364691609608346,391.0,,,0.297,,-0.12,0.8793195411704685,0.9993195411704685,True,0.4147317313109192,,,,,,,
34,13/03/2015,72,10,5.68,,101.18,5,3.23,26.63607143,,1162.4699588681212,4.758333333333333,,,0.4631453470923695,,167.42523705324578,75.3413566739606,344.31,3.0607379943126056,72.280618679648,0.0,1.0,391.0,,,0.297,,-0.12,0.9148933971453199,0.9148933971453199,True,0.51081745248398,,,,,,,
35,13/03/2015,72,11,5.74,,101.18,5,3.34,26.11285714,,1139.3902972832047,4.758333333333333,,,0.46606655493752813,,163.90955506929245,73.75929978118161,337.08,1.3637061105367196,72.39559367064489,0.0,1.0,391.0,,,0.297,,-0.12,0.9187108001695915,0.9187108001695915,True,0.5686889570020902,,,,,,,
36,13/03/2015,72,12,5.98,,101.18,5,3.98,26.03485714,,1135.0101614610046,4.758333333333333,,,0.6539119920938706,,243.87551665451008,109.74398249452953,501.53,10.385450526254411,99.35853196827512,0.0,1.0,391.0,,,0.297,,-0.12,0.934121174222929,0.934121174222929,True,0.5844023974695237,,,,,,,
37,13/03/2015,72,13,6.44,,101.18,5,3.97,27.473,,1195.7365882381146,4.758333333333333,,,0.950877883307254,,376.5329443228787,169.4398249452954,774.34,43.877634300985505,125.5621906443099,0.01,0.989629736452301,391.0,,,0.297,,-0.11,0.9642956472614275,0.9542956472614275,True,0.5568869288861131,,,,,,,
38,13/03/2015,72,14,6.62,,101.18,5,3.58,29.21878571,,1270.9020692490176,4.758333333333333,,,0.7847575939103872,,315.17140773158275,141.82713347921225,648.15,32.884352319022504,108.94278116018975,0.0,1.0,391.0,,,0.297,,-0.11,0.9763347919698588,0.9763347919698588,True,0.48801768496435605,,,,,,,
39,13/03/2015,72,15,6.1,,101.18,5,3.23,26.29342857,,1145.790203720884,4.758333333333333,,,0.44427971076669254,,175.9494286408947,79.17724288840262,361.84,9.1835038602252,69.99373902817742,0.0,1.0,391.0,,,0.297,,-0.11,0.941911439252417,0.941911439252417,True,0.3824879908657134,,,,,,,
40,13/03/2015,72,16,5.88,,101.18,5,3.4,30.58507143,,1333.8582102819978,4.758333333333333,,,0.24745580824986452,,103.61293459761731,46.62582056892779,213.08,4.7932029606335815,41.832617608294214,0.11,0.8814236985323016,391.0,,,0.297,,0.0,0.9276727190716544,0.8176727190716544,True,0.24748952084694262,,,,,,,
41,13/03/2015,72,17,5.58,,101.18,5,2.71,30.64828571,,1338.0536871294846,4.758333333333333,,,0.06938023963162336,,27.70240700218818,12.466083150984682,56.97,0.7233910493691195,11.742692101615562,0.07,0.9229551856182654,391.0,,,0.297,,0.0,0.9085621214319566,0.8385621214319565,False,0.09222219754430275,,,,,,,
42,13/03/2015,72,18,5.52,,101.18,5,2.26,31.78157143,,1387.829822677398,4.758333333333333,,,0.0,,13.22635545830294,5.951859956236324,27.2,0.0,0.0,0.07,0.9226332906403587,391.0,,,0.297,,0.0,0.9047819220874834,0.8347819220874835,False,0.0,,,,,,,
43,13/03/2015,72,19,5.54,,101.18,5,1.94,31.10035714,,1357.985263183324,4.758333333333333,,,0.0,,1.147580841235108,0.5164113785557987,2.36,0.0,0.0,-0.09,1.09933331396202,391.0,,,0.297,,0.0,0.9060404451462412,0.9960404451462411,False,0.0,,,,,,,
44,13/03/2015,72,20,5.48,,101.18,5,1.29,27.71071429,,1210.2383534599667,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.1,1.110831630922373,391.0,,,0.297,,0.0,0.9022694980464607,1.0022694980464608,False,0.0,,,,,,,
45,13/03/2015,72,21,4.39,,101.18,5,1.27,26.10742857,,1144.69445961939,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.1,1.11959850126108,391.0,,,0.297,,0.0,0.8361308791127988,0.9361308791127988,False,0.0,,,,,,,
46,13/03/2015,72,22,4.49,,101.18,5,0.96,26.09778571,,1143.8595209366638,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.1,1.1187627118390147,391.0,,,0.297,,0.0,0.8420151279094408,0.9420151279094408,False,0.0,,,,,,,
47,13/03/2015,72,23,3.64,,101.18,5,0.65,25.79321429,,1133.9819372952045,4.758333333333333,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.1,1.1260806846100229,391.0,,,0.297,,0.0,0.793142901383409,0.893142901383409,False,0.0,,,,,,,
48,14/03/2015,73,0,0.97,,101.18,5,0.57,25.123,,1115.274677353402,8.967499999999998,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.09,1.1372990804014855,391.0,,,0.297,,0.0,0.6555032978868092,0.7455032978868091,False,0.0,,,,,,,
49,14/03/2015,73,1,1.81,,101.18,5,1.28,24.77342857,,1096.3965569107556,8.967499999999998,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.11,1.1579706591474617,391.0,,,0.297,,0.0,0.6963318415815293,0.8063318415815293,False,0.0,,,,,,,
50,14/03/2015,73,2,4.27,,101.18,5,3.38,25.40285714,,1114.2839236549328,8.967499999999998,,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.1,1.1206101405908782,391.0,,,0.297,,0.0,0.8291176804047524,0.9291176804047524,False,0.0,,,,,,,
51,14/03/2015,73,3,4.14,,101.18,5,4.44,25.46164286,,1117.3861416817695,8.967499999999998,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,391.0,,,0.297,,0.0,0.821578652039042,0.821578652039042,False,0.0,,,,,,,
52,14/03/2015,73,4,3.66,,101.18,5,3.37,25.21907143,,1108.6600104467454,8.967499999999998,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,391.0,,,0.297,,0.0,0.794263433354079,0.794263433354079,False,0.0,,,,,,,
