Date,Year,dd,hr,Ts_C,VPD,u,SWC,"P, kPa","O3, ppb",PPFD,RH,"precip, mm"
0,2015,71,0,5.36,-0.09,2.9,0.297,101.18,25.123,0,109.6,5
