,dd,hr,Ts_C,P,precip,u,O3,uh,O3_nmol,td,Tleaf_C,u_,Rn,R,PAR,PPFD,Idrctt,Idfuse,VPD,RH,CO2,h,SWP,SWC,Hd,VPD_dd,esat,eact,is_daylight,sinB,leaf_fphen,LAI,V_cmax_25,J_max_25,snow_depth
0,1,0,3.28,91.86,0.03,0.52,33.904,,1355.0290248807776,3.7691666666666674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.05699,0.926294323721942,391.0,,,,,0.0,0.7732104619053026,0.7162204619053026,False,0.0,,,,,
1,1,1,3.54,91.88,0.03,0.52,32.521,,1298.8165257527874,3.7691666666666674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.07755,0.9015314543582887,391.0,,,,,0.0,0.7875611393934294,0.7100111393934294,False,0.0,,,,,
2,1,2,3.41,91.87,0.03,0.52,31.771,,1269.3214689799288,3.7691666666666674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.07661,0.9018269450503268,391.0,,,,,0.0,0.7803566878841943,0.7037466878841944,False,0.0,,,,,
3,1,3,3.09,91.86,0.03,0.52,31.242,,1249.496647021984,3.7691666666666674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.06531,0.9143890694520602,391.0,,,,,0.0,0.7628698763346364,0.6975598763346365,False,0.0,,,,,
4,1,4,3.22,91.86,0.03,0.5,30.818,,1231.95936881986,3.7691666666666674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.07418,0.9036537953824718,391.0,,,,,0.0,0.769931729998885,0.695751729998885,False,0.0,,,,,
5,1,5,3.15,91.86,0.03,0.48,30.537,,1221.0355726276207,3.7691666666666674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.07272,0.9050803989832805,391.0,,,,,0.0,0.7661220572049265,0.6934020572049265,False,0.0,,,,,
6,1,6,2.66,91.92,0.037,0.45,29.19,,1170.0124785209307,3.7691666666666674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.04788,0.9352900402548562,391.0,,,,,0.0,0.7399170110532056,0.6920370110532056,False,0.0,,,,,
7,1,7,2.94,91.87,0.037,0.56,28.129,,1125.7286625204476,3.7691666666666674,,,0.0,0.0,0.0,0.0,0.0,0.0,0.07694,0.8980647239556264,391.0,,,,,0.0,0.7547926781157406,0.6778526781157406,False,0.0,,,,,
8,1,8,2.8,91.89,0.037,0.64,28.446,,1139.2405900870165,3.7691666666666674,,,0.0,76.55555555555556,34.45,157.43650000000002,2.423584644540353,32.02641535545965,0.09764,0.8693468439205043,391.0,,,,,0.09764,0.7473221690916605,0.6496821690916605,True,0.047948240219174876,,,,,
9,1,9,5.08,92.02,0.01,0.63,29.466,,1172.0762043958582,3.7691666666666674,,,1.1011864007455467,479.88888888888886,215.95,986.8915000000001,117.33939869386606,98.61060130613393,0.25387,0.7106833574512268,391.0,,,,,0.35151,0.8774814948891244,0.6236114948891245,True,0.20146031408336806,,,,,
10,1,10,3.46,91.94,0.01,0.69,31.467,,1257.9064793396124,3.7691666666666674,,,2.0081634551133045,792.8888888888889,356.8,1630.5760000000002,231.39486282776292,125.40513717223709,0.16842,0.7849373715645448,391.0,,,,,0.51993,0.7831207180216638,0.6147007180216638,True,0.3239876222689517,,,,,
