,t_l_estimate,t_lse_constant,t_lma,t_lem,t_lep,t_lse,gamma_1,gamma_2,gamma_3,g_sto_0,m,V_cmax_25,J_max_25,PARsun,PARshade,LAI,D_0,g_bv,td_dd,fO3_d_prev,O3up_acc,Tleaf_C,O3up,eact,sinB,c_a,is_daylight
1336,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,395.92494024971506,130.57805556457546,0.0,2.27,2130232.381689847,0.0,1.0,0.0,13.4,0.0,0.51525,0.336180521933761,391.0,True
1337,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,219.41017214355904,69.56988313122847,0.0,2.27,1983138.42179511,0.0,1.0,0.0,12.53,0.0,0.43645,0.16603438023980774,391.0,True
1338,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1394564.4481342551,0.0,1.0,0.0,8.46,0.0,0.06358,0.0,391.0,False
1339,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1314807.9707698764,0.0,1.0,0.0,10.58,0.0,0.24143,0.0,391.0,False
1340,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1247336.3620130697,0.0,1.0,0.0,9.51,0.0,0.16692,0.0,391.0,False
1341,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1229890.239005091,0.0,1.0,0.0,6.53,0.0,0.0,0.0,391.0,False
1342,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1157479.157479736,0.0,1.0,0.0,7.81,0.0,0.08897000000000001,0.0,391.0,False
1343,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1100047.2717115388,0.0,1.0,0.0,7.16,0.0,0.07843,0.0,391.0,False
1344,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1080224.9765673815,0.0,1.0,0.0,5.0,0.0,0.0,0.0,391.0,False
1345,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1119518.6465619945,0.0,1.0,0.0,6.02,0.0,0.06638,0.0,391.0,False
1346,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1176000.0,0.0,1.0,0.0,5.51,0.0,0.06284,0.0,391.0,False
1347,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1264541.814255266,0.0,1.0,0.0,4.28,0.0,0.01795,0.0,391.0,False
1348,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1264541.814255266,0.0,1.0,0.0,4.75,0.0,0.06196,0.0,391.0,False
1349,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1264541.814255266,0.0,1.0,0.0,4.51,0.0,0.06235,0.0,391.0,False
1350,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1281516.2894009582,0.0,1.0,0.0,7.33,0.0,0.25901,0.0,391.0,False
1351,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1882518.5258052575,0.0,1.0,0.0,5.29,0.0,0.08225,0.0,391.0,False
1352,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,358.98194279272326,113.73663909865184,0.0,2.27,1983138.42179511,0.0,1.0,0.0,6.3,0.0,0.14425,0.18206746406274144,391.0,True
1353,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,472.4399014503072,156.89038200349387,0.0,2.27,2047473.0767460656,0.0,1.0,0.0,13.1,0.0,0.70017,0.3507562467733581,391.0,True
1354,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,521.2604146958467,176.86149527111678,0.0,2.27,2057999.9999999998,0.0,1.0,0.0,9.25,0.0,0.31963,0.4879782225226815,391.0,True
1355,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,541.1784389516979,181.69758680000643,0.0,2.27,2068473.3500821323,0.0,1.0,0.0,11.17,0.0,0.44792,0.5843819404334326,391.0,True
1356,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,544.618550511305,180.12315968133873,0.0,2.27,2068473.3500821323,0.0,1.0,0.0,15.93,0.0,0.90759,0.63339764644467,391.0,True
1357,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,536.8338066400436,177.71794927631578,0.0,2.27,1961224.617426571,0.0,1.0,0.0,14.06,0.0,0.6630199999999999,0.631685001194012,391.0,True
1358,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,516.9484871002255,173.7370438682496,0.0,2.27,1859419.2641790072,0.0,1.0,0.0,15.0,0.0,0.73225,0.579360718625011,391.0,True
1359,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,474.9108251095334,161.1244390755739,0.0,2.27,1739327.456231287,0.0,1.0,0.0,12.83,0.0,0.46928000000000003,0.4799906121247789,391.0,True
1360,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,396.39955551964306,131.16585443296063,0.0,2.27,1824222.0259606559,0.0,1.0,0.0,14.89,0.0,0.69134,0.34034659023444114,391.0,True
1361,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,223.163827212132,70.91901962995104,0.0,2.27,1871004.5430196044,0.0,1.0,0.0,13.85,0.0,0.58609,0.16994516227316675,391.0,True
1362,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1394564.4481342551,0.0,1.0,0.0,9.42,0.0,0.13155999999999998,0.0,391.0,False
1363,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1513457.630725089,0.0,1.0,0.0,11.68,0.0,0.35176,0.0,391.0,False
1364,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1650070.907567308,0.0,1.0,0.0,10.54,0.0,0.26754,0.0,391.0,False
1365,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1812337.7168728788,0.0,1.0,0.0,7.28,0.0,0.02399,0.0,391.0,False
1366,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1676057.8748957326,0.0,1.0,0.0,8.71,0.0,0.14841,0.0,391.0,False
1367,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1555701.7709059792,0.0,1.0,0.0,8.0,0.0,0.11779,0.0,391.0,False
1368,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1499111.7369962786,0.0,1.0,0.0,6.4,0.0,0.031760000000000004,0.0,391.0,False
1369,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1264541.814255266,0.0,1.0,0.0,6.97,0.0,0.0801,0.0,391.0,False
1370,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1194233.645481486,0.0,1.0,0.0,6.68,0.0,0.07393999999999999,0.0,391.0,False
1371,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1347277.2543170168,0.0,1.0,0.0,5.14,0.0,0.0,0.0,391.0,False
1372,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1314807.9707698764,0.0,1.0,0.0,5.97,0.0,0.06531,0.0,391.0,False
1373,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1347277.2543170168,0.0,1.0,0.0,5.55,0.0,0.06502999999999999,0.0,391.0,False
1374,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1425217.8780804006,0.0,1.0,0.0,6.6,0.0,0.15546,0.0,391.0,False
1375,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1994005.0150388286,0.0,1.0,0.0,5.61,0.0,0.09934,0.0,391.0,False
1376,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,362.30096773151894,115.17720540053486,0.0,2.27,2120064.1499728253,0.0,1.0,0.0,6.09,0.0,0.16976,0.18696761730946176,391.0,True
1377,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,473.4747634192958,157.84988392342285,0.0,2.27,2200094.5434230776,0.0,1.0,0.0,12.67,0.0,0.7396699999999999,0.3557702831776334,391.0,True
1378,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,521.7066709402964,177.37968266324242,0.0,2.27,2120064.1499728253,0.0,1.0,0.0,8.62,0.0,0.39486,0.49304335523713155,391.0,True
1379,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,541.2809890724648,181.874871987546,0.0,2.27,2057999.9999999998,0.0,1.0,0.0,10.64,0.0,0.56892,0.5894319004815791,391.0,True
1380,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,544.65589963457,180.10132498474297,0.0,2.27,2026255.1665572627,0.0,1.0,0.0,15.48,0.0,1.06607,0.6383671988421697,391.0,True
1381,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,536.8136473973618,177.7373420312407,0.0,2.27,2026255.1665572627,0.0,1.0,0.0,13.63,0.0,0.88244,0.636514390605033,391.0,True
1382,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,517.1411779411839,173.93335891515287,0.0,2.27,2036891.7497009994,0.0,1.0,0.0,14.57,0.0,1.0001200000000001,0.5839997415896196,391.0,True
1383,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,477.1171536779635,162.10485741892472,0.0,2.27,2047473.0767460656,0.0,1.0,0.0,11.8,0.0,0.7369899999999999,0.48440203834176904,391.0,True
1384,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,398.95525649782894,132.44915317237056,0.0,2.27,2026255.1665572627,0.0,1.0,0.0,14.26,0.0,0.9722299999999999,0.3445086997448355,391.0,True
1385,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,228.06117447255755,72.62351282548337,0.0,2.27,1950175.376728975,0.0,1.0,0.0,13.03,0.0,0.82636,0.17385322563952732,391.0,True
1386,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1409974.4678539394,0.0,1.0,0.0,7.37,0.0,0.28638,0.0,391.0,False
1387,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1347277.2543170168,0.0,1.0,0.0,10.32,0.0,0.53455,0.0,391.0,False
1388,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1281516.2894009582,0.0,1.0,0.0,8.85,0.0,0.43928999999999996,0.0,391.0,False
1389,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1212193.0539315923,0.0,1.0,0.0,4.81,0.0,0.19744,0.0,391.0,False
1390,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1176000.0,0.0,1.0,0.0,6.51,0.0,0.29165,0.0,391.0,False
1391,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1138657.1037849807,0.0,1.0,0.0,5.66,0.0,0.22371999999999997,0.0,391.0,False
1392,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1138657.1037849807,0.0,1.0,0.0,2.45,0.0,0.029519999999999998,0.0,391.0,False
1393,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1060032.0749864127,0.0,1.0,0.0,4.03,0.0,0.13174,0.0,391.0,False
1394,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,997002.5075194143,0.0,1.0,0.0,3.24,0.0,0.1061,0.0,391.0,False
1395,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,952668.8826659553,0.0,1.0,0.0,1.86,0.0,0.05437,0.0,391.0,False
1396,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1018445.8748504997,0.0,1.0,0.0,2.25,0.0,0.07716,0.0,391.0,False
1397,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1060032.0749864127,0.0,1.0,0.0,2.05,0.0,0.06492,0.0,391.0,False
1398,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1100047.2717115388,0.0,1.0,0.0,6.58,0.0,0.32658000000000004,0.0,391.0,False
1399,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,11.89,11.89,0.0,2.27,1541749.0068101226,0.0,1.0,0.0,3.43,0.0,0.06715,0.0029344161423388027,391.0,False
1400,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,367.1647196518811,116.7044889955911,0.0,2.27,1610304.3190651883,0.0,1.0,0.0,5.0,0.0,0.13084,0.1919233570253755,391.0,True
1401,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,476.02876703196745,158.7739517603926,0.0,2.27,1527668.8122757499,0.0,1.0,0.0,14.18,0.0,0.8556600000000001,0.36082995236164433,391.0,True
1402,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,523.0868286289744,177.77938777978514,0.0,2.27,1623668.0695265273,0.0,1.0,0.0,9.12,0.0,0.41048999999999997,0.49814349681032566,391.0,True
1403,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,542.1876462942168,181.8522975688254,0.0,2.27,1726858.998297197,0.0,1.0,0.0,11.66,0.0,0.6528,0.5945062992386029,391.0,True
1404,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,545.3840781570171,179.84389631322426,0.0,2.27,1847761.3482265505,0.0,1.0,0.0,18.45,0.0,1.449,0.6433513939080494,391.0,True
1405,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,537.5485801560764,177.51041509187652,0.0,2.27,1788332.1839076765,0.0,1.0,0.0,15.63,0.0,1.10002,0.6413500683372783,391.0,True
1406,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,518.1612985888025,173.95006281774812,0.0,2.27,1739327.456231287,0.0,1.0,0.0,17.05,0.0,1.2788700000000002,0.5886387095565903,391.0,True
1407,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,478.6379308420999,162.51461629520745,0.0,2.27,1663115.1493507598,0.0,1.0,0.0,14.24,0.0,0.9532299999999999,0.48880950955725055,391.0,True
1408,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,401.56501076050733,133.34651219026884,0.0,2.27,1623668.0695265273,0.0,1.0,0.0,17.04,0.0,1.33609,0.3486656633436606,391.0,True
1409,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,233.87090477554358,74.28051737441021,0.0,2.27,1555701.7709059792,0.0,1.0,0.0,15.64,0.0,1.2272299999999998,0.1777577424366204,391.0,True
1410,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,720149.9843782543,0.0,1.0,0.0,8.63,0.0,0.55043,0.0,391.0,False
1411,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,360074.99218912714,0.0,1.0,0.0,12.36,0.0,0.48927,0.0,391.0,False
1412,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,207889.39366884498,0.0,1.0,0.0,10.49,0.0,0.10392,0.0,391.0,False
1413,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,464854.8160447518,0.0,1.0,0.0,5.32,0.0,0.1742,0.0,391.0,False
1414,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,207889.39366884498,0.0,1.0,0.0,7.53,0.0,0.32266,0.0,391.0,False
1415,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,207889.39366884498,0.0,1.0,0.0,6.43,0.0,0.24739,0.0,391.0,False
1416,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,294000.0,0.0,1.0,0.0,3.94,0.0,0.09594,0.0,391.0,False
1417,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,207889.39366884498,0.0,1.0,0.0,4.88,0.0,0.14524,0.0,391.0,False
1418,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,294000.0,0.0,1.0,0.0,4.42,0.0,0.11342,0.0,391.0,False
1419,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,550023.6358557694,0.0,1.0,0.0,3.32,0.0,0.04711,0.0,391.0,False
1420,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,415778.78733768995,0.0,1.0,0.0,3.74,0.0,0.06512000000000001,0.0,391.0,False
1421,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,509222.93742524984,0.0,1.0,0.0,3.53,0.0,0.04552,0.0,391.0,False
1422,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,657403.9853849382,0.0,1.0,0.0,9.72,0.0,0.45513000000000003,0.0,391.0,False
1423,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,13.530000444975487,13.529999991847822,0.0,2.27,464854.8160447518,0.0,1.0,0.0,5.45,0.0,0.0,0.007791664677165841,391.0,False
1424,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,317.00217814866954,100.46247600081561,0.0,2.27,415778.78733768995,0.0,1.0,0.0,7.58,0.0,0.0,0.19693210967321859,391.0,True
1425,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,473.5349467056134,157.95659503760027,0.0,2.27,509222.93742524984,0.0,1.0,0.0,15.92,0.0,0.61193,0.36593257306300697,391.0,True
1426,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,519.1711328299741,176.17681932265657,0.0,2.27,1281516.2894009582,0.0,1.0,0.0,11.79,0.0,0.29138000000000003,0.5032759525529873,391.0,True
1427,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,537.437831413379,179.7943114034536,0.0,2.27,1347277.2543170168,0.0,1.0,0.0,13.85,0.0,0.36787,0.5996025238015841,391.0,True
1428,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,541.5704612286102,178.1128140569483,0.0,2.27,1409974.4678539394,0.0,1.0,0.0,16.71,0.0,0.57372,0.6483477901653907,391.0,True
1429,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,533.9199470516966,175.79869468359814,0.0,2.27,1484627.2259392252,0.0,1.0,0.0,16.19,0.0,0.53015,0.6461898422970752,391.0,True
1430,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,514.9202006632671,172.51714404369267,0.0,2.27,1541749.0068101226,0.0,1.0,0.0,16.46,0.0,0.58409,0.5932757407776861,391.0,True
1431,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,433.88431453939364,147.19172241587063,0.0,2.27,1596828.7322064317,0.0,1.0,0.0,13.75,0.0,0.30294,0.49321149418108223,391.0,True
1432,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,365.106675723388,121.29056046196932,0.0,2.27,1541749.0068101226,0.0,1.0,0.0,15.73,0.0,0.5253,0.35281631554883597,391.0,True
1433,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,216.4352627953774,68.58662778151152,0.0,2.27,1484627.2259392252,0.0,1.0,0.0,14.74,0.0,0.42473,0.18165790429073228,391.0,True
1434,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,749555.8684981393,0.0,1.0,0.0,9.71,0.0,0.0,0.0,391.0,False
1435,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,689491.1166940442,0.0,1.0,0.0,12.39,0.0,0.15621,0.0,391.0,False
1436,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,720149.9843782543,0.0,1.0,0.0,11.05,0.0,0.10572999999999999,0.0,391.0,False
1437,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,777850.8854529896,0.0,1.0,0.0,7.37,0.0,0.0,0.0,391.0,False
1438,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,720149.9843782543,0.0,1.0,0.0,8.93,0.0,0.03656,0.0,391.0,False
1439,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,720149.9843782543,0.0,1.0,0.0,8.15,0.0,0.01009,0.0,391.0,False
1440,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,777850.8854529896,0.0,1.0,0.0,6.63,0.0,0.0,0.0,391.0,False
1441,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,657403.9853849382,0.0,1.0,0.0,7.13,0.0,0.0,0.0,391.0,False
1442,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,657403.9853849382,0.0,1.0,0.0,6.89,0.0,0.0,0.0,391.0,False
1443,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,749555.8684981393,0.0,1.0,0.0,5.21,0.0,0.0,0.0,391.0,False
1444,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,749555.8684981393,0.0,1.0,0.0,6.15,0.0,0.0,0.0,391.0,False
1445,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,777850.8854529896,0.0,1.0,0.0,5.68,0.0,0.0,0.0,391.0,False
1446,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,777850.8854529896,0.0,1.0,0.0,10.94,0.0,0.29736999999999997,0.0,391.0,False
1447,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,20.232071666530356,20.22993734641067,0.0,2.27,1157479.157479736,0.0,1.0,0.0,7.12,0.0,0.0,0.012708298731964912,391.0,False
1448,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,377.98141202497396,119.77508131056628,0.0,2.27,1247336.3620130697,0.0,1.0,0.0,9.03,0.0,0.0,0.20199126305743115,391.0,True
1449,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,480.84614303839277,160.56252945193137,0.0,2.27,1298268.8473501937,0.0,1.0,0.0,17.22,0.0,0.7663,0.37107543626598255,391.0,True
