,t_l_estimate,t_lse_constant,t_lma,t_lem,t_lep,t_lse,gamma_1,gamma_2,gamma_3,g_sto_0,m,V_cmax_25,J_max_25,PARsun,PARshade,LAI,D_0,g_bv,td_dd,fO3_d_prev,O3up_acc,Tleaf_C,O3up,eact,sinB,c_a,is_daylight
4160,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,482.28736139208365,162.0702669988506,0.0,2.27,1812337.7168728788,375.0800000000004,1.0,71.76625728444685,16.04,0.0,0.89774,0.5621444236228492,391.0,True
4161,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,507.2698170969271,160.55648006905457,0.0,2.27,1776207.758118402,375.0800000000004,1.0,71.76625728444685,24.44,0.0,2.1479,0.7144845842701275,391.0,True
4162,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,510.9065602376522,144.80884277273458,0.0,2.27,1663115.1493507598,375.0800000000004,1.0,71.76625728444685,20.53,0.0,1.5349899999999999,0.8356853243972917,391.0,True
4163,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,504.299278053532,125.96576035112284,0.0,2.27,1527668.8122757499,375.0800000000004,1.0,71.76625728444685,22.49,0.0,1.9119099999999998,0.917487013858369,391.0,True
4164,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,496.97347204677334,114.66275310743107,0.0,2.27,1363221.9188378684,375.0800000000004,1.0,71.76625728444685,25.98,0.0,2.62875,0.9543150027002705,391.0,True
4165,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,493.90961371040805,116.85123597504062,0.0,2.27,1347277.2543170168,375.0800000000004,1.0,71.76625728444685,24.97,0.0,2.4408,0.9436595243445496,391.0,True
4166,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,493.14384008341125,130.05280662686232,0.0,2.27,1347277.2543170168,375.0800000000004,1.0,71.76625728444685,25.48,0.0,2.56184,0.8862467320321384,391.0,True
4167,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,486.5351073127332,145.43578420694934,0.0,2.27,1394564.4481342551,375.0800000000004,1.0,71.76625728444685,24.0,0.0,2.29363,0.7859892126800022,391.0,True
4168,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,462.24536770722057,151.31765964638237,0.0,2.27,1455225.7556819147,375.0800000000004,1.0,71.76625728444685,25.32,0.0,2.57134,0.6497193505486046,391.0,True
4169,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,408.0687956718554,137.87125561419987,0.0,2.27,1499111.7369962786,375.0800000000004,1.0,71.76625728444685,24.66,0.0,2.46313,0.4867237115456057,391.0,True
4170,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,304.233335052436,99.14149940788812,0.0,2.27,1513457.630725089,375.0800000000004,1.0,71.76625728444685,18.34,0.0,1.4446700000000001,0.30811017910603006,391.0,True
4171,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,86.82683312877046,28.53864275783407,0.0,2.27,1583238.453297544,375.0800000000004,1.0,71.76625728444685,22.1,0.0,1.99794,0.12605097029281662,391.0,True
4172,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1623668.0695265273,375.0800000000004,1.0,71.76625728444685,20.21,0.0,1.6776900000000001,0.0,391.0,False
4173,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1039446.9683442248,375.0800000000004,1.0,71.76625728444685,15.02,0.0,0.94926,0.0,391.0,False
4174,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1119518.6465619945,375.0800000000004,1.0,71.76625728444685,17.23,0.0,1.17957,0.0,391.0,False
4175,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1194233.645481486,375.0800000000004,1.0,71.76625728444685,16.12,0.0,1.0099200000000002,0.0,391.0,False
4176,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1314807.9707698764,395.4525000000003,1.0,71.76625728444685,13.02,0.0,0.64084,0.0,391.0,False
4177,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1425217.8780804006,395.4525000000003,1.0,71.76625728444685,14.36,0.0,0.7245699999999999,0.0,391.0,False
4178,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1513457.630725089,395.4525000000003,1.0,71.76625728444685,13.7,0.0,0.59326,0.0,391.0,False
4179,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1583238.453297544,395.4525000000003,1.0,71.76625728444685,12.42,0.0,0.40101,0.0,391.0,False
4180,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1739327.456231287,395.4525000000003,1.0,71.76625728444685,12.81,0.0,0.41941999999999996,0.0,391.0,False
4181,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,9.482806515183157,8.796056804834468,0.0,2.27,1882518.5258052575,395.4525000000003,1.0,71.76625728444685,12.61,0.0,0.37669,0.027667117165725813,391.0,False
4182,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,303.1571644948721,95.50446636873778,0.0,2.27,1972211.9561548147,395.4525000000003,1.0,71.76625728444685,19.87,0.0,1.2306700000000002,0.20625516716639952,391.0,True
4183,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,423.59251298366286,141.45146724875787,0.0,2.27,1950175.376728975,395.4525000000003,1.0,71.76625728444685,14.9,0.0,0.5735600000000001,0.38833388291898396,391.0,True
4184,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,482.036017833125,162.01971527822684,0.0,2.27,1824222.0259606559,395.4525000000003,1.0,71.76625728444685,17.38,0.0,0.85575,0.5614949008442456,391.0,True
4185,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,507.28999445488733,160.564329872918,0.0,2.27,1726858.998297197,395.4525000000003,1.0,71.76625728444685,26.77,0.0,2.4300200000000003,0.7139375837326898,391.0,True
4186,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,510.9274673582718,144.86489992332844,0.0,2.27,1484627.2259392252,395.4525000000003,1.0,71.76625728444685,22.18,0.0,1.5581,0.8352732146689141,391.0,True
4187,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,504.3624113468019,125.99900611551782,0.0,2.27,1314807.9707698764,395.4525000000003,1.0,71.76625728444685,24.48,0.0,1.96938,0.9172329709212257,391.0,True
4188,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,497.19901539232865,114.67973492472905,0.0,2.27,1440299.9687565085,395.4525000000003,1.0,71.76625728444685,28.11,0.0,2.74704,0.9542314305459307,391.0,True
4189,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,494.1289570642039,116.82370426990178,0.0,2.27,1347277.2543170168,395.4525000000003,1.0,71.76625728444685,27.23,0.0,2.58589,0.9437472096624511,391.0,True
4190,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,493.3634941792057,130.0054348309735,0.0,2.27,1394564.4481342551,395.4525000000003,1.0,71.76625728444685,27.68,0.0,2.7321,0.8864947905980016,391.0,True
4191,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,486.6340413931243,145.35205080710762,0.0,2.27,1513457.630725089,395.4525000000003,1.0,71.76625728444685,26.36,0.0,2.48413,0.7863758310977287,391.0,True
4192,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,462.40225675982987,151.28787050150999,0.0,2.27,1527668.8122757499,395.4525000000003,1.0,71.76625728444685,27.53,0.0,2.7407,0.6502132727971722,391.0,True
4193,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,408.35973854963765,137.92426626501137,0.0,2.27,1541749.0068101226,395.4525000000003,1.0,71.76625728444685,26.95,0.0,2.61102,0.48728636902524836,391.0,True
4194,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,304.9032524353655,99.29770108123428,0.0,2.27,1527668.8122757499,395.4525000000003,1.0,71.76625728444685,20.53,0.0,1.41588,0.30869831902457473,391.0,True
4195,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,87.73763530765905,28.770294699732762,0.0,2.27,1499111.7369962786,395.4525000000003,1.0,71.76625728444685,24.41,0.0,2.08931,0.12661960327199007,391.0,True
4196,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1470000.0,395.4525000000003,1.0,71.76625728444685,22.46,0.0,1.7500200000000001,0.0,391.0,False
4197,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,720149.9843782543,395.4525000000003,1.0,71.76625728444685,16.32,0.0,0.85939,0.0,391.0,False
4198,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,720149.9843782543,395.4525000000003,1.0,71.76625728444685,19.13,0.0,1.23471,0.0,391.0,False
4199,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,689491.1166940442,395.4525000000003,1.0,71.76625728444685,17.73,0.0,1.0521200000000002,0.0,391.0,False
4200,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,720149.9843782543,417.34875000000034,1.0,71.76625728444685,14.23,0.0,0.64989,0.0,391.0,False
4201,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,623668.1810065348,417.34875000000034,1.0,71.76625728444685,15.65,0.0,0.76984,0.0,391.0,False
4202,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,689491.1166940442,417.34875000000034,1.0,71.76625728444685,14.95,0.0,0.66689,0.0,391.0,False
4203,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,857149.9285422591,417.34875000000034,1.0,71.76625728444685,14.46,0.0,0.59567,0.0,391.0,False
4204,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,857149.9285422591,417.34875000000034,1.0,71.76625728444685,14.3,0.0,0.54785,0.0,391.0,False
4205,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,9.016046930337287,8.43380681578605,0.0,2.27,929709.6320895036,417.34875000000034,1.0,71.76625728444685,14.38,0.0,0.5316,0.026879620538010657,391.0,False
4206,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,290.1387784840753,91.19225753514571,0.0,2.27,1018445.8748504997,417.34875000000034,1.0,71.76625728444685,23.87,0.0,1.87031,0.2054515404383747,391.0,True
4207,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,405.69673810024665,135.23712669721823,0.0,2.27,1663115.1493507598,417.34875000000034,1.0,71.76625728444685,17.58,0.0,0.88864,0.3875590753784613,391.0,True
4208,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,461.5714434948028,154.9637947018648,0.0,2.27,1484627.2259392252,417.34875000000034,1.0,71.76625728444685,20.72,0.0,1.31516,0.5607918977990345,391.0,True
4209,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,507.5805746015036,160.50860529053395,0.0,2.27,1264541.814255266,417.34875000000034,1.0,71.76625728444685,28.2,0.0,2.7372,0.713344477132907,391.0,True
4210,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,511.18142758943696,144.80630782490448,0.0,2.27,1555701.7709059792,417.34875000000034,1.0,71.76625728444685,25.33,0.0,2.1663,0.8348206072035327,391.0,True
4211,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,504.60021569418285,125.90383467499271,0.0,2.27,1788332.1839076765,417.34875000000034,1.0,71.76625728444685,26.77,0.0,2.51803,0.9169418904953952,391.0,True
4212,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,497.404350463388,114.52842881331915,0.0,2.27,1994005.0150388286,417.34875000000034,1.0,71.76625728444685,29.24,0.0,3.1409,0.9541118972639915,391.0,True
4213,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,494.32913277438536,116.61852611670946,0.0,2.27,2036891.7497009994,417.34875000000034,1.0,71.76625728444685,28.56,0.0,2.98038,0.9437975529743818,391.0,True
4214,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,493.58668226180964,129.80166583433638,0.0,2.27,2089262.5493221283,417.34875000000034,1.0,71.76625728444685,28.91,0.0,3.06842,0.8867017631446437,391.0,True
4215,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,486.9746265938244,145.18945996618564,0.0,2.27,2140352.307448472,417.34875000000034,1.0,71.76625728444685,27.22,0.0,2.68275,0.7867155114964195,391.0,True
4216,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,462.86253119233584,151.22657836698488,0.0,2.27,2130232.381689847,417.34875000000034,1.0,71.76625728444685,28.57,0.0,2.9972,0.6506526958444424,391.0,True
4217,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,409.048143930456,137.9814698534915,0.0,2.27,2089262.5493221283,417.34875000000034,1.0,71.76625728444685,27.9,0.0,2.84015,0.4877857722209604,391.0,True
4218,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,305.9526299229002,99.48245652924822,0.0,2.27,1972211.9561548147,417.34875000000034,1.0,71.76625728444685,21.25,0.0,1.52237,0.30921385232059656,391.0,True
4219,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,89.02768801794909,29.054987128569877,0.0,2.27,1824222.0259606559,417.34875000000034,1.0,71.76625728444685,25.22,0.0,2.2789900000000003,0.12710631738050998,391.0,True
4220,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1596828.7322064317,417.34875000000034,1.0,71.76625728444685,23.23,0.0,1.94315,0.0,391.0,False
4221,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,831557.5746753799,417.34875000000034,1.0,71.76625728444685,16.85,0.0,1.03911,0.0,391.0,False
4222,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,857149.9285422591,417.34875000000034,1.0,71.76625728444685,19.79,0.0,1.44011,0.0,391.0,False
4223,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,881999.9999999999,417.34875000000034,1.0,71.76625728444685,18.33,0.0,1.2377799999999999,0.0,391.0,False
4224,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,929709.6320895036,438.0258333333336,1.0,71.76625728444685,14.42,0.0,0.77271,0.0,391.0,False
4225,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,952668.8826659553,438.0258333333336,1.0,71.76625728444685,16.07,0.0,0.90128,0.0,391.0,False
4226,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,975087.6883644875,438.0258333333336,1.0,71.76625728444685,15.26,0.0,0.75385,0.0,391.0,False
4227,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1039446.9683442248,438.0258333333336,1.0,71.76625728444685,14.17,0.0,0.58462,0.0,391.0,False
4228,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1281516.2894009582,438.0258333333336,1.0,71.76625728444685,14.34,0.0,0.5669,0.0,391.0,False
4229,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,8.523102187771585,8.041000511994964,0.0,2.27,1440299.9687565085,438.0258333333336,1.0,71.76625728444685,14.26,0.0,0.5179699999999999,0.026012415703713265,391.0,False
4230,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,304.17910234297767,95.17339343823804,0.0,2.27,1527668.8122757499,438.0258333333336,1.0,71.76625728444685,22.0,0.0,1.52231,0.2045775973234625,391.0,True
4231,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,424.575792267418,141.19830070666558,0.0,2.27,1882518.5258052575,438.0258333333336,1.0,71.76625728444685,16.78,0.0,0.78163,0.3867232286550124,391.0,True
4232,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,482.94889976069715,161.83525626000608,0.0,2.27,1916645.5071295786,438.0258333333336,1.0,71.76625728444685,19.39,0.0,1.13175,0.5600363859330055,391.0,True
4233,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,508.18502285960324,160.38038263510944,0.0,2.27,2004812.7094569206,438.0258333333336,1.0,71.76625728444685,26.67,0.0,2.4257,0.7127060639024816,391.0,True
4234,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,511.7021004392917,144.6302305347056,0.0,2.27,2140352.307448472,438.0258333333336,1.0,71.76625728444685,23.57,0.0,1.8314,0.8343280763083922,391.0,True
4235,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,505.0396144723054,125.65513469914823,0.0,2.27,2267805.547219602,438.0258333333336,1.0,71.76625728444685,25.13,0.0,2.14826,0.9166140839951535,391.0,True
4236,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,497.7827726003118,114.21424809998305,0.0,2.27,2379402.866267081,438.0258333333336,1.0,71.76625728444685,27.3,0.0,2.6270599999999997,0.95395643152297,391.0,True
4237,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,494.69915779970177,116.26078836231048,0.0,2.27,2424386.1078631845,438.0258333333336,1.0,71.76625728444685,26.89,0.0,2.5188,0.9438102996189681,391.0,True
4238,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,494.02242339947486,129.46624120579386,0.0,2.27,2459780.478010182,438.0258333333336,1.0,71.76625728444685,27.1,0.0,2.5476,0.8868671304051294,391.0,True
4239,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,487.40317788527153,144.9015127873676,0.0,2.27,2485995.575217301,438.0258333333336,1.0,71.76625728444685,24.96,0.0,2.08618,0.787007506760341,391.0,True
4240,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,463.53584687247974,151.07869154223584,0.0,2.27,2442147.4156979136,438.0258333333336,1.0,71.76625728444685,26.53,0.0,2.39657,0.6510366970101642,391.0,True
4241,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,410.0592123198665,138.0027855903911,0.0,2.27,2379402.866267081,438.0258333333336,1.0,71.76625728444685,25.75,0.0,2.2219,0.4882208871366863,391.0,True
4242,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,305.0453647250664,98.90194488391931,0.0,2.27,2277314.2075699614,438.0258333333336,1.0,71.76625728444685,19.68,0.0,1.14186,0.3096557055169369,391.0,True
4243,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,90.02298979347763,29.16493344793486,0.0,2.27,2089262.5493221283,438.0258333333336,1.0,71.76625728444685,23.19,0.0,1.6976799999999999,0.12751007418538712,391.0,True
4244,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1836029.411529129,438.0258333333336,1.0,71.76625728444685,21.43,0.0,1.36995,0.0,391.0,False
4245,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1676057.8748957326,438.0258333333336,1.0,71.76625728444685,15.84,0.0,0.60761,0.0,391.0,False
4246,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1788332.1839076765,438.0258333333336,1.0,71.76625728444685,18.4,0.0,0.9623299999999999,0.0,391.0,False
4247,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,1893962.5128285936,438.0258333333336,1.0,71.76625728444685,17.12,0.0,0.82085,0.0,391.0,False
4248,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,2015562.4525179067,453.98416666666685,1.0,71.76625728444685,12.85,0.0,0.36641999999999997,0.0,391.0,False
4249,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,2015562.4525179067,453.98416666666685,1.0,71.76625728444685,14.84,0.0,0.62434,0.0,391.0,False
4250,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,2015562.4525179067,453.98416666666685,1.0,71.76625728444685,13.84,0.0,0.5661,0.0,391.0,False
4251,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,2026255.1665572627,453.98416666666685,1.0,71.76625728444685,10.99,0.0,0.3398,0.0,391.0,False
4252,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,0.0,0.0,0.0,2.27,2160449.953134763,453.98416666666685,1.0,71.76625728444685,12.22,0.0,0.51362,0.0,391.0,False
4253,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,7.7645612141686415,7.398800268623709,0.0,2.27,2229365.3805511557,453.98416666666685,1.0,71.76625728444685,11.6,0.0,0.5152399999999999,0.02506659570119593,391.0,False
4254,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,301.1053677333074,94.13050509518189,0.0,2.27,2267805.547219602,453.98416666666685,1.0,71.76625728444685,13.88,0.0,0.79575,0.2036344606271588,391.0,True
4255,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,421.10978306799564,139.94644389206047,0.0,2.27,2314958.314959472,453.98416666666685,1.0,71.76625728444685,11.95,0.0,0.67852,0.38582742086276,391.0,True
4256,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,479.19795989332425,160.53197090000003,0.0,2.27,2314958.314959472,453.98416666666685,1.0,71.76625728444685,12.92,0.0,0.84434,0.5592293272560458,391.0,True
4257,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,508.0633284738196,160.4283475822234,0.0,2.27,2305604.9097796436,453.98416666666685,1.0,71.76625728444685,19.43,0.0,1.7025,0.7120231264465133,391.0,True
4258,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,511.756476537921,144.69344436260445,0.0,2.27,2219651.3239696,453.98416666666685,1.0,71.76625728444685,15.73,0.0,1.24225,0.8337961735230239,391.0,True
4259,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,505.08195858752475,125.72842674186745,0.0,2.27,2120064.1499728253,453.98416666666685,1.0,71.76625728444685,17.58,0.0,1.49262,0.916249836566789,391.0,True
4260,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,497.8043005189155,114.2648887470009,0.0,2.27,2015562.4525179067,453.98416666666685,1.0,71.76625728444685,21.93,0.0,2.15727,0.9537650347024964,391.0,True
4261,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,494.6883094441959,116.27742053808423,0.0,2.27,1939063.175866119,453.98416666666685,1.0,71.76625728444685,20.28,0.0,1.9057099999999998,0.943785169173994,391.0,True
4262,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,494.00349565036834,129.4411868332983,0.0,2.27,1882518.5258052575,453.98416666666685,1.0,71.76625728444685,21.11,0.0,2.0455400000000004,0.8869903513245421,391.0,True
4263,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,487.53943316719915,144.9079112705082,0.0,2.27,1847761.3482265505,453.98416666666685,1.0,71.76625728444685,20.51,0.0,1.96155,0.7872510541327058,391.0,True
4264,800,0.33,680.0,120.0,104.39999999999998,575.6,0.06,0.0045,0.5,20000,8.12,180.0,400,463.69018933002144,151.10284626222168,0.0,2.27,1763999.9999999998,453.98416666666685,1.0,71.76625728444685,21.46,0.0,2.11645,0.6513643458751273,391.0,True
