,Tleaf_C,g_sv,f_LS,A_n,A_c,A_j,A_p,A_n_limit_factor,R_d,fO3_h_out,fO3_d_out,fO3_l,c_i,Canopy_A_n
1318,8.33,18036.67268915216,1.0,-0.1299048897752328,24.345197833518466,0.0,18.086929608182906,A_j,0.1299048897752328,1,1.0,1.0,402.6554450931779,-0.0
1319,7.85,18095.50563011345,1.0,-0.12497563714049421,23.379638792436626,0.0,17.14909597667961,A_j,0.12497563714049421,1,1.0,1.0,402.18192030866385,-0.0
1320,6.47,18286.766308497656,1.0,-0.11173871445692832,20.745252861073258,0.0,14.696037801806204,A_j,0.11173871445692832,1,1.0,1.0,400.8957505510599,-0.0
1321,7.07,18187.031175749475,1.0,-0.11732819209512813,21.86480880969938,0.0,15.71988190441761,A_j,0.11732819209512813,1,1.0,1.0,401.4523406864986,-0.0
1322,6.77,18222.45561157628,1.0,-0.11450234585078457,21.300254865998554,0.0,15.200012147447156,A_j,0.11450234585078457,1,1.0,1.0,401.18685161753746,-0.0
1323,6.16,18303.514431707357,1.0,-0.10894701120851259,20.18318348265718,0.0,14.191507539086256,A_j,0.10894701120851259,1,1.0,1.0,400.65439734508993,-0.0
1324,6.36,18269.928899266848,1.0,-0.1107407265607324,20.544955080526798,0.0,14.51514480409372,A_j,0.1107407265607324,1,1.0,1.0,400.83342741314823,-0.0
1325,6.26,18280.158235941828,1.0,-0.1098405284532054,20.36357747428425,0.0,14.35248338241798,A_j,0.1098405284532054,1,1.0,1.0,400.7481074622891,-0.0
1326,8.12,17985.051763042313,1.0,-0.12772693577545066,23.921128831976322,0.0,17.67099046059525,A_j,0.12772693577545066,1,1.0,1.0,402.51897685152534,-0.0
1327,6.8,18229.005933250475,1.0,-0.11478211025114188,21.355512040752235,0.0,15.251276676569987,A_j,0.11478211025114188,1,1.0,1.0,401.1682245519376,-0.0
1328,7.46,291531.5294649585,1.0,16.299099698488607,20.023284234640464,21.636943077812482,16.4201965706335,A_p,0.12109687214489347,1,1.0,1.0,288.70789789958667,0.0
1329,13.09,543250.982781056,1.0,29.053163637372357,29.24247514837455,30.840205233053545,30.243310078185853,A_c,0.18931151100219254,1,1.0,1.0,282.5472699039077,0.0
1330,9.77,375314.39986245445,1.0,21.042979008361353,23.69136596391428,28.335526709354337,21.188754287099904,A_p,0.14577527873854926,1,1.0,1.0,286.16096463559154,0.0
1331,11.43,449135.9635814569,1.0,25.191049330080414,26.450972583117718,30.709455446530416,25.35729925692574,A_p,0.16624992684532566,1,1.0,1.0,284.40347095327775,0.0
1332,14.28,562122.853491859,1.0,31.11560246270324,31.32319823039108,33.73025708315843,34.235241716181186,A_c,0.20759576768783672,1,1.0,1.0,282.70234633359985,0.0
1333,13.49,531414.4483289813,1.0,29.758933731621134,29.95422077731254,32.7722460027201,31.537579405410813,A_c,0.19528704569140554,1,1.0,1.0,282.7862105737796,0.0
1334,13.89,542433.1438770603,1.0,30.429239681584285,30.63067342961399,32.84958686042695,32.87964694480447,A_c,0.20143374802970498,1,1.0,1.0,282.46193161731867,0.0
1335,11.66,449729.5057123933,1.0,25.82020308935888,26.79732710619914,29.90778488765977,25.98948763913687,A_p,0.16928454977798638,1,1.0,1.0,283.34073263203055,0.0
1336,13.4,500526.62619956303,1.0,28.18256633244234,29.797215163007404,28.37649411320886,31.24224168453544,A_j,0.19392778076652006,1,1.0,1.0,282.7855881139237,0.0
1337,12.53,306133.79937643826,1.0,17.418340339305754,28.558247508037763,17.599565522761317,28.509444543663342,A_j,0.18122518345556185,1,1.0,1.0,287.9302442961258,0.0
1338,8.46,18034.469572418668,1.0,-0.13127005903082994,24.610772417005435,0.0,18.348888256131843,A_j,0.13127005903082994,1,1.0,1.0,402.77483046343053,-0.0
1339,10.58,17651.85332793407,1.0,-0.15545991520859803,29.200156906265526,0.0,23.138654337643423,A_j,0.15545991520859803,1,1.0,1.0,405.2529195635352,-0.0
1340,9.51,17840.723567884947,1.0,-0.14278523254739203,26.82585247460431,0.0,20.595182248587122,A_j,0.14278523254739203,1,1.0,1.0,403.96188641653,-0.0
1341,6.53,18288.75447502781,1.0,-0.11228652310974964,20.85536038161938,0.0,14.795581757427643,A_j,0.11228652310974964,1,1.0,1.0,400.94823686589234,-0.0
1342,7.81,18094.916654835197,1.0,-0.12457266537451463,23.300679540904092,0.0,17.072992479607187,A_j,0.12457266537451463,1,1.0,1.0,402.16221286963275,-0.0
1343,7.16,18175.406487446024,1.0,-0.11818826510118152,22.036445661381464,0.0,15.879007617089442,A_j,0.11818826510118152,1,1.0,1.0,401.55115328180887,-0.0
1344,5.0,18448.745556262966,1.0,-0.09905589360012225,18.174010170300356,0.0,12.442336812556757,A_j,0.09905589360012225,1,1.0,1.0,399.7161429798165,-0.0
1345,6.02,18308.331206503586,1.0,-0.10770722600247966,19.932817319593084,0.0,13.968943695171355,A_j,0.10770722600247966,1,1.0,1.0,400.54426889809633,-0.0
1346,5.51,18364.888494589184,1.0,-0.10329893818904246,19.038834174542277,0.0,13.185192083325525,A_j,0.10329893818904246,1,1.0,1.0,400.11975168869196,-0.0
1347,4.28,18513.074431796707,1.0,-0.09333622980901896,17.00226775925745,0.0,11.45952213501594,A_j,0.09333622980901896,1,1.0,1.0,399.1674581063346,-0.0
1348,4.75,18444.458231888533,1.0,-0.09703462140722449,17.760642302899786,0.0,12.092544738771325,A_j,0.09703462140722449,1,1.0,1.0,399.5223019028267,-0.0
1349,4.51,18468.55248207899,1.0,-0.09512969112982342,17.370390095461065,0.0,11.765350850791243,A_j,0.09512969112982342,1,1.0,1.0,399.3442246741929,-0.0
1350,7.33,18048.750421871166,1.0,-0.11982855421256396,22.363328950285748,0.0,16.183631203985076,A_j,0.11982855421256396,1,1.0,1.0,401.75049131663894,-0.0
1351,5.29,18380.160153934754,1.0,-0.10144867019347716,18.66169321091701,0.0,12.859842893554587,A_j,0.10144867019347716,1,1.0,1.0,399.90469700112544,-0.0
1352,6.3,261874.8921467024,1.0,14.307145008379763,18.376561549145677,21.657954550043232,14.417344811864663,A_p,0.11019980348489913,1,1.0,1.0,293.7023647118539,0.0
1353,13.1,554637.5035499482,1.0,29.31661675028406,29.506075598123754,31.08707931288223,30.27509340423623,A_c,0.18945884783969422,1,1.0,1.0,286.811724207208,0.0
1354,9.25,361316.9600249104,1.0,19.87690900886657,22.954480515508582,27.725927389071447,20.016760188044927,A_p,0.1398511791783573,1,1.0,1.0,289.7479381184552,0.0
1355,11.17,446466.1237091853,1.0,24.496346463623613,26.12149134279807,30.46032056286806,24.659225661052734,A_p,0.16287919742912008,1,1.0,1.0,286.98767993353357,0.0
1356,15.93,640562.3383196399,1.0,33.97625234489975,34.21186181616785,35.37716878507062,40.5063523444142,A_c,0.2356094712680963,1,1.0,1.0,283.63025529874665,0.0
1357,14.06,567980.1323672066,1.0,30.749844817439765,30.95394381463689,33.536314809099025,33.46477236570567,A_c,0.2040989971971237,1,1.0,1.0,282.89719148757314,0.0
1358,15.0,599499.8491252823,1.0,32.239170172822725,32.45859445283046,34.00048914511546,36.86329166138798,A_c,0.21942428000773467,1,1.0,1.0,281.2032929642023,0.0
1359,12.83,518666.15256944916,1.0,28.496061993963547,28.681579162385518,31.038413004323417,29.427124876761372,A_c,0.18551716842196908,1,1.0,1.0,280.64868319350285,0.0
1360,14.89,526443.0708486249,1.0,28.759566176047922,32.326384935935884,28.977144531568538,36.45108072828295,A_j,0.21757835552061422,1,1.0,1.0,281.99298866274955,0.0
1361,13.85,313902.9697160472,1.0,17.612950929766928,30.926661510137414,17.813762180916875,32.74325734349144,A_j,0.20081125114994558,1,1.0,1.0,288.3278017678011,0.0
1362,9.42,17875.636100547632,1.0,-0.1417633104245264,26.630733062200907,0.0,20.393261227930555,A_j,0.1417633104245264,1,1.0,1.0,403.827845283198,-0.0
1363,11.68,17420.922652484936,1.0,-0.16955079931015765,31.75690858052027,0.0,26.045119136280842,A_j,0.16955079931015765,1,1.0,1.0,406.72536431608717,-0.0
1364,10.54,17640.411007814284,1.0,-0.15496823510005708,29.108835640959818,0.0,23.03868525496479,A_j,0.15496823510005708,1,1.0,1.0,405.184143858355,-0.0
1365,7.28,18195.2341248102,1.0,-0.11934397415989585,22.264940213034073,0.0,16.093482414624084,A_j,0.11934397415989585,1,1.0,1.0,401.5844644165613,-0.0
1366,8.71,17954.07959909947,1.0,-0.13393220786066296,25.127392467930274,0.0,18.86243225443292,A_j,0.13393220786066296,1,1.0,1.0,403.04473756928166,-0.0
1367,8.0,18057.65647972548,1.0,-0.12649739011321118,23.67849875807388,0.0,17.437264998627075,A_j,0.12649739011321118,1,1.0,1.0,402.31943509350447,-0.0
1368,6.4,18287.379416974265,1.0,-0.11110268649126605,20.61710052292673,0.0,14.580684819820755,A_j,0.11110268649126605,1,1.0,1.0,400.8218558875383,-0.0
1369,6.97,18196.959781657933,1.0,-0.11637925349178138,21.675432085068042,0.0,15.54479899602282,A_j,0.11637925349178138,1,1.0,1.0,401.35866230474494,-0.0
1370,6.68,18232.42174946224,1.0,-0.1136667804576813,21.132793221170118,0.0,15.047170513025534,A_j,0.1136667804576813,1,1.0,1.0,401.1050351289919,-0.0
1371,5.14,18435.811671422955,1.0,-0.10020451998033494,18.408168807537454,0.0,12.642296725660954,A_j,0.10020451998033494,1,1.0,1.0,399.79812319942755,-0.0
1372,5.97,18315.302908693626,1.0,-0.10726757461355987,19.843593668160114,0.0,13.890241883735644,A_j,0.10726757461355987,1,1.0,1.0,400.48224303558834,-0.0
1373,5.55,18360.321155317662,1.0,-0.10363864054737032,19.10767910576872,0.0,13.245159396663233,A_j,0.10363864054737032,1,1.0,1.0,400.1366405412499,-0.0
1374,6.6,18196.475069130473,1.0,-0.11292872910327856,20.98478442679739,0.0,14.912502789190057,A_j,0.11292872910327856,1,1.0,1.0,401.03800450972983,-0.0
1375,5.61,18337.583033227445,1.0,-0.1041501058424721,19.211228245917916,0.0,13.33558406434468,A_j,0.1041501058424721,1,1.0,1.0,400.15863820661593,-0.0
1376,6.09,257779.9142456575,1.0,13.971493579176459,18.09884006769685,21.549923757547358,14.079819079520629,A_p,0.10832550034416993,1,1.0,1.0,295.25233267984873,0.0
1377,12.67,550174.1612785927,1.0,28.71454096317573,28.89775769463631,30.845285903442058,28.934514797410433,A_c,0.1832167314605809,1,1.0,1.0,289.6122623619586,0.0
1378,8.62,347589.8368719683,1.0,18.543093823633676,22.04119182589392,26.926247718271522,18.676062040702618,A_p,0.1329682170689423,1,1.0,1.0,293.66083177512047,0.0
1379,10.64,440243.48914971785,1.0,23.133140752945675,25.399615448754126,29.84458537873756,23.28934085331592,A_p,0.1562001003702463,1,1.0,1.0,291.5261232468929,0.0
1380,15.48,668759.3337162615,1.0,33.54738903822149,33.77503612759542,35.165466231857856,38.708019219741495,A_c,0.2276470893739316,1,1.0,1.0,288.05565099947194,0.0
1381,13.63,599259.15685359,1.0,30.396152758729585,30.593571457706226,33.271132687873894,32.00180836375175,A_c,0.19741869897664133,1,1.0,1.0,289.29143178600907,0.0
1382,14.57,639851.2802954799,1.0,32.053314905364005,32.26560332656325,33.89180408034792,35.27397091750022,A_c,0.21228842119924957,1,1.0,1.0,289.2888715762124,0.0
1383,11.8,512903.79874058976,1.0,26.209984445695653,27.453288786756012,30.311026327032952,26.38114076621942,A_p,0.17115632052376853,1,1.0,1.0,291.7003000931363,0.0
1384,14.26,574582.1663947604,1.0,28.962512347176077,31.810184409921643,29.169787989086856,34.16457734659539,A_j,0.20727564191077913,1,1.0,1.0,290.76732852302604,0.0
1385,13.03,352040.35700148594,1.0,18.161595465870832,29.879134564458052,18.350025143764217,30.05322181601916,A_j,0.18842967789338552,1,1.0,1.0,295.6979625103196,0.0
1386,7.37,18026.97098650425,1.0,-0.12021750949124467,22.440513999904557,0.0,16.25608449292838,A_j,0.12021750949124467,1,1.0,1.0,401.78655510347426,-0.0
1387,10.32,17462.08331035991,1.0,-0.15228922605104311,28.61754714658036,0.0,22.49578434543733,A_j,0.15228922605104311,1,1.0,1.0,405.1084161429641,-0.0
1388,8.85,17734.926352518927,1.0,-0.13544441757801987,25.42332021492584,0.0,19.155720372005717,A_j,0.13544441757801987,1,1.0,1.0,403.3639851760404,-0.0
1389,4.81,18366.844161800338,1.0,-0.09751626293068205,17.859667071189136,0.0,12.175652580961634,A_j,0.09751626293068205,1,1.0,1.0,399.6049206286884,-0.0
1390,6.51,18123.52429410852,1.0,-0.11210364860416962,20.82014979722694,0.0,14.762331492934955,A_j,0.11210364860416962,1,1.0,1.0,401.0271818935213,-0.0
1391,5.66,18260.204398537593,1.0,-0.10457808527810902,19.29939200270535,0.0,13.411374213404667,A_j,0.10457808527810902,1,1.0,1.0,400.2889208800432,-0.0
1392,2.45,18680.268600231724,1.0,-0.08012930834105297,14.279437355074956,0.0,9.276833385249637,A_j,0.08012930834105297,1,1.0,1.0,397.95934264073867,-0.0
1393,4.03,18480.986637200713,1.0,-0.09142186881485533,16.609339880833794,0.0,11.135487669212166,A_j,0.09142186881485533,1,1.0,1.0,399.03276730928064,-0.0
1394,3.24,18570.782331964496,1.0,-0.08560567875600145,15.410958166081585,0.0,10.166679690714314,A_j,0.08560567875600145,1,1.0,1.0,398.4928648347392,-0.0
1395,1.86,18721.423746397842,1.0,-0.07625024927501824,13.477599671160398,0.0,8.660230174055986,A_j,0.07625024927501824,1,1.0,1.0,397.62597820067265,-0.0
1396,2.25,18676.7533617961,1.0,-0.07879462835200317,14.003667193161105,0.0,9.063369361027048,A_j,0.07879462835200317,1,1.0,1.0,397.8558813742272,-0.0
1397,2.05,18700.411506680517,1.0,-0.07748028793314689,13.73185669912984,0.0,8.85449393693134,A_j,0.07748028793314689,1,1.0,1.0,397.7290279875914,-0.0
1398,6.58,18092.745187557946,1.0,-0.11274490063350513,20.949329780942204,0.0,14.879010070685686,A_j,0.11274490063350513,1,1.0,1.0,401.11054336476184,-0.0
1399,3.43,77632.81314863046,1.0,3.4534867141951238,14.721090872766954,3.54045948951419,10.392241224513956,A_j,0.08697277531906598,1,1.0,1.0,316.7550584500641,0.0
1400,5.0,233236.54927085395,1.0,12.343280918956635,16.529228907596206,20.51061253416558,12.442336812556757,A_p,0.09905589360012225,1,1.0,1.0,295.82363592720026,0.0
1401,14.18,620458.0230305475,1.0,30.983613924064247,31.18961354923056,32.03233343387873,33.88316588496713,A_c,0.20599962516631362,1,1.0,1.0,283.3151452802216,0.0
1402,9.12,372902.3258673859,1.0,19.594724538554928,22.760437502012024,27.583830668403884,19.7331293929951,A_p,0.13840485444017264,1,1.0,1.0,290.3918531248462,0.0
1403,11.66,502676.93831429264,1.0,25.82020308935888,27.041786625613785,31.14049864458789,25.98948763913687,A_p,0.16928454977798638,1,1.0,1.0,288.330686213048,0.0
1404,18.45,756396.6634062929,1.0,36.50297985381561,38.493155329148614,36.788050660353896,51.84660179339426,A_j,0.28507080653828776,1,1.0,1.0,286.72043182951586,0.0
1405,15.63,685792.2687208207,1.0,33.694691652772875,33.924965254096065,35.00099516315446,39.299996965152104,A_c,0.2302736013231906,1,1.0,1.0,286.5749389622627,0.0
1406,17.05,729921.4557147474,1.0,35.233577751105514,36.253360982466454,35.490116170012136,45.27809716956222,A_j,0.25653841890662216,1,1.0,1.0,286.01489832075447,0.0
1407,14.24,635319.2558812996,1.0,31.289104099142552,31.496060064477174,32.52003816999298,34.09403770856848,A_c,0.20695596533462204,1,1.0,1.0,286.42602779150275,0.0
1408,17.04,618218.4697796511,1.0,29.618264904293266,36.516981296463904,29.874609212533453,45.23360117673727,A_j,0.25634430824018695,1,1.0,1.0,289.35411462172453,0.0
1409,15.64,377033.7773471235,1.0,18.277810110244552,34.72557733750105,18.508259788341356,39.339726730847175,A_j,0.23044967809680358,1,1.0,1.0,297.3388398112945,0.0
1410,8.63,17672.668186527266,1.0,-0.13307501392607493,24.96872427460824,0.0,18.69668641840967,A_j,0.13307501392607493,1,1.0,1.0,403.3008854379739,-0.0
1411,12.36,17186.431487034264,1.0,-0.1788333787622167,33.41263797908101,0.0,28.000693658482568,A_j,0.1788333787622167,1,1.0,1.0,408.32895361931776,-0.0
1412,10.49,17710.776639839925,1.0,-0.15435562725273885,29.01872057491946,0.0,22.91427143517696,A_j,0.15435562725273885,1,1.0,1.0,405.96150339522694,-0.0
1413,5.32,18317.001357237656,1.0,-0.1016991855979262,18.71612434914429,0.0,12.903766350143501,A_j,0.1016991855979262,1,1.0,1.0,400.1829304562102,-0.0
1414,7.53,17954.621480751488,1.0,-0.12178487198692743,22.764353003851134,0.0,16.548891036407202,A_j,0.12178487198692743,1,1.0,1.0,402.6549886445132,-0.0
1415,6.43,18133.844292921185,1.0,-0.11137486437608166,20.683075263467405,0.0,14.630019054176067,A_j,0.11137486437608166,1,1.0,1.0,401.5606175991319,-0.0
1416,3.94,18493.854351103586,1.0,-0.09074152248124763,16.472662425504947,0.0,11.020935420100766,A_j,0.09074152248124763,1,1.0,1.0,399.2730878586336,-0.0
1417,4.88,18363.872971511002,1.0,-0.09808093551117139,17.9818226843658,0.0,12.273281500272569,A_j,0.09808093551117139,1,1.0,1.0,400.1916411403371,-0.0
1418,4.42,18436.365211692377,1.0,-0.0944241886637591,17.22982770441127,0.0,11.644786967012104,A_j,0.0944241886637591,1,1.0,1.0,399.6343312520331,-0.0
1419,3.32,18586.356701783614,1.0,-0.08617888825685481,15.53008941306286,0.0,10.261091588076626,A_j,0.08617888825685481,1,1.0,1.0,398.6330486236169,-0.0
1420,3.74,18533.978910452097,1.0,-0.08924616210725393,16.163300935853435,0.0,10.770286941698236,A_j,0.08924616210725393,1,1.0,1.0,398.99822236430424,-0.0
1421,3.53,18566.103421926204,1.0,-0.08770028045942758,15.844080730918002,0.0,10.512820522170015,A_j,0.08770028045942758,1,1.0,1.0,398.79354583330746,-0.0
1422,9.72,17601.422234028472,1.0,-0.14519587668798192,27.29003577263749,0.0,21.073414023004833,A_j,0.14519587668798192,1,1.0,1.0,404.50087864093916,-0.0
1423,5.45,84236.59329312528,1.0,3.8509382587508423,17.391012391969372,3.9537295483021055,13.095712450166044,A_j,0.10279128955126345,1,1.0,1.0,306.5051841377227,0.0
1424,7.58,356779.639811435,1.0,16.519104125627873,19.398875966409175,21.27439575417306,16.64138260641123,A_p,0.1222784807833592,1,1.0,1.0,262.48800543068194,0.0
1425,15.92,749175.2472376076,1.0,30.63152505920177,30.86695487218981,31.594289409271276,40.46565691261313,A_c,0.23542981298804194,1,1.0,1.0,243.17020775881855,0.0
1426,11.79,481734.6060311035,1.0,26.181970323824526,26.651222490112026,30.74873027992354,26.352992324069074,A_p,0.1710220002445481,1,1.0,1.0,276.05102331549085,0.0
1427,13.85,539278.5666210464,1.0,29.72647150432172,29.927282755471666,33.17709643520173,32.74325734349144,A_c,0.20081125114994558,1,1.0,1.0,272.57551746110767,0.0
1428,16.71,617088.9300633023,1.0,34.06666272926429,34.31667579550435,35.189219390613225,43.78444135411558,A_c,0.2500130662400676,1,1.0,1.0,269.5700829414577,0.0
1429,16.19,597776.73575687,1.0,33.3791956216788,33.619520189400745,34.69628301569225,41.576208419083024,A_c,0.24032456772194638,1,1.0,1.0,270.85535197260964,0.0
1430,16.46,607560.9313050273,1.0,33.86803875847561,34.113350433997844,34.53583721671532,42.71133740318367,A_c,0.24531167552223246,1,1.0,1.0,271.7135934791437,0.0
1431,13.75,515509.82612118876,1.0,29.62809814870884,29.827360808553287,30.296609606795013,32.404416008872275,A_c,0.1992626598444473,1,1.0,1.0,273.62270600154,0.0
1432,15.73,475570.15146030224,1.0,27.156058283076806,33.25371598146476,27.38809817054868,39.698787332438094,A_j,0.23203988747187443,1,1.0,1.0,275.5052223064498,0.0
1433,14.74,288153.0375124346,1.0,16.883479435059268,32.04705958416094,17.09856338354431,35.895240643820436,A_j,0.21508394848504162,1,1.0,1.0,281.67253690728455,0.0
1434,9.71,17913.161445425307,1.0,-0.14508024840799488,27.261548197713733,0.0,21.05041444397344,A_j,0.14508024840799488,1,1.0,1.0,404.22343280006453,-0.0
1435,12.39,17455.507686931087,1.0,-0.17925336224989213,33.465119482777084,0.0,28.08988667868527,A_j,0.17925336224989213,1,1.0,1.0,407.78655043476897,-0.0
1436,11.05,17674.056447865616,1.0,-0.16134457137449296,30.280284258869756,0.0,24.342881614742318,A_j,0.16134457137449296,1,1.0,1.0,405.91289430076074,-0.0
1437,7.37,18191.475506356066,1.0,-0.12021750949124467,22.44048544280312,0.0,16.25608449292838,A_j,0.12021750949124467,1,1.0,1.0,401.78498205103665,-0.0
1438,8.93,17986.941713854052,1.0,-0.1363155089489305,25.589784786846316,0.0,19.325176728547486,A_j,0.1363155089489305,1,1.0,1.0,403.38478006127605,-0.0
1439,8.15,18095.168480656615,1.0,-0.12803601992842378,23.981947804905378,0.0,17.729868802953664,A_j,0.12803601992842378,1,1.0,1.0,402.56442043463267,-0.0
1440,6.63,18273.863247788384,1.0,-0.11320498451303707,21.040979917102828,0.0,14.962872327566767,A_j,0.11320498451303707,1,1.0,1.0,401.11096557317103,-0.0
1441,7.13,18216.40587656182,1.0,-0.11790093729041676,21.980576114058575,0.0,15.825801654167648,A_j,0.11790093729041676,1,1.0,1.0,401.6010057336789,-0.0
1442,6.89,18243.18744656825,1.0,-0.11562514870895527,21.5263721468919,0.0,15.406028289123995,A_j,0.11562514870895527,1,1.0,1.0,401.3814647612626,-0.0
1443,5.21,18424.334738669746,1.0,-0.1007833799557424,18.52732941502164,0.0,12.743390189487918,A_j,0.1007833799557424,1,1.0,1.0,399.9361225600108,-0.0
1444,6.15,18325.52423353067,1.0,-0.10885802521121347,20.16608221794375,0.0,14.175502065064657,A_j,0.10885802521121347,1,1.0,1.0,400.70307128026684,-0.0
1445,5.68,18375.819683453854,1.0,-0.10474972594148635,19.334230870972306,0.0,13.441801771472049,A_j,0.10474972594148635,1,1.0,1.0,400.3048694722834,-0.0
1446,10.94,17557.198687804263,1.0,-0.15994941230294643,30.028566308250003,0.0,24.05610237355031,A_j,0.15994941230294643,1,1.0,1.0,405.8577487771822,-0.0
1447,7.12,108777.53426357947,1.0,5.653273678976836,19.82778277676684,5.77107898200031,15.808102845357954,A_j,0.11780530302347382,1,1.0,1.0,301.1548942907119,0.0
1448,9.03,341062.46861364535,1.0,19.40150839421547,22.19016723638029,24.332034028250252,19.538919947419192,A_p,0.1374115532037215,1,1.0,1.0,278.6734585051704,0.0
1449,17.22,627628.344249315,1.0,33.135810979601416,35.26272195505549,33.39566978687082,46.03977867829013,A_j,0.25985880726940197,1,1.0,1.0,271.56050526636295,0.0
1450,13.03,498263.54043474776,1.0,28.465595708674847,28.654025386568232,32.268049845473165,30.05322181601916,A_c,0.18842967789338552,1,1.0,1.0,274.2976588398531,0.0
1451,15.12,563725.5953627636,1.0,31.758072687565754,31.97952694055077,34.484086359865145,37.317435578117035,A_c,0.22145425298501498,1,1.0,1.0,271.83902035536977,0.0
1452,18.95,662184.1715996251,1.0,35.88171172691268,37.51844706007632,36.1776516847722,54.354866875560774,A_j,0.29593995785952554,1,1.0,1.0,269.80896024169954,0.0
1453,17.8,650199.1325478578,1.0,35.358776129254906,36.096953383867145,35.630259429439384,48.71321143713715,A_j,0.27148330018448014,1,1.0,1.0,271.3604689373972,0.0
1454,18.37,652016.669349912,1.0,35.23651354580872,37.136440770526455,35.5198793458172,51.45315178125048,A_j,0.2833658000084815,1,1.0,1.0,273.7747953946738,0.0
1455,15.37,586383.9567622385,1.0,32.41475215535109,32.640490484074505,33.04871258406276,38.27861593028518,A_c,0.2257383287234138,1,1.0,1.0,275.2025642693565,0.0
1456,17.75,542230.7980591424,1.0,29.594897387577266,36.6844855874954,29.865360277600217,48.47818610817696,A_j,0.2704628900229524,1,1.0,1.0,278.49321976139026,0.0
1457,16.56,332892.84501609684,1.0,18.628726921824157,35.38505790001382,18.875909422365734,43.13802676879839,A_j,0.24718250054157673,1,1.0,1.0,285.2030388669371,0.0
1458,10.15,17815.05634536164,1.0,-0.15024805802804272,28.23273487477031,0.0,22.084211502414476,A_j,0.15024805802804272,1,1.0,1.0,404.74129038020715,-0.0
1459,13.62,17056.242115823617,1.0,-0.1972657387202267,36.51796304621647,0.0,31.968453930911735,A_j,0.1972657387202267,1,1.0,1.0,409.8199912554297,-0.0
1460,11.88,17390.560525155655,1.0,-0.17223434596840523,32.23629089102874,0.0,26.60729269969008,A_j,0.17223434596840523,1,1.0,1.0,407.09365366539373,-0.0
1461,7.82,18098.140840091917,1.0,-0.12467329708656749,23.320592502185278,0.0,17.091989235325826,A_j,0.12467329708656749,1,1.0,1.0,402.17697004595186,-0.0
1462,9.37,17827.400186246563,1.0,-0.14119846041316492,26.52495375436838,0.0,20.28186231813323,A_j,0.14119846041316492,1,1.0,1.0,403.8480681730573,-0.0
1463,8.59,17954.35012540041,1.0,-0.1326482951095957,24.88009968061209,0.0,18.614313615930946,A_j,0.1326482951095957,1,1.0,1.0,402.9858679706631,-0.0
1464,6.26,18309.10907621097,1.0,-0.1098405284532054,20.363276283916147,0.0,14.35248338241798,A_j,0.1098405284532054,1,1.0,1.0,400.7284949280848,-0.0
1465,7.31,18139.64711053864,1.0,-0.11963450727123695,22.323993538852175,0.0,16.147516078287545,A_j,0.11963450727123695,1,1.0,1.0,401.6872471747819,-0.0
1466,6.79,18205.575285620158,1.0,-0.11468878624853453,21.337563729659976,0.0,15.234170812629216,A_j,0.11468878624853453,1,1.0,1.0,401.2034219832615,-0.0
1467,5.39,18393.215932056784,1.0,-0.10228591859051094,18.832490321946864,0.0,13.006795599380839,A_j,0.10228591859051094,1,1.0,1.0,400.0053659671446,-0.0
1468,5.97,18308.80398564382,1.0,-0.10726757461355987,19.8437315569803,0.0,13.890241883735644,A_j,0.10726757461355987,1,1.0,1.0,400.4916157917205,-0.0
1469,5.68,18344.2580326217,1.0,-0.10474972594148635,19.333545859596086,0.0,13.441801771472049,A_j,0.10474972594148635,1,1.0,1.0,400.2562393177336,-0.0
1470,10.67,17478.687185709925,1.0,-0.1565713955687569,29.40939203251611,0.0,23.365015023526617,A_j,0.1565713955687569,1,1.0,1.0,405.52067281381414,-0.0
1471,7.14,129349.03906416698,1.0,6.86636970408583,19.841212740085492,6.9843663464467625,15.843518708112626,A_j,0.11799664236093203,1,1.0,1.0,300.45270702058804,0.0
1472,8.9,338874.3873340211,1.0,19.125482696988815,22.221758888057074,24.44702096316442,19.26147095003644,A_p,0.13598825304762593,1,1.0,1.0,285.41416769769995,0.0
1473,18.25,642087.6533316044,1.0,33.728724821129525,37.484733013370025,34.00955047844609,50.867072796076144,A_j,0.28082565731655945,1,1.0,1.0,279.16767619352066,0.0
1474,13.2,514873.4068012781,1.0,28.955959991401627,29.146897958525376,32.572402304236064,30.594534383066797,A_c,0.19093796712374989,1,1.0,1.0,277.7047019401191,0.0
1475,15.73,586121.8673356351,1.0,33.014468417785686,33.246508305257564,35.09983576090591,39.698787332438094,A_c,0.23203988747187443,1,1.0,1.0,275.41217273286884,0.0
1476,19.13,360084.33377321775,1.0,21.137671876488085,38.95791509703067,21.437615965277352,55.27843878969523,A_j,0.29994408878926887,1,1.0,1.0,281.5989695199632,0.0
1477,18.55,358540.8363843054,1.0,21.020998810321498,38.11095089644638,21.308213979939463,52.341479531745335,A_j,0.2872151696179664,1,1.0,1.0,281.1968826229032,0.0
1478,18.84,354034.2759655629,1.0,20.644022466899642,38.53238297609598,20.93753942166949,53.79580419071455,A_j,0.29351695476984985,1,1.0,1.0,281.32457473604836,0.0
1479,15.95,473762.36800521496,1.0,27.454732281669358,33.595194575086964,27.690701443540416,40.587843605018065,A_j,0.2359691618710582,1,1.0,1.0,275.3012025908446,0.0
