,dd,hr,ts_c,par,td,lai,sai,dvi,photoperiod,o3_ppb_i,u_i,ustar,canopy_height,|,micro_u,PARsun,PARshade,o3_ppb,o3_nmol_m3,layer_height,LAI_flag,A_n,A_n_limit_factor,fst,fst_canopy,fst_acc,fst_acc_day,fst_acc_day_prev,rsto_l,rb_l,gsto_l,gsto_l_bulk,gsto,gsto_bulk,gsto_canopy,A_n_canopy,c_root,c_stem,c_leaf,c_harv,c_resv,npp,npp_acc,fO3_h,fO3_d,fO3_l,f_LS,f_LA,c_i,td_dd,td_dd_flag,pody,pod0,precip_acc,swp,asw,smd,sn,ei,et,pet,es,ei_acc,et_acc,pet_acc,es_acc,f_phen,leaf_f_phen,f_light,leaf_f_light,f_temp,f_VPD,f_SW,f_O3,rsto_c,ra,rb,rsur,rinc,V_cmax_25,J_max_25,LAIsunfrac,component_LAI,V_cmax,J_max,R_d,R_dc,total_emerged_leaves
20,100,20,11.52,0.0,-11.434166666666671,3,4.28571414947509,-1.001,13.942296987044244,36.937,1.918941869592898,0.12688734819178113,1.0,|,0.3400000000000001,0.0,0.0,28.640985799218345,1135.7511931374768,1.0,3.0,0.0,['NA'],0.554007576811635,0.554007576811635,0.0,0.0,0.0,1965.484180249281,47.352193459474535,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9496143416549302,1.0,1,1,0.0,0.0,0.0,0,0,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,4.4727678635955354e-05,2.696839123650556e-06,False,0,0.011425926178639485,0.004996933846981244,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,98.06849238531105,47.85634061836147,269.59565446838513,472.8603674652067,180.0,400.0,0.0,3,51.20604815443936,176.74787216034642,2.304272166949771,2.304272166949771,0
21,100,21,7.83,0.0,-11.434166666666671,3,4.28571414947509,-1.001,13.942296987044244,34.43,1.1287893350546458,0.07463961658340067,1.0,|,0.20000000000000004,0.0,0.0,24.776475895936745,996.6804920765234,1.0,3.0,0.0,['NA'],0.48015133243815616,0.48015133243815616,0.0,0.0,0.0,1965.484180249281,61.7397066985255,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9496143416549302,1.0,1,1,0.0,0.0,0.0,0,0,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,2.0854157130427417e-05,1.835756298702357e-06,False,0,0.011446780335769912,0.004998769603279946,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,166.7164370550288,81.3557790512145,310.63440881985315,803.8626246908514,180.0,400.0,0.0,3,34.222010784035085,134.39288855877763,1.539990485281579,1.539990485281579,0
22,100,22,9.31,0.0,-11.434166666666671,3,4.28571414947509,-1.001,13.942296987044244,32.466,1.1287893350546458,0.07463961658340067,1.0,|,0.20000000000000004,0.0,0.0,23.36314410022349,934.4047692991609,1.0,3.0,0.0,['NA'],0.45014997141241636,0.45014997141241636,0.0,0.0,0.0,1965.484180249281,61.7397066985255,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9496143416549302,1.0,1,1,0.0,0.0,0.0,0,0,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,1.553598476341244e-05,1.4288535209935806e-06,False,0,0.011462316320533324,0.00500019845680094,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,166.7164370550288,81.3557790512145,310.63440881985315,803.8626246908514,180.0,400.0,0.0,3,40.29782895529805,150.2054997404102,1.813402302988412,1.813402302988412,0
23,100,23,8.57,0.0,-11.434166666666671,3,4.28571414947509,-1.001,13.942296987044244,31.022,1.0723498683019133,0.07090763575423062,1.0,|,0.19,0.0,0.0,22.14802895218088,888.3223285641918,1.0,3.0,0.0,['NA'],0.42735991062929546,0.42735991062929546,0.0,0.0,0.0,1965.484180249281,63.34360253677395,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9496143416549302,1.0,1,1,0.0,0.0,0.0,0,0,0.0,-0.015600329309258809,0.12388163529178195,0.0,0.29,1.2506089972858748e-05,1.1788034218538845e-06,False,0,0.011474822410506182,0.005001377260222793,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,175.49098637371458,85.63766215917319,314.57099197449475,846.1711838851069,180.0,400.0,0.0,3,37.146503490514064,142.10962845693825,1.6715926570731328,1.6715926570731328,0
24,101,0,5.25,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,29.685,1.1287893350546458,0.07463961658340067,1.0,|,0.20000000000000004,0.0,0.0,21.361885885147075,867.1934279826291,1.0,3.0,0.0,['NA'],0.4177708736527597,0.4177708736527597,0.0,0.0,0.0,1965.484180249281,61.7397066985255,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,1.2060030657125013e-05,9.864585606321773e-07,False,0,1.2060030657125013e-05,9.864585606321773e-07,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,166.7164370550288,81.3557790512145,310.63440881985315,803.8626246908514,180.0,400.0,0.0,3,25.602987618639634,110.27729481538509,1.1521344428387836,1.1521344428387836,0
25,101,1,6.97,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,28.0,0.8465920012909841,0.05597971243755049,1.0,|,0.15,0.0,0.0,19.2451277350212,776.5483696236429,1.0,3.0,0.0,['NA'],0.37105296979368335,0.37105296979368335,0.0,0.0,0.0,1965.484180249281,71.29087256416449,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,7.834081372535561e-06,8.719674895755887e-07,False,0,1.9894112029660576e-05,1.858426050207766e-06,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,222.2885827400384,108.47437206828602,332.2984570361968,1071.8168329211353,180.0,400.0,0.0,3,31.08959799204564,125.88509688627332,1.3990319096420538,1.3990319096420538,0
26,101,2,6.11,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,26.084,0.6208341342800551,0.04105178912087036,1.0,|,0.11,0.0,0.0,16.99915196165571,687.9615093631705,1.0,3.0,0.0,['NA'],0.3254027852414473,0.3254027852414473,0.0,0.0,0.0,1965.484180249281,83.24980352933359,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,5.725974920315316e-06,8.163935019384516e-07,False,0,2.562008694997589e-05,2.6748195521462178e-06,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,303.1207946455069,147.91959827493548,353.99393543456927,1461.5684085288208,180.0,400.0,0.0,3,28.223293741726437,117.8532975260726,1.2700482183776898,1.2700482183776898,0
27,101,3,3.61,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,23.813,0.5643946675273229,0.037319808291700333,1.0,|,0.10000000000000002,0.0,0.0,15.258237577359752,622.8851798410597,1.0,3.0,0.0,['NA'],0.29361400385369674,0.29361400385369674,0.0,0.0,0.0,1965.484180249281,87.3131305499918,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0,0.0,False,0,2.562008694997589e-05,2.6748195521462178e-06,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,333.4328741100576,162.711558102429,360.19842601272757,1607.7252493817027,180.0,400.0,0.0,3,21.220440125728803,97.02004551356649,0.9549198056577961,0.9549198056577961,0
28,101,4,4.71,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,21.581,0.5079552007745904,0.03358782746253029,1.0,|,0.1,0.0,0.0,13.568177957636085,551.8167754289367,1.0,3.0,0.0,['NA'],0.26011396332895403,0.26011396332895403,0.0,0.0,0.0,1965.484180249281,87.3131305499918,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,5.33965479816662e-06,8.704802876670975e-07,False,0,3.095974174814251e-05,3.5452998398133152e-06,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,370.4809712333974,180.79062011381004,366.7706910473395,1786.3613882018922,180.0,400.0,0.0,3,24.074864663324796,105.74411316753141,1.0833689098496158,1.0833689098496158,0
29,101,5,4.16,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,19.595,0.5643946675273229,0.037319808291700333,1.0,|,0.10000000000000002,0.0,0.0,12.555544299272452,511.5913461571444,1.0,3.0,0.0,['NA'],0.24115260459468724,0.24115260459468724,0.0,0.0,0.0,1965.484180249281,87.3131305499918,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,6.841453842081816e-06,1.0063107708284352e-06,False,0,3.780119559022433e-05,4.55161061064175e-06,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,333.4328741100576,162.711558102429,360.19842601272757,1607.7252493817027,180.0,400.0,0.0,3,22.60581468204962,101.2982698901261,1.017261660692233,1.017261660692233,0
30,101,6,11.88,28.94,0.0,3,4.28571414947509,-1.001,13.985829248040424,17.873,0.6208341342800551,0.04105178912087036,1.0,|,0.11,26.83216932473538,20.050483518456215,10.055213782601093,398.5728231212098,1.0,3.0,14.668096307450778,['A_j'],1.016065274727927,1.016065274727927,0.0,0.0,0.0,299.0623280574204,83.24980352933359,137.09516764053257,411.2855029215977,137.09516764053257,411.2855029215977,411.2855029215977,14.668096307450778,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,1032.2908338912196,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0,0.0,False,0,3.780119559022433e-05,4.55161061064175e-06,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,299.0623280574204,303.1207946455069,147.91959827493548,176.6812159136795,1461.5684085288208,180.0,400.0,0.0236734142038795,3,53.21458539938016,181.41852062551666,2.394656342972107,2.394656342972107,0
31,101,7,6.37,254.82,0.0,3,4.28571414947509,-1.001,13.985829248040424,33.779,2.934852271142079,0.19406300311684174,1.0,|,0.5200000000000001,351.06967945284794,83.56768570947202,22.42230044042247,906.3046889760064,1.0,3.0,42.28667737266451,['A_p'],5.792323600181887,5.792323600181887,0.0,0.0,0.0,116.39450701718462,38.28934066983592,352.2502998697929,1056.7508996093788,352.2502998697929,1056.7508996093788,1056.7508996093788,42.28667737266451,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,1009.1469656385902,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.00029396050021296633,0.00011010773397453948,False,0,0.00033176169580319064,0.00011465934458518123,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,116.39450701718461,64.12170655962646,31.290684250467116,81.50154278021354,309.17793257340435,180.0,400.0,0.15443559454455763,3,29.063008503549497,120.23251659529171,1.307835382659727,1.307835382659727,0
32,101,8,9.12,470.15,0.0,3,4.28571414947509,-1.001,13.985829248040424,38.401,2.8784128043893458,0.19033102228767165,1.0,|,0.5099999999999999,445.7396605826318,113.19089228978491,24.163215968021156,967.1569554023173,1.0,3.0,57.42340653361573,['A_p'],7.725502289498652,7.725502289498652,0.0,0.0,0.0,85.20948877706891,38.66290405908919,481.16706940076944,1443.5012082023084,481.16706940076944,1443.5012082023084,1443.5012082023084,57.42340653361573,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,995.537871732636,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0005909398951875957,0.00028162370279810937,False,0,0.0009227015909907863,0.0003962830473832906,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,85.20948877706891,65.37899492354072,31.90422707890766,64.97341604343983,315.24024497680455,180.0,400.0,0.27137656897655965,3,39.4662587859902,148.09000931188123,1.775981645369559,1.775981645369559,0
33,101,9,16.91,655.29,0.0,3,4.28571414947509,-1.001,13.985829248040424,41.115,2.709094404131149,0.17913507980016152,1.0,|,0.47999999999999987,490.8342066810386,124.2600470598222,23.30567437702841,906.2342072521919,1.0,3.0,93.49543485715941,['A_c'],10.052623362801686,10.052623362801686,0.0,0.0,0.0,49.507019405171725,39.85280930718663,828.1653893249116,2484.496167974735,828.1653893249116,2484.496167974735,2484.496167974735,93.49543485715941,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,966.1520437271274,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0009848379039210532,0.0006752953212338004,False,0,0.0019075394949118396,0.001071578368617091,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,49.507019405171725,69.46518210626202,33.89824127133939,42.04719310126885,334.94276028785487,180.0,400.0,0.35894183215025016,3,89.3165438089122,257.02802259423135,4.0192444714010485,4.0192444714010485,0
34,101,10,13.57,798.36,0.0,3,4.28571414947509,-1.001,13.985829248040424,44.451,2.991291737894811,0.19779498394601175,1.0,|,0.53,510.9384790511512,122.10916832294596,26.178404921352147,1031.1151704243875,1.0,3.0,86.12372581238986,['A_p'],10.965289568759289,10.965289568759289,0.0,0.0,0.0,55.2695968591471,37.926400339664596,741.8183292432414,2225.454987729724,741.8183292432414,2225.454987729724,2225.454987729724,86.12372581238986,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,973.9265678386187,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0011322362088385868,0.000691729450334828,False,0,0.0030397757037504266,0.0017633078189519188,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,55.2695968591471,62.91186303963351,30.700293981590377,45.88392097291589,303.344386675793,180.0,400.0,0.41747261314858636,3,63.60426595731304,204.6797515896618,2.862191968079087,2.862191968079087,0
35,101,11,15.25,891.02,0.0,3,4.28571414947509,-1.001,13.985829248040424,48.049,3.2170496049057395,0.21272290726269186,1.0,|,0.57,516.7102108302397,114.40518597823922,28.459669661905668,1113.8463011275733,1.0,3.0,89.73185539147553,['A_c'],12.387493189928497,12.387493189928497,0.0,0.0,0.0,52.57644155980544,36.5714459760471,779.8169443126482,2339.4508329379446,779.8169443126482,2339.4508329379446,2339.4508329379446,89.73185539147553,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,974.5413909083932,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0013173506249288408,0.0008162696078236714,False,0,0.004357126328679267,0.00257957742677559,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,52.57644155980544,58.496995457904845,28.54588738639106,43.84300734457964,282.0570612950356,180.0,400.0,0.4519667131503345,3,75.62940579463964,229.9846320140294,3.4033232607587833,3.4033232607587833,0
36,101,12,18.97,927.4,0.0,3,4.28571414947509,-1.001,13.985829248040424,51.857,3.499246938669401,0.23138281140854203,1.0,|,0.62,515.0850863042687,108.64987970247685,31.364240640043395,1207.6313388360265,1.0,3.0,95.27058500713758,['A_c'],13.47517500383672,13.47517500383672,0.0,0.0,0.0,53.798579464242245,35.06579706237034,762.1019069332687,2286.305720799806,762.1019069332687,2286.305720799806,2286.305720799806,95.27058500713758,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,962.4454568126238,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0020443026105515906,0.0012812186566658048,False,0,0.006401428939230858,0.003860796083441395,False,0.0,0.0,0,1.0,1.0,1.0,0.8944264000000001,1.0,1.0,53.798579464242245,53.77949582420284,26.243799693940165,44.48534451566449,259.31052409382306,180.0,400.0,0.46623132367522396,3,108.91390204246426,292.99002572187607,4.901125591910891,4.901125591910891,0
37,101,13,17.62,903.78,0.0,3,4.28571414947509,-1.001,13.985829248040424,55.547,3.442807471916669,0.227650830579372,1.0,|,0.61,508.65358655627887,109.05850297754522,33.25647445933083,1289.185114164876,1.0,3.0,93.3336523423578,['A_c'],14.678740621513905,14.678740621513905,0.0,0.0,0.0,51.74294307801897,35.35205321660247,792.3785846154797,2377.135753846439,792.3785846154797,2377.135753846439,2377.135753846439,93.3336523423578,0,0,1e-05,0,0,0,0,0.9993617124827349,0.9993617124827349,1.0,1,1,971.0851706588628,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0019350428487034139,0.001214657987264349,False,0,0.008336471787934271,0.005075454070705743,False,0.0,0.0,0,1.0,1.0,1.0,0.9610781500000001,1.0,1.0,51.74294307801897,54.661126903288135,26.67402591843099,43.10752937519554,263.56151629208244,180.0,400.0,0.46192617675018716,3,95.74228779852774,269.1562118279256,4.308402950933748,4.308402950933748,0
38,101,14,18.31,823.11,0.0,3,4.28571414947509,-1.001,13.985829248040424,58.104,3.442807471916669,0.227650830579372,1.0,|,0.61,496.3710603779271,113.71698095360284,35.14481416109308,1358.0009911050722,1.0,3.0,94.3356944474868,['A_c'],14.930289919098406,14.930289919098406,0.0,0.0,0.0,54.82872678453587,35.35205321660247,747.7831860134279,2243.3495580402837,747.7831860134279,2243.3495580402837,2243.3495580402837,94.3356944474868,0,0,1e-05,0,0,0,0,0.9939456672031874,0.9933112440909719,1.0,1,1,961.507084863873,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.001868833548739085,0.0011590176803935141,False,0,0.010205305336673357,0.0062344717510992576,False,0.0,0.0,0,1.0,1.0,1.0,0.89127325,1.0,1.0,54.82872678453587,54.661126903288135,26.67402591843099,45.22817648187208,263.56151629208244,180.0,400.0,0.43854727995316956,3,102.31899460016405,281.223709861936,4.604354757007382,4.604354757007382,0
39,101,15,16.96,690.5,0.0,3,4.28571414947509,-1.001,13.985829248040424,59.437,3.442807471916669,0.227650830579372,1.0,|,0.61,471.8595788379341,116.20816241656289,35.80640694993879,1385.995417070939,1.0,3.0,91.42432055365543,['A_c'],15.451665227783137,15.451665227783137,0.0,0.0,0.0,53.588928665277066,35.35205321660247,765.0834047474799,2295.2502142424396,765.0834047474799,2295.2502142424396,2295.2502142424396,91.42432055365543,0,0,1e-05,0,0,0,0,0.9928136953640572,0.9861730068926269,1.0,1,1,971.0421240826238,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0016076416104347424,0.0009877462359300676,False,0,0.0118129469471081,0.007222217987029325,False,0.0,0.0,0,1.0,1.0,1.0,0.95345515,1.0,1.0,53.588928665277066,54.661126903288135,26.67402591843099,44.38119137889307,263.56151629208244,180.0,400.0,0.3934137140624045,3,89.75773448447205,257.8717970593322,4.0390980518012425,4.0390980518012425,0
40,101,16,18.31,513.6,0.0,3,4.28571414947509,-1.001,13.985829248040424,59.022,3.442807471916669,0.227650830579372,1.0,|,0.61,424.3754514737366,108.3814881351052,36.49381430383985,1407.8677099289498,1.0,3.0,86.65717104969025,['A_c'],14.30902902142822,14.30902902142822,0.0,0.0,0.0,62.15912949028055,35.35205321660247,659.5973968137846,1978.7921904413538,659.5973968137846,1978.7921904413538,1978.7921904413538,86.65717104969025,0,0,1e-05,0,0,0,0,0.990467506474976,0.9767723190898694,1.0,1,1,962.5422371871872,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0014031803679890877,0.0008285431506392431,False,0,0.013216127315097187,0.008050761137668568,False,0.0,0.0,0,1.0,1.0,1.0,0.8581280500000001,1.0,1.0,62.15912949028055,54.661126903288135,26.67402591843099,50.10211301403855,263.56151629208244,180.0,400.0,0.32189321688239075,3,102.31899460016405,281.223709861936,4.604354757007382,4.604354757007382,0
41,101,17,17.64,304.13,0.0,3,4.28571414947509,-1.001,13.985829248040424,56.608,3.3863680051639364,0.22391884975020196,1.0,|,0.6,335.68456670813987,82.99623980839705,36.030388409125905,1392.4470756421576,1.0,3.0,69.6019049595364,['A_c'],12.459184872407036,12.459184872407036,0.0,0.0,0.0,75.04524372773449,35.645436282082244,546.3370889799326,1639.0112669397977,546.3370889799326,1639.0112669397977,1639.0112669397977,69.6019049595364,0,0,1e-05,0,0,0,0,0.995609369403573,0.9724836726599305,1.0,1,1,980.5046450468968,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.001039302751596596,0.0005636898518336385,False,0,0.014255430066693784,0.008614450989502207,False,0.0,0.0,0,1.0,1.0,1.0,0.89281765,1.0,1.0,75.04524372773449,55.5721456850096,27.118593017071504,58.218936909119556,267.9542082302838,180.0,400.0,0.21986606606614104,3,95.92831331324075,269.5022663641468,4.316774099095833,4.316774099095833,0
42,101,18,10.43,75.35,0.0,3,4.28571414947509,-1.001,13.985829248040424,50.39,1.2416682685601101,0.08210357824174072,1.0,|,0.22,131.09637295528609,31.62899094445,29.80734363760121,1181.3630230589695,1.0,3.0,28.439309968905476,['A_p'],5.192707043053,5.192707043053,0.0,0.0,0.0,164.75827182514533,58.866500608039566,248.84941766998188,746.5482530099456,248.84941766998188,746.5482530099456,746.5482530099456,28.439309968905476,0,0,1e-05,0,0,0,0,1.0,0.9724836726599305,1.0,1,1,1013.9757803676814,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.00013488191001424446,7.194857136819669e-05,False,0,0.014390311976708028,0.008686399560870403,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,164.75827182514533,151.56039732275346,73.95979913746774,112.89043325450648,730.7842042644104,180.0,400.0,0.09372388523771374,3,45.5315495439241,163.20492037527953,2.0489197294765846,2.0489197294765846,0
43,101,19,14.78,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,46.786,1.2416682685601101,0.08210357824174072,1.0,|,0.22,0.0,0.0,34.15576238381478,1332.3975731483495,1.0,3.0,0.0,['NA'],0.6434741274024782,0.6434741274024782,0.0,0.0,0.0,1965.484180249281,58.866500608039566,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9724836726599305,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.00017039498115195895,1.707694058876716e-05,False,0,0.014560706957859987,0.008703476501459171,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,151.56039732275346,73.95979913746774,303.2665725613631,730.7842042644104,180.0,400.0,0.0,3,72.08552023650772,222.68924378204204,3.2438484106428467,3.2438484106428467,0
44,101,20,12.6,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,43.856,1.1287893350546458,0.07463961658340067,1.0,|,0.20000000000000004,0.0,0.0,31.55960385301759,1240.7808082624435,1.0,3.0,0.0,['NA'],0.597746783535082,0.597746783535082,0.0,0.0,0.0,1965.484180249281,61.7397066985255,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9724836726599305,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.0001423621265139753,1.4512219833335827e-05,False,0,0.014703069084373962,0.008717988721292506,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,166.7164370550288,81.3557790512145,310.63440881985315,803.8626246908514,180.0,400.0,0.0,3,57.44257483252805,191.05851541296383,2.5849158674637622,2.5849158674637622,0
45,101,21,7.23,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,40.958,0.959470934796449,0.06344367409589056,1.0,|,0.17000000000000004,0.0,0.0,28.73239854101,1151.632921362465,1.0,3.0,0.0,['NA'],0.5523158017429376,0.5523158017429376,0.0,0.0,0.0,1965.484180249281,66.96611419850346,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9724836726599305,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,8.817222951946898e-05,8.8635280293644e-06,False,0,0.01479124131389343,0.00872685224932187,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,196.1369847706221,95.71268123672294,323.0100203338719,945.7207349304134,180.0,400.0,0.0,3,32.007591873848085,128.40610496562275,1.4403416343231639,1.4403416343231639,0
46,101,22,9.36,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,38.731,0.959470934796449,0.06344367409589056,1.0,|,0.17000000000000004,0.0,0.0,27.170139017962537,1080.9204474740643,1.0,3.0,0.0,['NA'],0.5184025504070059,0.5184025504070059,0.0,0.0,0.0,1965.484180249281,66.96611419850346,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9724836726599305,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.00010572077275260784,1.1301928893746095e-05,False,0,0.014896962086646039,0.008738154178215617,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,196.1369847706221,95.71268123672294,323.0100203338719,945.7207349304134,180.0,400.0,0.0,3,40.51929813798906,150.76647974622858,1.8233684162095076,1.8233684162095076,0
47,101,23,8.3,0.0,0.0,3,4.28571414947509,-1.001,13.985829248040424,37.268,1.0723498683019133,0.07090763575423062,1.0,|,0.19,0.0,0.0,26.607336915651103,1062.4032166232457,1.0,3.0,0.0,['NA'],0.5111078818003361,0.5111078818003361,0.0,0.0,0.0,1965.484180249281,63.34360253677395,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.9724836726599305,1.0,1,1,0.0,0.0,0.0,0,0,0.002424,-0.01702906997787267,0.12100425803155918,0.0028773772602227743,0.2861634969863696,0.00010124133180982258,9.493437472573809e-06,False,0,0.014998203418455862,0.00874764761568819,False,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,175.49098637371458,85.63766215917319,314.57099197449475,846.1711838851069,180.0,400.0,0.0,3,36.05393167584635,139.25075574210896,1.6224269254130856,1.6224269254130856,0
